Region_no,Region_name,Q [Mt/y] for t= 10 y,Q [Mt/y] for t= 20 y,Q [Mt/y] for t= 30 y,Q [Mt/y] for t= 40 y,Q [Mt/y] for t= 50 y,Q [Mt/y] for t= 60 y,Q [Mt/y] for t= 70 y,Q [Mt/y] for t= 80 y,Q [Mt/y] for t= 90 y,Q [Mt/y] for t= 100 y,Q [Mt/y] for t= 110 y,Q [Mt/y] for t= 120 y,Q [Mt/y] for t= 130 y,Q [Mt/y] for t= 140 y,Q [Mt/y] for t= 150 y
15,Banggai-Sula,550.7630381304886,259.205500388224,176.93823164717713,134.24996411767816,109.02678498040066,87.4974474249312,75.78805855334099,66.49131614460738,59.71607559747335,54.00876493122355,49.7176289713672,45.62410311199307,42.854466035441064,40.57656013551961,38.66506304519443
22,Bintuni,3957.2827964133257,2037.8941015649405,1352.4608013196944,1011.5245122049506,818.5499139479873,676.8343906025328,584.200335522781,496.079066716734,446.6926933872468,404.9969579003278,368.8182773923152,338.3524820562798,313.66943049412384,293.83945407684575,274.58833902777724
35,Central Sumatra,445.0476849168756,223.0788384022253,148.65488105032142,110.79673731943204,87.46640993610711,74.38217486427112,63.50382580069774,56.12934940977781,47.23816299387447,43.038166293917214,39.84101452572831,37.180472119375466,34.46701738604187,32.71031865256214,31.23176211887895
50,East Java,5906.567228358571,3075.8451019533595,1982.7801638550477,1514.8031484129376,1187.7553828429282,996.9094291425472,859.9046975057425,759.3467571625139,681.9081106170979,589.0098727410548,539.5154949276163,499.42853278840687,461.8731899311244,414.0023158271477,389.45097738366087
83,Kutei,1627.0150004030756,800.2869150245457,539.2368278288227,410.32366986490416,330.36205057889214,267.4807904754426,231.1032471220177,205.19108160511357,182.69667729740743,157.93289385692742,144.96904455225064,133.53681779766484,123.95364306540658,116.21144465972056,109.13198197192123
118,North Java,434.5944889365018,207.52291792245472,144.2170264258453,99.4534333634918,83.70642245418995,69.16312576638722,58.67927124554478,50.363026002102266,45.65879932595729,42.34893738347255,38.49737027534956,36.2007188561278,32.00133816638244,30.364432427718192,28.31393970054602
120,North Sumatra,6638.09125143408,3373.058937365962,2238.2543570210955,1689.1754133000695,1324.0791476057398,1108.2513645892818,952.6663101971816,823.8741435082131,736.251780769939,662.7017706311199,604.2471670760713,555.033393948872,512.9680395621587,476.69991301959857,445.8086606062284
153,Salawati,0.7280935526990885,0.720721631081121,0.7164863473844292,0.7135150104711728,0.711229190291352,0.7093736680679206,0.7078132745290739,0.7064677921060101,0.7052857307172081,0.7042320812863353,0.7032819659002927,0.7024170765634077,0.701623551697547,0.7008906459914576,0.7002098627304029
174,South Sumatra,737.8139483940525,367.8134079091944,249.2649902864328,185.87598832933008,152.02739223648223,125.61694810801288,104.96243691601263,93.70446186426518,78.26785528087356,71.87700139985444,66.81338181481038,62.16492911225459,57.97768157641155,52.26349653875836,49.5088199655011
178,Sunda,103.26034408007648,59.07763962467531,46.8653974786712,40.88385823659826,37.20545449690468,34.08690192637991,32.289719738521796,30.880791767137097,29.737197746031033,28.784302456665948,27.97387157195413,27.27318377970565,26.65916307207535,26.11501017110007,25.628166825078942
180,Tarakan-Muara,462.9193001823789,240.4942576317343,156.36558029038963,118.84148257269771,90.34828405785694,77.35580358663579,68.38141312053999,59.00599344691817,52.430656146097974,46.000989077421934,41.543489043340145,38.57702729680879,36.16690017725407,34.0292027732018,31.40266451768957
