country,scenario,model,allocation_order,checkpoint,basin,region_no,allocated_rate_mt_yr,max_feasible_rate_mt_yr,utilisation_ratio,delivered_cumulative_gt,share_of_country_annual,share_of_country_cumulative,wells_used,step_rank,assigned_period_yr
Canada,ipcc_high,Gompertz,ascend,2100,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.026773,0.0005,0.0007,1,1,150
Canada,ipcc_high,Gompertz,ascend,2100,Scotian,163,295.2282,295.2282,1.0,17.963138,0.4204,0.4711,272,2,140
Canada,ipcc_high,Gompertz,ascend,2100,Grand Banks,64,406.6817,406.6817,1.0,20.144127,0.5791,0.5282,361,3,130
Canada,ipcc_high,Gompertz,ascend,2179,Beaufort-Mackenzie,18,0.3771,0.3771,1.0,0.056563,0.0005,0.0006,1,1,150
Canada,ipcc_high,Gompertz,ascend,2179,Scotian,163,295.2282,295.2282,1.0,41.286163,0.4204,0.441,272,2,140
Canada,ipcc_high,Gompertz,ascend,2179,Grand Banks,64,406.6817,406.6817,1.0,52.27198,0.5791,0.5584,361,3,130
Canada,ipcc_high,Logistic,ascend,2050,Beaufort-Mackenzie,18,0.3775,0.3775,1.0,0.007928,0.0009,0.0027,1,1,140
Canada,ipcc_high,Logistic,ascend,2050,Scotian,163,443.5349,510.6088,0.8686,2.880303,0.9991,0.9973,462,2,80
Canada,ipcc_high,Logistic,ascend,2050,Grand Banks,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Canada,ipcc_high,Logistic,ascend,2100,Beaufort-Mackenzie,18,0.3775,0.3775,1.0,0.026805,0.0003,0.0004,1,1,140
Canada,ipcc_high,Logistic,ascend,2100,Scotian,163,510.6088,510.6088,1.0,28.410744,0.371,0.4165,462,2,80
Canada,ipcc_high,Logistic,ascend,2100,Grand Banks,64,865.3272,865.3272,1.0,39.783625,0.6287,0.5832,676,3,60
Canada,ipcc_high,Logistic,ascend,2179,Beaufort-Mackenzie,18,0.0081,0.3775,0.0214,0.049764,1.0,0.0006,1,1,140
Canada,ipcc_high,Logistic,ascend,2179,Scotian,0,0.0,0.0,0.0,36.741174,0.0,0.4471,0,0,0
Canada,ipcc_high,Logistic,ascend,2179,Grand Banks,0,0.0,0.0,0.0,45.392296,0.0,0.5523,0,0,0
EU,ipcc_high,Gompertz,ascend,2050,Baltic,14,0.287,0.287,1.0,0.006027,0.0007,0.0013,1,1,150
EU,ipcc_high,Gompertz,ascend,2050,Polish,142,0.4338,0.4338,1.0,0.009111,0.001,0.002,1,2,150
EU,ipcc_high,Gompertz,ascend,2050,Sava,161,0.499,0.499,1.0,0.010479,0.0012,0.0023,1,3,150
EU,ipcc_high,Gompertz,ascend,2050,Transylvanian,187,0.5399,0.5399,1.0,0.011339,0.0013,0.0025,1,4,150
EU,ipcc_high,Gompertz,ascend,2050,Drava,48,0.6358,0.6358,1.0,0.013351,0.0015,0.0029,1,5,150
EU,ipcc_high,Gompertz,ascend,2050,North Carpathian,114,0.7276,0.7276,1.0,0.015279,0.0017,0.0033,1,6,150
EU,ipcc_high,Gompertz,ascend,2050,Crimea-Karkinit,41,0.7257,0.7257,1.0,0.015239,0.0017,0.0033,1,7,150
EU,ipcc_high,Gompertz,ascend,2050,Paris,134,0.8687,0.8687,1.0,0.018243,0.002,0.004,1,8,150
EU,ipcc_high,Gompertz,ascend,2050,Zala,203,2.1849,2.1849,1.0,0.045883,0.0051,0.01,2,9,150
EU,ipcc_high,Gompertz,ascend,2050,Vienna,194,14.7895,14.7895,1.0,0.31058,0.0348,0.0678,4,10,150
EU,ipcc_high,Gompertz,ascend,2050,Dnieper-Donets,45,22.1816,22.1816,1.0,0.465814,0.0522,0.1016,20,11,150
EU,ipcc_high,Gompertz,ascend,2050,Pannonian,131,31.9848,31.9848,1.0,0.662483,0.0753,0.1445,30,12,150
EU,ipcc_high,Gompertz,ascend,2050,Norwegian,125,38.0984,38.0984,1.0,0.674742,0.0897,0.1472,36,13,150
EU,ipcc_high,Gompertz,ascend,2050,Moesian,100,43.4792,43.4792,1.0,0.633075,0.1024,0.1381,42,14,150
EU,ipcc_high,Gompertz,ascend,2050,Po,141,52.4242,52.4242,1.0,0.604959,0.1235,0.132,49,15,140
EU,ipcc_high,Gompertz,ascend,2050,North Adriatic,112,62.6802,62.6802,1.0,0.531096,0.1476,0.1159,49,16,130
EU,ipcc_high,Gompertz,ascend,2050,Caltanissetta,29,108.0761,108.0761,1.0,0.49321,0.2545,0.1076,64,17,110
EU,ipcc_high,Gompertz,ascend,2050,Lublin,91,44.0182,186.9464,0.2355,0.062963,0.1037,0.0137,169,18,90
EU,ipcc_high,Gompertz,ascend,2050,West Barents,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
EU,ipcc_high,Gompertz,ascend,2050,Northern North Sea,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
EU,ipcc_high,Gompertz,ascend,2100,Baltic,14,0.287,0.287,1.0,0.020376,0.0003,0.0004,1,1,150
EU,ipcc_high,Gompertz,ascend,2100,Polish,142,0.4338,0.4338,1.0,0.030803,0.0004,0.0006,1,2,150
EU,ipcc_high,Gompertz,ascend,2100,Sava,161,0.499,0.499,1.0,0.035428,0.0005,0.0007,1,3,150
EU,ipcc_high,Gompertz,ascend,2100,Transylvanian,187,0.5399,0.5399,1.0,0.038335,0.0006,0.0008,1,4,150
EU,ipcc_high,Gompertz,ascend,2100,Drava,48,0.6358,0.6358,1.0,0.045139,0.0007,0.0009,1,5,150
EU,ipcc_high,Gompertz,ascend,2100,North Carpathian,114,0.7276,0.7276,1.0,0.051657,0.0008,0.0011,1,6,150
EU,ipcc_high,Gompertz,ascend,2100,Crimea-Karkinit,41,0.7257,0.7257,1.0,0.051522,0.0008,0.0011,1,7,150
EU,ipcc_high,Gompertz,ascend,2100,Paris,134,0.8687,0.8687,1.0,0.06168,0.0009,0.0013,1,8,150
EU,ipcc_high,Gompertz,ascend,2100,Zala,203,2.1849,2.1849,1.0,0.155128,0.0023,0.0032,2,9,150
EU,ipcc_high,Gompertz,ascend,2100,Vienna,194,14.7895,14.7895,1.0,1.050056,0.0153,0.0217,4,10,150
EU,ipcc_high,Gompertz,ascend,2100,Dnieper-Donets,45,22.1816,22.1816,1.0,1.574896,0.023,0.0326,20,11,150
EU,ipcc_high,Gompertz,ascend,2100,Pannonian,131,31.9848,31.9848,1.0,2.261724,0.0332,0.0468,30,12,150
EU,ipcc_high,Gompertz,ascend,2100,Norwegian,125,38.0984,38.0984,1.0,2.579664,0.0395,0.0534,36,13,150
EU,ipcc_high,Gompertz,ascend,2100,Moesian,100,43.4792,43.4792,1.0,2.807036,0.0451,0.0581,42,14,150
EU,ipcc_high,Gompertz,ascend,2100,Po,141,52.4242,52.4242,1.0,3.226168,0.0544,0.0668,49,15,140
EU,ipcc_high,Gompertz,ascend,2100,North Adriatic,112,62.6802,62.6802,1.0,3.665103,0.065,0.0758,49,16,130
EU,ipcc_high,Gompertz,ascend,2100,Caltanissetta,29,108.0761,108.0761,1.0,5.897014,0.1121,0.122,64,17,110
EU,ipcc_high,Gompertz,ascend,2100,Lublin,91,186.9464,186.9464,1.0,9.081654,0.1938,0.1879,169,18,90
EU,ipcc_high,Gompertz,ascend,2100,West Barents,198,310.1787,310.1787,1.0,11.988146,0.3216,0.2481,306,19,60
EU,ipcc_high,Gompertz,ascend,2100,Northern North Sea,123,86.7034,705.4767,0.1229,3.705657,0.0899,0.0767,9,20,40
EU,ipcc_high,Gompertz,ascend,2179,Baltic,14,0.287,0.287,1.0,0.043047,0.0017,0.0005,1,1,150
EU,ipcc_high,Gompertz,ascend,2179,Polish,142,0.4338,0.4338,1.0,0.065076,0.0026,0.0007,1,2,150
EU,ipcc_high,Gompertz,ascend,2179,Sava,161,0.499,0.499,1.0,0.074848,0.003,0.0009,1,3,150
EU,ipcc_high,Gompertz,ascend,2179,Transylvanian,187,0.5399,0.5399,1.0,0.08099,0.0033,0.0009,1,4,150
EU,ipcc_high,Gompertz,ascend,2179,Drava,48,0.6358,0.6358,1.0,0.095364,0.0038,0.0011,1,5,150
EU,ipcc_high,Gompertz,ascend,2179,North Carpathian,114,0.7276,0.7276,1.0,0.109135,0.0044,0.0012,1,6,150
EU,ipcc_high,Gompertz,ascend,2179,Crimea-Karkinit,41,0.7257,0.7257,1.0,0.10885,0.0044,0.0012,1,7,150
EU,ipcc_high,Gompertz,ascend,2179,Paris,134,0.8687,0.8687,1.0,0.130309,0.0052,0.0015,1,8,150
EU,ipcc_high,Gompertz,ascend,2179,Zala,203,2.1849,2.1849,1.0,0.327735,0.0132,0.0037,2,9,150
EU,ipcc_high,Gompertz,ascend,2179,Vienna,194,14.7895,14.7895,1.0,2.218429,0.0893,0.0252,4,10,150
EU,ipcc_high,Gompertz,ascend,2179,Dnieper-Donets,45,22.1816,22.1816,1.0,3.327246,0.134,0.0378,20,11,150
EU,ipcc_high,Gompertz,ascend,2179,Pannonian,131,31.9848,31.9848,1.0,4.788524,0.1932,0.0544,30,12,150
EU,ipcc_high,Gompertz,ascend,2179,Norwegian,125,38.0984,38.0984,1.0,5.58944,0.2301,0.0635,36,13,150
EU,ipcc_high,Gompertz,ascend,2179,Moesian,100,43.4792,43.4792,1.0,6.241894,0.2626,0.0709,42,14,150
EU,ipcc_high,Gompertz,ascend,2179,Po,141,8.1209,52.4242,0.1549,7.149303,0.0491,0.0812,49,15,140
EU,ipcc_high,Gompertz,ascend,2179,North Adriatic,0,0.0,0.0,0.0,7.738565,0.0,0.0879,0,0,0
EU,ipcc_high,Gompertz,ascend,2179,Caltanissetta,0,0.0,0.0,0.0,11.695239,0.0,0.1329,0,0,0
EU,ipcc_high,Gompertz,ascend,2179,Lublin,0,0.0,0.0,0.0,16.325455,0.0,0.1855,0,0,0
EU,ipcc_high,Gompertz,ascend,2179,West Barents,0,0.0,0.0,0.0,17.880534,0.0,0.2032,0,0,0
EU,ipcc_high,Gompertz,ascend,2179,Northern North Sea,0,0.0,0.0,0.0,4.014036,0.0,0.0456,0,0,0
EU,ipcc_high,Logistic,ascend,2050,Baltic,14,0.287,0.287,1.0,0.006027,0.0007,0.0016,1,1,150
EU,ipcc_high,Logistic,ascend,2050,Polish,142,0.4344,0.4344,1.0,0.009123,0.001,0.0025,1,2,140
EU,ipcc_high,Logistic,ascend,2050,Sava,161,0.5002,0.5002,1.0,0.010505,0.0012,0.0028,1,3,130
EU,ipcc_high,Logistic,ascend,2050,Transylvanian,187,0.5411,0.5411,1.0,0.011363,0.0013,0.0031,1,4,130
EU,ipcc_high,Logistic,ascend,2050,Drava,48,0.6378,0.6378,1.0,0.013393,0.0015,0.0036,1,5,130
EU,ipcc_high,Logistic,ascend,2050,North Carpathian,114,0.7301,0.7301,1.0,0.015332,0.0017,0.0041,1,6,120
EU,ipcc_high,Logistic,ascend,2050,Crimea-Karkinit,41,0.7289,0.7289,1.0,0.015306,0.0017,0.0041,1,7,120
EU,ipcc_high,Logistic,ascend,2050,Paris,134,0.872,0.872,1.0,0.018313,0.0021,0.0049,1,8,120
EU,ipcc_high,Logistic,ascend,2050,Zala,203,2.1946,2.1946,1.0,0.046086,0.0052,0.0124,2,9,120
EU,ipcc_high,Logistic,ascend,2050,Vienna,194,16.6453,16.6453,1.0,0.349552,0.0392,0.0944,16,10,110
EU,ipcc_high,Logistic,ascend,2050,Dnieper-Donets,45,33.4363,33.4363,1.0,0.686859,0.0787,0.1854,30,11,100
EU,ipcc_high,Logistic,ascend,2050,Pannonian,131,56.4254,56.4254,1.0,0.864537,0.1329,0.2334,56,12,90
EU,ipcc_high,Logistic,ascend,2050,Norwegian,125,70.1269,70.1269,1.0,0.719209,0.1651,0.1941,64,13,80
EU,ipcc_high,Logistic,ascend,2050,Moesian,100,90.0161,90.0161,1.0,0.57071,0.212,0.154,81,14,70
EU,ipcc_high,Logistic,ascend,2050,Po,141,123.5173,123.5173,1.0,0.340871,0.2909,0.092,100,15,60
EU,ipcc_high,Logistic,ascend,2050,North Adriatic,112,27.541,134.8059,0.2043,0.027541,0.0649,0.0074,100,16,60
EU,ipcc_high,Logistic,ascend,2050,Caltanissetta,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
EU,ipcc_high,Logistic,ascend,2050,Lublin,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
EU,ipcc_high,Logistic,ascend,2050,West Barents,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
EU,ipcc_high,Logistic,ascend,2050,Northern North Sea,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
EU,ipcc_high,Logistic,ascend,2100,Baltic,14,0.287,0.287,1.0,0.020376,0.0004,0.0002,1,1,150
EU,ipcc_high,Logistic,ascend,2100,Polish,142,0.4344,0.4344,1.0,0.030844,0.0006,0.0004,1,2,140
EU,ipcc_high,Logistic,ascend,2100,Sava,161,0.5002,0.5002,1.0,0.035516,0.0007,0.0004,1,3,130
EU,ipcc_high,Logistic,ascend,2100,Transylvanian,187,0.5411,0.5411,1.0,0.038417,0.0008,0.0004,1,4,130
EU,ipcc_high,Logistic,ascend,2100,Drava,48,0.6378,0.6378,1.0,0.045282,0.0009,0.0005,1,5,130
EU,ipcc_high,Logistic,ascend,2100,North Carpathian,114,0.7301,0.7301,1.0,0.051836,0.001,0.0006,1,6,120
EU,ipcc_high,Logistic,ascend,2100,Crimea-Karkinit,41,0.7289,0.7289,1.0,0.05175,0.001,0.0006,1,7,120
EU,ipcc_high,Logistic,ascend,2100,Paris,134,0.872,0.872,1.0,0.061915,0.0012,0.0007,1,8,120
EU,ipcc_high,Logistic,ascend,2100,Zala,203,2.1946,2.1946,1.0,0.155816,0.0031,0.0018,2,9,120
EU,ipcc_high,Logistic,ascend,2100,Vienna,194,16.6453,16.6453,1.0,1.181819,0.0234,0.0135,16,10,110
EU,ipcc_high,Logistic,ascend,2100,Dnieper-Donets,45,33.4363,33.4363,1.0,2.358677,0.047,0.027,30,11,100
EU,ipcc_high,Logistic,ascend,2100,Pannonian,131,56.4254,56.4254,1.0,3.685808,0.0794,0.0422,56,12,90
EU,ipcc_high,Logistic,ascend,2100,Norwegian,125,70.1269,70.1269,1.0,4.225553,0.0987,0.0484,64,13,80
EU,ipcc_high,Logistic,ascend,2100,Moesian,100,90.0161,90.0161,1.0,5.071517,0.1267,0.0581,81,14,70
EU,ipcc_high,Logistic,ascend,2100,Po,141,123.5173,123.5173,1.0,6.516737,0.1738,0.0747,100,15,60
EU,ipcc_high,Logistic,ascend,2100,North Adriatic,112,134.8059,134.8059,1.0,6.697934,0.1897,0.0768,100,16,60
EU,ipcc_high,Logistic,ascend,2100,Caltanissetta,29,178.8045,190.0578,0.9408,8.870461,0.2516,0.1016,156,17,50
EU,ipcc_high,Logistic,ascend,2100,Lublin,0,0.0,0.0,0.0,17.107762,0.0,0.196,0,0,0
EU,ipcc_high,Logistic,ascend,2100,West Barents,0,0.0,0.0,0.0,18.449714,0.0,0.2114,0,0,0
EU,ipcc_high,Logistic,ascend,2100,Northern North Sea,0,0.0,0.0,0.0,12.610371,0.0,0.1445,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Baltic,14,0.0987,0.287,0.3441,0.041919,1.0,0.0004,1,1,150
EU,ipcc_high,Logistic,ascend,2179,Polish,0,0.0,0.0,0.0,0.058872,0.0,0.0006,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Sava,0,0.0,0.0,0.0,0.064841,0.0,0.0007,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Transylvanian,0,0.0,0.0,0.0,0.068051,0.0,0.0007,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Drava,0,0.0,0.0,0.0,0.078371,0.0,0.0008,0,0,0
EU,ipcc_high,Logistic,ascend,2179,North Carpathian,0,0.0,0.0,0.0,0.08786,0.0,0.0009,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Crimea-Karkinit,0,0.0,0.0,0.0,0.086254,0.0,0.0009,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Paris,0,0.0,0.0,0.0,0.101585,0.0,0.0011,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Zala,0,0.0,0.0,0.0,0.249871,0.0,0.0027,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Vienna,0,0.0,0.0,0.0,1.762244,0.0,0.0188,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Dnieper-Donets,0,0.0,0.0,0.0,3.23126,0.0,0.0345,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Pannonian,0,0.0,0.0,0.0,4.779384,0.0,0.0511,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Norwegian,0,0.0,0.0,0.0,5.230321,0.0,0.0559,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Moesian,0,0.0,0.0,0.0,6.006894,0.0,0.0642,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Po,0,0.0,0.0,0.0,7.360471,0.0,0.0786,0,0,0
EU,ipcc_high,Logistic,ascend,2179,North Adriatic,0,0.0,0.0,0.0,7.204013,0.0,0.077,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Caltanissetta,0,0.0,0.0,0.0,9.032778,0.0,0.0965,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Lublin,0,0.0,0.0,0.0,17.107762,0.0,0.1828,0,0,0
EU,ipcc_high,Logistic,ascend,2179,West Barents,0,0.0,0.0,0.0,18.449714,0.0,0.1971,0,0,0
EU,ipcc_high,Logistic,ascend,2179,Northern North Sea,0,0.0,0.0,0.0,12.610371,0.0,0.1347,0,0,0
Middle East,ipcc_high,Gompertz,ascend,2050,Gaziantep,60,0.1836,0.1836,1.0,0.003856,0.0011,0.0023,1,1,150
Middle East,ipcc_high,Gompertz,ascend,2050,Diyarbakir,44,0.3281,0.3281,1.0,0.00689,0.0019,0.0041,1,2,150
Middle East,ipcc_high,Gompertz,ascend,2050,Sinjar,167,36.4996,36.4996,1.0,0.712071,0.2113,0.422,36,3,150
Middle East,ipcc_high,Gompertz,ascend,2050,Sabatayn,151,130.2296,130.2296,1.0,0.959167,0.7539,0.5684,110,4,130
Middle East,ipcc_high,Gompertz,ascend,2050,Al Daww,3,5.493,363.0875,0.0151,0.005493,0.0318,0.0033,361,5,60
Middle East,ipcc_high,Gompertz,ascend,2100,Gaziantep,60,0.1836,0.1836,1.0,0.013038,0.0004,0.0006,1,1,150
Middle East,ipcc_high,Gompertz,ascend,2100,Diyarbakir,44,0.3281,0.3281,1.0,0.023294,0.0007,0.001,1,2,150
Middle East,ipcc_high,Gompertz,ascend,2100,Sinjar,167,36.4996,36.4996,1.0,2.537051,0.0743,0.1112,36,3,150
Middle East,ipcc_high,Gompertz,ascend,2100,Sabatayn,151,130.2296,130.2296,1.0,7.470646,0.2651,0.3273,110,4,130
Middle East,ipcc_high,Gompertz,ascend,2100,Al Daww,3,324.0986,363.0875,0.8926,12.779485,0.6596,0.5599,361,5,60
Middle East,ipcc_high,Gompertz,ascend,2179,Gaziantep,60,0.1836,0.1836,1.0,0.027546,0.0023,0.0006,1,1,150
Middle East,ipcc_high,Gompertz,ascend,2179,Diyarbakir,44,0.3281,0.3281,1.0,0.049214,0.0041,0.0011,1,2,150
Middle East,ipcc_high,Gompertz,ascend,2179,Sinjar,167,36.4996,36.4996,1.0,5.420519,0.4545,0.1264,36,3,150
Middle East,ipcc_high,Gompertz,ascend,2179,Sabatayn,151,43.2928,130.2296,0.3324,16.459941,0.5391,0.3839,110,4,130
Middle East,ipcc_high,Gompertz,ascend,2179,Al Daww,0,0.0,0.0,0.0,20.92317,0.0,0.4879,0,0,0
Middle East,ipcc_high,Logistic,ascend,2050,Gaziantep,60,0.1839,0.1839,1.0,0.003862,0.0011,0.0029,1,1,140
Middle East,ipcc_high,Logistic,ascend,2050,Diyarbakir,44,0.3288,0.3288,1.0,0.006905,0.0019,0.0051,1,2,130
Middle East,ipcc_high,Logistic,ascend,2050,Sinjar,167,58.4715,58.4715,1.0,0.876363,0.3385,0.6511,56,3,90
Middle East,ipcc_high,Logistic,ascend,2050,Sabatayn,151,113.7498,282.8197,0.4022,0.458806,0.6585,0.3409,225,4,60
Middle East,ipcc_high,Logistic,ascend,2050,Al Daww,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Middle East,ipcc_high,Logistic,ascend,2050,Sayun-Masila,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Middle East,ipcc_high,Logistic,ascend,2100,Gaziantep,60,0.1839,0.1839,1.0,0.013057,0.0007,0.0003,1,1,140
Middle East,ipcc_high,Logistic,ascend,2100,Diyarbakir,44,0.3288,0.3288,1.0,0.023347,0.0013,0.0005,1,2,130
Middle East,ipcc_high,Logistic,ascend,2100,Sinjar,167,58.4715,58.4715,1.0,3.799936,0.2357,0.087,56,3,90
Middle East,ipcc_high,Logistic,ascend,2100,Sabatayn,151,189.067,282.8197,0.6685,13.970158,0.7622,0.32,225,4,60
Middle East,ipcc_high,Logistic,ascend,2100,Al Daww,0,0.0,0.0,0.0,20.774433,0.0,0.4758,0,0,0
Middle East,ipcc_high,Logistic,ascend,2100,Sayun-Masila,0,0.0,0.0,0.0,5.079926,0.0,0.1163,0,0,0
Middle East,ipcc_high,Logistic,ascend,2179,Gaziantep,60,0.0082,0.1839,0.0444,0.024483,1.0,0.0005,1,1,140
Middle East,ipcc_high,Logistic,ascend,2179,Diyarbakir,0,0.0,0.0,0.0,0.039893,0.0,0.0009,0,0,0
Middle East,ipcc_high,Logistic,ascend,2179,Sinjar,0,0.0,0.0,0.0,4.867839,0.0,0.107,0,0,0
Middle East,ipcc_high,Logistic,ascend,2179,Sabatayn,0,0.0,0.0,0.0,14.720163,0.0,0.3235,0,0,0
Middle East,ipcc_high,Logistic,ascend,2179,Al Daww,0,0.0,0.0,0.0,20.774433,0.0,0.4565,0,0,0
Middle East,ipcc_high,Logistic,ascend,2179,Sayun-Masila,0,0.0,0.0,0.0,5.079926,0.0,0.1116,0,0,0
Thailand,ipcc_high,Gompertz,ascend,2050,Kra-Gulf of Thailand,80,11.0282,34.3442,0.3211,0.093708,1.0,1.0,30,1,130
Thailand,ipcc_high,Gompertz,ascend,2050,Pattani,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Thailand,ipcc_high,Gompertz,ascend,2100,Kra-Gulf of Thailand,80,34.3442,34.3442,1.0,1.626608,0.3669,0.5788,30,1,130
Thailand,ipcc_high,Gompertz,ascend,2100,Pattani,135,59.2546,325.7147,0.1819,1.183669,0.6331,0.4212,12,2,120
Thailand,ipcc_high,Gompertz,ascend,2179,Kra-Gulf of Thailand,80,34.3442,34.3442,1.0,4.339803,0.8585,0.4938,30,1,130
Thailand,ipcc_high,Gompertz,ascend,2179,Pattani,135,5.6609,325.7147,0.0174,4.448645,0.1415,0.5062,12,2,120
Thailand,ipcc_high,Logistic,ascend,2050,Kra-Gulf of Thailand,80,11.0282,60.9149,0.181,0.077393,1.0,1.0,49,1,60
Thailand,ipcc_high,Logistic,ascend,2050,Pattani,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Thailand,ipcc_high,Logistic,ascend,2100,Kra-Gulf of Thailand,80,60.9149,60.9149,1.0,2.768432,0.5308,0.2853,49,1,60
Thailand,ipcc_high,Logistic,ascend,2100,Pattani,135,53.8404,782.2883,0.0688,6.936004,0.4692,0.7147,49,2,50
Thailand,ipcc_high,Logistic,ascend,2179,Kra-Gulf of Thailand,80,0.0012,60.9149,0.0,3.46678,1.0,0.3303,49,1,60
Thailand,ipcc_high,Logistic,ascend,2179,Pattani,0,0.0,0.0,0.0,7.029499,0.0,0.6697,0,0,0
UK,ipcc_high,Gompertz,ascend,2050,East Midlands,51,10.5738,10.5738,1.0,0.22205,0.0429,0.0969,9,1,150
UK,ipcc_high,Gompertz,ascend,2050,Southern North Sea,176,43.7188,43.7188,1.0,0.802521,0.1776,0.3502,42,2,150
UK,ipcc_high,Gompertz,ascend,2050,Wessex,197,63.0608,63.0608,1.0,0.71993,0.2561,0.3142,49,3,140
UK,ipcc_high,Gompertz,ascend,2050,Moray Firth,101,120.1381,120.1381,1.0,0.538412,0.4879,0.2349,100,4,130
UK,ipcc_high,Gompertz,ascend,2050,Central North Sea,34,8.7281,290.4194,0.0301,0.008728,0.0354,0.0038,256,5,90
UK,ipcc_high,Gompertz,ascend,2050,Faroe-Shetland,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
UK,ipcc_high,Gompertz,ascend,2100,East Midlands,51,10.5738,10.5738,1.0,0.75074,0.0124,0.0205,9,1,150
UK,ipcc_high,Gompertz,ascend,2100,Southern North Sea,176,43.7188,43.7188,1.0,2.988459,0.0514,0.0815,42,2,150
UK,ipcc_high,Gompertz,ascend,2100,Wessex,197,63.0608,63.0608,1.0,3.87297,0.0741,0.1056,49,3,140
UK,ipcc_high,Gompertz,ascend,2100,Moray Firth,101,120.1381,120.1381,1.0,6.545319,0.1411,0.1784,100,4,130
UK,ipcc_high,Gompertz,ascend,2100,Central North Sea,34,290.4194,290.4194,1.0,12.800297,0.3412,0.3489,256,5,90
UK,ipcc_high,Gompertz,ascend,2100,Faroe-Shetland,55,323.2755,1225.7071,0.2637,9.728136,0.3798,0.2652,25,6,70
UK,ipcc_high,Gompertz,ascend,2179,East Midlands,51,10.5738,10.5738,1.0,1.586069,0.0699,0.0218,9,1,150
UK,ipcc_high,Gompertz,ascend,2179,Southern North Sea,176,43.7188,43.7188,1.0,6.442241,0.289,0.0884,42,2,150
UK,ipcc_high,Gompertz,ascend,2179,Wessex,197,63.0608,63.0608,1.0,8.854773,0.4169,0.1215,49,3,140
UK,ipcc_high,Gompertz,ascend,2179,Moray Firth,101,33.9048,120.1381,0.2822,15.251363,0.2242,0.2093,100,4,130
UK,ipcc_high,Gompertz,ascend,2179,Central North Sea,0,0.0,0.0,0.0,25.817649,0.0,0.3543,0,0,0
UK,ipcc_high,Gompertz,ascend,2179,Faroe-Shetland,0,0.0,0.0,0.0,14.918725,0.0,0.2047,0,0,0
UK,ipcc_high,Logistic,ascend,2050,East Midlands,51,14.4472,14.4472,1.0,0.303391,0.0587,0.166,12,1,110
UK,ipcc_high,Logistic,ascend,2050,Southern North Sea,176,76.5702,76.5702,1.0,0.963018,0.311,0.527,56,2,80
UK,ipcc_high,Logistic,ascend,2050,Wessex,197,122.2986,122.2986,1.0,0.525764,0.4967,0.2877,49,3,70
UK,ipcc_high,Logistic,ascend,2050,Moray Firth,101,32.9035,290.9913,0.1131,0.03505,0.1336,0.0192,240,4,50
UK,ipcc_high,Logistic,ascend,2050,Central North Sea,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
UK,ipcc_high,Logistic,ascend,2050,Faroe-Shetland,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
UK,ipcc_high,Logistic,ascend,2100,East Midlands,51,14.4472,14.4472,1.0,1.025752,0.0364,0.0137,12,1,110
UK,ipcc_high,Logistic,ascend,2100,Southern North Sea,176,76.5702,76.5702,1.0,4.79153,0.1927,0.0638,56,2,80
UK,ipcc_high,Logistic,ascend,2100,Wessex,197,122.2986,122.2986,1.0,6.640694,0.3078,0.0884,49,3,70
UK,ipcc_high,Logistic,ascend,2100,Moray Firth,101,184.0523,290.9913,0.6325,13.758431,0.4632,0.1831,240,4,50
UK,ipcc_high,Logistic,ascend,2100,Central North Sea,0,0.0,0.0,0.0,23.063354,0.0,0.307,0,0,0
UK,ipcc_high,Logistic,ascend,2100,Faroe-Shetland,0,0.0,0.0,0.0,25.847423,0.0,0.344,0,0,0
UK,ipcc_high,Logistic,ascend,2179,East Midlands,51,0.007,14.4472,0.0005,1.47321,1.0,0.0189,12,1,110
UK,ipcc_high,Logistic,ascend,2179,Southern North Sea,0,0.0,0.0,0.0,5.958888,0.0,0.0765,0,0,0
