checkpoint,annual_demand_mt_yr,annual_screened_mt_yr,annual_gap_mt_yr,r_annual,cumulative_demand_gt,cumulative_screened_gt,cumulative_gap_gt,r_cumulative,annual_pass,cumulative_pass,overall_pass,first_shortfall_year,years_of_shortfall,max_gap_rate_mt_yr,max_gap_year,total_unmet_volume_gt,active_basins,total_basins,active_basin_fraction,total_wells,n_eff,largest_basin_share,dominant_basin_name,country,scenario,pathway,model,allocation_order
2050,20.9942,20.9942,-0.0,1.0,0.2368,0.2368,-0.0,1.0,True,True,True,,0,0.0,,0.0,10,15,0.6667,29,1.44,0.8311,Yilan-Yitong,China,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,485.1688,485.1688,0.0,1.0,8.7235,8.7235,0.0,1.0,True,True,True,,0,0.0,,0.0,15,15,1.0,390,4.58,0.3282,Erlian,China,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,35.4998,35.4998,0.0,1.0,39.7512,39.7512,0.0,1.0,True,True,True,,0,0.0,,0.0,11,15,0.7333,59,2.15,0.6218,Yilan-Yitong,China,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,44.8648,44.8648,0.0,1.0,0.7273,0.7273,0.0,1.0,True,True,True,,0,0.0,,0.0,11,12,0.9167,44,2.64,0.5165,Dnieper-Donets,EU,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,64.6084,64.6084,0.0,1.0,3.7369,3.7369,-0.0,1.0,True,True,True,,0,0.0,,0.0,12,12,1.0,56,3.13,0.4819,Dnieper-Donets,EU,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,27.4457,27.4457,0.0,1.0,7.4293,7.4293,-0.0,1.0,True,True,True,,0,0.0,,0.0,11,12,0.9167,44,2.9,0.5389,Vienna,EU,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,44.8648,44.8648,-0.0,1.0,0.6445,0.6445,0.0,1.0,True,True,True,,0,0.0,,0.0,11,12,0.9167,44,2.65,0.5098,Dnieper-Donets,EU,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,112.1325,112.1325,-0.0,1.0,5.1918,5.1918,-0.0,1.0,True,True,True,,0,0.0,,0.0,12,12,1.0,100,2.75,0.5057,Pannonian,EU,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,6.4107,6.4107,0.0,1.0,8.8716,8.8716,0.0,1.0,True,True,True,,0,0.0,,0.0,9,12,0.75,10,6.97,0.2641,Zala,EU,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,4.5905,4.5905,0.0,1.0,0.0621,0.0621,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,2,1.35,0.8475,Sunda,Indonesia,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,11.4542,11.4542,0.0,1.0,0.5025,0.5025,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,2,1.13,0.9389,Sunda,Indonesia,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,5.88,5.88,0.0,1.0,1.2397,1.2397,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,2,1.27,0.8809,Sunda,Indonesia,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,4.5905,4.5905,0.0,1.0,0.0541,0.0541,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,17,1.35,0.8475,Sunda,Indonesia,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,26.6649,26.6649,0.0,1.0,0.9431,0.9431,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,17,1.05,0.9737,Sunda,Indonesia,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,0.3054,0.3054,0.0,1.0,1.5687,1.5687,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,1,1.0,1.0,Salawati,Indonesia,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,19.8563,19.8563,0.0,1.0,0.2884,0.2884,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,32,1.05,0.9742,Sinjar,Middle East,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,35.2601,35.2601,0.0,1.0,1.8418,1.8418,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,32,1.03,0.9855,Sinjar,Middle East,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,13.3163,13.3163,0.0,1.0,3.7902,3.7902,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,32,1.08,0.9616,Sinjar,Middle East,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,19.8563,19.8563,0.0,1.0,0.2503,0.2503,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,58,1.05,0.9742,Sinjar,Middle East,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,65.3281,65.3281,0.0,1.0,2.9359,2.9359,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,58,1.02,0.9922,Sinjar,Middle East,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,0.9819,0.9819,0.0,1.0,4.4485,4.4485,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,58,2.66,0.4789,Sinjar,Middle East,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,1.5186,1.5186,0.0,1.0,0.0186,0.0186,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,1,1.0,1.0,Kra-Gulf of Thailand,Thailand,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,6.1894,6.1894,0.0,1.0,0.2171,0.2171,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,1,1.0,1.0,Kra-Gulf of Thailand,Thailand,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,4.9088,4.9088,0.0,1.0,0.7185,0.7185,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,1,1.0,1.0,Kra-Gulf of Thailand,Thailand,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,1.5186,1.5186,0.0,1.0,0.0163,0.0163,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Kra-Gulf of Thailand,Thailand,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,20.924,20.924,0.0,1.0,0.5352,0.5352,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Kra-Gulf of Thailand,Thailand,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,0.1515,0.1515,0.0,1.0,1.0443,1.0443,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Kra-Gulf of Thailand,Thailand,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,27.2571,27.2571,0.0,1.0,0.3778,0.3778,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,51,1.9,0.6121,Southern North Sea,UK,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,59.0186,59.0186,-0.0,1.0,2.7834,2.7834,-0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,51,1.42,0.8208,Southern North Sea,UK,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,25.9975,25.9975,0.0,1.0,6.3069,6.3069,-0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,51,1.93,0.5933,Southern North Sea,UK,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,27.2571,27.2571,0.0,1.0,0.3281,0.3281,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,102,2.0,0.5193,Southern North Sea,UK,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,123.2465,123.2465,0.0,1.0,4.8838,4.8838,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,102,1.23,0.8937,Southern North Sea,UK,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,1.4281,1.4281,0.0,1.0,7.6699,7.6699,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,12,1.0,1.0,East Midlands,UK,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,233.4221,233.4221,-0.0,1.0,3.4925,3.4925,-0.0,1.0,True,True,True,,0,0.0,,0.0,13,13,1.0,206,4.35,0.349,Palo Duro,US,minimum,v8_fixedC_deterministic,Gompertz,ascend
2100,384.0838,384.0838,0.0,1.0,20.8387,20.8387,0.0,1.0,True,True,True,,0,0.0,,0.0,13,13,1.0,206,3.91,0.4142,Sacramento,US,minimum,v8_fixedC_deterministic,Gompertz,ascend
2179,144.2087,144.2087,0.0,1.0,41.9049,41.9049,0.0,1.0,True,True,True,,0,0.0,,0.0,12,13,0.9231,186,3.57,0.3822,Cook Inlet,US,minimum,v8_fixedC_deterministic,Gompertz,ascend
2050,233.4221,233.4221,0.0,1.0,3.0433,3.0433,0.0,1.0,True,True,True,,0,0.0,,0.0,12,13,0.9231,269,4.23,0.3095,Cook Inlet,US,minimum,v8_fixedC_deterministic,Logistic,ascend
2100,692.9222,692.9222,-0.0,1.0,31.8357,31.8357,-0.0,1.0,True,True,True,,0,0.0,,0.0,13,13,1.0,558,2.7,0.5596,Sacramento,US,minimum,v8_fixedC_deterministic,Logistic,ascend
2179,14.1982,14.1982,0.0,1.0,49.0533,49.0533,-0.0,1.0,True,True,True,,0,0.0,,0.0,8,13,0.6154,19,1.6,0.7833,Powder River,US,minimum,v8_fixedC_deterministic,Logistic,ascend
2050,168.5728,168.5728,0.0,1.0,1.3866,1.3866,0.0,1.0,True,True,True,,0,0.0,,0.0,4,9,0.4444,138,1.72,0.7067,Gippsland,Australia,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,2757.4748,2757.4748,0.0,1.0,64.7759,64.7759,0.0,1.0,True,True,True,,0,0.0,,0.0,9,9,1.0,1483,3.49,0.4397,Browse,Australia,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,2802.4314,2802.4314,0.0,1.0,340.2359,340.2359,0.0,1.0,True,True,True,,0,0.0,,0.0,9,9,1.0,1483,3.43,0.4487,Browse,Australia,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,168.5728,168.5728,0.0,1.0,1.183,1.183,0.0,1.0,True,True,True,,0,0.0,,0.0,4,9,0.4444,166,1.93,0.6067,Gippsland,Australia,policy,v8_fixedC_deterministic,Logistic,ascend
2100,12760.8529,11294.7325,1466.1205,0.8851,396.387,309.0004,87.3867,0.7795,False,False,False,2082.0,19,7068.2615,2091.0,87.3867,9,9,1.0,3813,1.79,0.7316,Browse,Australia,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.2009,0.2009,0.0,1.0,502.3412,414.5235,87.8177,0.8252,True,False,False,2082.0,20,7068.2615,2091.0,87.8177,2,9,0.2222,2,1.01,0.9968,Adavale,Australia,policy,v8_fixedC_deterministic,Logistic,ascend
2050,801.5114,801.5114,-0.0,1.0,7.2412,7.2412,0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,886,2.73,0.5432,Campos,Brazil,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,3265.4403,3265.4403,0.0,1.0,131.9254,131.9254,0.0,1.0,True,True,True,,0,0.0,,0.0,8,8,1.0,1228,1.97,0.6784,Barreirinhas-Para-Maranhao,Brazil,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,645.7645,645.7645,-0.0,1.0,277.6954,277.6954,0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,886,3.37,0.433,Campos,Brazil,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,801.5114,801.5114,0.0,1.0,5.7903,5.7903,0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,1931,3.43,0.4581,Solimoes,Brazil,policy,v8_fixedC_deterministic,Logistic,ascend
2100,1564.2041,1564.2041,0.0,1.0,289.1523,289.1523,0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,1931,2.59,0.5615,Campos,Brazil,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.0198,0.0198,0.0,1.0,299.6962,299.6962,0.0,1.0,True,True,True,,0,0.0,,0.0,1,8,0.125,1,1.0,1.0,Tucano,Brazil,policy,v8_fixedC_deterministic,Logistic,ascend
2050,60.0,60.0,0.0,1.0,0.6516,0.6516,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,343,1.01,0.9937,Scotian,Canada,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,650.5442,650.5442,0.0,1.0,15.3432,15.3432,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,827,1.99,0.5361,Scotian,Canada,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,1921.9481,1001.6396,920.3086,0.5212,126.5554,91.6294,34.926,0.724,False,False,False,2117.0,63,920.3086,2179.0,34.926,3,3,1.0,827,1.83,0.6515,Grand Banks,Canada,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,60.0,60.0,0.0,1.0,0.5908,0.5908,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,343,1.01,0.9937,Scotian,Canada,policy,v8_fixedC_deterministic,Logistic,ascend
2100,4174.9927,932.2457,3242.747,0.2233,55.1718,28.7692,26.4026,0.5214,False,False,False,2081.0,20,3242.747,2100.0,26.4026,3,3,1.0,827,1.88,0.6255,Grand Banks,Canada,policy,v8_fixedC_deterministic,Logistic,ascend
2179,188.4115,188.4115,0.0,1.0,401.8942,93.6125,308.2817,0.2329,True,False,False,2081.0,80,8200.7096,2121.0,308.2817,2,3,0.6667,343,1.0,0.998,Scotian,Canada,policy,v8_fixedC_deterministic,Logistic,ascend
2050,216.0,216.0,0.0,1.0,1.7618,1.7618,0.0,1.0,True,True,True,,0,0.0,,0.0,14,21,0.6667,202,4.36,0.3394,Nanxiang,China,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,2859.9685,1542.9391,1317.0295,0.5395,73.3351,57.6862,15.6489,0.7866,False,False,False,2079.0,22,1317.0295,2100.0,15.6489,21,21,1.0,1247,7.92,0.206,Tarim,China,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,1959.5411,1542.9391,416.602,0.7874,305.9636,179.5784,126.3852,0.5869,False,False,False,2079.0,101,1876.9185,2124.0,126.3852,21,21,1.0,1247,7.92,0.206,Tarim,China,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,216.0,216.0,0.0,1.0,1.4794,1.4794,0.0,1.0,True,True,True,,0,0.0,,0.0,13,21,0.619,223,3.63,0.3533,Songliao,China,policy,v8_fixedC_deterministic,Logistic,ascend
2100,6765.4251,3391.2563,3374.1689,0.5013,354.9989,130.7339,224.265,0.3683,False,False,False,2069.0,32,11838.9138,2087.0,224.265,21,21,1.0,2921,6.6,0.2632,Tarim,China,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.0575,0.0575,0.0,1.0,402.9349,171.708,231.2269,0.4261,True,False,False,2069.0,37,11838.9138,2087.0,231.2269,2,21,0.0952,2,1.73,0.6992,Hailar-Temtsag,China,policy,v8_fixedC_deterministic,Logistic,ascend
2050,330.0,330.0,0.0,1.0,3.6647,3.6647,0.0,1.0,True,True,True,,0,0.0,,0.0,17,19,0.8947,304,7.23,0.1877,Caltanissetta,EU,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,909.7368,909.7368,-0.0,1.0,40.6846,40.6846,0.0,1.0,True,True,True,,0,0.0,,0.0,19,19,1.0,893,4.49,0.3983,West Barents,EU,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,230.8803,230.8803,-0.0,1.0,84.629,84.629,-0.0,1.0,True,True,True,,0,0.0,,0.0,16,19,0.8421,240,6.44,0.2271,Po,EU,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,330.0,330.0,-0.0,1.0,3.03,3.03,-0.0,1.0,True,True,True,,0,0.0,,0.0,15,20,0.75,333,5.22,0.2531,Po,EU,policy,v8_fixedC_deterministic,Logistic,ascend
2100,1095.1839,1095.1839,-0.0,1.0,82.2243,82.2243,-0.0,1.0,True,True,True,,0,0.0,,0.0,19,20,0.95,1333,5.97,0.3185,Lublin,EU,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.3543,0.3543,0.0,1.0,93.6087,93.6087,-0.0,1.0,True,True,True,,0,0.0,,0.0,2,20,0.1,2,1.44,0.81,Baltic,EU,policy,v8_fixedC_deterministic,Logistic,ascend
2050,43.4938,43.4938,0.0,1.0,0.3934,0.3934,0.0,1.0,True,True,True,,0,0.0,,0.0,3,5,0.6,53,1.99,0.5892,Sunda,Indonesia,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,173.5763,173.5763,0.0,1.0,7.078,7.078,0.0,1.0,True,True,True,,0,0.0,,0.0,5,5,1.0,145,3.7,0.3234,Central Sumatra,Indonesia,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,33.5318,33.5318,0.0,1.0,14.7488,14.7488,0.0,1.0,True,True,True,,0,0.0,,0.0,3,5,0.6,53,1.59,0.7643,Sunda,Indonesia,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,43.4938,43.4938,0.0,1.0,0.3142,0.3142,0.0,1.0,True,True,True,,0,0.0,,0.0,3,6,0.5,98,1.73,0.71,Sunda,Indonesia,policy,v8_fixedC_deterministic,Logistic,ascend
2100,80.8284,80.8284,0.0,1.0,15.3396,15.3396,0.0,1.0,True,True,True,,0,0.0,,0.0,3,6,0.5,98,1.93,0.6093,North Java,Indonesia,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.001,0.001,0.0,1.0,15.8835,15.8835,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,1,1.0,1.0,Salawati,Indonesia,policy,v8_fixedC_deterministic,Logistic,ascend
2050,166.7431,166.7431,-0.0,1.0,1.6348,1.6348,0.0,1.0,True,True,True,,0,0.0,,0.0,4,5,0.8,148,1.53,0.778,Sabatayn,Middle East,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,488.6613,488.6613,0.0,1.0,22.3222,22.3222,0.0,1.0,True,True,True,,0,0.0,,0.0,5,5,1.0,509,1.96,0.6578,Al Daww,Middle East,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,84.2617,84.2617,0.0,1.0,42.7036,42.7036,0.0,1.0,True,True,True,,0,0.0,,0.0,4,5,0.8,148,1.99,0.5608,Sabatayn,Middle East,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,166.7431,166.7431,0.0,1.0,1.3083,1.3083,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,283,1.85,0.6463,Sabatayn,Middle East,policy,v8_fixedC_deterministic,Logistic,ascend
2100,267.3121,267.3121,0.0,1.0,43.4868,43.4868,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,283,1.53,0.7793,Sabatayn,Middle East,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.0099,0.0099,0.0,1.0,45.5067,45.5067,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,1,1.0,1.0,Gaziantep,Middle East,policy,v8_fixedC_deterministic,Logistic,ascend
2050,11.2461,11.2461,0.0,1.0,0.0953,0.0953,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,30,1.0,1.0,Kra-Gulf of Thailand,Thailand,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,94.6022,94.6022,0.0,1.0,2.8552,2.8552,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,42,1.86,0.637,Pattani,Thailand,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,39.4372,39.4372,0.0,1.0,8.8281,8.8281,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,42,1.29,0.8709,Kra-Gulf of Thailand,Thailand,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,11.2461,11.2461,0.0,1.0,0.0786,0.0786,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,49,1.0,1.0,Kra-Gulf of Thailand,Thailand,policy,v8_fixedC_deterministic,Logistic,ascend
2100,110.4156,110.4156,0.0,1.0,9.7417,9.7417,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,98,1.98,0.5517,Kra-Gulf of Thailand,Thailand,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.0011,0.0011,0.0,1.0,10.4963,10.4963,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,49,1.0,1.0,Kra-Gulf of Thailand,Thailand,policy,v8_fixedC_deterministic,Logistic,ascend
2050,175.0,175.0,-0.0,1.0,1.6929,1.6929,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,200,3.28,0.3603,Wessex,UK,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,769.3028,769.3028,0.0,1.0,28.973,28.973,0.0,1.0,True,True,True,,0,0.0,,0.0,6,6,1.0,472,3.66,0.3475,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,223.0275,223.0275,-0.0,1.0,69.1675,69.1675,0.0,1.0,True,True,True,,0,0.0,,0.0,4,6,0.6667,200,2.9,0.4738,Moray Firth,UK,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,175.0,175.0,0.0,1.0,1.3895,1.3895,0.0,1.0,True,True,True,,0,0.0,,0.0,3,6,0.5,117,2.28,0.5241,Wessex,UK,policy,v8_fixedC_deterministic,Logistic,ascend
2100,793.8047,793.8047,0.0,1.0,71.4124,71.4124,0.0,1.0,True,True,True,,0,0.0,,0.0,5,6,0.8333,913,3.18,0.4336,Central North Sea,UK,policy,v8_fixedC_deterministic,Logistic,ascend
2179,0.043,0.043,0.0,1.0,77.8932,77.8932,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,12,1.0,1.0,East Midlands,UK,policy,v8_fixedC_deterministic,Logistic,ascend
2050,1000.0,1000.0,-0.0,1.0,10.9647,10.9647,-0.0,1.0,True,True,True,,0,0.0,,0.0,15,17,0.8824,1094,4.02,0.4085,Fort Worth,US,policy,v8_fixedC_deterministic,Gompertz,ascend
2100,4133.7538,4133.7538,-0.0,1.0,151.25,151.25,0.0,1.0,True,True,True,,0,0.0,,0.0,17,17,1.0,1656,3.5,0.4576,Anadarko,US,policy,v8_fixedC_deterministic,Gompertz,ascend
2179,1896.3379,1896.3379,0.0,1.0,412.8842,412.8842,0.0,1.0,True,True,True,,0,0.0,,0.0,16,17,0.9412,1194,4.5,0.2887,Los Angeles,US,policy,v8_fixedC_deterministic,Gompertz,ascend
2050,1000.0,1000.0,0.0,1.0,9.3019,9.3019,0.0,1.0,True,True,True,,0,0.0,,0.0,14,18,0.7778,1005,3.23,0.4573,Fort Worth,US,policy,v8_fixedC_deterministic,Logistic,ascend
2100,9282.9739,9282.9739,-0.0,1.0,388.9613,388.9613,-0.0,1.0,True,True,True,,0,0.0,,0.0,18,18,1.0,8858,4.19,0.3828,Anadarko,US,policy,v8_fixedC_deterministic,Logistic,ascend
2179,5.3863,5.3863,0.0,1.0,504.6612,504.6612,-0.0,1.0,True,True,True,,0,0.0,,0.0,8,18,0.4444,19,3.9,0.4288,Powder River,US,policy,v8_fixedC_deterministic,Logistic,ascend
2050,164.2107,164.2107,0.0,1.0,1.3558,1.3558,0.0,1.0,True,True,True,,0,0.0,,0.0,4,9,0.4444,138,1.74,0.6989,Gippsland,Australia,reference,v8_fixedC_deterministic,Gompertz,ascend
2100,2697.0872,2697.0872,0.0,1.0,63.1099,63.1099,0.0,1.0,True,True,True,,0,0.0,,0.0,9,9,1.0,1460,3.58,0.4271,Browse,Australia,reference,v8_fixedC_deterministic,Gompertz,ascend
2179,2823.467,2823.467,0.0,1.0,336.6552,336.6552,0.0,1.0,True,True,True,,0,0.0,,0.0,9,9,1.0,1460,3.41,0.4528,Browse,Australia,reference,v8_fixedC_deterministic,Gompertz,ascend
2050,164.2107,164.2107,0.0,1.0,1.1584,1.1584,-0.0,1.0,True,True,True,,0,0.0,,0.0,4,9,0.4444,166,1.94,0.5963,Gippsland,Australia,reference,v8_fixedC_deterministic,Logistic,ascend
2100,13154.6165,11294.7325,1859.884,0.8586,390.495,305.1912,85.3038,0.7815,False,False,False,2082.0,19,6967.9477,2092.0,85.3038,9,9,1.0,3813,1.79,0.7316,Browse,Australia,reference,v8_fixedC_deterministic,Logistic,ascend
2179,0.2309,0.2309,0.0,1.0,502.341,416.1962,86.1448,0.8285,True,False,False,2082.0,20,6967.9477,2092.0,86.1448,2,9,0.2222,2,1.3,0.8672,Adavale,Australia,reference,v8_fixedC_deterministic,Logistic,ascend
2050,772.1141,772.1141,0.0,1.0,7.0036,7.0036,-0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,886,2.83,0.5258,Campos,Brazil,reference,v8_fixedC_deterministic,Gompertz,ascend
2100,3234.4839,3234.4839,0.0,1.0,128.6958,128.6958,0.0,1.0,True,True,True,,0,0.0,,0.0,8,8,1.0,1210,1.98,0.6754,Barreirinhas-Para-Maranhao,Brazil,reference,v8_fixedC_deterministic,Gompertz,ascend
2179,674.6053,674.6053,0.0,1.0,276.3198,276.3198,0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,886,3.23,0.4572,Campos,Brazil,reference,v8_fixedC_deterministic,Gompertz,ascend
2050,772.1141,772.1141,-0.0,1.0,5.6183,5.6183,0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,1931,3.28,0.4755,Solimoes,Brazil,reference,v8_fixedC_deterministic,Logistic,ascend
2100,1697.5771,1697.5771,0.0,1.0,288.0816,288.0816,-0.0,1.0,True,True,True,,0,0.0,,0.0,7,8,0.875,1931,2.4,0.5964,Campos,Brazil,reference,v8_fixedC_deterministic,Logistic,ascend
2179,0.0242,0.0242,0.0,1.0,299.6959,299.6959,-0.0,1.0,True,True,True,,0,0.0,,0.0,1,8,0.125,1,1.0,1.0,Tucano,Brazil,reference,v8_fixedC_deterministic,Logistic,ascend
2050,296.0625,296.0625,0.0,1.0,2.4909,2.4909,0.0,1.0,True,True,True,,0,0.0,,0.0,3,3,1.0,634,1.01,0.9972,Scotian,Canada,reference,v8_fixedC_deterministic,Gompertz,ascend
2100,3148.0482,702.287,2445.7612,0.2231,86.5371,35.5261,51.011,0.4105,False,False,False,2061.0,40,2445.7612,2100.0,51.011,3,3,1.0,634,1.95,0.5791,Grand Banks,Canada,reference,v8_fixedC_deterministic,Gompertz,ascend
2179,1803.5075,702.287,1101.2206,0.3894,319.0539,91.0068,228.0471,0.2852,False,False,False,2061.0,119,2827.9903,2119.0,228.0471,3,3,1.0,634,1.95,0.5791,Grand Banks,Canada,reference,v8_fixedC_deterministic,Gompertz,ascend
2050,296.0625,296.0625,0.0,1.0,2.0819,2.0819,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,463,1.0,0.9987,Scotian,Canada,reference,v8_fixedC_deterministic,Logistic,ascend
2100,6044.8457,1376.3131,4668.5326,0.2277,360.2045,64.2295,295.975,0.1783,False,False,False,2061.0,40,13416.0824,2086.0,295.975,3,3,1.0,1139,1.88,0.6287,Grand Banks,Canada,reference,v8_fixedC_deterministic,Logistic,ascend
2179,0.0729,0.0729,0.0,1.0,403.8983,88.9177,314.9805,0.2201,True,False,False,2061.0,51,13416.0824,2086.0,314.9805,1,3,0.3333,1,1.0,1.0,Beaufort-Mackenzie,Canada,reference,v8_fixedC_deterministic,Logistic,ascend
2050,493.5275,493.5275,0.0,1.0,3.6535,3.6535,0.0,1.0,True,True,True,,0,0.0,,0.0,17,21,0.8095,400,6.91,0.179,Ordos,China,reference,v8_fixedC_deterministic,Gompertz,ascend
2100,4432.8518,1411.3346,3021.5172,0.3184,141.2774,68.8299,72.4475,0.4872,False,False,False,2062.0,39,3021.5172,2100.0,72.4475,21,21,1.0,1220,8.01,0.2091,Tarim,China,reference,v8_fixedC_deterministic,Gompertz,ascend
