country,scenario,pathway,model,allocation_order,year,raw_rate_mt_yr,screened_rate_mt_yr,gap_rate_mt_yr,raw_cumulative_gt,screened_cumulative_gt,gap_cumulative_gt
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2030,5.0281960064927,5.0281960064927,0.0,0.0050281960064927,0.0050281960064927,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2031,5.402721379107899,5.402721379107899,0.0,0.0104309173856006,0.0104309173856006,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2032,5.800927673606,5.800927673606,0.0,0.0162318450592066,0.0162318450592066,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2033,6.2240012473171,6.2240012473171,0.0,0.022455846306523697,0.022455846306523697,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2034,6.6731677317212,6.6731677317212,0.0,0.029129014038244895,0.029129014038244895,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2035,7.1496921825571,7.1496921825571,0.0,0.036278706220801996,0.036278706220801996,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2036,7.6548791636648,7.6548791636648,0.0,0.043933585384466796,0.043933585384466796,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2037,8.190072762028802,8.190072762028802,0.0,0.052123658146495604,0.052123658146495604,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2038,8.7566565316011,8.7566565316011,0.0,0.0608803146780967,0.0608803146780967,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2039,9.3560533636128,9.356053363612801,-1.7763568394002505e-15,0.07023636804170949,0.0702363680417095,-1.3877787807814457e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2040,9.989725281219899,9.9897252812199,-1.7763568394002505e-15,0.0802260933229294,0.08022609332292942,-1.3877787807814457e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2041,10.6591731564752,10.659173156475202,-1.7763568394002505e-15,0.0908852664794046,0.09088526647940462,-1.3877787807814457e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2042,11.3659363477765,11.3659363477765,0.0,0.1022512028271811,0.10225120282718111,-1.3877787807814457e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2043,12.1115922561082,12.1115922561082,0.0,0.1143627950832893,0.11436279508328931,-1.3877787807814457e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2044,12.8977557985647,12.897755798564702,-1.7763568394002505e-15,0.127260550881854,0.127260550881854,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2045,13.726078797831601,13.726078797831601,0.0,0.1409866296796856,0.14098662967968562,-2.7755575615628914e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2046,14.5982492864893,14.598249286489303,-1.7763568394002505e-15,0.1555848789661749,0.15558487896617493,-2.7755575615628914e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2047,15.5159907251987,15.515990725198701,-1.7763568394002505e-15,0.17110086969137359,0.1711008696913736,-2.7755575615628914e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2048,16.481061134039297,16.481061134039297,0.0,0.18758193082541288,0.1875819308254129,-2.7755575615628914e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2049,17.495252136471702,17.4952521364717,3.552713678800501e-15,0.20507718296188457,0.2050771829618846,-2.7755575615628914e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2050,18.5603879156189,18.560387915618897,3.552713678800501e-15,0.22363757087750347,0.2236375708775035,-2.7755575615628914e-17
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2051,19.678324082773898,19.678324082773894,3.552713678800501e-15,0.24331589496027736,0.24331589496027736,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2052,20.850946458267902,20.8509464582679,3.552713678800501e-15,0.2641668414185453,0.2641668414185453,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2053,22.080169765057,22.080169765056997,3.552713678800501e-15,0.2862470111836023,0.2862470111836023,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2054,23.3679362356134,23.367936235613396,3.552713678800501e-15,0.3096149474192157,0.3096149474192157,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2055,24.7162141329365,24.716214132936496,3.552713678800501e-15,0.3343311615521522,0.3343311615521522,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2056,26.1269961867274,26.126996186727396,3.552713678800501e-15,0.3604581577388796,0.3604581577388796,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2057,27.602297946001602,27.6022979460016,3.552713678800501e-15,0.38806045568488123,0.38806045568488123,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2058,29.1441560496409,29.144156049640895,3.552713678800501e-15,0.4172046117345221,0.4172046117345221,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2059,30.7546264166131,30.754626416613096,3.552713678800501e-15,0.44795923815113525,0.44795923815113525,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2060,32.4357823578096,32.4357823578096,0.0,0.4803950205089449,0.4803950205089449,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,ascend,2061,34.1897126116752,34.189712611675205,-7.105427357601002e-15,0.51458473312062,0.51458473312062,0.0
