Region_no,Region_name,Q [Mt/y] for t= 10 y,Q [Mt/y] for t= 20 y,Q [Mt/y] for t= 30 y,Q [Mt/y] for t= 40 y,Q [Mt/y] for t= 50 y,Q [Mt/y] for t= 60 y,Q [Mt/y] for t= 70 y,Q [Mt/y] for t= 80 y,Q [Mt/y] for t= 90 y,Q [Mt/y] for t= 100 y,Q [Mt/y] for t= 110 y,Q [Mt/y] for t= 120 y,Q [Mt/y] for t= 130 y,Q [Mt/y] for t= 140 y,Q [Mt/y] for t= 150 y
19,Beibuwan,1479.5326567180286,749.0700303992767,492.9678479918537,369.73292176705536,293.7077931787002,246.2017068147723,211.52046701283336,181.01656842237617,161.44380437119173,146.98954346115164,134.22478667262604,123.14098356774564,113.63972499378012,105.8662105464604,95.52340501223875
24,Bohai Bay,2024.6475341251,1032.490810040291,685.5320384593089,502.87002521735633,410.80109301679954,346.0369336418403,283.20916221615454,251.3688906793825,225.2757789714509,197.83247222628836,181.2413100244886,168.20566142426102,156.02080869271254,145.26451166608365,133.87317275261591
26,Bose,0.6302399334807588,0.624892067816051,0.6218124946932747,0.6196488462973886,0.6179826182116017,0.6166289281333078,0.6154897677001342,0.6145069293334682,0.6136430272395872,0.6128726283184226,0.612177650841632,0.6115447825439674,0.6109639403938719,0.6104273054130529,0.60992869285001
52,Erlian,1021.4247947071711,495.4597016920687,285.93460466851997,233.58975397106,187.3862840467958,159.2529999423707,133.52467909425783,110.14286746320089,103.98396417438714,98.00352601816098,78.94817000811028,73.21471126131851,68.79997662413554,61.197121252449534,61.138197223802614
69,Hailar-Temtsag,0.0420739355251711,0.0415818279284173,0.0413005113960181,0.0411037502322732,0.0409527171536487,0.0408303267546681,0.0407275484988434,0.0406390317924156,0.040561346836585,0.0404921643542504,0.0404298308145503,0.0403731304632955,0.0403211435639564,0.0402731576774964,0.0402286098347847
70,Huabei,3009.622789478124,1506.08124675897,986.2845518872706,727.3181069953409,584.7823774396694,493.39523594365824,408.57386276195615,359.39365688293304,320.91549932647473,290.4824612432732,267.44860704031595,247.61734212875797,227.71379103435893,211.96957018954433,193.81199819186543
76,Jianghan,0.7250717983481406,0.7176040289879136,0.7133148741032909,0.7103062623109597,0.7079920580279415,0.7061136808750454,0.7045341964707756,0.7031723470274076,0.701975978701783,0.7009096334201886,0.699948115647249,0.6990728845911665,0.6982699030632477,0.697528290078335,0.6968394419712977
77,Jiuquan,0.4883960244734584,0.4811987598462088,0.4770971365440139,0.4742338824167791,0.4720391682455878,0.4702626569498827,0.4687721950867511,0.4674895596723829,0.4663646507751154,0.4653634686853991,0.4644618927321417,0.4636421983616879,0.462890983588167,0.462197871952377,0.4615546675245329
78,Junggar,0.3882194840195318,0.3820806066998892,0.3785850080944408,0.3761460683930842,0.3742773085634676,0.3727650990821725,0.3714967007484316,0.370405399511482,0.3694484760740663,0.3685969450606434,0.3678302466399571,0.3671332751583099,0.3664946104186159,0.365905411470519,0.3653586960283558
107,Nanxiang,634.6191041761871,320.986144333548,215.50455181143005,162.5972144787549,133.43894844172448,116.61643114074052,105.39345352435411,97.28840268108382,91.1111275701914,86.21613590475887,82.2213643430993,78.53171613155811,75.7352380505954,73.31882154811379,71.20442258837184
127,Ordos,1339.65313931875,667.7360980853076,433.3858663141658,324.74220738148637,268.56716101502894,209.1155875024932,183.64457929946323,163.36724706888887,144.4944232399605,132.49512807254186,120.03452770653502,110.8563372923506,103.62110171498152,88.34519999402282,83.41135929963905
136,Pearl River Mouth,2721.354925738181,1413.4909378098016,923.939184226111,704.6371721933724,558.9400430621622,470.1979682702686,394.4574819790566,351.54915204497564,312.79025831575905,283.41745416057216,246.85093343391145,226.9790926830823,211.35553354335943,193.6458445728042,182.3318405397883
146,Qaidam,0.6462905332531501,0.6373049757265576,0.6321735329397133,0.6285868175015317,0.6258350335757787,0.6236060010103309,0.6217347799983535,0.6201236748785819,0.618710078572546,0.6174514829304715,0.6163177182562695,0.6152866066204438,0.6143413730202929,0.6134690254285445,0.6126592990799048
157,Sanshui,0.579154475020265,0.571553045043063,0.5672136839012963,0.5641812447415699,0.5618550395916773,0.5599709368909834,0.5583894062625436,0.5570278128728913,0.5558332066617905,0.5547696393805672,0.5538115990342019,0.5529403328020145,0.5521416571777511,0.5514045877702942,0.5507204464060403
158,Santanghu,0.1119515330363948,0.1103117782677505,0.1093779746097716,0.1087263853486289,0.1082270871092023,0.1078230249651201,0.107484088431516,0.1071924589901545,0.1069367265311094,0.1067091490063845,0.1065042347093872,0.1063179486936367,0.1061472403824434,0.1059897481177051,0.1058436067009206
166,Sichuan,0.1121377884095819,0.1098046791198891,0.1084889684481512,0.107576372546809,0.1068800900824884,0.106318520737471,0.1058487699500793,0.1054455341434579,0.1050926529217474,0.104779185922635,0.1044973881938347,0.1042415793211817,0.1040074715348121,0.103791750192518,0.1035918009227447
170,Songliao,725.9498164900363,344.1713865143399,235.9271755053365,175.16889912601496,142.6537989129725,116.7123541412313,94.84137956982904,85.39435253512896,76.30753469006143,68.4170038328958,64.27597152384236,57.12853269033913,50.8235106632977,47.34789397415482,45.118627729036525
177,Subei,1233.1584036757858,616.1779696371179,413.8091596611012,309.5032529733649,250.6566302722652,206.5669855311367,174.83722478315875,154.05498825964247,137.10231489321976,124.49914876051206,113.2184200644733,100.89016276432412,94.3679058221503,87.71692000322705,81.47787631868552
183,Tarim,3538.735613815426,1767.9674872159371,1153.7411840113425,892.6962140818205,714.5690399838263,602.0391321089647,493.082298932094,434.5538172679227,388.32772548002447,353.0526895225765,317.8842170988514,295.08323474192326,273.3668640591537,255.152377421866,240.54471563070692
192,Turpan,445.5633632997344,218.13817882266468,141.95857163834373,108.30230822789493,82.9193521506309,68.00683530931899,57.90643860970927,52.970937069325494,49.230920953517426,39.54628312203148,37.743485166549696,32.8192885677435,31.33944947118112,27.25439795627691,27.212102814143137
201,Yilan-Yitong,320.40546510552053,163.91532842928174,109.56298510029568,77.38701011018732,61.58295023724405,53.73237330811571,44.25841559738547,39.07643047606451,33.60324126092241,31.281157157280628,28.425796983700636,26.755314218058817,25.394526424317693,22.07467834051488,21.065987080071174
