year,total_rate
2030,2.5427189406977
2031,2.9349961971795
2032,3.3876117421145997
2033,3.9097866208442
2034,4.5121311383243
2035,5.2068475312104
2036,6.0079599816283
2037,6.931574899881101
2038,7.9961744400031
2039,9.2229461251027
2040,10.6361511915172
2041,12.2635337355673
2042,14.136771863635198
2043,16.2919706748429
2044,18.7701948784573
2045,21.6180359542283
2046,24.888204741575898
2047,28.6401348757976
2048,32.9405752024765
2049,37.8641397707401
2050,43.4937717759279
2051,49.9210624436913
2052,57.2463469483192
2053,65.57847685597699
2054,75.034142460329
2055,85.7365895308864
2056,97.8135451797874
2057,111.394139925963
2058,126.60459266706938
2059,143.5624196727254
2060,162.3689482507075
2061,183.099973673254
2062,205.7945097791329
2063,230.4417652597929
2064,256.9667416666868
2065,285.21519942675747
2066,314.93916177826895
2067,345.7845852399901
2068,377.28324774331077
2069,408.8511855447734
2070,439.7960146073658
2071,469.3350659044396
2072,496.6253500705339
2073,520.8049382898994
2074,541.0435341828426
2075,556.5981035945204
2076,566.8678386239037
2077,571.4419045974967
2078,570.1336958082039
2079,562.9968104723852
2080,550.3204361241624
2081,532.6048170997391
2082,510.5203096190453
2083,484.85561536099993
2084,456.46174035453254
2085,426.1979836246751
2086,394.8850422979799
2087,363.2685327262389
2088,331.994316786489
2089,301.5953542324691
2090,272.4885945129332
2091,244.9797400693459
2092,219.27350444698098
2093,195.487132585521
2094,173.665309035539
2095,153.7950295006408
2096,135.8194609539267
2097,119.650209673564
2098,105.17772895365809
2099,92.27982456463819
2100,80.828364831348
2101,70.6943881284001
2102,61.751839693037496
2103,53.880176577405
2104,46.966066311364806
2105,40.9043804890891
2106,35.5986553961783
2107,30.9611621134031
2108,26.9127007433359
2109,23.3822087894447
2110,20.3062527612993
2111,17.6284547786466
2112,15.2988920173846
2113,13.2734958645741
2114,11.5134691690656
2115,9.9847335437419
2116,8.657413891462099
2117,7.5053638406296
2118,6.5057332959574
2119,5.638577596882
2120,4.8865066395551
2121,4.2343716081184
2122,3.6689865607164
2123,3.1788819361829
2124,2.7540870213243003
2125,2.3859384958613004
2126,2.0669123154325
2127,1.7904763757409001
2128,1.5509616037891
2129,1.3434493318079999
2130,1.1636730168834
2131,1.0079325684697
2132,0.8730197332831
2133,0.7561531604863999
2134,0.6549219287366
2135,0.5672364604411
2136,0.4912858778939
2137,0.42550097160489997
2138,0.3685220540035
2139,0.3191710628415
2140,0.2764273591065
2141,0.23940673511559998
2142,0.20734321070290002
2143,0.17957324998430002
2144,0.1555220789098
2145,0.13469182556429998
2146,0.11665124154960001
2147,0.101026794563
2148,0.08749494989339111
2149,0.0757754826547716
2150,0.06562568347105108
2151,0.05683533853584914
2152,0.04922238076162984
2153,0.04262912246347272
2154,0.0369189919318011
2155,0.031973706579568835
2156,0.02769082433173634
2157,0.02398162269651789
2158,0.020769261699733057
2159,0.01798719272075747
2160,0.015577780337246931
2161,0.013491108673065062
2162,0.01168394757179664
2163,0.010118857186123514
2164,0.008763412481420613
2165,0.007589531575629785
2166,0.006572894033894395
2167,0.005692437063181595
2168,0.0049299191818886106
2169,0.004269542323600338
2170,0.0036976245599691514
2171,0.0032023166496051914
2172,0.0027733565596982828
2173,0.0024018568624882635
2174,0.0020801206096091374
2175,0.0018014818682313756
2176,0.0015601676168571518
2177,0.0013511781422714392
2178,0.0011701834527615609
2179,0.0010134335658854396
