Region_no,Region_name,Q [Mt/y] for t= 10 y,Q [Mt/y] for t= 20 y,Q [Mt/y] for t= 30 y,Q [Mt/y] for t= 40 y,Q [Mt/y] for t= 50 y,Q [Mt/y] for t= 60 y,Q [Mt/y] for t= 70 y,Q [Mt/y] for t= 80 y,Q [Mt/y] for t= 90 y,Q [Mt/y] for t= 100 y,Q [Mt/y] for t= 110 y,Q [Mt/y] for t= 120 y,Q [Mt/y] for t= 130 y,Q [Mt/y] for t= 140 y,Q [Mt/y] for t= 150 y
18,Beaufort-Mackenzie,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,Grand Banks,3481,1722,1722,1024,1024,676,676,484,484,484,484,361,361,361,272
163,Scotian,3192,1600,961,961,650,650,462,462,462,342,342,342,272,272,272
