year,total_rate
2030,3.5226605694193
2031,4.1623815458174
2032,4.8905334921493
2033,5.7145850954499
2034,6.6419576131718
2035,7.6799298280191
2036,8.8355392555564
2037,10.1154813750931
2038,11.5260087394086
2039,13.0728318535601
2040,14.7610236970365
2041,16.5949296984368
2042,18.5780848608254
2043,20.7131395835834
2044,23.0017955386958
2045,25.444752742669998
2046,28.0416687268896
2047,30.7911304566845
2048,33.6906393902424
2049,36.7366098098986
2050,39.9243803070595
2051,43.2482380640576
2052,46.7014553568173
2053,50.2763375056084
2054,53.964281330693304
2055,57.7558430276432
2056,61.6408142648697
2057,65.60830522392749
2058,69.64683325099851
2059,73.7444157645412
2060,77.88866606762831
2061,82.06689074172829
2062,86.2661873489716
2063,90.47354123933971
2064,94.6759203446387
2065,98.8603669394211
2066,103.01408545705961
2067,107.1245255639579
2068,111.1794598135331
2069,115.16705532152011
2070,119.0759390229392
2071,122.8952561866766
2072,126.6147219742475
2073,130.2246659334902
2074,133.71606941447862
2075,137.0805959829689
2076,140.3106149855882
2077,143.3992184903633
2078,146.340231885947
2079,149.1282184730688
2080,151.7584784225634
2081,154.2270425061773
2082,156.5306610297153
2083,158.6667884135472
2084,160.6335638736931
2085,162.4297886583449
2086,164.05490029047178
2087,165.5089442578286
2088,166.7925435779593
2089,167.90686664835818
2090,168.8535937714907
2091,169.6348827215196
2092,170.2533336949146
2093,170.71195396118512
2094,171.0141225032609
2095,171.1635549099893
2096,171.16426875619888
2097,171.020549679153
2098,170.7369183342384
2099,170.3180983876747
2100,169.7689856800548
2101,169.0946186718125
2102,168.30015026035818
2103,167.3908210387235
2104,166.3719340471543
2105,165.24883105221642
2106,164.0268703726368
2107,162.71140625726548
2108,161.30776980819388
2109,159.8212514311334
2110,158.25708478560622
2111,156.6204321992441
2112,154.9163715034667
2113,153.1498842419289
2114,151.3258451983208
2115,149.4490131862719
2116,147.5240230411844
2117,145.5553787517113
2118,143.54744766722118
2119,141.504455716879
2120,139.4304835758445
2121,137.32946371447798
2122,135.2051782672762
2123,133.061257659483
2124,130.9011799308665
2125,128.7282706979748
2126,126.54570369822979
2127,124.3565018614415
2128,122.1635388566896
2129,119.9695410649851
2130,117.7770899306589
2131,115.58862464699921
2132,113.4064451342501
2133,111.2327152706641
2134,109.06946633985851
2135,106.91860066023361
2136,104.7818953646687
2137,102.6610063010921
2138,100.55747202683179
2139,98.4727178718713
2140,96.408060048263
2141,94.3647097849863
2142,92.3437774694666
2143,90.3462767788086
2144,88.3731287855222
2145,86.4251660241541
2146,84.50313650676459
2147,82.6077076766183
2148,80.73947029079629
2149,78.89894222367359
2150,77.0865721843563
2151,75.3027433422387
2152,73.5477768558145
2153,71.8219353007798
2154,70.1254259942844
2155,68.4584042129417
2156,66.8209763028868
2157,65.213202680791
2158,63.635100725299004
2159,62.0866475588518
2160,60.56778272031
2161,59.0784107291852
2162,57.618403542640905
2163,56.1876029067321
2164,54.785822603622805
2165,53.4128505967517
2166,52.068451076116
2167,50.752366406012705
2168,49.4643189777152
2169,48.2040129696778
2170,46.9711360179528
2171,45.7653607995733
2172,44.586346531706305
2173,43.433740389414204
2174,42.3071788448799
2175,41.2062889309565
2176,40.130689431892606
2177,39.079992004066
2178,38.053802229530504
2179,37.051720605143004
