year,total_rate
2030,60.4581118028768
2031,70.0792768294921
2032,81.2297383858998
2033,94.1519637246495
2034,109.1266510175301
2035,126.4786845534191
2036,146.58399246068498
2037,169.87743501475381
2038,196.8618666745977
2039,228.1185306972092
2040,264.3189610198265
2041,306.2385813245504
2042,354.7722046948339
2043,410.9516474316636
2044,475.9656751523685
2045,551.1824951043071
2046,638.1749913979056
2047,738.7488638191426
2048,854.9737683397113
2049,989.21745833278
2050,1144.1827768076225
2051,1322.9471351438465
2052,1529.0038121752089
2053,1766.3039938438728
2054,2039.2979181735923
2055,2352.9727590349025
2056,2712.88393865549
2057,3125.1753675579353
2058,3596.582643156491
2059,4134.411483358321
2060,4746.481650623013
2061,5441.024411616381
2062,6226.519340161904
2063,7111.454293403263
2064,8103.99112847241
2065,9211.519846682088
2066,10440.08626030098
2067,11793.684105349319
2068,13273.413042371203
2069,14876.520394675692
2070,16595.367524666246
2071,18416.39119391516
2072,20319.16412815548
2073,22275.69292082053
2074,24250.1180987944
2075,26198.990788857776
2076,28072.28196596412
2077,29815.224500343786
2078,31370.991798264098
2079,32684.08655477139
2080,33704.16850048756
2081,34389.92186298868
2082,34712.48723105997
2083,34657.988238996186
2084,34228.78290328546
2085,33443.24934352501
2086,32334.138781110163
2087,30945.74430702404
2088,29330.293527136786
2089,27544.045829998693
2090,25643.555022454933
2091,23682.463510635927
2092,21709.057683218965
2093,19764.67091235628
2094,17882.898630423042
2095,16089.505040517512
2096,14402.856678615924
2097,12834.70876044862
2098,11391.185893651053
2099,10073.828415460554
2100,8880.610133090335
2101,7806.866175659011
2102,6846.097383031836
2103,5990.638765092067
2104,5232.194171863974
2105,4562.248352189935
2106,3972.372295913491
2107,3454.439397079499
2108,3000.769615436762
2109,2604.21728674448
2110,2258.2161414723623
2111,1956.7928387426264
2112,1694.5581543627115
2113,1466.6830125389454
2114,1268.864878297551
2115,1097.2886418198711
2116,948.5850093037812
2117,819.78853629414
2118,708.2967624158307
2119,611.8313951105913
2120,528.4021114394535
2121,456.2732727382766
2122,393.9336530432044
2123,340.069149306989
2124,293.5383540348044
2125,253.3508169686592
2126,218.6477925163766
2127,188.685256663285
2128,162.81897581696768
2129,140.491416479187
2130,121.2202959601182
2131,104.58858848051041
2132,90.23581650754039
2133,77.8504730340839
2134,67.16343607857759
2135,57.942251525008096
2136,49.9861742866265
2137,43.121870535475
2138,37.1996953387678
2139,32.0904704979688
2140,27.682696735837098
2141,23.880142693990198
2142,20.599760561999602
2143,17.769884646311798
2144,15.3286748877546
2145,13.2227723296506
2146,11.4061379049174
2147,9.8390497177539
2148,8.487237314934301
2149,7.321134325231601
2150,6.3152333536681
2151,5.4475291920104
2152,4.6990382939041
2153,4.0533840971427
2154,3.4964391921618
2155,3.0160165589999
2156,2.601603156874
2157,2.2441300654156002
2158,1.9357741692493
2159,1.6697870620592001
2160,1.4403474382725
2161,1.2424337501548002
2162,1.0717143504548001
2163,0.9244527211282
2164,0.7974257172916
2165,0.6878530403202
2166,0.5933363976847
2167,0.5118070203627
2168,0.4414803893448
2169,0.380817181659
2170,0.3284895817644
2171,0.2833522208419
2172,0.2444171089491
2173,0.210832011005
2174,0.1818617939609
2175,0.1568723366655
2176,0.13531665039969998
2177,0.1167229065499
2178,0.1006841092786
2179,0.08684918698508086
