Region_no,Region_name,Q [Mt/y] for t= 10 y,Q [Mt/y] for t= 20 y,Q [Mt/y] for t= 30 y,Q [Mt/y] for t= 40 y,Q [Mt/y] for t= 50 y,Q [Mt/y] for t= 60 y,Q [Mt/y] for t= 70 y,Q [Mt/y] for t= 80 y,Q [Mt/y] for t= 90 y,Q [Mt/y] for t= 100 y,Q [Mt/y] for t= 110 y,Q [Mt/y] for t= 120 y,Q [Mt/y] for t= 130 y,Q [Mt/y] for t= 140 y,Q [Mt/y] for t= 150 y
16,Barreirinhas-Para-Maranhao,17274.03656063741,8723.985008917234,5719.268112391891,4300.732982802462,3449.1600578758553,2870.5573809899174,2462.938260367163,2158.757080386251,1921.9099056113769,1730.509543006801,1576.4414221330649,1436.187825310044,1327.853071233756,1236.2377177830958,1152.4060711725422
30,Campos,8895.513688694566,4425.5286842086025,2960.0638779785304,2227.8869171944866,1784.8026076754309,1488.4036696918872,1273.3176092777935,1115.5588649441747,992.621201221215,893.3197347488177,807.0919674633724,739.8899867285255,683.8689095144397,635.8063647927893,595.0540027164924
53,Espirito Santo,1125.4397092987078,561.3517409278444,375.0122337442043,278.55366946380667,224.38239164605295,180.40110646338425,156.31924564334565,136.6978594425495,124.48844697451425,112.0182366505912,101.19445133337337,88.23311943617497,81.0977976701079,76.15937953519469,71.52046689319053
58,Foz do Amazonas,113535.3404945049,57976.76384190228,38883.43167645717,29304.84047758465,23495.90610880958,19604.625332048403,16827.16490142316,14541.89688973951,12942.226639517412,11683.124275825436,10621.133611181513,9757.685073782954,9009.591500449884,8375.207124299386,7824.310135430687
143,Potiguar,1229.3766148464535,605.5467804948606,406.6005259652262,306.01056242857777,243.19779869775584,203.3254889826078,171.0391271011933,150.8099920665715,132.66901283870013,119.54287895691868,109.88162116816432,102.3534755874934,90.82828234905789,85.26401815136742,80.68037749099842
148,Reconcavo,157.58942311739702,82.59443326019272,51.16061441533927,37.37979459966228,31.539446061267732,25.73930773746919,22.040073843858934,20.321784332323727,16.84574700138186,14.47497797633172,13.565580467518195,12.8360551520314,12.23520671193992,10.374108859984055,9.916758648165372
159,Santos,23621.74395898806,12032.407460420338,7826.660656852863,5924.889717198528,4761.856530208486,3983.4679366272658,3424.64614067265,2960.717219162088,2633.834889463455,2378.988278851634,2167.2160748004694,1989.452517265824,1840.5366346338271,1710.6902986219775,1588.3699409042808
165,Sergipe-Alagoas,292.9850982935819,144.66860715037947,95.04570068913296,74.25458081098841,58.05385828350915,47.83981493922945,42.29771104019468,37.60525310850186,32.58472203063279,29.41232966452563,27.68052263242673,25.69379758760082,22.628881532051786,21.434925523424447,20.330067719176895
169,Solimoes,2451.445843401634,1231.21915304086,822.2351038627656,588.6753007708603,506.53360489077926,404.8012672305046,367.1760212628835,297.9305385697537,276.7943355012203,246.477839199602,232.11938236686663,201.75236947389317,191.6542075519627,183.21994385416107,155.38668046631312
189,Tucano,0.49941318805052,0.4934588098354824,0.4900472640451053,0.4876578850317635,0.4858220261874741,0.4843332082675741,0.4830821950275701,0.4820042162491004,0.4810577279574406,0.4802145016414249,0.4794544889998623,0.4787629436002739,0.4781287054861643,0.4775431271713871,0.4769993733566388
