Country ,Growth,Storage ,Rate,Global,Type
US,3.798439812,10.14105132,0.059996669,0.2,Modelled
US,5.787571917,9.688211058,0.107222829,0.2,Modelled
US,5.283277285,9.633046745,0.093956809,0.2,Modelled
US,7.238204991,7.754013798,0.119710696,0.2,Modelled
US,4.212559331,5.712821504,0.047346672,0.2,Modelled
US,5.90254123,7.955843396,0.095489626,0.2,Modelled
US,3.529487745,12.24391936,0.057799721,0.2,Modelled
US,3.935723726,13.00048812,0.069437594,0.2,Modelled
US,5.653925436,7.933160924,0.089976968,0.3,Modelled
US,3.716702121,5.761963997,0.041283385,0.3,Modelled
US,4.124593736,8.233145067,0.060715091,0.3,Modelled
US,5.943720356,6.570656805,0.080625497,0.3,Modelled
US,5.447744497,5.664098137,0.06219373,0.3,Modelled
US,4.220234652,19.66772479,0.086302561,0.3,Modelled
US,3.246455425,8.093306667,0.043707316,0.3,Modelled
US,7.055389601,11.07954171,0.156307479,0.3,Modelled
US,3.875209779,16.57129365,0.072609956,0.3,Modelled
US,4.360271598,13.03765908,0.081086008,0.3,Modelled
US,6.492526,6.838616494,0.092718239,0.3,Modelled
US,5.157467088,11.63057397,0.099923477,0.3,Modelled
US,5.151039293,34.71414911,0.13504017,0.3,Modelled
US,5.502986901,6.44064039,0.072330705,0.3,Modelled
US,4.797360847,8.423361942,0.075440926,0.3,Modelled
US,6.23822785,6.313196666,0.081331859,0.3,Modelled
US,4.762778451,5.488974199,0.052082634,0.3,Modelled
US,4.650406528,7.798417698,0.068818848,0.3,Modelled
US,5.187888674,7.450185804,0.076639527,0.3,Modelled
US,5.034070274,5.349725925,0.053627614,0.3,Modelled
US,6.569837005,7.66596306,0.105467887,0.3,Modelled
US,5.043346061,26.46733118,0.124144063,0.3,Modelled
US,5.715680404,6.065824669,0.070955803,0.3,Modelled
US,4.677730433,7.450185804,0.067093543,0.3,Modelled
US,7.585307042,7.199255091,0.115993004,0.3,Modelled
US,5.388527284,11.4004348,0.105864884,0.3,Modelled
US,8.102461121,8.544472794,0.150467547,0.3,Modelled
US,5.444867069,9.578196535,0.097686667,0.3,Modelled
US,4.049493572,6.349349626,0.049589365,0.3,Modelled
US,4.126351817,5.761963997,0.046613873,0.3,Modelled
US,5.022061845,12.27892714,0.098467589,0.3,Modelled
US,6.338647535,6.135496325,0.079973099,0.3,Modelled
US,5.862886861,9.743691274,0.109520411,0.3,Modelled
US,7.668403146,7.557304359,0.123805932,0.3,Modelled
US,4.895593046,10.89135781,0.089542574,0.3,Modelled
US,7.151400652,6.917164385,0.104302244,0.3,Modelled
US,6.855168968,9.77155041,0.137370049,0.3,Modelled
US,5.144612508,37.81859402,0.136702023,0.3,Modelled
US,4.497074469,8.471598911,0.069391836,0.3,Modelled
US,5.338315588,7.056800331,0.075931148,0.3,Modelled
US,6.00020909,15.1676255,0.143280424,0.3,Modelled
US,3.614363808,7.798417698,0.049423635,0.3,Modelled
US,5.318452266,9.496506255,0.093944998,0.3,Modelled
US,6.146921632,7.137854266,0.09114612,0.3,Modelled
US,6.031097908,7.407764724,0.0921532,0.3,Modelled
US,5.171128038,5.583814219,0.057965117,0.3,Modelled
US,7.009025778,7.798417698,0.115880237,0.3,Modelled
US,6.024065266,6.819119287,0.084928314,0.3,Modelled
US,5.315284282,6.349349626,0.068521701,0.3,Modelled
US,4.156198126,4.704714253,0.03757348,0.3,Modelled
US,4.729475301,5.647949534,0.05333456,0.3,Modelled
US,4.286917846,19.61165121,0.088330602,0.3,Modelled
US,5.838436062,14.36674298,0.13399338,0.3,Modelled
US,6.862449121,11.27097711,0.152228876,0.3,Modelled
US,3.903157395,9.361901114,0.060137172,0.3,Modelled
US,7.123662264,8.99507076,0.134882873,0.3,Modelled
US,2.737886658,5.038396421,0.025846225,0.3,Modelled
US,8.00926915,8.162926427,0.141473077,0.3,Modelled
US,7.466104331,12.67068232,0.187021905,0.3,Modelled
US,4.283054412,4.924619044,0.041047425,0.3,Modelled
US,6.039076659,6.295197454,0.07831193,0.3,Modelled
US,4.070969878,10.95372793,0.068528895,0.3,Modelled
US,5.843787768,29.50045408,0.166388138,0.3,Modelled
US,6.76972821,7.754013798,0.110493848,0.3,Modelled
US,4.365195044,8.667324975,0.067514893,0.3,Modelled
US,8.003530711,8.070232281,0.139509546,0.3,Modelled
US,5.133697615,9.361901114,0.088583994,0.3,Modelled
US,5.79788677,10.58479394,0.113786112,0.3,Modelled
US,5.543192192,6.083168059,0.068839489,0.3,Modelled
US,5.503494369,14.65676266,0.122397846,0.3,Modelled
US,7.61033754,8.520112113,0.139341583,0.3,Modelled
US,4.553003706,13.76445103,0.088170824,0.3,Modelled
US,7.742704834,10.28685906,0.168750768,0.3,Modelled
US,5.377279949,11.04795343,0.104183643,0.3,Modelled
US,6.835634438,11.93330674,0.156699693,0.3,Modelled
US,4.744891823,18.57611479,0.103534443,0.3,Modelled
US,6.807972359,8.162926427,0.117026781,0.3,Modelled
US,5.608159473,13.41526447,0.121699518,0.3,Modelled
US,6.495671391,11.11122031,0.138892806,0.3,Modelled
US,4.365979996,12.88960989,0.081001358,0.3,Modelled
US,7.594026199,7.731906751,0.125818657,0.3,Modelled
US,6.649454373,7.323645819,0.102500187,0.3,Modelled
US,5.575986163,5.911942435,0.067082637,0.3,Modelled
US,6.778775492,7.887989801,0.112563981,0.3,Modelled
US,6.24560131,8.867573053,0.111964646,0.3,Modelled
US,2.488403147,7.30276577,0.029625391,0.3,Modelled
US,6.542808185,7.219839182,0.09906295,0.3,Modelled
US,4.706839064,6.53324373,0.060921838,0.3,Modelled
US,6.714229845,9.997310283,0.135579261,0.3,Modelled
US,6.338558721,8.943853161,0.115068426,0.3,Modelled
US,7.455428462,9.469431282,0.149729384,0.3,Modelled
US,7.98211837,8.209671994,0.141584751,0.3,Modelled
US,7.414302966,10.40501323,0.160640959,0.3,Modelled
US,6.331257485,8.842291198,0.113804854,0.3,Modelled
US,6.450178557,7.016619172,0.094604791,0.3,Modelled
US,4.618557414,5.828145529,0.053603139,0.3,Modelled
US,6.89669564,7.076977116,0.102795877,0.3,Modelled
US,4.933559949,10.22828607,0.087720034,0.3,Modelled
US,4.364863722,11.01645521,0.076143187,0.3,Modelled
US,6.318303169,11.33552115,0.134566241,0.3,Modelled
US,6.498937256,17.49507014,0.174737317,0.3,Modelled
US,5.435072562,15.74117331,0.123045109,0.3,Modelled
US,7.759293622,7.386644848,0.122374489,0.3,Modelled
US,8.2764882,8.447445996,0.151901599,0.3,Modelled
US,5.182447928,12.92646382,0.105619772,0.3,Modelled
US,6.944328763,9.94038597,0.141413268,0.3,Modelled
US,6.694043947,8.209671994,0.115042218,0.3,Modelled
US,7.09668699,7.66596306,0.115468719,0.3,Modelled
US,4.35141189,9.997310283,0.072603784,0.3,Modelled
US,7.99812848,8.471598911,0.146629836,0.3,Modelled
US,7.043793393,8.001403088,0.11965263,0.3,Modelled
US,6.56588634,9.633046745,0.127682197,0.3,Modelled
US,5.472643192,6.838616494,0.076166364,0.3,Modelled
US,6.227943353,28.588352,0.187645748,0.3,Modelled
US,6.259966494,7.709862732,0.099974581,0.3,Modelled
US,6.875943463,7.261184094,0.10529395,0.3,Modelled
US,7.418629129,8.817081422,0.139452828,0.3,Modelled
US,5.472019983,8.969425402,0.094232428,0.3,Modelled
US,6.956690247,19.05963338,0.203433171,0.3,Modelled
US,5.740448012,5.86152081,0.068563178,0.3,Modelled
US,6.553934855,10.49451862,0.135433401,0.3,Modelled
US,7.454436103,7.137854266,0.112718111,0.3,Modelled
US,6.216841221,18.57611479,0.164849287,0.3,Modelled
US,4.835234438,8.375399633,0.076029913,0.3,Modelled
US,4.815942323,6.551923563,0.062820956,0.3,Modelled
US,5.227628243,14.61497556,0.112539888,0.3,Modelled
US,3.941125866,9.55088866,0.061585988,0.3,Modelled
US,4.236292514,6.44064039,0.053072524,0.3,Modelled
US,4.296514174,12.56261692,0.07831599,0.3,Modelled
US,6.657126712,10.11213872,0.135204502,0.3,Modelled
US,7.669838794,8.943853161,0.147214937,0.3,Modelled
US,8.730477737,8.568903128,0.163228598,0.3,Modelled
US,5.731174276,31.32332806,0.163003298,0.3,Modelled
US,7.40665838,8.070232281,0.127863561,0.3,Modelled
US,7.098964885,17.49507014,0.204296445,0.3,Modelled
US,6.231789479,9.335209907,0.116134823,0.3,Modelled
US,6.87635148,8.04722368,0.116615813,0.3,Modelled
US,7.396334703,8.139653552,0.12892422,0.3,Modelled
US,8.632215876,10.19912476,0.19312758,0.3,Modelled
US,4.396785774,16.80955523,0.088953857,0.3,Modelled
US,5.612556668,11.23884304,0.111972505,0.3,Modelled
US,8.294662946,10.82934282,0.193245336,0.3,Modelled
US,6.176492529,12.88960989,0.139647398,0.3,Modelled
US,5.533475685,32.32268866,0.15307952,0.3,Modelled
US,7.150272718,8.617973549,0.130393568,0.3,Modelled
US,8.574759994,8.79194352,0.164786718,0.3,Modelled
US,6.035686114,23.47641377,0.167444051,0.3,Modelled
US,6.770944462,14.95263692,0.174552553,0.3,Modelled
US,7.501242332,8.520112113,0.137097449,0.3,Modelled
US,4.088857717,18.05324467,0.080498071,0.3,Modelled
US,7.147518051,7.84307588,0.119133557,0.3,Modelled
US,5.235292025,30.26832282,0.136333259,0.3,Modelled
US,5.186420247,18.20854121,0.119402199,0.3,Modelled
US,5.630094762,13.64705713,0.123537843,0.3,Modelled
US,7.341269284,8.495820884,0.132939979,0.3,Modelled
US,6.753575998,8.969425402,0.125706262,0.3,Modelled
US,7.154708512,10.11213872,0.149468606,0.3,Modelled
US,5.978795883,34.81340371,0.180031871,0.3,Modelled
US,6.649160099,16.85761707,0.178815333,0.3,Modelled
US,6.877573504,12.27892714,0.16102264,0.3,Modelled
US,7.800911386,7.450185804,0.124065878,0.3,Modelled
US,6.327938892,7.178729686,0.094836646,0.3,Modelled
US,7.216815492,11.56434992,0.166774509,0.3,Modelled
US,6.99230817,8.617973549,0.126779296,0.3,Modelled
US,7.826743499,9.883785783,0.165645323,0.3,Modelled
US,5.643515651,14.20360137,0.126062639,0.3,Modelled
US,5.943734728,12.24391936,0.127756264,0.3,Modelled
US,6.654260877,21.73465677,0.197436932,0.3,Modelled
US,5.803545772,8.667324975,0.099889778,0.3,Modelled
US,7.339421252,8.471598911,0.132663693,0.3,Modelled
US,5.032059046,28.75206519,0.126078861,0.3,Modelled
US,8.682548186,10.92249835,0.207223602,0.3,Modelled
US,5.348508027,10.40501323,0.100122371,0.3,Modelled
US,5.694246897,9.046581659,0.10025236,0.3,Modelled
US,7.470909063,8.471598911,0.13544033,0.3,Modelled
US,7.675065377,10.02589457,0.16337146,0.3,Modelled
US,6.31466614,6.277249559,0.08198291,0.3,Modelled
US,6.724515696,12.03595872,0.153337551,0.3,Modelled
US,7.452794493,8.892927194,0.141440074,0.3,Modelled
US,8.032240317,9.046581659,0.157600994,0.3,Modelled
US,4.528539997,7.622313352,0.065522852,0.3,Modelled
US,6.987310782,7.386644848,0.109323777,0.3,Modelled
US,5.43842246,23.61085309,0.139339414,0.3,Modelled
US,6.090371085,17.19791971,0.154866717,0.3,Modelled
US,8.791042329,9.361901114,0.180890249,0.3,Modelled
US,6.579259396,8.233145067,0.112936638,0.3,Modelled
US,7.59631396,13.76445103,0.201732969,0.3,Modelled
US,6.596938673,12.34924327,0.151306326,0.3,Modelled
US,7.011092495,11.33552115,0.157400188,0.3,Modelled
US,5.36103732,16.90581632,0.123564495,0.3,Modelled
US,3.70761495,5.520407192,0.039609352,0.3,Modelled
US,6.748856528,6.780291475,0.095996126,0.3,Modelled
US,6.359315133,10.17004659,0.127008151,0.3,Modelled
US,5.258799638,9.361901114,0.091593418,0.3,Modelled
US,6.088063957,19.89362695,0.162249002,0.3,Modelled
US,7.487850868,10.40501323,0.162738953,0.3,Modelled
US,5.609330759,26.92464108,0.151821112,0.3,Modelled
US,7.682414406,10.67584582,0.172335367,0.3,Modelled
US,7.743286976,12.13949373,0.191302598,0.3,Modelled
US,8.656047248,10.31627122,0.19587782,0.3,Modelled
US,6.679255064,6.897443233,0.09654412,0.3,Modelled
US,5.561768949,6.703297845,0.076105223,0.3,Modelled
US,8.301173289,8.070232281,0.145138596,0.3,Modelled
US,7.941315402,12.34924327,0.201127066,0.3,Modelled
US,5.431504081,11.63057397,0.1082179,0.3,Modelled
US,7.230495795,7.66596306,0.117896696,0.3,Modelled
US,7.186472886,8.817081422,0.133903535,0.3,Modelled
US,8.873990927,9.361901114,0.183051967,0.3,Modelled
US,7.059776248,18.7894788,0.208817409,0.3,Modelled
US,7.662647862,7.492849812,0.122755698,0.3,Modelled
US,6.957712652,9.55088866,0.137505295,0.3,Modelled
US,7.506039792,13.49208791,0.195919557,0.3,Modelled
US,6.698137928,11.33552115,0.147336993,0.3,Modelled
US,5.409302765,17.49507014,0.126859215,0.3,Modelled
US,6.089135338,9.855606658,0.116905806,0.3,Modelled
US,6.628313057,10.9850468,0.142139598,0.3,Modelled
US,8.262491147,7.955843396,0.142144483,0.3,Modelled
US,7.10337064,20.17965694,0.217251507,0.3,Modelled
US,6.740449925,17.19791971,0.184502469,0.3,Modelled
US,7.073442524,14.20360137,0.183520413,0.3,Modelled
US,8.602941416,10.19912476,0.191981589,0.3,Modelled
US,6.515135873,11.69717726,0.143779221,0.3,Modelled
US,6.047018585,30.70351988,0.179594507,0.3,Modelled
US,6.825788155,13.41526447,0.167476522,0.3,Modelled
US,7.007838514,9.633046745,0.139680861,0.3,Modelled
US,5.431726431,27.31176278,0.14345874,0.3,Modelled
US,5.073242958,12.67068232,0.101401535,0.3,Modelled
US,7.064992793,23.20982725,0.225998224,0.3,Modelled
US,5.445365936,48.62079091,0.156488964,0.4,Modelled
US,7.936998084,8.280292745,0.141951653,0.4,Modelled
US,8.228061433,12.17420294,0.209969469,0.4,Modelled
US,6.106004495,7.887989801,0.098869852,0.4,Modelled
US,7.878682442,11.53137943,0.189483115,0.4,Modelled
US,6.494501035,41.79304771,0.218926736,0.4,Modelled
US,7.437930109,11.01645521,0.168102753,0.4,Modelled
US,7.138353287,12.0703719,0.169022645,0.4,Modelled
US,7.955892292,12.41996207,0.20262273,0.4,Modelled
US,8.052999141,9.308594797,0.16240429,0.4,Modelled
US,7.098330102,12.92646382,0.174428192,0.4,Modelled
US,7.732372574,13.33887845,0.203450852,0.4,Modelled
US,9.016919579,10.19912476,0.203211756,0.4,Modelled
US,5.422264892,42.5151596,0.153407589,0.4,Modelled
US,4.949298339,16.71384225,0.107803939,0.4,Modelled
US,6.988905208,11.20680059,0.155733224,0.4,Modelled
US,8.670109726,9.255592005,0.176212886,0.4,Modelled
US,7.894013535,8.001403088,0.136113911,0.4,Modelled
US,5.535378158,11.27097711,0.109783711,0.4,Modelled
US,5.97522995,16.19707969,0.146388938,0.4,Modelled
US,7.029675604,15.8765811,0.192048642,0.4,Modelled
US,7.295003274,13.84327412,0.189561971,0.4,Modelled
US,6.886906849,10.08330855,0.141387891,0.4,Modelled
US,6.355875001,23.95032925,0.186423826,0.4,Modelled
US,7.749883455,9.388668637,0.156160064,0.4,Modelled
US,7.501462118,16.10485412,0.215579989,0.4,Modelled
US,5.075514211,16.85761707,0.112516737,0.4,Modelled
US,6.413554905,8.209671994,0.108876418,0.4,Modelled
US,5.613272707,14.61497556,0.126785693,0.4,Modelled
US,8.757153983,13.26292737,0.245418669,0.4,Modelled
US,7.802698094,8.116447028,0.136369146,0.4,Modelled
US,8.392879216,9.415512693,0.172669489,0.4,Modelled
US,7.193711633,9.255592005,0.140060354,0.4,Modelled
US,6.202155111,20.46979946,0.170063788,0.4,Modelled
US,8.575056034,10.17004659,0.19107845,0.4,Modelled
US,7.895707371,11.66382808,0.191363612,0.4,Modelled
US,5.923332428,14.61497556,0.138424345,0.4,Modelled
US,8.157752611,8.04722368,0.141891797,0.4,Modelled
US,7.159834803,12.63455763,0.174387202,0.4,Modelled
US,5.932631684,9.496506255,0.109776529,0.4,Modelled
US,8.559421961,9.046581659,0.169337875,0.4,Modelled
US,9.152080941,11.93330674,0.240136231,0.4,Modelled
US,7.373571687,16.38311826,0.211797104,0.4,Modelled
US,6.946996791,12.00164365,0.161501491,0.4,Modelled
US,6.610348028,22.68570151,0.19736873,0.4,Modelled
US,6.63687202,12.0703719,0.150536306,0.4,Modelled
US,9.153287336,9.94038597,0.201656304,0.4,Modelled
US,8.420333116,8.817081422,0.162230959,0.4,Modelled
US,8.147670591,10.52452452,0.184318586,0.4,Modelled
US,5.696382643,39.69947194,0.167399331,0.4,Modelled
US,6.481901973,25.50296343,0.196791381,0.4,Modelled
US,7.620542506,8.943853161,0.146122327,0.4,Modelled
US,7.414830564,15.29809954,0.206032183,0.4,Modelled
US,7.997504224,13.41526447,0.215339271,0.4,Modelled
US,7.368270304,12.67068232,0.182839003,0.4,Modelled
US,7.792738016,15.38570517,0.224588746,0.4,Modelled
US,7.975512063,10.14105132,0.173506326,0.4,Modelled
US,5.537892924,8.766877288,0.094324618,0.4,Modelled
US,7.311873163,22.17341161,0.237642431,0.4,Modelled
US,5.109932279,14.53175843,0.108237999,0.4,Modelled
US,7.901051071,9.855606658,0.167318792,0.4,Modelled
US,7.361246282,14.44901514,0.197725021,0.4,Modelled
US,7.118941086,9.22920389,0.137874299,0.4,Modelled
US,6.142485161,5.911942435,0.074219895,0.4,Modelled
US,7.97011386,8.471598911,0.146261945,0.4,Modelled
US,9.951335303,10.40501323,0.231945916,0.4,Modelled
US,8.505568621,10.82934282,0.199953493,0.4,Modelled
US,6.000094528,17.59525688,0.151644685,0.4,Modelled
US,7.30849046,20.17965694,0.228321966,0.4,Modelled
US,7.393857696,13.00048812,0.186839191,0.4,Modelled
US,6.602126041,15.42969594,0.17031285,0.4,Modelled
US,5.775661129,10.43476322,0.112167895,0.4,Modelled
US,7.614214981,10.31627122,0.165535162,0.4,Modelled
US,6.881564132,45.01352772,0.249759215,0.4,Modelled
US,7.48415852,7.386644848,0.117875516,0.4,Modelled
US,7.081096449,8.544472794,0.128052872,0.4,Modelled
US,5.851402402,22.1101942,0.156403899,0.4,Modelled
US,6.987828277,31.23402382,0.240634897,0.4,Modelled
US,7.790998898,8.280292745,0.139233219,0.4,Modelled
US,8.136241491,10.37534806,0.18161738,0.4,Modelled
US,6.19636254,17.29640479,0.159911212,0.4,Modelled
US,8.878912499,10.08330855,0.197793677,0.4,Modelled
US,8.539449988,14.40782034,0.250746393,0.4,Modelled
US,5.509518371,23.54353747,0.142469745,0.4,Modelled
US,6.461922037,39.69947194,0.215255773,0.4,Modelled
US,8.594931274,11.30320306,0.21034941,0.4,Modelled
US,5.772532947,34.1245359,0.167672265,0.4,Modelled
US,6.501574558,14.36674298,0.160083046,0.4,Modelled
US,8.720401214,11.36793164,0.215621045,0.4,Modelled
US,6.102302822,36.12983598,0.188273465,0.4,Modelled
US,6.611396831,27.5467024,0.207640596,0.4,Modelled
US,7.461560014,25.43025331,0.257521952,0.4,Modelled
US,9.131989383,9.442433502,0.190735121,0.4,Modelled
US,9.228028166,12.92646382,0.259994432,0.4,Modelled
US,8.464809958,8.139653552,0.149235378,0.4,Modelled
US,8.944908368,13.33887845,0.255365473,0.4,Modelled
US,8.981394495,9.883785783,0.196485669,0.4,Modelled
US,8.779154715,8.568903128,0.164499308,0.4,Modelled
US,9.013830422,10.40501323,0.207174141,0.4,Modelled
US,9.404365634,10.28685906,0.215407816,0.4,Modelled
US,6.478329322,14.74069563,0.161021653,0.4,Modelled
US,9.259935818,9.308594797,0.190318306,0.4,Modelled
US,5.758780367,25.7223435,0.157382205,0.4,Modelled
US,7.57124568,16.76163042,0.223471351,0.4,Modelled
US,6.852202132,21.92162133,0.208613964,0.4,Modelled
US,6.570509128,16.80955523,0.174884027,0.4,Modelled
US,8.016504684,10.92249835,0.186007578,0.4,Modelled
US,6.840080441,44.50237641,0.246068217,0.4,Modelled
US,6.840541659,35.92411404,0.236417752,0.4,Modelled
US,7.334671019,17.39545386,0.215390411,0.4,Modelled
US,8.390520024,14.40782034,0.243981215,0.4,Modelled
US,7.312452137,20.94272946,0.23116265,0.4,Modelled
US,7.325188481,12.67068232,0.181330929,0.4,Modelled
US,8.38753823,8.116447028,0.147591322,0.4,Modelled
US,7.645370427,12.38455219,0.190826516,0.4,Modelled
US,8.498032479,12.56261692,0.22571753,0.4,Modelled
US,7.367552416,19.05963338,0.226540112,0.4,Modelled
US,8.142040199,13.22511416,0.219486601,0.4,Modelled
US,7.949033295,11.14298948,0.186724434,0.4,Modelled
US,8.270058739,10.43476322,0.186762887,0.4,Modelled
US,7.83852445,15.42969594,0.227053453,0.4,Modelled
US,6.109521629,19.55573749,0.162840989,0.4,Modelled
US,8.110956139,10.89135781,0.188509227,0.4,Modelled
US,7.935156973,9.883785783,0.16844634,0.4,Modelled
US,9.232867937,11.30320306,0.231161425,0.4,Modelled
US,8.826794757,11.27097711,0.217796116,0.4,Modelled
US,9.38914035,9.469431282,0.196623381,0.4,Modelled
US,6.576964598,16.38311826,0.173693252,0.4,Modelled
US,7.041284957,19.89362695,0.212135953,0.4,Modelled
US,7.358912335,12.0703719,0.176703569,0.4,Modelled
US,8.003480996,14.04231231,0.222418145,0.4,Modelled
US,9.456695592,11.01645521,0.232009322,0.4,Modelled
US,8.586145307,16.10485412,0.272039297,0.4,Modelled
US,8.658793993,12.24391936,0.227470695,0.4,Modelled
US,6.865066593,15.83131624,0.183604849,0.4,Modelled
US,8.138835854,14.40782034,0.232444445,0.4,Modelled
US,7.654117287,7.955843396,0.130788205,0.4,Modelled
US,8.21254374,9.883785783,0.176073401,0.4,Modelled
US,6.437829896,40.96607069,0.214453599,0.4,Modelled
US,9.407146361,9.55088866,0.199245275,0.4,Modelled
US,7.681178327,14.78284219,0.214071423,0.4,Modelled
US,8.101451824,13.18740876,0.218100751,0.4,Modelled
US,9.269438642,11.46572018,0.235765613,0.4,Modelled
US,7.515593686,11.69717726,0.178929358,0.4,Modelled
US,8.22633373,9.496506255,0.169765322,0.4,Modelled
US,9.883446562,10.22828607,0.225755587,0.4,Modelled
US,5.5867869,13.72520795,0.122334703,0.4,Modelled
US,8.811179376,11.07954171,0.213483739,0.4,Modelled
US,8.148905005,9.94038597,0.175475965,0.4,Modelled
US,7.034698231,13.22511416,0.174035554,0.4,Modelled
US,6.075565786,12.38455219,0.133098951,0.4,Modelled
US,9.135721825,10.89135781,0.220091501,0.4,Modelled
US,9.77710067,10.11213872,0.220416553,0.4,Modelled
US,7.968172386,9.743691274,0.167358136,0.4,Modelled
US,6.781674896,42.63671883,0.241217054,0.4,Modelled
US,9.202525321,11.89928434,0.241334994,0.4,Modelled
US,7.95203848,12.49108585,0.20324322,0.4,Modelled
US,9.860464964,11.4004348,0.252738397,0.4,Modelled
US,7.348931971,11.27097711,0.167873096,0.4,Modelled
US,8.557669652,10.37534806,0.193998399,0.4,Modelled
US,6.775364719,17.49507014,0.187852157,0.4,Modelled
US,7.837598969,25.94361071,0.287372996,0.4,Modelled
US,7.578584844,15.03826424,0.212116654,0.4,Modelled
US,9.607723183,11.01645521,0.236598667,0.4,Modelled
US,7.173723588,12.27892714,0.172015185,0.4,Modelled
US,8.172897558,8.667324975,0.154047245,0.4,Modelled
US,6.610298858,16.57129365,0.176043693,0.4,Modelled
US,7.251682687,16.19707969,0.204308169,0.4,Modelled
US,8.667758816,11.36793164,0.214316439,0.4,Modelled
US,8.686890014,14.74069563,0.26131855,0.4,Modelled
US,7.29590519,13.07493632,0.183106024,0.4,Modelled
US,5.850937492,36.4406299,0.173686501,0.4,Modelled
