years	Q	target	years2	Q2	target2	years3	Q3	target3	years4	Q4	target4	years5	Q5	target5		Q6	target6	years7	Q7	target7	years8	Q8	target8	years9	Q9	target9	years10	Q10	target10	Sum
0.142145383	77.87816669	1.722951027	0.242682238	8.589808778	0.491073672	0.166965496	12.41719513	0.364368712	0.184232052	33.71956555	1.120598006	0.118404377	1.002883099	0.003672011	18.18480145	7.54604568	0.319912699	0.122154018	2.41321296	0.065252005	0.161896824	1.01742376	0.007085952	0.18330208	3.803163849	0.168026295	0.183777909	3.038230052	0.10638931	4.369329689
0.11633572	23.27618873	0.582861285	0.174469256	1.814741219	0.076018712	0.173219403	39.61863193	0.584485561	0.174200204	50.02358281	1.071887758	0.15686851	1.005774511	0.012542113	19.46969407	106.6613317	1.032177232	0.187410375	23.66429243	0.61586977	0.180215058	1.002883099	0.006309075	0.17550745	10.93980932	0.284243402	0.169513671	6.515586104	0.105960926	4.372355834
0.139862903	75.25514165	1.639176994	0.159293232	1.799135056	0.065052675	0.182159869	15.72349682	0.519846766	0.170641245	13.11533671	0.5168793	0.112682253	1.002883099	0.004249465	19.92655962	20.37404539	0.741962161	0.161734135	396.4145052	0.446966437	0.185571772	2.441163677	0.037932736	0.163557512	13.00254924	0.232553726	0.19676516	5.874112172	0.174203739	4.378823999
0.139780937	118.4922938	1.874373392	0.2256514	35.82106837	0.685862524	0.170983815	85.70047831	0.615104601	0.118042677	16.94561224	0.241661854	0.18673844	1.002883099	0.003436976	19.50963819	16.41737907	0.626149878	0.125485289	7.268844301	0.120850674	0.189016144	5.450471945	0.045025279	0.173810284	4.206355521	0.165720243	0.140210979	1.005774511	0.003877875	4.382063296
0.180526623	52.0692237	2.273803352	0.142836021	1.356854044	0.043319988	0.15605122	12.52490509	0.301425668	0.180528569	19.34512957	0.769876228	0.199956121	2.6233408	0.04513501	8.378757704	3.508619592	0.039076133	0.176999726	33.81678241	0.544933043	0.19903685	9.500455676	0.060431616	0.144253689	8.840699352	0.140351234	0.195434499	5.658328693	0.167673493	4.386025765
0.164546388	36.85918453	1.460134694	0.237216033	130.4754737	1.051090262	0.197443281	21.51955113	0.769010729	0.141547628	12.23973297	0.337250376	0.122212623	1.008674259	0.001670019	17.69858481	10.62934802	0.381691729	0.117943929	1.566926993	0.042731037	0.187311136	1.005774511	0.017126161	0.1973189	5.674642216	0.265192878	0.169462159	1.640792882	0.060413948	4.386311833
0.1699116	71.6897105	2.59834564	0.228183565	6.921656654	0.364902082	0.188955825	6.045682857	0.279582869	0.148450272	12.63354936	0.378732848	0.177327424	2.66904926	0.026871056	13.82075288	2.245628102	0.073261885	0.170951564	13.19107137	0.363504468	0.188470438	1.011582367	0.027023961	0.159260834	3.580044889	0.124246717	0.191761182	5.34172985	0.155192006	4.391663532
0.155168857	79.45028366	2.204245512	0.237035836	30.48744503	0.847609678	0.080384747	35.30912633	0.049701097	0.184607851	19.56919195	0.813637533	0.178566569	1.011582367	0.009808364	10.12677327	8.994737574	0.077571362	0.132106839	16.18274769	0.170276062	0.15851594	1.005774511	0.014913976	0.119424466	4.218482862	0.066157897	0.190160174	4.599023899	0.142846423	4.396767903
0.153495718	191.42722	2.848296379	0.240314847	7.374234249	0.426263727	0.116578426	5.013892794	0.097164652	0.133375839	12.34590358	0.292675071	0.197234353	4.404645672	0.045190335	15.59665232	4.559473844	0.164767452	0.159908894	8.062627939	0.243519481	0.186537307	1.014498859	0.005441902	0.182435456	4.206355521	0.181029491	0.188591015	2.441163677	0.099635777	4.403984268
0.129440002	44.62961749	1.062106708	0.228876405	14.21635295	0.555427409	0.148694635	4.559473844	0.153486822	0.194439362	43.4419666	1.473875183	0.165677271	1.002883099	0.012507511	18.73135312	10.93980932	0.443928409	0.192353135	7.459645333	0.343264359	0.168907696	1.011582367	0.016912244	0.195225805	6.478177796	0.287029207	0.176294882	1.380495543	0.057374814	4.405912665
0.103471303	90.08526743	0.744418105	0.242943646	93.70072166	1.144834681	0.178717274	14.33966927	0.469696251	0.161658004	14.38101196	0.496986573	0.151830619	1.01742376	0.008635521	19.0107293	20.6694458	0.652104724	0.196532644	21.09021564	0.683545003	0.116296134	1.005774511	0.003287092	0.16972743	2.794869861	0.114235161	0.160616999	12.48889836	0.095405499	4.41314861
0.153365532	83.40168078	2.193115769	0.236567007	9.94831292	0.511040855	0.146757029	5.280568372	0.166046508	0.122157161	11.16251204	0.226495207	0.14188228	1.008674259	0.009715478	19.56785732	18.79613333	0.678984822	0.172016049	9.582865085	0.31904405	0.169052165	1.01742376	0.010637232	0.158953845	7.481152231	0.180767816	0.174631179	7.481152231	0.121770054	4.417617791
0.166601026	60.05915171	2.213934552	0.198190487	2.85998721	0.137570932	0.195818572	29.11494869	0.847226556	0.080910479	33.33348491	0.097972928	0.185219678	1.55345195	0.029450686	18.20037068	21.83156007	0.578376847	0.142948083	2.876502237	0.096266255	0.121158274	1.002883099	0.006005547	0.199984241	6.981696894	0.318671964	0.16543882	5.806855048	0.093999241	4.419475508
0.181635774	66.94185503	2.834077131	0.147037155	2.284755387	0.06367163	0.159503421	3.880585212	0.148820757	0.160610091	8.714351203	0.334458361	0.194429703	1.01742376	0.003921038	15.57238445	11.58820059	0.279009902	0.199059983	13.6154973	0.573956117	0.190767245	3.539054265	0.045356014	0.154815242	3.498532974	0.1150192	0.136117311	1.002883099	0.022495531	4.420785682
0.163563102	51.03890756	1.900712969	0.22477619	19.73894018	0.583980217	0.188139816	7.947399712	0.357300282	0.156683149	33.71956555	0.677253486	0.191827359	2.827241068	0.037817893	17.59068519	21.70621728	0.508092453	0.123003616	9.777944366	0.125407258	0.145072847	1.008674259	0.008873126	0.156247362	5.481945754	0.150669209	0.185065524	2.175626781	0.088268565	4.438375459
0.170313185	40.7328114	1.676793119	0.247192543	36.6556593	1.058569192	0.171393992	4.638917021	0.192665594	0.199103841	17.74443868	0.860108669	0.171533983	1.008674259	0.01387101	15.07231323	12.74313603	0.260655366	0.126279364	2.232735149	0.064709507	0.181146582	1.002883099	0.002532917	0.198998491	6.572103982	0.301024277	0.103218212	1.002883099	0.014415494	4.445345144
0.178399224	49.17924605	2.12303837	0.226879486	11.03470406	0.477804577	0.140032447	3.948199596	0.124210816	0.147267762	22.99272249	0.491358106	0.193150262	1.356854044	0.033189141	18.78628337	22.46921485	0.639627138	0.164137938	3.218302827	0.127535403	0.192892506	1.453920417	0.038480787	0.187923092	11.48854597	0.356024751	0.132211219	2.455260203	0.03731293	4.448582016
0.17442914	47.11752169	1.979435348	0.154682341	10.29800713	0.119595371	0.147134081	7.374234249	0.203726934	0.18992922	13.15314953	0.610889238	0.183794514	1.002883099	0.006205648	19.16655626	151.110563	1.012105378	0.180827382	4.80198009	0.211439073	0.190742782	1.014498859	0.010309103	0.180019619	6.881916951	0.247275386	0.185840366	1.356854044	0.061224345	4.462205823
0.127014839	217.0511106	1.556091753	0.194549983	38.49429313	0.353892285	0.166210355	7.677526167	0.276120291	0.156080654	40.54170185	0.700771045	0.191868658	1.005774511	0.002655145	19.77994065	84.47567738	1.090218039	0.146130079	2.977614476	0.102296963	0.171248231	1.55345195	0.025100195	0.19963214	6.440984263	0.300218497	0.143218816	6.38559397	0.057492424	4.464856637
0.157146848	80.59261752	2.304577988	0.220226275	19.45683823	0.53860088	0.152441903	7.833818286	0.22783208	0.131684389	8.739475543	0.236254636	0.189906449	1.008674259	0.012980657	18.15160609	5.265387736	0.232916288	0.181241941	136.6261667	0.698186788	0.19068216	2.747006676	0.042647003	0.155243656	3.40904833	0.113884924	0.144563518	6.028302662	0.058859751	4.466740995
0.187589144	50.8933933	2.3324137	0.195154793	3.246219218	0.149250043	0.123059499	2.977614476	0.080348291	0.174453693	21.64381601	0.76136232	0.184060913	1.011582367	0.005575494	14.5235115	9.046677784	0.209012793	0.199008405	13.85273046	0.577223126	0.156188028	1.223268748	0.017345072	0.188557179	6.783563027	0.27399713	0.155127281	3.003443073	0.063266416	4.469794384
0.175944055	42.5151596	1.816924696	0.219122772	14.84372452	0.479957249	0.197749941	39.96229419	0.971772987	0.110375715	25.28428708	0.219135013	0.145951057	1.008674259	0.002225973	18.19350272	16.79988569	0.515670281	0.152947365	7.76645009	0.211327089	0.184782047	2.392460142	0.037282428	0.153110788	3.082280921	0.103487779	0.18861811	3.18145406	0.115951685	4.47373518
0.145143811	46.18518701	1.397798252	0.218494371	141.4287277	0.679922855	0.17002263	7.001825819	0.270630571	0.185763975	37.83506406	1.205844911	0.178442951	1.008674259	0.004966018	19.9121024	19.17876798	0.718817968	0.126183697	1.659797147	0.048792755	0.176967239	1.01742376	0.012005959	0.152578572	3.331429734	0.108273763	0.160727018	1.002883099	0.028724983	4.475778035
0.107955125	11.7306218	0.287084903	0.211550653	9.046677784	0.349315358	0.17272708	9.020670296	0.331327942	0.194200126	40.30893746	1.408296632	0.15890931	1.002883099	0.006420047	19.73586383	50.60297428	0.988737974	0.1949411	39.05241645	0.821751416	0.185123573	1.002883099	0.014547147	0.137963806	3.847213487	0.092621663	0.198765973	5.691002773	0.178497261	4.478600343
0.161507009	34.02724529	1.321515873	0.222257211	3.959582648	0.217011044	0.168873084	11.52166859	0.362386862	0.190091547	13.49840861	0.626403548	0.18956285	1.277251935	0.030712783	19.52123168	26.86007845	0.781528344	0.197134468	22.27598718	0.70966387	0.105257223	1.011582367	0.00210103	0.191911261	6.367236595	0.274005315	0.188360948	6.276238301	0.154170806	4.479499475
0.156125494	52.9688902	1.77991527	0.178971383	3.283818119	0.125146703	0.199185189	39.39116721	0.997756815	0.171302968	21.45768649	0.722007449	0.19611767	1.002883099	0.013985024	15.63303484	3.621510281	0.135475405	0.178920329	15.27727905	0.445620985	0.142659645	1.008674259	0.002285242	0.174163445	2.739109552	0.115760793	0.189283273	4.885648638	0.14433082	4.482284507
0.157303627	28.75206519	1.088678125	0.232158059	214.7004518	0.96709451	0.159842567	13.42090943	0.328747573	0.190105317	23.46078749	0.981728821	0.091270112	1.023298884	0.002328576	17.26088211	6.404004271	0.25702211	0.184353338	39.61863193	0.661875392	0.084617638	1.636075913	0.002653242	0.161931712	4.815824676	0.154598267	0.168142456	1.03813555	0.041863817	4.486590434
0.14328902	37.60325636	1.189992886	0.186389422	5.130710903	0.178716862	0.184403695	67.29100107	0.815492823	0.16535299	12.41719513	0.469449598	0.199538488	1.005774511	0.008150848	17.08108487	16.99446812	0.426265817	0.197338989	36.23596112	0.845811613	0.158133353	1.01742376	0.007230444	0.190935871	15.36549787	0.422594292	0.183639467	4.638917021	0.127303139	4.491008322
0.174639293	57.70583483	2.353379161	0.121025617	3.993929091	0.045549323	0.163242832	16.08983676	0.377945511	0.181561573	18.36817534	0.752165638	0.193839533	1.857022665	0.036658923	14.09926692	3.055774344	0.100859333	0.178061003	21.45768649	0.49276636	0.178656897	1.011582367	0.016911829	0.175986872	3.539054265	0.14826798	0.194864124	6.168755389	0.172826655	4.497330712
0.140756134	239.8615723	2.206232556	0.209956477	3.684610606	0.187597986	0.116638817	2.615799191	0.066775423	0.156154948	34.70444442	0.674485594	0.122224804	1.047140607	0.006308842	15.1711022	191.8981411	0.374695507	0.194110987	21.27315762	0.664682652	0.196134596	1.011582367	0.029655643	0.171743441	3.163188196	0.129805873	0.197775972	4.57261926	0.161155791	4.501395866
0.161108111	68.48846576	2.235275762	0.214735271	3.209050815	0.169965567	0.19388491	59.79903471	0.982162004	0.159802941	15.49878217	0.508477039	0.170333723	1.841052896	0.021831166	13.4930803	32.7626366	0.218555553	0.181734796	6.186540523	0.267780427	0.164627802	1.005774511	0.011674812	0.067922007	1.002883099	0.01101298	0.160018338	3.781328527	0.075614438	4.502349749
0.150475809	80.82304771	2.059193924	0.220929492	11.03470406	0.441221319	0.192820264	8.370100694	0.389033015	0.162199263	71.69087251	0.894300448	0.091493729	1.008674259	0.002571997	10.30968978	1.889378982	0.042376829	0.187838237	5.942148292	0.271420763	0.198339153	1.008674259	0.00314935	0.163364861	10.90835944	0.220944525	0.195321365	7.833818286	0.187224087	4.511436257
0.16788739	48.89922126	1.928714479	0.187817273	33.42958866	0.301373251	0.18653963	7.103344304	0.319704445	0.184527033	21.70621728	0.872766379	0.199474358	1.005774511	0.020423426	18.71148375	10.35747309	0.428514491	0.196788022	10.00575956	0.450669731	0.150296538	1.011582367	0.002710508	0.123387895	5.175216015	0.076842244	0.1844127	3.360327417	0.111653321	4.513372275
0.155355114	43.99702948	1.552589535	0.235912127	5.175216015	0.301670715	0.149365518	11.5548867	0.257910815	0.197909883	30.84056179	1.292033463	0.184163238	1.014498859	0.025249565	17.11033104	12.45299514	0.37925078	0.164186321	12.34590358	0.312873531	0.150955323	1.011582367	0.007059786	0.187237239	4.520263906	0.201378305	0.199163719	6.240204175	0.185217391	4.515233885
0.147194264	131.6948203	2.285555178	0.23970644	8.039449408	0.454008949	0.170671722	44.07182555	0.568295504	0.163137265	14.17548362	0.501496754	0.144358691	1.014498859	0.004798153	8.763015665	1.053187331	0.020295487	0.193950982	14.58952022	0.555036449	0.185238943	1.005774511	0.021934259	0.127744264	7.924552441	0.093959323	0.129528584	1.005774511	0.020275824	4.525655879
0.154781647	44.75722237	1.554450989	0.238984669	58.94440805	1.008423965	0.174895966	8.274265122	0.322676696	0.187707584	13.26724335	0.608099617	0.148870821	1.002883099	0.008985045	19.18956035	11.68871963	0.488411567	0.108243051	2.469438129	0.053728625	0.196406561	2.239172346	0.046947227	0.194770613	6.648224499	0.29202172	0.181691742	8.29812065	0.142989675	4.526735126
0.166071895	84.3596269	2.723351371	0.225487764	13.89266925	0.51962131	0.19847404	18.95917585	0.730689224	0.129590073	10.62934802	0.255732892	0.149239641	1.01742376	0.003597581	11.63697341	29.36749928	0.13269268	0.057329052	2.571002658	0.015846718	0.178628713	1.074627164	0.026530085	0.155216711	2.630904152	0.09462309	0.113183834	11.03470406	0.027415198	4.530100149
0.119730443	351.6539984	1.339012863	0.215996031	7.289801101	0.329461663	0.141377252	2.715554133	0.09115932	0.189691687	44.71081673	1.3872908	0.187738174	1.002883099	0.012894576	18.04591714	17.49084144	0.511060935	0.190366534	19.62561188	0.600094133	0.150683224	6.240204175	0.017664905	0.180776876	3.858305386	0.166002704	0.181206975	1.846360834	0.075564506	4.530206405
0.134385386	29.08230948	0.879182105	0.178648554	9.337756843	0.19504238	0.193549209	31.1080808	0.83949902	0.191511436	30.22526328	1.169529092	0.188051456	1.011582367	0.013250389	16.1802453	25.94797829	0.402096271	0.190433877	19.34512957	0.600624543	0.198632725	1.664582507	0.044848152	0.170114069	7.062561466	0.214504852	0.195428482	6.186540523	0.173337256	4.531914058
0.150918047	159.9138568	2.575902338	0.230690129	22.59896357	0.681404803	0.177378188	72.73030836	0.698802115	0.097783917	6.186540523	0.107016713	0.171536296	1.011582367	0.012579048	10.58645362	1.535665311	0.036857199	0.142958219	82.55230087	0.26347721	0.129467985	1.002883099	0.004047152	0.160074368	2.498040067	0.094749212	0.15060143	3.190626508	0.059573986	4.534409777
0.147224777	28.99939449	1.00865926	0.218052893	41.72584124	0.609218715	0.170189669	24.00739766	0.489899816	0.192801086	42.08778197	1.422982607	0.133993741	1.01742376	0.004330891	11.60741355	3.209050815	0.074584861	0.183118166	61.01636925	0.694363768	0.182300861	1.005774511	0.014969445	0.11902537	13.38232685	0.082623349	0.190380881	4.075233879	0.134906331	4.536539044
0.164771299	72.51313371	2.453680466	0.230698273	5.57746186	0.313171675	0.138824918	15.76882923	0.224448602	0.181111187	21.89450262	0.841695598	0.077834445	1.002883099	0.001189439	7.942295607	5.205100356	0.038575018	0.137683105	13.42090943	0.188778336	0.196168621	1.014498859	0.012531623	0.193296274	11.38974835	0.391649783	0.170458259	2.144533492	0.071924751	4.537645292
0.157725089	292.9260555	3.400012912	0.21863013	4.928028018	0.256969661	0.116030528	6.258195303	0.105014957	0.1363421	5.160338248	0.165983904	0.167594748	1.014498859	0.009557445	18.35340987	9.976994894	0.398410646	0.113875107	54.37933076	0.118623682	0.121721382	1.008674259	0.002572318	0.101690039	2.441163677	0.03709908	0.142267319	2.969054397	0.048891739	4.543136343
0.138276121	208.5463278	2.027439965	0.210244812	9.41875496	0.345221508	0.199929986	16.65541233	0.696539802	0.197277857	14.67376756	0.70965072	0.157005761	1.008674259	0.002734614	18.70351426	11.99553867	0.467788444	0.169367951	5.609668974	0.218167517	0.179423827	2.505242164	0.03277967	0.043529638	1.002883099	0.002023599	0.136896437	3.135985844	0.043559633	4.545905472
0.146225662	130.1993592	2.228112291	0.187266044	10.53793921	0.239645693	0.163895178	3.770457923	0.149013674	0.190204548	39.39116721	1.324332759	0.153911565	1.333617414	0.014403047	10.0025394	62.61799748	0.086808245	0.182897596	5.740368002	0.25358912	0.116302225	1.008674259	0.003131693	0.135036833	15.76882923	0.125601492	0.190962724	3.236886951	0.122000227	4.546638242
0.118563576	129.8281549	1.162128185	0.242248692	10.59879065	0.569179993	0.180442537	7.12382395	0.304794782	0.186164449	37.2943387	1.20806107	0.186070243	1.011582367	0.006547419	11.34393629	1.531250564	0.039892388	0.191836304	66.71232115	0.849201344	0.174069731	1.011582367	0.008729831	0.178152782	15.36549787	0.327288781	0.188111556	1.589645647	0.071755264	4.547579056
0.150655899	71.48531986	1.931813645	0.235455607	9.665989334	0.495497256	0.171551205	10.06353793	0.34990089	0.175045985	36.7613412	0.986453988	0.164254118	1.005774511	0.004903505	4.238208438	1.195416868	0.008026726	0.186790833	20.02513229	0.570101613	0.178776451	1.014498859	0.022667889	0.15467028	4.494311456	0.133174412	0.136427149	4.366767205	0.046103929	4.548643851
0.152801837	26.24159728	0.961093895	0.242834712	6.010972432	0.361626635	0.171232209	10.59879065	0.360346975	0.173432152	29.45216869	0.87759677	0.186012166	1.011582367	0.021256019	17.99551261	45.2286738	0.660063886	0.193586268	55.9676387	0.856978834	0.171374502	2.175626781	0.026758851	0.194673844	6.961625835	0.300239615	0.18673915	3.814128748	0.123518609	4.54948009
0.148230181	62.33022541	1.745769215	0.214698099	75.28685921	0.595658083	0.196303427	22.53399583	0.766392422	0.175984824	32.01668359	0.943339288	0.173696446	1.437273389	0.022524427	10.73459015	1.718140854	0.041504156	0.162277017	6.478177796	0.220490087	0.193501236	1.002883099	0.009418617	0.118961006	1.522459107	0.039657419	0.189530904	8.370100694	0.170741635	4.555495349
0.177891001	44.24898154	1.914902634	0.215863189	7.438200263	0.331573911	0.19930097	11.19469467	0.524054311	0.182342096	14.58952022	0.633087902	0.103628328	1.011582367	0.001628424	14.70196989	4.442852708	0.14561916	0.191358979	34.11011792	0.738583344	0.189510125	1.008674259	0.014811739	0.176122091	4.829709176	0.188095709	0.150796661	4.267342877	0.064149479	4.556506613
0.158622759	54.97185312	1.883897847	0.23892408	11.92666799	0.584505511	0.161368773	10.23888259	0.303694295	0.169219952	17.54126927	0.622609339	0.196334765	1.008674259	0.002262044	18.60579145	10.6907273	0.432077956	0.17824812	9.862760783	0.356186284	0.115283822	1.014498859	0.005940597	0.179213092	3.9824473	0.168455351	0.194775558	12.16946029	0.203925572	4.563554796
0.173198974	66.5606906	2.573636808	0.220201018	7.924552441	0.362791632	0.158797645	13.81290647	0.328924408	0.181146356	11.99553867	0.527828963	0.1135966	1.011582367	0.004994911	18.22551862	6.186540523	0.27189783	0.177271984	16.41737907	0.448522775	0.187388473	1.337462366	0.033508739	0.058949869	1.002883099	0.002453467	0.140922003	1.056223775	0.030720613	4.585280146
0.139277314	220.1718652	2.124127564	0.213498918	14.75850139	0.438398674	0.186501115	6.478177796	0.294883706	0.160797758	28.12627885	0.69110285	0.096445152	1.020357094	0.00158014	15.49421612	98.40071397	0.392661544	0.194855639	7.856403961	0.365955619	0.149343321	1.002883099	0.00192289	0.173822598	6.330680015	0.21480035	0.169143652	1.830482754	0.06428039	4.589713727
0.112415723	26.16678129	0.59315313	0.227057367	66.32930188	0.793173857	0.116316155	13.0776326	0.127798611	0.187948803	37.40186198	1.233705536	0.192387897	1.927841246	0.035739761	17.35571967	6.515586104	0.262833131	0.192694362	242.994475	0.958380292	0.190464804	1.008674259	0.019044141	0.192462902	17.39042027	0.451527493	0.177702551	5.874112172	0.122930483	4.598286436
0.106720368	31.86454122	0.593982966	0.207910802	28.28869435	0.459070189	0.187397302	44.58228158	0.82158115	0.173409108	19.56919195	0.707058664	0.146560078	1.008674259	0.01087347	18.48921466	76.59863937	0.800565826	0.199022854	28.12627885	0.803689995	0.195166135	2.707747428	0.047474684	0.167640157	11.72241937	0.248835306	0.188680846	2.935059463	0.111124792	4.604257042
0.156447737	77.43473131	2.236224966	0.213791033	22.99272249	0.494301806	0.18171298	7.268844301	0.314054289	0.177769734	20.61002505	0.774283309	0.156572898	2.181899329	0.016298915	16.05193926	40.42515213	0.415721904	0.123352184	33.91427955	0.148698539	0.181380574	1.008674259	0.019145772	0.13349649	6.186540523	0.10058905	0.194280989	1.825220462	0.085268102	4.604586651
0.180798951	68.09849498	2.85788108	0.244855332	13.77319698	0.685840172	0.154851057	6.422467651	0.210830347	0.139591785	6.440984263	0.210053864	0.15307913	9.862760783	0.015989239	9.944501671	2.169372265	0.043965657	0.182535616	4.760684681	0.21212565	0.156907394	1.002883099	0.002149731	0.193513554	8.418433931	0.331976695	0.149465301	1.041128598	0.034188579	4.605001014
0.143285821	56.56398463	1.52285693	0.186098112	36.97361997	0.290799534	0.118104824	6.330680015	0.109896608	0.183083681	25.43029147	0.945215644	0.170791278	1.011582367	0.018617362	19.17054849	128.6107644	0.983255379	0.179628527	24.21564404	0.534881429	0.172916057	1.462316096	0.025959313	0.084811306	6.098124673	0.029211983	0.19374701	5.372575727	0.161877123	4.622571306
0.165840564	49.31985922	1.902547901	0.209526342	3.836153476	0.193898644	0.179738426	9.55531616	0.379085885	0.189751507	14.84372452	0.682807115	0.176020658	1.280934379	0.023461131	19.48725885	28.04542111	0.786127701	0.151484762	8.789941739	0.218817849	0.199289845	1.005774511	0.034922323	0.174844093	5.145503251	0.192614251	0.196347055	12.20454605	0.213050124	4.627332923
0.134056309	205.5903557	1.83444676	0.239846546	8.639410721	0.48012463	0.15511508	34.80450078	0.3800138	0.180463522	29.62224056	0.987448336	0.115767822	1.008674259	0.002098607	19.69721076	9.919713402	0.459428948	0.15280492	4.122434732	0.143743179	0.174192175	3.117981028	0.030055658	0.175394683	14.71607349	0.30920911	0.092915196	1.008674259	0.010057799	4.636626826
0.139272434	308.373689	2.185859572	0.233667984	4.913860869	0.283814119	0.138384118	5.57746186	0.151314212	0.154913096	8.866187966	0.321900292	0.148957587	1.005774511	0.012042136	19.12429716	45.75252887	0.851099387	0.18179663	11.48854597	0.410430137	0.191750661	2.754926569	0.043575806	0.15975423	8.346038237	0.189747706	0.19728016	7.901770851	0.196338171	4.646121538
0.131577913	59.88792033	1.271768402	0.201469165	55.80674233	0.432747378	0.188780926	24.35547754	0.70633933	0.139945221	5.658328693	0.187362407	0.116007048	1.002883099	0.0048765	18.9270436	65.94848166	0.87382076	0.192297563	58.94440805	0.845565573	0.183717106	2.884795479	0.036781969	0.171936681	4.857598384	0.179446921	0.198144733	2.337987638	0.107574729	4.64628397
0.141109491	165.0158565	2.106994499	0.205997889	4.27964605	0.205277713	0.187842355	20.61002505	0.648714795	0.185525589	15.8598865	0.697339783	0.172366448	1.008674259	0.00148002	18.36564693	5.190136677	0.232914584	0.187676179	8.739475543	0.371730819	0.188337375	2.455260203	0.040341325	0.171888041	16.32312103	0.296378983	0.177695186	1.181729643	0.050740742	4.651913264
0.145251677	99.55256078	2.012814641	0.178948679	6.422467651	0.175531852	0.197783714	30.92947819	0.900844789	0.121908843	8.322044956	0.195970557	0.182965589	1.005774511	0.004891356	19.65032797	16.55978766	0.643773472	0.191745875	20.6694458	0.631982904	0.093596102	1.005774511	0.002537241	0.091586021	10.23888259	0.037713818	0.153562234	1.955792745	0.052115707	4.658176338
0.173575063	63.95262185	2.518372705	0.191943826	184.3174238	0.355333462	0.164794984	39.73285638	0.487819696	0.128651778	10.09255211	0.243980243	0.170499601	1.002883099	0.015538865	15.9256208	45.88443796	0.41218815	0.164608813	12.56101564	0.318655503	0.175861583	2.715554133	0.031025525	0.159758513	14.50575657	0.222508003	0.158526126	2.107807559	0.05905443	4.664476582
0.136165543	127.6230484	1.776571389	0.249920651	12.77987575	0.693795745	0.072480333	4.040188242	0.031235543	0.182233965	25.57713896	0.936675	0.194711057	3.135985844	0.041226017	18.27455399	12.09959107	0.443502768	0.183054844	25.65088039	0.574774372	0.089241296	1.023298884	0.001179772	0.143664846	3.539054265	0.098388198	0.186283576	1.753117208	0.076595744	4.673944549
0.176134999	56.88790223	2.365999144	0.242909221	13.38232685	0.662540236	0.146032528	27.48588831	0.296397239	0.154736711	9.665989334	0.344877485	0.172314249	1.008674259	0.002037483	18.11087351	69.25643224	0.727033013	0.092900398	5.057384597	0.051064708	0.169726827	1.011582367	0.006001688	0.142335459	9.638201443	0.137521115	0.183587121	2.638489309	0.09821923	4.691691341
0.157029474	59.71717713	1.95282674	0.211403075	6.151021383	0.280301732	0.195694374	18.58092228	0.690955451	0.199112789	15.14589961	0.740316448	0.188421326	4.255075073	0.037203783	18.93655468	10.38733471	0.442069813	0.146250603	3.539054265	0.118185808	0.116658761	1.005774511	0.001617895	0.19653308	11.25933856	0.408095046	0.126292328	1.733044452	0.02953085	4.701103567
0.171220401	49.60229283	2.008976107	0.205498762	4.242842537	0.203255341	0.163752625	19.12363265	0.400594375	0.183582871	26.70586515	0.982731003	0.191210307	1.778535407	0.034610284	10.32274836	6.9017582	0.077092698	0.182117132	50.60297428	0.651908639	0.197776552	12.8907317	0.059423319	0.181783138	8.250478175	0.279793404	0.08814946	1.531250564	0.011215055	4.709600226
0.158458407	89.82843022	2.484393733	0.178139082	2.226316457	0.09346925	0.181153928	8.29812065	0.345982052	0.152876665	12.92789696	0.41008895	0.189133331	1.014498859	0.012882154	19.8328608	30.13837136	0.860754077	0.125539009	3.621510281	0.08968948	0.1618511	1.01742376	0.002143884	0.179391214	8.565114702	0.272968802	0.176085389	13.22910254	0.137810476	4.710182857
0.163112882	106.9181613	2.906573422	0.168659257	9.665989334	0.160840432	0.199953094	17.64256152	0.720033194	0.120333514	14.05357924	0.239549967	0.178304664	1.005774511	0.017277459	16.56680184	6.572103982	0.241268587	0.184564712	5.92506574	0.263988546	0.192734123	2.071710572	0.041913815	0.093613222	9.582865085	0.039491154	0.16034239	4.774410207	0.080123354	4.711059932
0.180490458	52.9688902	2.309788069	0.209202745	13.30549413	0.387257337	0.193276765	8.156012251	0.381803976	0.169511705	10.18009751	0.415249267	0.186949611	1.008674259	0.009994421	15.51422125	23.86956262	0.340151792	0.181886053	21.51955113	0.530487531	0.158849222	1.758171619	0.019469725	0.167079185	15.32132497	0.261328696	0.179191031	1.360765989	0.058237657	4.71376847
0.131257567	179.2604864	1.692558066	0.21548375	148.0957637	0.632061613	0.191403664	29.11494869	0.78578194	0.119617846	28.86456994	0.279411285	0.164406503	8.418433931	0.021233628	19.70263892	7.082923532	0.341769873	0.195459719	30.22526328	0.769022607	0.194234009	1.95017021	0.04292806	0.097785341	3.759618569	0.038409484	0.180855886	4.098766361	0.115989108	4.719165664
0.176332439	45.27130083	1.937184438	0.222428117	47.08886575	0.67132709	0.159683146	48.0474582	0.439074841	0.067488117	2.392460142	0.032594865	0.189865638	1.938973586	0.033887195	16.67057749	10.81455123	0.32990623	0.195347472	24.77984153	0.720934063	0.193259184	11.58820059	0.052080619	0.196116304	9.364678523	0.367888855	0.193982587	3.590366513	0.134613122	4.719491318
