Country ,Growth,Storage ,Rate,Global
US,13.381,19.33367223,0.60912252,2
US,7.367,23.20982725,0.24431065,2
US,6.039,6.53324373,0.081658837,2
US,4.966,5.520407192,0.054793891,2
US,8.497,334.9933678,0.486961384,2
US,5.829,57.05055597,0.183344685,2
US,10.461,62.15251909,0.714837568,2
US,5.739,10.22828607,0.109566169,2
US,14.106,47.93163131,1.339211897,2
US,6.616,46.71566697,0.231548916,2
US,11.414,22.36415041,0.55025112,2
US,6.76,102.1438192,0.262998492,2
US,6.444,13.33887845,0.152006202,2
US,11.813,112.8783769,1.122816377,2
US,11.494,30.70351988,0.679681304,2
US,10.694,128.7208798,0.866586525,2
US,11.913,26.69500688,0.66942362,2
US,10.124,13.5693513,0.30761052,2
US,9.521,13.18740876,0.276269564,2
US,12.767,22.94626795,0.670461112,2
US,10.641,192.5234413,0.892217664,2
US,12.166,30.96763587,0.765829232,2
US,8.064,18.10486245,0.260309235,2
US,8.871,43.49742102,0.437247515,2
US,12.058,168.8283486,1.2749104,2
US,6.496,6.58944361,0.089088216,2
US,6.433,13.84327412,0.15458723,2
US,16.08,35.41491936,1.36509673,2
US,16.273,32.04701573,1.259814118,2
US,8.548,17.00262866,0.278662824,2
US,13.764,28.34452839,0.895971515,3
US,7.645,109.3883763,0.353177381,3
US,9.895,52.51713048,0.595034601,3
US,12.532,54.19267245,1.074015538,3
US,11.406,17.545092,0.452611217,3
US,15.688,35.01276509,1.302932432,3
US,11.494,31.32332806,0.683669957,3
US,10.744,121.5765354,0.871515327,3
US,10.475,112.8783769,0.799746135,3
US,14.413,32.9751828,1.090889444,3
US,7.283,8.617973549,0.133452224,3
US,13.644,20.29521715,0.65474958,3
US,13.77,25.7223435,0.825668553,3
US,6.79,104.5037288,0.266838554,3
US,12.962,19.72395869,0.59911147,3
US,10.544,82.92679472,0.775101341,3
US,11.473,18.52315344,0.479458315,3
US,12.193,53.12033871,1.00139077,3
US,7.604,10.7369818,0.170277202,3
US,7.776,17.34585863,0.239009038,3
US,10.673,140.6331861,0.86135533,3
US,12.904,27.783663,0.79360145,3
US,10.429,29.5848017,0.545122302,3
US,11.236,16.05893844,0.411559385,3
US,11.492,43.74651203,0.803555192,3
US,13.26,34.9129421,0.974316008,3
US,10.753,32.9751828,0.611582301,3
US,10.545,16.80955523,0.390888182,3
US,12.779,54.34762,1.130605375,3
US,10.311,28.10278429,0.518351832,3
US,13.05,70.07080906,1.319119496,3
US,12.9,21.54928678,0.644161603,3
US,10.116,13.37701694,0.303149592,3
US,14.396,33.16401748,1.091393491,3
US,4.953,24.43381159,0.11874965,3
US,13.008,22.55652997,0.679269954,3
US,10.083,46.05351093,0.600678125,3
US,9.615,15.51805517,0.318427524,3
US,9.891,320.9495578,0.737154335,3
US,11.691,121.2299152,1.099413545,3
US,13.251,32.04701573,0.922998967,3
US,12.746,34.31995243,0.892220958,3
US,12.774,26.46733118,0.751005467,3
US,13.094,67.32520222,1.315291835,3
US,13.2,42.63671883,1.093626949,3
US,14.664,59.54692074,1.658932397,3
US,14.033,26.77133318,0.879872629,3
US,13.629,20.29521715,0.652928923,3
US,16.542,32.88116905,1.313275071,3
US,9.244,43.99702948,0.481766456,3
US,10.07,32.50778679,0.52790492,3
US,13.98,35.82169275,1.101273209,3
US,11.096,15.92197537,0.40179432,3
US,10.968,26.01778861,0.560525647,3
US,12.949,27.70445051,0.796372778,3
US,12.599,41.67389383,0.968681415,3
US,12.486,20.52832666,0.589864635,3
US,9.197,23.27618873,0.37632519,3
US,11.234,129.8281549,0.990136051,3
US,15.27,66.1816965,1.925768397,3
US,9.142,30.52869518,0.417168452,3
US,10.765,52.51713048,0.733190232,3
US,8.305,24.43381159,0.31559609,3
US,13.516,29.92461075,0.905680935,3
US,14.095,48.20611514,1.345373848,3
US,11.027,28.1831357,0.593973025,3
US,14.249,32.9751828,1.070117828,3
US,11.638,428.2258947,1.227020074,3
US,14.726,34.22210468,1.161734243,3
US,15.599,28.1831357,1.055162246,3
US,12.282,34.61517748,0.831192174,3
US,8.524,41.43660423,0.3949549,3
US,9.594,27.70445051,0.444804121,3
US,16.876,35.11287349,1.433361446,3
US,14.731,23.88204576,0.839073683,3
US,9.675,154.969602,0.660447551,3
US,6.44,12.27892714,0.145136086,3
US,6.911,14.40782034,0.178005935,3
US,12.292,27.15625062,0.71449384,3
US,9.724,122.6223539,0.654163306,3
US,11.809,30.09597612,0.707338539,3
US,15.001,24.99832531,0.896887624,3
US,15.497,42.03237851,1.488239386,3
US,10.331,11.11122031,0.258770069,3
US,6.286,20.0075492,0.171951377,3
US,12.443,17.24709195,0.50059797,3
US,13.696,37.92672485,1.095331836,3
US,13.989,49.17924605,1.343893822,3
US,8.387,24.99832531,0.323721813,3
US,9.78,11.33552115,0.248559938,3
US,12.22,135.1227111,1.285234823,3
US,9.982,190.8814523,0.739207228,3
US,13.537,72.92838522,1.484691489,3
US,11.436,36.02682817,0.730886492,3
US,16.819,40.84927455,1.652784038,3
US,12.928,22.04715703,0.6601756,4
US,14.047,33.64084876,1.056166812,4
US,12.201,28.26371685,0.727666921,4
US,7.723,9.046581659,0.150487587,4
US,16.301,41.67389383,1.606794212,4
US,11.743,152.3374729,1.152664094,4
US,16.465,43.24974833,1.68496439,4
US,11.725,138.2445582,1.145615437,4
US,10.424,159.0033133,0.817901291,4
US,13.206,50.45933502,1.190484521,4
US,15.554,73.76603576,2.143649489,4
US,13.686,139.8324259,1.822781928,4
US,13.846,120.8842832,1.832048444,4
US,14.904,29.83929432,1.053489388,4
US,12.595,167.8670462,1.455476712,4
US,14.153,98.42209124,1.854759129,4
US,13.86,158.0979543,1.947405957,4
US,17.954,56.72571223,2.431641421,4
US,14.85,56.56398463,1.667444697,4
US,10.477,16.15090107,0.374877456,4
US,13.055,19.72395869,0.602807496,4
US,13.181,200.9477017,1.737364037,4
US,11.403,30.44165648,0.665119443,4
US,11.991,16.76163042,0.465868805,4
US,13.893,53.42453603,1.373794534,4
US,8.928,25.79588875,0.371400239,4
US,15.657,48.34394594,1.687781608,4
US,11.345,30.61598275,0.657895131,4
US,13.508,38.36234866,1.073357641,4
US,16.759,63.95262185,2.351730985,4
US,13.709,25.79588875,0.820914184,4
US,8.696,8.918353828,0.170159574,4
US,14.422,63.22640757,1.639562091,4
US,18.402,56.72571223,2.51977545,4
US,12.661,70.07080906,1.223972386,4
US,9.476,40.15545741,0.49561261,4
US,16.332,65.43016996,2.239282884,4
US,14.17,104.5037288,1.883525717,4
US,13.871,114.5013389,1.816256029,4
US,14.667,36.12983598,1.207020934,4
US,16.455,52.66728731,1.972540959,4
US,12.506,243.310295,1.48539384,4
US,9.649,72.30639545,0.594751294,4
US,11.836,15.92197537,0.435228187,4
US,13.304,39.47342462,1.058881382,4
US,13.449,103.9086884,1.615288867,4
US,10.186,17.4451909,0.379804559,4
US,14.661,108.7655229,2.132967768,4
US,12.817,31.05617845,0.848538795,4
US,10.905,27.62546386,0.574064337,4
US,15.304,58.70289226,1.81770511,4
US,13.261,273.5261923,1.840963923,4
US,12.833,85.08530025,1.33883521,4
US,11.053,419.7524045,1.039990427,4
US,14.561,28.67009174,0.985528207,4
US,13.723,28.83427302,0.904675471,4
US,12.713,43.37340789,1.013882082,4
US,13.986,63.0461462,1.511331199,4
US,16.446,43.37340789,1.687323591,4
US,10.272,14.36674298,0.329286818,4
US,18.578,50.8933933,2.309412243,4
US,17.222,54.81512586,2.204667643,4
US,12.395,78.9978967,1.187509268,4
US,14.829,58.70289226,1.696280898,4
US,17.327,43.00348587,1.80331489,4
US,3.937,8.617973549,0.058373817,4
US,17.423,66.1816965,2.593787852,4
US,16.419,37.81859402,1.491324151,4
US,14.806,48.20611514,1.503196898,4
US,15.207,51.92077197,1.667669297,4
US,17.636,44.12282567,1.891428402,4
US,13.759,147.2065739,1.882604894,4
US,9.378,9.308594797,0.192937438,4
US,13.136,100.4089259,1.507457758,4
US,14.329,31.68310571,1.046759538,4
US,12.465,84.84271818,1.240941688,4
US,13.972,62.50843982,1.513502992,4
US,16.231,40.38541043,1.554898483,4
US,14.475,27.70445051,0.946858746,4
US,12.555,63.22640757,1.143945524,4
US,13.405,116.1476358,1.654903558,4
US,17.821,67.32520222,2.752756432,4
US,14.064,22.36415041,0.745294575,4
US,17.43,40.27026979,1.703137334,4
US,17.625,48.89922126,2.078487914,4
US,13.826,32.32268866,0.999937824,4
US,12.27,106.0062803,1.253363045,4
US,16.596,65.24362556,2.32565938,4
US,16.218,49.74411558,1.836197805,4
US,13.807,25.57588143,0.825226044,4
US,12.316,481.4058461,1.499035272,4
US,14.244,38.80297603,1.205517803,4
US,15.587,90.08526743,2.353607802,4
US,13.232,33.35393354,0.942937489,4
US,13.64,107.8378863,1.71880894,4
US,13.154,22.04715703,0.676242972,4
US,14.902,66.37092303,1.824570193,4
US,18.033,47.25223999,2.074302009,4
US,14.355,149.3231057,2.156047801,4
US,13.2,227.196377,1.770192407,4
US,16.937,51.18483786,2.02668167,4
US,15.869,80.13372615,2.357958017,4
US,19.015,53.12033871,2.471299603,4
US,12.657,50.60360821,1.071802128,4
US,16.408,43.24974833,1.67932181,4
US,16.415,59.71717713,2.138138666,4
US,13.585,45.01352772,1.196880465,4
US,15.461,32.2305352,1.188285566,4
US,17.144,46.4496697,1.906789615,4
US,11.829,72.51313371,1.021055738,4
US,11.733,20.94272946,0.546393228,4
US,15.377,45.14223028,1.547979697,4
US,16.584,40.7328114,1.616689965,4
US,15.617,197.5346433,3.071152081,4
US,15.844,34.81340371,1.316811388,4
US,14.432,35.21326813,1.15142255,4
US,17.236,42.15255738,1.761543566,4
US,15.984,30.79130731,1.187309878,4
US,16.791,43.37340789,1.744010561,4
US,18.901,50.45933502,2.331169652,4
US,14.558,29.33247959,1.00510248,4
US,12.73,64.68717737,1.200293222,4
US,13.757,33.44929902,1.012549778,4
US,14.868,35.5161776,1.216711563,4
US,15.793,36.64930971,1.370723249,4
US,17.245,50.8933933,2.080055081,4
US,16.209,32.88116905,1.285761536,4
US,16.852,49.60229283,1.96266783,4
US,14.97,61.79862496,1.777061404,4
US,16.06,36.02682817,1.384766354,4
US,13.007,67.32520222,1.282553116,4
US,14.977,115.8164936,2.302363916,4
US,17.801,66.75100074,2.726962639,4
US,14.347,390.8356286,2.49330914,4
US,14.72,53.88410139,1.578642126,4
US,14.927,31.68310571,1.112849856,4
US,14.285,63.40718435,1.602411588,4
US,13.951,129.0889182,1.92139774,4
US,16.7,35.11287349,1.41716442,4
US,4.718,6.349349626,0.059652956,4
US,12.024,144.2937341,1.236020607,4
US,12.759,412.62299,1.657661864,4
US,12.848,38.03516484,0.963845684,4
US,14.421,58.70289226,1.588048202,4
US,12.868,100.4089259,1.413549244,4
US,17.991,46.71566697,2.049160207,4
US,17.379,43.37340789,1.828550276,4
US,14.215,77.87816669,1.722951027,4
US,11.634,23.27618873,0.582861285,4
US,13.986,75.25514165,1.639176994,4
US,13.978,118.4922938,1.874373392,4
US,18.053,52.0692237,2.273803352,4
US,16.455,36.85918453,1.460134694,4
US,16.991,71.6897105,2.59834564,4
US,15.517,79.45028366,2.204245512,4
US,15.35,191.42722,2.848296379,4
US,12.944,44.62961749,1.062106708,4
US,10.347,90.08526743,0.744418105,4
US,15.337,83.40168078,2.193115769,4
US,16.66,60.05915171,2.213934552,4
US,18.164,66.94185503,2.834077131,4
US,16.356,51.03890756,1.900712969,4
US,17.031,40.7328114,1.676793119,4
US,17.84,49.17924605,2.12303837,4
US,17.443,47.11752169,1.979435348,4
US,12.701,217.0511106,1.556091753,4
US,15.715,80.59261752,2.304577988,4
US,18.759,50.8933933,2.3324137,4
US,17.594,42.5151596,1.816924696,4
US,14.514,46.18518701,1.397798252,4
US,10.796,11.7306218,0.287084903,4
US,16.151,34.02724529,1.321515873,4
US,15.613,52.9688902,1.77991527,4
US,15.73,28.75206519,1.088678125,4
US,14.329,37.60325636,1.189992886,4
US,17.464,57.70583483,2.353379161,4
US,14.076,239.8615723,2.206232556,5
US,16.111,68.48846576,2.235275762,5
US,15.048,80.82304771,2.059193924,5
US,16.789,48.89922126,1.928714479,5
US,15.536,43.99702948,1.552589535,5
US,14.719,131.6948203,2.285555178,5
US,15.478,44.75722237,1.554450989,5
US,16.607,84.3596269,2.723351371,5
US,11.973,351.6539984,1.339012863,5
US,13.439,29.08230948,0.879182105,5
US,15.092,159.9138568,2.575902338,5
US,14.722,28.99939449,1.00865926,5
US,16.477,72.51313371,2.453680466,5
US,15.773,292.9260555,3.400012912,5
US,13.828,208.5463278,2.027439965,5
US,14.623,130.1993592,2.228112291,5
US,11.856,129.8281549,1.162128185,5
US,15.066,71.48531986,1.931813645,5
US,15.28,26.24159728,0.961093895,5
US,14.823,62.33022541,1.745769215,5
US,17.789,44.24898154,1.914902634,5
US,15.862,54.97185312,1.883897847,5
US,17.32,66.5606906,2.573636808,5
US,13.928,220.1718652,2.124127564,5
US,11.242,26.16678129,0.59315313,5
US,10.672,31.86454122,0.593982966,5
US,15.645,77.43473131,2.236224966,5
US,18.08,68.09849498,2.85788108,5
US,14.329,56.56398463,1.52285693,5
US,16.584,49.31985922,1.902547901,5
US,13.406,205.5903557,1.83444676,5
US,13.927,308.373689,2.185859572,5
US,13.158,59.88792033,1.271768402,5
US,14.111,165.0158565,2.106994499,5
US,14.525,99.55256078,2.012814641,5
US,17.358,63.95262185,2.518372705,5
US,13.617,127.6230484,1.776571389,5
US,17.613,56.88790223,2.365999144,5
US,15.703,59.71717713,1.95282674,5
US,17.122,49.60229283,2.008976107,5
US,15.846,89.82843022,2.484393733,5
US,16.311,106.9181613,2.906573422,5
US,18.049,52.9688902,2.309788069,5
US,13.126,179.2604864,1.692558066,5
US,17.633,45.27130083,1.937184438,5
US,16.555,54.81512586,2.051576687,5
US,18.966,64.50275128,2.956049122,5
US,16.361,72.51313371,2.394012169,5
US,14.188,60.7489871,1.544700048,5
US,17.681,96.19951754,3.417469869,5
US,15.291,52.36740174,1.691811729,5
US,17.731,65.24362556,2.672027505,5
US,14.339,47.25223999,1.381848072,5
US,15.553,53.12033871,1.766582984,5
US,17.971,59.54692074,2.531724125,5
US,12.292,34.02724529,0.825143676,5
US,16.081,79.6774477,2.411244215,5
US,15.722,106.6133327,2.610795346,5
US,15.797,73.55572543,2.228635657,5
US,14.479,43.49742102,1.342871975,5
US,13.398,247.5142778,1.890008363,5
US,16.42,57.37725995,2.088817652,5
US,13.838,200.3747906,2.01581674,5
US,16.938,52.9688902,2.087326391,5
US,15.35,31.59277573,1.157067715,5
US,15.25,118.4922938,2.461543322,5
US,17.633,83.64014265,3.121773182,5
US,18.033,42.75862562,1.880841873,5
US,16.446,48.48217082,1.847572928,5
US,15.3,45.27130083,1.535757407,5
US,17.307,57.70583483,2.322953511,5
US,18.693,66.37092303,2.964103584,5
US,18.041,49.88634382,2.181920472,5
US,13.556,61.79862496,1.383670637,5
US,15.74,75.25514165,2.230406599,5
US,12.073,22.62102354,0.607547455,5
US,14.695,36.23313831,1.211853868,5
US,14.541,281.4482405,2.532601788,5
US,15.081,110.0147964,2.31969063,5
US,13.914,143.0630853,1.938615198,5
US,15.711,110.9611592,2.639123429,5
US,17.343,47.65871039,1.985514824,5
US,14.383,127.2591893,2.088935598,5
US,16.654,53.73047536,2.047975288,5
US,17.834,52.66728731,2.257858227,5
US,14.06,191.9745482,2.10859713,5
US,15.412,129.8281549,2.611961478,5
US,10.173,133.5883246,0.75258373,5
US,14.503,101.8526025,2.029634671,5
US,16.102,58.36864018,2.025278155,5
US,13.284,39.92681373,1.061470142,5
US,18.894,62.68716379,2.862569893,5
US,14.399,274.3082577,2.453931958,5
US,15.685,230.4629999,3.198352774,5
US,17.166,57.70583483,2.27394945,5
US,14.626,68.6842878,1.772636628,5
US,15.569,123.3245593,2.638499501,5
US,18.653,48.75980735,2.225874021,5
US,18.914,64.50275128,2.953061774,5
US,16.156,73.3460147,2.351016065,5
US,17.6,63.22640757,2.568695689,5
US,13.984,167.8670462,2.052935738,5
US,16.724,147.2065739,3.513864792,5
US,15.514,32.78742334,1.211362109,5
US,18.168,71.89468553,3.009837915,5
US,14.921,79.90526124,1.980386354,5
US,15.641,116.8127633,2.65638028,5
US,16.646,49.31985922,1.911882112,5
US,16.226,99.55256078,2.777330939,5
US,17.789,61.97531942,2.575210233,5
US,18.748,70.87563768,3.14479277,5
US,14.387,127.6230484,2.093316961,5
US,17.272,57.21367477,2.298093569,5
US,16.688,89.57232527,2.832031458,5
US,15.288,108.1462161,2.421237273,5
