Country,Model,sample_idx,g,target,C_sampled,r,tn,tp,rate_2050,rate_2100,cumulative_2100
UK,Logistic,20,0.1616480231901727,0.323186216128583,15.648955011721002,0.16006597127037853,2052.5028584471343,2060.7304528975515,0.3231862161285831,0.004648525268678738,15.61985960732864
UK,Logistic,23,0.09662849255008527,0.05011858738248292,2.342401649792488,0.10399913506556904,2045.964731874945,2058.627893891576,0.05011858738248295,0.0032091709457434457,2.3111263997127836
UK,Logistic,31,0.19320615324854828,0.7503717613992843,67.68477502983124,0.18525362738875564,2057.378686678703,2064.4876319419513,0.7503717613993056,0.01737469773280581,67.590856003714
UK,Logistic,33,0.1942075520999691,0.7430787076041289,51.18108729076468,0.18664289340466467,2055.6745267206124,2062.7305569444343,0.7430787076041286,0.00908464631098003,51.13236696583907
UK,Logistic,34,0.19219307695948695,0.585588864350246,20.080491256276105,0.1870442592532121,2050.598856312569,2057.6397454699418,0.5855888643502473,0.0013595139930036937,20.073220215455866
UK,Logistic,38,0.1945806426235356,0.3934236133877085,8.672140753275238,0.19212757264486172,2045.6445915494858,2052.499192785505,0.39342361338773674,0.00018119942430977167,8.671197530331945
UK,Logistic,39,0.18668390327832557,0.43404091992813376,11.777387967208144,0.18378630240699179,2048.038962432479,2055.2046645532414,0.4340409199281132,0.0005750228539416108,11.774258377640926
UK,Logistic,42,0.15028759825793836,0.26969014838123206,19.58012091687635,0.14902908654234798,2055.6830304849286,2064.5199490186174,0.2696901483812319,0.014599890408694038,19.48165906790176
UK,Logistic,62,0.19566575509924916,0.7167156866962382,34.60092449770517,0.18874732878121128,2053.3084756640924,2060.285834789802,0.7167156866961476,0.0036227618655292793,34.581720126823726
UK,Logistic,65,0.1868576168655724,0.4283696758261049,11.425618038155466,0.18405199277617446,2047.8465393148774,2055.0018973039996,0.4283696758260658,0.0005318359740009642,11.42272771060154
UK,Logistic,71,0.11010375968233838,0.05268197006131313,1.8120469923779046,0.11929025079565787,2041.640345630323,2052.680291377279,0.05268197006130624,0.0007589476001970144,1.8056623031172203
UK,Logistic,76,0.14308934569345744,0.1864134869745127,7.590264477290015,0.1449619878244945,2049.8025417505887,2058.887391625297,0.18641348697451052,0.0028247452117429466,7.57072808324733
UK,Logistic,95,0.14726023110601644,0.11410753945523157,2.9999413926943785,0.1532568230807253,2042.5203940225376,2051.113537678081,0.11410753945532129,0.0002559967330883136,2.9982700841892767
UK,Logistic,97,0.15883001106150754,0.30295273537572087,14.88664313981432,0.1576060250007169,2052.534848366098,2060.8908607515305,0.3029527353757206,0.0049161361884960215,14.855384940413321
UK,Logistic,110,0.18516158526319632,0.40128153440772935,10.508649548395637,0.1828210528318576,2047.5043064430288,2054.707841684323,0.4012815344077292,0.0004866741918771651,10.505986848832714
