Scenario,Country,Model,Type,Output_Y,kind,S_g,S_target,S_g_total,S_target_total,S_gt,feasibility_fraction,n_saltelli_total,n_saltelli_feasible
maximum,Indonesia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.3948974609375,16384,6470
maximum,Thailand,Logistic,A,feasibility,feasibility,0.4481603146414259,0.16695800132030383,0.830998503035769,0.5682171248988852,0.7840973119729246,0.20111083984375,16384,3295
maximum,Thailand,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.20111083984375,16384,3295
maximum,Thailand,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.20111083984375,16384,3295
maximum,Thailand,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.20111083984375,16384,3295
maximum,Thailand,Gompertz,A,feasibility,feasibility,0.6898828196019243,0.064750430714799,0.9264307378858759,0.3166905712177662,0.4884880587869188,0.4532470703125,16384,7426
maximum,Thailand,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.4532470703125,16384,7426
maximum,Thailand,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.4532470703125,16384,7426
maximum,Thailand,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.4532470703125,16384,7426
maximum,Brazil,Logistic,A,feasibility,feasibility,0.4203086544007216,0.20665465340711167,0.8047556233190001,0.597171066531901,0.7749633820430678,0.2120361328125,16384,3474
maximum,Brazil,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2120361328125,16384,3474
maximum,Brazil,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2120361328125,16384,3474
maximum,Brazil,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2120361328125,16384,3474
maximum,Brazil,Gompertz,A,feasibility,feasibility,0.5856216911459423,0.10170455154686861,0.9018780065048103,0.42080831107585714,0.6353600748878566,0.3939208984375,16384,6454
maximum,Brazil,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.3939208984375,16384,6454
maximum,Brazil,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.3939208984375,16384,6454
maximum,Brazil,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.3939208984375,16384,6454
growth10,UK,Logistic,A,feasibility,feasibility,0.30056064661157533,0.14717987231486998,0.8356273899522234,0.6719836927532463,1.0598705637790244,0.2261962890625,16384,3706
growth10,UK,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2261962890625,16384,3706
growth10,UK,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2261962890625,16384,3706
growth10,UK,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2261962890625,16384,3706
growth10,UK,Gompertz,A,feasibility,feasibility,0.3335492336804542,0.09070928398163448,0.9078152191741915,0.662563093175869,1.1461197946879718,0.33709716796875,16384,5523
growth10,UK,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.33709716796875,16384,5523
growth10,UK,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.33709716796875,16384,5523
growth10,UK,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.33709716796875,16384,5523
growth10,US,Logistic,A,feasibility,feasibility,0.30217809354895914,0.15668996099663032,0.8340530540910513,0.6756178714310777,1.0508028709765396,0.2249755859375,16384,3686
growth10,US,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2249755859375,16384,3686
growth10,US,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2249755859375,16384,3686
growth10,US,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2249755859375,16384,3686
growth10,US,Gompertz,A,feasibility,feasibility,0.2820770240153298,0.10828074121902619,0.8794803237708317,0.7160370777603231,1.205159636296799,0.2845458984375,16384,4662
growth10,US,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2845458984375,16384,4662
growth10,US,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2845458984375,16384,4662
growth10,US,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2845458984375,16384,4662
growth10,EU,Logistic,A,feasibility,feasibility,0.3422323126939715,0.15814179879125104,0.8450914992386042,0.6548953278217753,0.9996127155751571,0.23681640625,16384,3880
growth10,EU,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.23681640625,16384,3880
growth10,EU,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.23681640625,16384,3880
growth10,EU,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.23681640625,16384,3880
growth10,EU,Gompertz,A,feasibility,feasibility,0.2349491026738922,0.1256106396063814,0.8812236300496218,0.7601692761432484,1.2808331639125967,0.25018310546875,16384,4099
growth10,EU,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.25018310546875,16384,4099
growth10,EU,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.25018310546875,16384,4099
growth10,EU,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.25018310546875,16384,4099
growth10,China,Logistic,A,feasibility,feasibility,0.29983370454681924,0.1470977792699104,0.8399032661327743,0.6666120764481421,1.0595838587641868,0.2257080078125,16384,3698
growth10,China,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2257080078125,16384,3698
growth10,China,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2257080078125,16384,3698
growth10,China,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2257080078125,16384,3698
growth10,China,Gompertz,A,feasibility,feasibility,0.3985678364984259,0.0764194047899376,0.9346999966016861,0.6026031079830586,1.0623158632963812,0.45233154296875,16384,7411
growth10,China,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.45233154296875,16384,7411
growth10,China,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.45233154296875,16384,7411
growth10,China,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.45233154296875,16384,7411
growth10,Middle East,Logistic,A,feasibility,feasibility,0.304127702823742,0.14456788371531584,0.8387698878807672,0.6682431172868261,1.0583174186285351,0.22760009765625,16384,3729
growth10,Middle East,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.22760009765625,16384,3729
growth10,Middle East,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.22760009765625,16384,3729
growth10,Middle East,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.22760009765625,16384,3729
growth10,Middle East,Gompertz,A,feasibility,feasibility,0.3050666178244742,0.09945906427812591,0.9057908383751081,0.6885623739556324,1.1898275302281403,0.30560302734375,16384,5007
growth10,Middle East,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.30560302734375,16384,5007
growth10,Middle East,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.30560302734375,16384,5007
growth10,Middle East,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.30560302734375,16384,5007
growth10,Australia,Logistic,A,feasibility,feasibility,0.30965810619190176,0.15065248588518657,0.8359744035442562,0.6638826016430954,1.0395464131102634,0.22552490234375,16384,3695
growth10,Australia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.22552490234375,16384,3695
growth10,Australia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.22552490234375,16384,3695
growth10,Australia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.22552490234375,16384,3695
growth10,Australia,Gompertz,A,feasibility,feasibility,0.4014511706168734,0.07621262866748293,0.9341152058619843,0.5980495987110077,1.0545010052886359,0.46563720703125,16384,7629
growth10,Australia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.46563720703125,16384,7629
growth10,Australia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.46563720703125,16384,7629
growth10,Australia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.46563720703125,16384,7629
growth10,Canada,Logistic,A,feasibility,feasibility,0.304705188645859,0.14540881655676233,0.8412649674456527,0.6690762314187647,1.060227193661796,0.2239990234375,16384,3670
growth10,Canada,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2239990234375,16384,3670
growth10,Canada,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2239990234375,16384,3670
growth10,Canada,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2239990234375,16384,3670
growth10,Canada,Gompertz,A,feasibility,feasibility,0.38411919956838514,0.08558950903815025,0.9282440373482904,0.6186634522380295,1.0771987809797847,0.43115234375,16384,7064
growth10,Canada,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.43115234375,16384,7064
growth10,Canada,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.43115234375,16384,7064
growth10,Canada,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.43115234375,16384,7064
growth10,Indonesia,Logistic,A,feasibility,feasibility,0.36196942006060534,0.1528951091300368,0.8476446178212136,0.6268409129414201,0.9596210015719915,0.23846435546875,16384,3907
growth10,Indonesia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.23846435546875,16384,3907
growth10,Indonesia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.23846435546875,16384,3907
growth10,Indonesia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.23846435546875,16384,3907
growth10,Indonesia,Gompertz,A,feasibility,feasibility,0.41010529489592096,0.058386811510255696,0.9330339563014033,0.5824932034020519,1.0470350532972785,0.372802734375,16384,6108
growth10,Indonesia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.372802734375,16384,6108
growth10,Indonesia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.372802734375,16384,6108
growth10,Indonesia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.372802734375,16384,6108
growth10,Thailand,Logistic,A,feasibility,feasibility,0.5406496778360952,0.06923127857143721,0.9142745332471188,0.454880912888991,0.7592744897285776,0.16162109375,16384,2648
growth10,Thailand,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.16162109375,16384,2648
growth10,Thailand,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.16162109375,16384,2648
growth10,Thailand,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.16162109375,16384,2648
growth10,Thailand,Gompertz,A,feasibility,feasibility,0.7814594247039544,0.035324894686690006,0.9654547648967361,0.21038720911317038,0.3590576546192621,0.4075927734375,16384,6678
growth10,Thailand,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.4075927734375,16384,6678
growth10,Thailand,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.4075927734375,16384,6678
growth10,Thailand,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.4075927734375,16384,6678
growth10,Brazil,Logistic,A,feasibility,feasibility,0.30079616177130036,0.15624138319455785,0.8315408379293195,0.6701447259261606,1.0446480188896219,0.22430419921875,16384,3675
growth10,Brazil,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.22430419921875,16384,3675
growth10,Brazil,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.22430419921875,16384,3675
growth10,Brazil,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.22430419921875,16384,3675
growth10,Brazil,Gompertz,A,feasibility,feasibility,0.34104301313282764,0.08976932099909712,0.9071957445998605,0.6530314276901881,1.129414838158124,0.3533935546875,16384,5790
growth10,Brazil,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.3533935546875,16384,5790
growth10,Brazil,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.3533935546875,16384,5790
growth10,Brazil,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.3533935546875,16384,5790
us1gt,UK,Logistic,A,feasibility,feasibility,0.5682340950660844,0.12472446416249149,0.8707721829250176,0.4339567214971033,0.611770345193545,0.30902099609375,16384,5063
us1gt,UK,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.30902099609375,16384,5063
us1gt,UK,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.30902099609375,16384,5063
us1gt,UK,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.30902099609375,16384,5063
us1gt,UK,Gompertz,A,feasibility,feasibility,0.36167886828171686,0.18658384358268998,0.8135782530245215,0.6251770343420002,0.8904925755021148,0.27972412109375,16384,4583
us1gt,UK,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.27972412109375,16384,4583
us1gt,UK,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.27972412109375,16384,4583
us1gt,UK,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.27972412109375,16384,4583
us1gt,US,Logistic,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
us1gt,US,Logistic,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
us1gt,US,Logistic,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
us1gt,US,Gompertz,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
us1gt,US,Gompertz,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
us1gt,US,Gompertz,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
us1gt,EU,Logistic,A,feasibility,feasibility,0.6297893696600135,0.09034283501337335,0.9055592977314536,0.3625262444704426,0.5479533375285093,0.41131591796875,16384,6739
us1gt,EU,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.41131591796875,16384,6739
us1gt,EU,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.41131591796875,16384,6739
us1gt,EU,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.41131591796875,16384,6739
us1gt,EU,Gompertz,A,feasibility,feasibility,0.33577828990651326,0.17052795122149692,0.8311746993103732,0.6534917291565058,0.9783601873388689,0.28717041015625,16384,4705
us1gt,EU,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28717041015625,16384,4705
us1gt,EU,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28717041015625,16384,4705
us1gt,EU,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28717041015625,16384,4705
us1gt,China,Logistic,A,feasibility,feasibility,0.41496982165924784,0.1828596970254183,0.8234382992962047,0.5802753115845738,0.8058840921961125,0.1912841796875,16384,3134
us1gt,China,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.1912841796875,16384,3134
us1gt,China,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.1912841796875,16384,3134
us1gt,China,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.1912841796875,16384,3134
us1gt,China,Gompertz,A,feasibility,feasibility,0.4650671140621271,0.17386602522860317,0.8332950604146594,0.5206599695991164,0.7150218907230457,0.28564453125,16384,4680
us1gt,China,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28564453125,16384,4680
us1gt,China,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28564453125,16384,4680
us1gt,China,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28564453125,16384,4680
us1gt,Middle East,Logistic,A,feasibility,feasibility,0.601378577601084,0.10561845986542338,0.8923682119241895,0.39229713664300114,0.5776683111006832,0.34710693359375,16384,5687
us1gt,Middle East,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.34710693359375,16384,5687
us1gt,Middle East,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.34710693359375,16384,5687
us1gt,Middle East,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.34710693359375,16384,5687
us1gt,Middle East,Gompertz,A,feasibility,feasibility,0.37547357807907056,0.18634700402713505,0.8131156148764901,0.6264890789159083,0.8777841116861926,0.28338623046875,16384,4643
us1gt,Middle East,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28338623046875,16384,4643
us1gt,Middle East,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28338623046875,16384,4643
us1gt,Middle East,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28338623046875,16384,4643
us1gt,Australia,Logistic,A,feasibility,feasibility,0.417783228832965,0.20581308281796945,0.798908171015138,0.5971710665319009,0.7724829258961043,0.2117919921875,16384,3470
us1gt,Australia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2117919921875,16384,3470
us1gt,Australia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2117919921875,16384,3470
us1gt,Australia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2117919921875,16384,3470
us1gt,Australia,Gompertz,A,feasibility,feasibility,0.574170625622006,0.10264769482647314,0.9022611649008272,0.4238672747310614,0.6493101191834094,0.38690185546875,16384,6339
us1gt,Australia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.38690185546875,16384,6339
us1gt,Australia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.38690185546875,16384,6339
us1gt,Australia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.38690185546875,16384,6339
us1gt,Canada,Logistic,A,feasibility,feasibility,0.4211458509313598,0.2089603346153815,0.8023936785620205,0.5968759516278791,0.7691634446431583,0.21270751953125,16384,3485
us1gt,Canada,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.21270751953125,16384,3485
us1gt,Canada,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.21270751953125,16384,3485
us1gt,Canada,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.21270751953125,16384,3485
us1gt,Canada,Gompertz,A,feasibility,feasibility,0.49838074469524857,0.12791427089497526,0.8727332831684191,0.4956331153306436,0.7420713829088388,0.33062744140625,16384,5417
us1gt,Canada,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.33062744140625,16384,5417
us1gt,Canada,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.33062744140625,16384,5417
us1gt,Canada,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.33062744140625,16384,5417
us1gt,Indonesia,Logistic,A,feasibility,feasibility,0.5307054382412071,0.14086522199428042,0.8558786276051619,0.4570283911949077,0.641336358564582,0.28411865234375,16384,4655
us1gt,Indonesia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28411865234375,16384,4655
us1gt,Indonesia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28411865234375,16384,4655
us1gt,Indonesia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28411865234375,16384,4655
us1gt,Indonesia,Gompertz,A,feasibility,feasibility,0.37902820209351534,0.19495268260628293,0.817081793022645,0.6096172424487643,0.852718150771611,0.27825927734375,16384,4559
us1gt,Indonesia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.27825927734375,16384,4559
us1gt,Indonesia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.27825927734375,16384,4559
us1gt,Indonesia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.27825927734375,16384,4559
us1gt,Thailand,Logistic,A,feasibility,feasibility,0.4485331233272652,0.1675054431040228,0.8336826810158491,0.5656321187273743,0.7832762333119354,0.20257568359375,16384,3319
us1gt,Thailand,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.20257568359375,16384,3319
us1gt,Thailand,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.20257568359375,16384,3319
us1gt,Thailand,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.20257568359375,16384,3319
us1gt,Thailand,Gompertz,A,feasibility,feasibility,0.49554506590854164,0.15345312355446364,0.8420219058443372,0.49045902934533264,0.6834827457266646,0.30413818359375,16384,4983
us1gt,Thailand,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.30413818359375,16384,4983
us1gt,Thailand,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.30413818359375,16384,4983
us1gt,Thailand,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.30413818359375,16384,4983
us1gt,Brazil,Logistic,A,feasibility,feasibility,0.5312958082450033,0.14881847467885215,0.8552287064262135,0.45822317651184796,0.633337600014206,0.27947998046875,16384,4579
us1gt,Brazil,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.27947998046875,16384,4579
us1gt,Brazil,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.27947998046875,16384,4579
us1gt,Brazil,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.27947998046875,16384,4579
us1gt,Brazil,Gompertz,A,feasibility,feasibility,0.3697265174558429,0.19736175995682045,0.8165933192152266,0.6161123246773567,0.8656173664799198,0.27581787109375,16384,4519
us1gt,Brazil,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.27581787109375,16384,4519
us1gt,Brazil,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.27581787109375,16384,4519
us1gt,Brazil,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.27581787109375,16384,4519
policy,UK,Logistic,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,UK,Logistic,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,UK,Logistic,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,UK,Gompertz,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,UK,Gompertz,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,UK,Gompertz,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,US,Logistic,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,US,Logistic,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,US,Logistic,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,US,Gompertz,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,US,Gompertz,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,US,Gompertz,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,EU,Logistic,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,EU,Logistic,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,EU,Logistic,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,EU,Gompertz,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,EU,Gompertz,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,EU,Gompertz,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,China,Logistic,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,China,Logistic,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,China,Logistic,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,China,Gompertz,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,China,Gompertz,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,China,Gompertz,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Middle East,Logistic,A,feasibility,feasibility,0.601378577601084,0.10561845986542338,0.8923682119241895,0.39229713664300114,0.5776683111006832,0.34710693359375,16384,5687
policy,Middle East,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.34710693359375,16384,5687
policy,Middle East,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.34710693359375,16384,5687
policy,Middle East,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.34710693359375,16384,5687
policy,Middle East,Gompertz,A,feasibility,feasibility,0.37547357807907056,0.18634700402713505,0.8131156148764901,0.6264890789159083,0.8777841116861926,0.28338623046875,16384,4643
policy,Middle East,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28338623046875,16384,4643
policy,Middle East,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28338623046875,16384,4643
policy,Middle East,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28338623046875,16384,4643
policy,Australia,Logistic,A,feasibility,feasibility,0.417783228832965,0.20581308281796945,0.798908171015138,0.5971710665319009,0.7724829258961043,0.2117919921875,16384,3470
policy,Australia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.2117919921875,16384,3470
policy,Australia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.2117919921875,16384,3470
policy,Australia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.2117919921875,16384,3470
policy,Australia,Gompertz,A,feasibility,feasibility,0.574170625622006,0.10264769482647314,0.9022611649008272,0.4238672747310614,0.6493101191834094,0.38690185546875,16384,6339
policy,Australia,Gompertz,A,tp,conditional_skipped_partial_feasibility,,,,,,0.38690185546875,16384,6339
policy,Australia,Gompertz,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.38690185546875,16384,6339
policy,Australia,Gompertz,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.38690185546875,16384,6339
policy,Canada,Logistic,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Canada,Logistic,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Canada,Logistic,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Canada,Gompertz,B_fixed,tp,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Canada,Gompertz,B_fixed,rate_2100,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Canada,Gompertz,B_fixed,C_sampled,conditional_trivial,1.0,0.0,1.0,0.0,0.0,,0,0
policy,Indonesia,Logistic,A,feasibility,feasibility,0.5307054382412071,0.14086522199428042,0.8558786276051619,0.4570283911949077,0.641336358564582,0.28411865234375,16384,4655
policy,Indonesia,Logistic,A,tp,conditional_skipped_partial_feasibility,,,,,,0.28411865234375,16384,4655
policy,Indonesia,Logistic,A,rate_2100,conditional_skipped_partial_feasibility,,,,,,0.28411865234375,16384,4655
policy,Indonesia,Logistic,A,C_sampled,conditional_skipped_partial_feasibility,,,,,,0.28411865234375,16384,4655
