Scenario,Country,Model,Year,rate_central,cumulative_central
maximum,US,Logistic,2044,1.5051263886128967,10.36857918102566
maximum,US,Logistic,2045,1.739670334750835,11.988160564413555
maximum,US,Logistic,2046,2.0105618215633863,13.860027645312133
maximum,US,Logistic,2047,2.32336592437525,16.023245882218355
maximum,US,Logistic,2048,2.684476991330419,18.52285133165479
maximum,US,Logistic,2049,3.1012345306014626,21.410736767698673
maximum,US,Logistic,2050,3.5820526651190527,24.746660407378677
maximum,US,Logistic,2051,4.136563805774561,28.59939115818678
maximum,US,Logistic,2052,4.775776836924967,33.04800478992339
maximum,US,Logistic,2053,5.512249560212217,38.1833454713744
maximum,US,Logistic,2054,6.360274339275622,44.109666481043696
maximum,US,Logistic,2055,7.3360747472004055,50.94646230537594
maximum,US,Logistic,2056,8.458009439724357,58.830501391582175
maximum,US,Logistic,2057,9.746777338949983,67.91806402829188
maximum,US,Logistic,2058,11.22561537296797,78.38738255714048
maximum,US,Logistic,2059,12.920476318209838,90.44127059300492
maximum,US,Logistic,2060,14.860169568051752,104.30991320795953
maximum,US,Logistic,2061,17.07644174855977,120.25377001015322
maximum,US,Logistic,2062,19.60396690780837,138.5665164828606
maximum,US,Logistic,2063,22.48020749859904,159.5779145285729
maximum,US,Logistic,2064,25.745097702673306,183.6564596316621
maximum,US,Logistic,2065,29.44049022865939,211.2115984280549
maximum,US,Logistic,2066,33.60929739330709,242.6952463844319
maximum,US,Logistic,2067,38.29424849585896,278.60226149337905
maximum,US,Logistic,2068,43.53618043725189,319.46944894300947
maximum,US,Logistic,2069,49.37178040795428,365.87258886883274
maximum,US,Logistic,2070,55.83071252874239,418.4209035121578
maximum,US,Logistic,2071,62.93208981196492,477.7483251290303
maximum,US,Logistic,2072,70.68030448346342,544.5009111096318
maximum,US,Logistic,2073,79.06030887769252,619.3198029220929
maximum,US,Logistic,2074,88.03254892810207,702.8192700293649
maximum,US,Logistic,2075,97.52789116396744,795.559649217403
maximum,US,Logistic,2076,107.44304269961792,898.0154089908377
maximum,US,Logistic,2077,117.63712161376887,1010.5391483715003
maximum,US,Logistic,2078,127.93015922325505,1133.323063417869
maximum,US,Logistic,2079,138.10436139870956,1266.3602277207015
maximum,US,Logistic,2080,147.90887346400052,1409.4088316620393
maximum,US,Logistic,2081,157.06854014750306,1561.9631586716287
maximum,US,Logistic,2082,165.29671186566384,1723.2353633298
maximum,US,Logistic,2083,172.31154913719405,1892.151878365674
maximum,US,Logistic,2084,177.85460228777845,2067.3673933364125
maximum,US,Logistic,2085,181.70982984866774,2247.297806341073
maximum,US,Logistic,2086,183.7208274733873,2430.171492644261
maximum,US,Logistic,2087,183.80401010877168,2614.0959568745875
maximum,US,Logistic,2088,181.95589082872044,2797.1348426647414
maximum,US,Logistic,2089,178.2533879536088,2977.388783686448
maximum,US,Logistic,2090,172.84711473578415,3153.0730121716974
maximum,US,Logistic,2091,165.94863875098406,3322.5851208718973
maximum,US,Logistic,2092,157.81351380011398,3484.5577956553448
maximum,US,Logistic,2093,148.7223243092808,3637.8933928734136
maximum,US,Logistic,2094,138.9619886691516,3781.779513808492
maximum,US,Logistic,2095,128.80920261149052,3915.6868184036634
maximum,US,Logistic,2096,118.51730261380824,4039.3519139190453
maximum,US,Logistic,2097,108.30715396811924,4152.749096218613
maximum,US,Logistic,2098,98.36205811653429,4256.0550109711785
maximum,US,Logistic,2099,88.82621819117834,4349.610053784053
maximum,US,Logistic,2100,79.80603274539016,4433.879717186195
maximum,US,Logistic,2101,71.37339188644785,4509.41830147941
maximum,US,Logistic,2102,63.57018662927823,4576.836590015345
maximum,US,Logistic,2103,56.41336156071452,4636.774355052894
maximum,US,Logistic,2104,49.89999740232165,4689.877967210789
maximum,US,Logistic,2105,44.01206954902886,4736.782948696027
maximum,US,Logistic,2106,38.72066973850263,4778.101029214214
maximum,US,Logistic,2107,33.98959045480651,4814.411109419085
maximum,US,Logistic,2108,29.778253389590056,4846.253479717356
maximum,US,Logistic,2109,26.04401712000963,4874.126652612962
maximum,US,Logistic,2110,22.743930317737483,4898.486219159639
maximum,US,Logistic,2111,19.836011053227086,4919.745214705472
maximum,US,Logistic,2112,17.28013540750339,4938.275561770555
maximum,US,Logistic,2113,15.038613999270254,4954.410239260573
maximum,US,Logistic,2114,13.076526456275479,4968.445901759233
maximum,US,Logistic,2115,11.361873601789629,4980.645737609505
maximum,US,Logistic,2116,9.865596679295638,4991.242409011809
maximum,US,Logistic,2117,8.561503181734201,5000.440961730359
maximum,US,Logistic,2118,7.4261302364853945,5008.421627152149
maximum,US,Logistic,2119,6.438569189481184,5015.342466629842
maximum,US,Logistic,2120,5.580269022119613,5021.341828573588
maximum,US,Logistic,2121,4.834831416095888,5026.540603887885
maximum,US,Logistic,2122,4.187806501430094,5031.044276195125
maximum,US,Logistic,2123,3.626495416441662,5034.944770803522
maximum,US,Logistic,2124,3.1397636159417512,5038.322111356374
maximum,US,Logistic,2125,2.7178672422431123,5041.245896182964
maximum,US,Logistic,2126,2.352293699575932,5043.776608066235
maximum,US,Logistic,2127,2.0356167436405603,5045.9667718435385
maximum,US,Logistic,2128,1.7613658310875215,5047.861974266195
maximum,US,Logistic,2129,1.5239091024368172,5049.501760088789
maximum,US,Logistic,2130,1.3183491444599529,5050.920417608761
maximum,US,Logistic,2131,1.1404305543427566,5052.147665953786
maximum,US,Logistic,2132,0.9864582775717115,5053.209255406438
maximum,US,Logistic,2133,0.8532256915457223,5054.12749102431
maximum,US,Logistic,2134,0.7379514404568756,5054.921688800193
maximum,US,Logistic,2135,0.6382240815789586,5055.608572638535
maximum,US,Logistic,2136,0.5519536698165983,5056.202619517089
maximum,US,Logistic,2137,0.4773294798710023,5056.716359365575
maximum,US,Logistic,2138,0.4127831393246916,5057.160635429441
maximum,US,Logistic,2139,0.3569565183609883,5057.544830196638
maximum,US,Logistic,2140,0.30867379090472874,5057.877061345811
maximum,US,Logistic,2141,0.2669171465114872,5058.164351621839
maximum,US,Logistic,2142,0.2308056917983934,5058.412776054136
maximum,US,Logistic,2143,0.19957713437818117,5058.627589499435
maximum,US,Logistic,2144,0.17257189114991786,5058.813337108625
maximum,US,Logistic,2145,0.14921930663291516,5058.9739499814
maximum,US,Logistic,2146,0.12902570609240827,5059.112827978063
maximum,US,Logistic,2147,0.11156404285129702,5059.232911400273
maximum,US,Logistic,2148,0.09646492980474604,5059.336743027514
maximum,US,Logistic,2149,0.08340887210382805,5059.426521799892
maximum,US,Logistic,2150,0.07211954166453452,5059.504149266902
maximum,US,Logistic,2151,0.06235795490408173,5059.571269773063
maximum,US,Logistic,2152,0.05391743325484055,5059.629305222036
maximum,US,Logistic,2153,0.04661924185269944,5059.67948514844
maximum,US,Logistic,2154,0.04030881561192444,5059.722872729104
maximum,US,Logistic,2155,0.034852493934075995,5059.760387280804
maximum,US,Logistic,2156,0.030134695764786088,5059.7928237181795
maximum,US,Logistic,2157,0.026055475812941337,5059.820869381872
maximum,US,Logistic,2158,0.02252841065142623,5059.8451185918
maximum,US,Logistic,2159,0.01947877028168311,5059.866085232698
maximum,US,Logistic,2160,0.016841936694288243,5059.88421363771
maximum,US,Logistic,2161,0.014562036122689625,5059.899887999955
maximum,US,Logistic,2162,0.012590756160475364,5059.913440511025
maximum,US,Logistic,2163,0.010886322791379431,5059.92515839848
maximum,US,Logistic,2164,0.009412615739776102,5059.935290011199
maximum,US,Logistic,2165,0.008138403456539928,5059.944050081364
maximum,US,Logistic,2166,0.0070366815778746495,5059.951624274402
maximum,US,Logistic,2167,0.006084100871136429,5059.9581731232165
maximum,US,Logistic,2168,0.005260472572275188,5059.963835429993
maximum,US,Logistic,2169,0.004548340648022275,5059.96873120763
maximum,US,Logistic,2170,0.003932611936789473,5059.97296422305
maximum,US,Logistic,2171,0.0034002363366644325,5059.976624196295
maximum,US,Logistic,2172,0.002939930271904216,5059.979788701973
maximum,US,Logistic,2173,0.0025419375843685945,5059.982524813328
maximum,US,Logistic,2174,0.002197822784762844,5059.984890523782
maximum,US,Logistic,2175,0.0019002922854499697,5059.986935976055
maximum,US,Logistic,2176,0.0016430398300454892,5059.988704524907
maximum,US,Logistic,2177,0.0014206128438784338,5059.990233656024
maximum,US,Logistic,2178,0.001228296873997689,5059.991555780526
maximum,US,Logistic,2179,0.0010620156719429224,5059.992698921912
maximum,US,Gompertz,2030,0.2620799103406578,1.355429999999999
maximum,US,Gompertz,2031,0.30989753798585434,1.6408579963062138
maximum,US,Gompertz,2032,0.3648162979192525,1.9775916213514022
maximum,US,Gompertz,2033,0.42760901382559374,2.3731147709843126
maximum,US,Gompertz,2034,0.4990910081864458,2.8357056354804917
maximum,US,Gompertz,2035,0.5801170885070176,3.374477751132639
maximum,US,Gompertz,2036,0.6715778163889953,3.9994176795193814
maximum,US,Gompertz,2037,0.7743950653357262,4.721418599199608
maximum,US,Gompertz,2038,0.8895168857973753,5.552309106760295
maximum,US,Gompertz,2039,1.0179117086327583,6.504876548996121
maximum,US,Gompertz,2040,1.1605619305869606,7.592884245419984
maximum,US,Gompertz,2041,1.3184569372708728,8.83108200990224
maximum,US,Gompertz,2042,1.4925856302063434,10.235209441340015
maximum,US,Gompertz,2043,1.6839285345165393,11.821991524927636
maximum,US,Gompertz,2044,1.8934495725722853,13.60912616665998
maximum,US,Gompertz,2045,2.122087596162978,15.615263372769892
maximum,US,Gompertz,2046,2.370747775395459,17.859975881327077
maximum,US,Gompertz,2047,2.6402929464282274,20.3637211535291
maximum,US,Gompertz,2048,2.9315350222571492,23.147794735527636
maximum,US,Gompertz,2049,3.2452265710616985,26.234275106147283
maximum,US,Gompertz,2050,3.5820526651193996,29.645960229759314
maximum,US,Gompertz,2051,3.942623100062718,33.406296135105784
maximum,US,Gompertz,2052,4.327465079385635,37.53929793833967
maximum,US,Gompertz,2053,4.7370164527385015,42.069463820389615
maximum,US,Gompertz,2054,5.171619588838651,47.021682553545276
maximum,US,Gompertz,2055,5.631515954952548,52.42113524863954
maximum,US,Gompertz,2056,6.116841465071849,58.29319206131368
maximum,US,Gompertz,2057,6.627622648320986,64.66330465273688
maximum,US,Gompertz,2058,7.163773678013069,71.55689524616248
maximum,US,Gompertz,2059,7.725094290330688,78.99924315541922
maximum,US,Gompertz,2060,8.311268610059752,87.01536968463766
maximum,US,Gompertz,2061,8.921864889350516,95.62992231019719
maximum,US,Gompertz,2062,9.556336154309728,104.86705905623695
maximum,US,Gompertz,2063,10.214021743514943,114.75033396447792
maximum,US,Gompertz,2064,10.894149712440209,125.3025845380838
maximum,US,Gompertz,2065,11.595840068426053,136.54582200853557
maximum,US,Gompertz,2066,12.318108792326727,148.50112523479984
maximum,US,Gompertz,2067,13.05987259541293,161.18853899634584
maximum,US,Gompertz,2068,13.819954353564974,174.62697738678563
maximum,US,Gompertz,2069,14.597089155302761,188.83413295411466
maximum,US,Gompertz,2070,15.389930895786978,203.82639216777767
maximum,US,Gompertz,2071,16.197059345593324,219.61875772316702
maximum,US,Gompertz,2072,17.016987620790477,236.22477812173636
maximum,US,Gompertz,2073,17.848169979610987,253.6564848907404
maximum,US,Gompertz,2074,18.689009870743394,271.9243377316886
maximum,US,Gompertz,2075,19.537868158934195,291.0371778118891
maximum,US,Gompertz,2076,20.39307145509873,311.00218933983325
maximum,US,Gompertz,2077,21.25292048042197,331.82486949344514
maximum,US,Gompertz,2078,22.115698396900207,353.50900670114396
maximum,US,Gompertz,2079,22.979679040342884,376.05666720984703
maximum,US,Gompertz,2080,23.843134995931077,399.46818981206115
maximum,US,Gompertz,2081,24.704345460925083,423.742188546531
maximum,US,Gompertz,2082,25.56160384393787,448.8755631338805
maximum,US,Gompertz,2083,26.413225055259677,474.8635168606362
maximum,US,Gompertz,2084,27.25755244794629,501.699581582088
maximum,US,Gompertz,2085,28.092964374695264,529.3756494768282
maximum,US,Gompertz,2086,28.917880330856345,557.8820111534831
maximum,US,Gompertz,2087,29.730766659189335,587.2073996831433
maximum,US,Gompertz,2088,30.530141797137436,617.3390401092043
maximum,US,Gompertz,2089,31.314581052371594,648.2627039695967
maximum,US,Gompertz,2090,32.08272089713993,679.9627683545609
maximum,US,Gompertz,2091,32.83326277648528,712.4222790159375
maximum,US,Gompertz,2092,33.56497642964343,745.6230170411487
maximum,US,Gompertz,2093,34.276702727880064,779.5455686063752
maximum,US,Gompertz,2094,34.967356035646844,814.1693973285096
maximum,US,Gompertz,2095,35.63592610522497,849.4729187440366
maximum,US,Gompertz,2096,36.281479517969906,885.4335764546527
maximum,US,Gompertz,2097,36.90316068787218,922.0279194938723
maximum,US,Gompertz,2098,37.500192445409354,959.2316804857686
maximum,US,Gompertz,2099,38.071876221587814,997.0198541859203
maximum,US,Gompertz,2100,38.61759185367168,1035.366776015402
maximum,US,Gompertz,2101,39.13679703538143,1074.2462002207892
maximum,US,Gompertz,2102,39.62902643533187,1113.6313773164707
maximum,US,Gompertz,2103,40.093890508185034,1153.4951304896933
maximum,US,Gompertz,2104,40.531074023437,1193.809930673485
maximum,US,Gompertz,2105,40.94033433695837,1234.5479700176525
maximum,US,Gompertz,2106,41.32149943038524,1275.681233513152
maximum,US,Gompertz,2107,41.67446574323396,1317.1815685501622
maximum,US,Gompertz,2108,41.99919582220739,1359.0207522148426
maximum,US,Gompertz,2109,42.295715811594675,1401.1705561539843
maximum,US,Gompertz,2110,42.56411280796065,1443.6028088603075
maximum,US,Gompertz,2111,42.8045321014943,1486.2894552539442
maximum,US,Gompertz,2112,43.017174325457404,1529.2026134575808
maximum,US,Gompertz,2113,43.202292534162055,1572.3146286836513
maximum,US,Gompertz,2114,43.3601892288266,1615.5981241718823
maximum,US,Gompertz,2115,43.49121334952903,1659.0260491342724
maximum,US,Gompertz,2116,43.5957572503098,1702.5717236822284
maximum,US,Gompertz,2117,43.67425367328605,1746.2088807270384
maximum,US,Gompertz,2118,43.72717273643836,1789.9117048601254
maximum,US,Gompertz,2119,43.75501894853019,1833.6548682335729
maximum,US,Gompertz,2120,43.75832826343029,1877.4135634743136
maximum,US,Gompertz,2121,43.7376651849359,1921.1635336770025
maximum,US,Gompertz,2122,43.6936199320501,1964.8810995311594
maximum,US,Gompertz,2123,43.626805673554124,2008.5431836475507
maximum,US,Gompertz,2124,43.53785583964207,2052.1273321570607
maximum,US,Gompertz,2125,43.427421517355064,2095.6117336625916
maximum,US,Gompertz,2126,43.29616893556864,2138.9752356307213
maximum,US,Gompertz,2127,43.14477704435342,2182.197358315177
maximum,US,Gompertz,2128,42.97393519264758,2225.258306308536
maximum,US,Gompertz,2129,42.78434090735163,2268.1389778220732
maximum,US,Gompertz,2130,42.576697776181845,2310.8209717964323
maximum,US,Gompertz,2131,42.35171343589989,2353.2865929477225
maximum,US,Gompertz,2132,42.11009766687097,2395.51885485496
maximum,US,Gompertz,2133,41.85256059429184,2437.5014811953934
maximum,US,Gompertz,2134,41.57981099587181,2479.218905234335
maximum,US,Gompertz,2135,41.29255471524292,2520.656267675605
maximum,US,Gompertz,2136,40.99149317991836,2561.7994129777803
maximum,US,Gompertz,2137,40.67732202220915,2602.6348842400366
maximum,US,Gompertz,2138,40.35072980114655,2643.149916759571
maximum,US,Gompertz,2139,40.01239682313763,2683.332430360535
maximum,US,Gompertz,2140,39.66299405880492,2723.17102059192
maximum,US,Gompertz,2141,39.30318215322217,2762.654948889231
maximum,US,Gompertz,2142,38.93361052655717,2801.774131791859
maximum,US,Gompertz,2143,38.5549165619659,2840.5191293049784
maximum,US,Gompertz,2144,38.167724877447476,2878.881132491614
maximum,US,Gompertz,2145,37.77264667826489,2916.8519503771186
maximum,US,Gompertz,2146,37.37027918645868,2954.4239962449187
maximum,US,Gompertz,2147,36.96120514392911,2991.5902733988505
maximum,US,Gompertz,2148,36.54599238553272,3028.3443604638774
maximum,US,Gompertz,2149,36.125193478631346,3064.6803962934373
maximum,US,Gompertz,2150,35.6993454255419,3100.5930645480753
maximum,US,Gompertz,2151,35.268969425362876,3136.0775780065105
maximum,US,Gompertz,2152,34.83457069169608,3171.1296626667627
maximum,US,Gompertz,2153,34.39663832283761,3205.745541691522
maximum,US,Gompertz,2154,33.955645221080005,3239.921919248537
maximum,US,Gompertz,2155,33.51204805784464,3273.6559642934976
maximum,US,Gompertz,2156,33.06628728144981,3306.94529433962
maximum,US,Gompertz,2157,32.61878716441346,3339.787959255028
maximum,US,Gompertz,2158,32.16995588728891,3372.1824251259522
maximum,US,Gompertz,2159,31.720185656136607,3404.127558220813
maximum,US,Gompertz,2160,31.269852850843073,3435.6226090874306
maximum,US,Gompertz,2161,30.81931820160933,3466.6671968128567
maximum,US,Gompertz,2162,30.368926991044532,3497.261293472704
maximum,US,Gompertz,2163,29.919009279414585,3527.4052087943514
maximum,US,Gompertz,2164,29.469880150710626,3557.0995750559923
maximum,US,Gompertz,2165,29.021839977316937,3586.345332241234
maximum,US,Gompertz,2166,28.575174701171495,3615.1437134667794
maximum,US,Gompertz,2167,28.130156129425686,3643.4962306986854
maximum,US,Gompertz,2168,27.687042242720104,3671.4046607707382
maximum,US,Gompertz,2169,27.246077514302762,3698.8710317166665
maximum,US,Gompertz,2170,26.807493238322404,3725.8976094262
maximum,US,Gompertz,2171,26.371507865733573,3752.4868846333493
maximum,US,Gompertz,2172,25.93832734635064,3778.641560243788
maximum,US,Gompertz,2173,25.508145475686547,3804.3645390067813
maximum,US,Gompertz,2174,25.0811442453056,3829.6589115358265
maximum,US,Gompertz,2175,24.657494195511507,3854.5279446808927
maximum,US,Gompertz,2176,24.23735476927893,3878.975070254071
maximum,US,Gompertz,2177,23.820874666421094,3903.0038741093476
maximum,US,Gompertz,2178,23.408192197066384,3926.618085576275
maximum,US,Gompertz,2179,22.999435633593595,3949.8215672464157
maximum,EU,Logistic,2030,0.06045811180287685,0.40918999999999994
maximum,EU,Logistic,2031,0.07007927682949215,0.4743404469727221
maximum,EU,Logistic,2032,0.08122973838589984,0.54985795269464
maximum,EU,Logistic,2033,0.09415196372464957,0.6373900879244808
maximum,EU,Logistic,2034,0.10912665101753016,0.7388455443627302
maximum,EU,Logistic,2035,0.1264786845534191,0.8564352729135771
maximum,EU,Logistic,2036,0.146583992460685,0.9927200183410763
maximum,EU,Logistic,2037,0.1698774350147538,1.1506652156523838
maximum,EU,Logistic,2038,0.19686186667459776,1.3337043490764784
maximum,EU,Logistic,2039,0.22811853069720925,1.5458120254682124
maximum,EU,Logistic,2040,0.26431896101982655,1.791588180752272
maximum,EU,Logistic,2041,0.30623858132455045,2.076355020415139
maximum,EU,Logistic,2042,0.3547722046948339,2.406268491917652
maximum,EU,Logistic,2043,0.4109516474316636,2.788446295750332
maximum,EU,Logistic,2044,0.4759656751523685,3.2311146582816246
maximum,EU,Logistic,2045,0.5511824951043072,3.743776306464494
maximum,EU,Logistic,2046,0.6381749913979056,4.337402291086768
maximum,EU,Logistic,2047,0.7387488638191426,5.024650485788445
maximum,EU,Logistic,2048,0.8549737683397114,5.820113721045519
maximum,EU,Logistic,2049,0.9892174583327801,6.7406005644231675
maximum,EU,Logistic,2050,1.1441827768076225,7.805451687824934
maximum,EU,Logistic,2051,1.3229471351438464,9.0368945116671
maximum,EU,Logistic,2052,1.5290038121752088,10.46043830878449
maximum,EU,Logistic,2053,1.766303993843873,12.105311088416471
maximum,EU,Logistic,2054,2.039297918173592,14.004938236287153
maximum,EU,Logistic,2055,2.3529727590349023,16.197460902054424
maximum,EU,Logistic,2056,2.71288393865549,18.726289306332962
maximum,EU,Logistic,2057,3.1251753675579352,21.640682255815005
maximum,EU,Logistic,2058,3.596582643156491,24.99633894381493
maximum,EU,Logistic,2059,4.1344114833583205,28.855982291059004
maximum,EU,Logistic,2060,4.7464816506230125,33.289904367466676
maximum,EU,Logistic,2061,5.4410244116163815,38.37643359656943
maximum,EU,Logistic,2062,6.226519340161905,44.202270363172325
maximum,EU,Logistic,2063,7.111454293403264,50.862622425983425
maximum,EU,Logistic,2064,8.10399112847241,58.461054651662856
maximum,EU,Logistic,2065,9.211519846682087,67.10895006468253
maximum,EU,Logistic,2066,10.44008626030098,76.92446286364955
maximum,EU,Logistic,2067,11.79368410534932,88.03083172702284
maximum,EU,Logistic,2068,13.273413042371205,100.55391746969859
maximum,EU,Logistic,2069,14.876520394675692,114.6188382249904
maximum,EU,Logistic,2070,16.595367524666244,130.3456041379325
maximum,EU,Logistic,2071,18.41639119391516,147.84370869597853
maximum,EU,Logistic,2072,20.319164128155478,167.20572087850144
maximum,EU,Logistic,2073,22.27569292082053,188.50004373859377
maximum,EU,Logistic,2074,24.2501180987944,211.76315748876544
maximum,EU,Logistic,2075,26.198990788857778,236.9918366743722
maximum,EU,Logistic,2076,28.07228196596412,264.1359990081569
maximum,EU,Logistic,2077,29.815224500343785,293.0929749114219
maximum,EU,Logistic,2078,31.370991798264097,323.70404210148524
maximum,EU,Logistic,2079,32.68408655477139,355.7540104294957
maximum,EU,Logistic,2080,33.70416850048756,388.97444342503445
maximum,EU,Logistic,2081,34.38992186298868,423.05076494742434
maximum,EU,Logistic,2082,34.71248723105997,457.63305628308166
maximum,EU,Logistic,2083,34.65798823899618,492.3498689216673
maximum,EU,Logistic,2084,34.228782903285456,526.823950704708
maximum,EU,Logistic,2085,33.443249343525004,560.6884973524623
maximum,EU,Logistic,2086,32.33413878111016,593.6024611063433
maximum,EU,Logistic,2087,30.94574430702404,625.2635917302299
maximum,EU,Logistic,2088,29.330293527136785,655.4182197266911
maximum,EU,Logistic,2089,27.544045829998698,683.8672439395365
maximum,EU,Logistic,2090,25.643555022454933,710.4682637357339
maximum,EU,Logistic,2091,23.682463510635927,735.1342144074679
maximum,EU,Logistic,2092,21.709057683218965,757.8291643323718
maximum,EU,Logistic,2093,19.76467091235628,778.5620896934942
maximum,EU,Logistic,2094,17.882898630423043,797.3794653654477
maximum,EU,Logistic,2095,16.089505040517512,814.3574291777244
maximum,EU,Logistic,2096,14.402856678615924,829.5941308990122
maximum,EU,Logistic,2097,12.834708760448619,843.2027053247602
maximum,EU,Logistic,2098,11.391185893651052,855.3051409954074
maximum,EU,Logistic,2099,10.073828415460554,866.027171745144
maximum,EU,Logistic,2100,8.880610133090334,875.49420670933
maximum,EU,Logistic,2101,7.806866175659011,883.8282369845683
maximum,EU,Logistic,2102,6.846097383031836,891.145610223826
maximum,EU,Logistic,2103,5.990638765092067,897.5555419919855
maximum,EU,Logistic,2104,5.2321941718639735,903.1592280552504
maximum,EU,Logistic,2105,4.562248352189935,908.0494288508056
maximum,EU,Logistic,2106,3.972372295913491,912.3104112258062
maximum,EU,Logistic,2107,3.454439397079499,916.0181494591716
maximum,EU,Logistic,2108,3.0007696154367616,919.2407050653804
maximum,EU,Logistic,2109,2.60421728674448,922.0387213621073
maximum,EU,Logistic,2110,2.2582161414723623,924.4659834160858
maximum,EU,Logistic,2111,1.9567928387426263,926.5700064160053
maximum,EU,Logistic,2112,1.6945581543627117,928.3926257300134
maximum,EU,Logistic,2113,1.4666830125389454,929.9705700480688
maximum,EU,Logistic,2114,1.2688648782975513,931.3360053386622
maximum,EU,Logistic,2115,1.097288641819871,932.5170421500702
maximum,EU,Logistic,2116,0.9485850093037812,933.538202337967
maximum,EU,Logistic,2117,0.8197885362941401,934.420843858143
maximum,EU,Logistic,2118,0.7082967624158307,935.1835440452521
maximum,EU,Logistic,2119,0.6118313951105913,935.8424429893948
maximum,EU,Logistic,2120,0.5284021114394535,936.4115493708723
maximum,EU,Logistic,2121,0.4562732727382766,936.9030115377507
maximum,EU,Logistic,2122,0.39393365304320443,937.3273568028932
maximum,EU,Logistic,2123,0.34006914930698906,937.6937019672134
maximum,EU,Logistic,2124,0.29353835403480444,938.009937996983
maximum,EU,Logistic,2125,0.2533508169686592,938.282891634302
maximum,EU,Logistic,2126,0.21864779251637667,938.5184665298202
maximum,EU,Logistic,2127,0.18868525666328503,938.7217662758512
maximum,EU,Logistic,2128,0.16281897581696775,938.8972015003158
maximum,EU,Logistic,2129,0.14049141647918703,939.0485829671233
maximum,EU,Logistic,2130,0.12122029596011827,939.1792024228338
maximum,EU,Logistic,2131,0.10458858848051042,939.2919027365689
maximum,EU,Logistic,2132,0.09023581650754042,939.3891387021563
maximum,EU,Logistic,2133,0.07785047303408399,939.4730297092848
maximum,EU,Logistic,2134,0.06716343607857762,939.5454053439769
maximum,EU,Logistic,2135,0.05794225152500817,939.6078448474589
maximum,EU,Logistic,2136,0.049986174286626564,939.6617112456547
maximum,EU,Logistic,2137,0.043121870535475094,939.7081808579776
maximum,EU,Logistic,2138,0.03719969533876784,939.7482688027419
maximum,EU,Logistic,2139,0.032090470497968884,939.7828510361717
maximum,EU,Logistic,2140,0.027682696735837134,939.8126833915511
maximum,EU,Logistic,2141,0.02388014269399021,939.8384180234393
maximum,EU,Logistic,2142,0.02059976056199961,939.8606176080975
maximum,EU,Logistic,2143,0.017769884646311837,939.8797676044079
maximum,EU,Logistic,2144,0.015328674887754625,939.896286838783
maximum,EU,Logistic,2145,0.013222772329650622,939.9105366421271
maximum,EU,Logistic,2146,0.01140613790491747,939.9228287361433
maximum,EU,Logistic,2147,0.009839049717753989,939.9334320396006
maximum,EU,Logistic,2148,0.00848723731493435,939.9425785420408
maximum,EU,Logistic,2149,0.007321134325231646,939.9504683723848
maximum,EU,Logistic,2150,0.006315233353668132,939.9572741725514
maximum,EU,Logistic,2151,0.005447529192010488,939.9631448712083
maximum,EU,Logistic,2152,0.004699038293904152,939.9682089397983
maximum,EU,Logistic,2153,0.004053384097142702,939.9725772017707
maximum,EU,Logistic,2154,0.00349643919216184,939.9763452562526
maximum,EU,Logistic,2155,0.003016016558999968,939.9795955690272
maximum,EU,Logistic,2156,0.0026016031568740607,939.9823992764433
maximum,EU,Logistic,2157,0.0022441300654156464,939.9848177416383
maximum,EU,Logistic,2158,0.0019357741692493868,939.9869038970623
maximum,EU,Logistic,2159,0.0016697870620592786,939.9887034026319
maximum,EU,Logistic,2160,0.0014403474382725752,939.9902556448178
maximum,EU,Logistic,2161,0.0012424337501548948,939.9915945985081
maximum,EU,Logistic,2162,0.0010717143504548928,939.9927495704856
maximum,EU,Logistic,2163,0.0009244527211282469,939.9937458407763
maximum,EU,Logistic,2164,0.0007974257172916774,939.9946052158953
maximum,EU,Logistic,2165,0.000687853040320223,939.9953465060864
maximum,EU,Logistic,2166,0.0005933363976847416,939.9959859370022
maximum,EU,Logistic,2167,0.0005118070203627587,939.9965375048203
maximum,EU,Logistic,2168,0.0004414803893448221,939.9970132825742
maximum,EU,Logistic,2169,0.00038081718165902965,939.997423684396
maximum,EU,Logistic,2170,0.0003284895817644269,939.9977776934517
maximum,EU,Logistic,2171,0.0002833522208419219,939.9980830585617
maximum,EU,Logistic,2172,0.000244417108949111,939.9983464638051
maximum,EU,Logistic,2173,0.00021083201100506794,939.9985736748198
maximum,EU,Logistic,2174,0.0001818617939609291,939.9987696650014
maximum,EU,Logistic,2175,0.0001568723366655007,939.9989387243621
maximum,EU,Logistic,2176,0.0001353166503997411,939.9990845534321
maximum,EU,Logistic,2177,0.00011672290654991258,939.9992103442586
maximum,EU,Logistic,2178,0.00010068410927860742,939.9993188502743
maximum,EU,Logistic,2179,8.684918698508086e-05,939.9994124465675
maximum,EU,Gompertz,2030,0.08272449304595339,0.40918999999999994
maximum,EU,Gompertz,2031,0.09839038062278622,0.4995603674274904
maximum,EU,Gompertz,2032,0.11642244294390684,0.6067593566951875
maximum,EU,Gompertz,2033,0.13707047833886885,0.7332771314670213
maximum,EU,Gompertz,2034,0.1605944113712239,0.881858852652906
maximum,EU,Gompertz,2035,0.18726252971828244,1.0555139451955895
maximum,EU,Gompertz,2036,0.21734946316773054,1.2575234714837968
maximum,EU,Gompertz,2037,0.25113392341899643,1.4914453623647448
maximum,EU,Gompertz,2038,0.2888962290585752,1.7611172782880302
