Country,Model,sample_idx,g,target,C_sampled,r,tn,tp,rate_2050,rate_2100,cumulative_2100
UK,Logistic,3,0.18934074613061486,0.3527835157742859,7.959020146909175,0.18774561787062546,2045.5463468071948,2052.560933415721,0.3527835157742941,0.00020243143947987557,7.957941778886857
UK,Logistic,11,0.16689146526746398,0.32335663235654377,11.598762825075028,0.16577550109523018,2049.9057237415855,2057.849948842545,0.32335663235652967,0.001772234368697557,11.588062384769989
UK,Logistic,17,0.1759870625496951,0.47166626408626966,25.973325979366493,0.17184733080044096,2053.9253539792494,2061.5888881801625,0.4716662640862698,0.006050330705156446,25.93807053265871
UK,Logistic,24,0.17374022515013357,0.43097827288363727,20.60379153201818,0.17038093198698945,2052.7652737783674,2060.49476487556,0.4309782728836373,0.004179483358822211,20.579232027876728
UK,Logistic,26,0.10355774484190326,0.0693132150976705,3.745940412471514,0.1090232893165882,2049.708794048019,2061.788395619208,0.06931321509752066,0.006144073032131269,3.6887104599140756
UK,Logistic,38,0.16112814435736592,0.18775636024483858,4.810311505369029,0.16394287786244974,2044.6740010773171,2052.7070301060608,0.1877563602448388,0.0003382655283547616,4.808247306231715
UK,Logistic,41,0.18354678677963354,0.23632475647172135,5.133928696640442,0.18456935227298948,2043.3951258040497,2050.5304268749283,0.23632475647172135,0.00010260309452188848,5.133372731061113
UK,Logistic,43,0.18979141757694928,0.5288906283802787,16.736850006619456,0.1854302349355859,2049.789790382604,2056.8919649410427,0.5288906283806172,0.001047161701084591,16.731200899481383
UK,Logistic,54,0.13490197312012417,0.10417510226881169,3.110865259775227,0.1409730283416862,2043.8788628982004,2053.22077682611,0.1041751022688117,0.00059817445345987,3.106616272597901
UK,Logistic,57,0.18378401045985546,0.37559118275837633,9.611177079687062,0.18190756047476753,2047.0958451979025,2054.33555471568,0.375591182758379,0.0004313755843100009,9.608805094319473
UK,Logistic,61,0.17168966933919338,0.29798367261345665,8.28093378884408,0.17139877600114092,2047.263662712692,2054.94725257051,0.29798367261345665,0.0006281835202813486,8.277267124427174
UK,Logistic,63,0.1660970451379528,0.39664306966202284,29.840161188938172,0.16259719771433548,2056.1435133103478,2064.2430249589956,0.39664306966202273,0.014399378854022942,29.751338204416083
UK,Logistic,66,0.19595550492932476,0.3794644189239458,8.130943066201473,0.19365448859178477,2045.183925905321,2051.9844803696224,0.3794644189239457,0.00014415711067424788,8.130198594374335
UK,Logistic,70,0.16284667172446202,0.24440007186736998,7.090109512861364,0.1638090962190982,2047.101483389862,2055.141072932334,0.24440007186737522,0.0007466305695749383,7.085548647914954
UK,Logistic,79,0.14583453395950202,0.1973356368192544,7.798068710279438,0.14746723587430327,2049.652026321908,2058.582538168264,0.19733563681925448,0.002548021589961777,7.780751694000657
UK,Logistic,89,0.1288249915529437,0.12274611516763785,4.873436160207563,0.1329273641575689,2048.1982725620323,2058.105622378762,0.12274611516763784,0.002452427023763606,4.85491640572624
UK,Logistic,101,0.18276657635688626,0.4062649306614642,11.435525633743433,0.1803391808107196,2048.21881727333,2055.521489332748,0.40626493066146413,0.0006768465456822234,11.43177121480695
UK,Logistic,102,0.19124022064621515,0.5601469360460223,18.426959534155245,0.18644047882363643,2050.201908748845,2057.2655995590935,0.5601469360460222,0.0011898315246695638,18.420575491947243
UK,Logistic,116,0.16949228664954505,0.2946928814378546,8.566293052410419,0.16923776830008955,2047.687026593929,2055.4687286936023,0.2946928814378547,0.0007723637823700562,8.561726839361404
UK,Logistic,121,0.1641681195446002,0.333196103068839,14.744772378452847,0.16254676894342507,2051.79051719727,2059.892541651433,0.33319610306883873,0.003523904087838765,14.723061085023131
UK,Logistic,135,0.19491608308534134,0.2932414746884104,6.050106128559264,0.19414139035789302,2043.5980925379356,2050.381591381212,0.2932414746884575,7.69610852937548e-05,6.049709684872059
UK,Logistic,137,0.0781264953362541,0.022286239944856737,1.020801247564848,0.0892280035489155,2038.5344906027458,2053.2939589820066,0.02228623994485874,0.0013682755601460816,1.0052290991564938
UK,Logistic,138,0.19247529887287465,0.48168350353573497,12.503614164216058,0.188798599535499,2047.8799824423509,2054.855446773998,0.4816835035357349,0.0004691055850840821,12.501128982425366
UK,Logistic,139,0.17380413785676752,0.3536261601975756,11.11557247250366,0.17226349672186503,2048.9065022769532,2056.5515223885045,0.3536261601975755,0.0010742928133473826,11.10933263505979
UK,Logistic,141,0.17846531093309634,0.24887995952829062,5.682341809832775,0.17933543356307152,2044.3641543967235,2051.707699789618,0.24887995952829056,0.00017653330330577845,5.681357264325109
UK,Logistic,153,0.14727694529078328,0.24222856823745675,14.989062469821867,0.14687602481191186,2054.228166394677,2063.1946256831234,0.24222856823745675,0.009797448379247306,14.922057373130682
UK,Logistic,156,0.17052266980084452,0.23403431247158984,5.748062303159509,0.17189516363608717,2045.054142389647,2052.715544078137,0.23403431247158982,0.00029147181992436437,5.746366165545062
UK,Logistic,158,0.1755910766689703,0.507911164315398,47.85367723313923,0.1702396715642597,2057.752586810283,2065.488491636836,0.5079111643153977,0.02274894918174611,47.719673028764944
UK,Logistic,159,0.07724978550608744,0.025637339282645354,1.2951424383128598,0.0867282469771013,2041.8266750082198,2057.011553555027,0.02563733928278457,0.0025743305302227647,1.2647463398910557
UK,Logistic,160,0.17939132316549924,0.2653239593064592,6.104780812963582,0.17984062719117738,2044.7303769279679,2052.053293431839,0.26532395930645913,0.00019750677054094403,6.103682383107624
UK,Logistic,162,0.17761907494829032,0.2879097257517966,6.99376225870851,0.17757575256429156,2045.6973695580607,2053.1136855691557,0.2879097257521132,0.0003006101875064653,6.992068992697863
UK,Logistic,169,0.14176122301415942,0.2264817765891992,20.94607374337228,0.14096653080833282,2057.633050014956,2066.975394537256,0.2264817765891995,0.027554851703356253,20.748743848191676
UK,Logistic,170,0.1863597519583868,0.3442563460513572,8.001079847311544,0.18500563461181166,2045.8054924694286,2052.923966994208,0.34425634605135863,0.0002442168751985275,7.999759578440195
UK,Logistic,178,0.1279503934066283,0.0985401392896955,3.2603586577281023,0.13388704412610236,2044.97692857786,2054.813264165973,0.09854013928999314,0.0010244999562575381,3.2526886416382115
UK,Logistic,180,0.16415164060652482,0.1783510471986854,4.342163047683471,0.16733227022797192,2043.7492875412167,2051.619603859346,0.1783510471986852,0.00022138387742818628,4.340839624699842
UK,Logistic,193,0.16333291789019783,0.20196834872569494,5.165132953562084,0.1656722110142638,2044.960420477687,2052.9095984892692,0.20196834872569494,0.0003497813951536821,5.163020804000502
UK,Logistic,206,0.12789406048085017,0.1161800589584354,4.456253415342555,0.13238880701046285,2047.5794492814214,2057.527102158305,0.11618005895843535,0.0021167887483403516,4.440206448079941
UK,Logistic,207,0.15510223912447083,0.143680196809584,3.654563763385086,0.15966853352884666,2043.2977978464507,2051.5458719523413,0.14368019680958405,0.0002545149373730023,3.652969046873708
UK,Logistic,208,0.1749086770874925,0.29491428993764085,7.598791872669507,0.17471817019746572,2046.436502771897,2053.9741154623025,0.2949142899375625,0.00042697135662772995,7.59634731433565
UK,Logistic,212,0.1753633128757194,0.39360830100966004,13.734170073326512,0.17299786127020003,2050.0603946928954,2057.6729621966515,0.3936083010096602,0.0015673064556469027,13.725104402355806
UK,Logistic,214,0.19160294028734187,0.31188112603627977,6.636752487133129,0.19064992873999106,2044.3414078389178,2051.249136080038,0.31188112603627977,0.00011631294304437127,6.636142344565024
UK,Logistic,216,0.1529139263524315,0.2809081715685511,18.033052470505723,0.1516509569247519,2054.6929511196854,2063.37708950978,0.28090817156855086,0.010508229855062967,17.96349193900027
UK,Logistic,218,0.16979561658442752,0.34331040803774193,12.030982882150063,0.1683265216095709,2049.823513911078,2057.647342766637,0.34331040803774193,0.001620465011659339,12.021348252181674
UK,Logistic,228,0.1586493509137662,0.27909524012839415,11.26670549238846,0.158252101816015,2050.666667065792,2058.9885653648485,0.27909524012839404,0.002698945714033194,11.249624875024614
UK,Logistic,230,0.15976085752058067,0.2736414395804025,10.08555455074848,0.1596402955474377,2049.7857500125865,2058.035283079465,0.2736414395804026,0.0019784334541500686,10.0731462140696
UK,Logistic,248,0.18292150525651915,0.5103986925708444,21.134404147245565,0.17860056341474229,2051.8607080588754,2059.234469214749,0.5103986925708446,0.0025958926078966786,21.11985951046259
UK,Logistic,254,0.1217613132106826,0.05988778708623221,1.8305471068096182,0.13114872515490783,2040.670425630538,2050.712138924886,0.05988778708623221,0.00037298845230652723,1.8276986631871694
UK,Logistic,258,0.1769202446493848,0.508924839504373,37.76781658133057,0.17187910097593215,2056.1071031352135,2063.7692208065714,0.5089248395043736,0.012768603361450203,37.69338159719858
UK,Logistic,264,0.11797671635855388,0.08425232702598939,3.1987368336744,0.1241008136577424,2045.9986081639306,2056.6106086666578,0.0842523270259903,0.0018040599148789838,3.184133109403608
UK,Logistic,269,0.18223397634462274,0.3608295177303441,9.252562957120576,0.1806424818283223,2047.00250123236,2054.2929120127897,0.36082951773037325,0.00043355337137451056,9.250162271043349
UK,Logistic,272,0.14059454486488493,0.14260302334287853,4.575795352515478,0.14458544377204624,2046.2843305138185,2055.392840074443,0.14260302334287853,0.0010428373036771605,4.568571345365464
UK,Logistic,273,0.18742814397681526,0.42568052779057886,11.13513174021055,0.1846620471099472,2047.6467035276241,2054.778422890297,0.4256805277905788,0.00048551315743260013,11.132501920725133
