Scenario,Model,Year,rate_p5,rate_p25,rate_p50,rate_p75,rate_p95,n_countries_included,n_countries_total,countries_excluded,is_complete
reference,Logistic,2121,0.0005217883226453189,0.0017055989313920778,0.004177150977472821,0.01150291338777246,0.053968261351501484,10,10,,True
reference,Logistic,2122,0.00044653603864251853,0.0014751215663932802,0.003645767548073349,0.009976584113435695,0.04887911512837714,10,10,,True
reference,Logistic,2123,0.0003831247163669669,0.0012739441013112605,0.003184444772279739,0.008751154161712824,0.044445324735496096,10,10,,True
reference,Logistic,2124,0.000325508604070344,0.0011037859965566002,0.002748700829659732,0.007787924901949168,0.039975107699950656,10,10,,True
reference,Logistic,2125,0.00028231374462436506,0.000952493257338318,0.0023903230285625974,0.006979336178529994,0.03635045251960566,10,10,,True
reference,Logistic,2126,0.00024710469537514505,0.0008085201612248725,0.0020852765250734063,0.006134543986647676,0.03239752281285521,10,10,,True
reference,Logistic,2127,0.00021236429239887615,0.0007074955000789028,0.0018137542201433262,0.005489806189081769,0.02927564062512683,10,10,,True
reference,Logistic,2128,0.00018235958423994106,0.0006082010088952954,0.0015949610093950847,0.004831002183318008,0.026464501734498564,10,10,,True
reference,Logistic,2129,0.00015603429417371367,0.000530078317778254,0.0013932302824263623,0.0043048356655358035,0.024751313259361345,10,10,,True
reference,Logistic,2130,0.00013391659425093127,0.0004646310622797071,0.0012253229607878569,0.0038743212539671156,0.022475874744527943,10,10,,True
reference,Logistic,2131,0.00011482604596239006,0.0004040116207056025,0.0010642664193861564,0.0035124687719094868,0.020545662727572935,10,10,,True
reference,Logistic,2132,9.784603957449084e-05,0.00034910479442581434,0.0009379941920350961,0.0031077227197869985,0.018894582444410012,10,10,,True
reference,Logistic,2133,8.349308131166619e-05,0.0003085126615688484,0.0008192565703156367,0.0027889644877465004,0.017181809567427344,10,10,,True
reference,Logistic,2134,7.128618306692781e-05,0.00027190450372391653,0.0007125947382853144,0.002469691812788474,0.015524822282868268,10,10,,True
reference,Logistic,2135,6.082171839143903e-05,0.00023630294944492148,0.0006262969595719882,0.002182255266699572,0.013946020176369745,10,10,,True
reference,Logistic,2136,5.207887978545018e-05,0.0002071046156286751,0.0005521185066440261,0.0019328748569295076,0.012643878877050365,10,10,,True
reference,Logistic,2137,4.546274423628065e-05,0.0001835298065958443,0.0004860544563044303,0.0017101056946351382,0.011563004593912586,10,10,,True
reference,Logistic,2138,3.8819223031388445e-05,0.0001586283147573032,0.00042906881450501655,0.0015202857096193376,0.010794383130664779,10,10,,True
reference,Logistic,2139,3.320350232840549e-05,0.0001389249861661969,0.0003798290357680567,0.0013276208069204765,0.0099020630612576,10,10,,True
reference,Logistic,2140,2.877456265544337e-05,0.00011905020219298669,0.00033307586656767217,0.0012067776877081277,0.009255055718979211,10,10,,True
reference,Logistic,2141,2.4726301365290646e-05,0.00010481123008628243,0.0002935910468680905,0.0010965018527799714,0.008276009861123465,10,10,,True
reference,Logistic,2142,2.0924758233550523e-05,8.941151243216269e-05,0.00025744444886377786,0.0009685539594312361,0.007623805868265996,10,10,,True
reference,Logistic,2143,1.8075070461346107e-05,7.676327371607622e-05,0.00022681398483544093,0.000862796294506923,0.0070878025267332445,10,10,,True
reference,Logistic,2144,1.5635847569081693e-05,6.689115956252104e-05,0.00019958476144628812,0.0007822972024834024,0.006575768319902206,10,10,,True
reference,Logistic,2145,1.3521860236219348e-05,5.803072932384792e-05,0.0001759459270527568,0.0007016024537968451,0.006100726566165134,10,10,,True
reference,Logistic,2146,1.1532719581839763e-05,5.056817146638782e-05,0.0001547568011083413,0.0006436072235710291,0.005686355072909155,10,10,,True
reference,Logistic,2147,9.750166621691814e-06,4.390602027756522e-05,0.00013622174845020598,0.0005754406243714615,0.005349128738540684,10,10,,True
reference,Logistic,2148,8.391709477229063e-06,3.853877886471362e-05,0.00011999450148070984,0.0005089971779105356,0.004968138648533259,10,10,,True
reference,Logistic,2149,7.142126513172377e-06,3.386249090884646e-05,0.0001060139499132974,0.0004554873414710284,0.004471709275226785,10,10,,True
reference,Logistic,2150,6.086124780544104e-06,2.968642518470183e-05,9.406047045080851e-05,0.0004019021068689471,0.004177548128688892,10,10,,True
reference,Logistic,2151,5.219837963671608e-06,2.6133097004144553e-05,8.263197868861075e-05,0.00035360317386564136,0.0038810490098264714,10,10,,True
reference,Logistic,2152,4.49601748190453e-06,2.2823425487653548e-05,7.308146315717517e-05,0.0003209154580586023,0.003571551209134399,10,10,,True
reference,Logistic,2153,3.874537603348796e-06,1.979313471522896e-05,6.477865316905206e-05,0.0002851513820549421,0.0032680677999981454,10,10,,True
reference,Logistic,2154,3.3406412839929727e-06,1.7362943938955223e-05,5.701146532976149e-05,0.0002549473878680343,0.0030982323999285094,10,10,,True
reference,Logistic,2155,2.8817406143740095e-06,1.536948369444523e-05,5.030703812043379e-05,0.00022607121126645783,0.0028965634496512893,10,10,,True
reference,Logistic,2156,2.4724018902196845e-06,1.3473381319321589e-05,4.422584282295519e-05,0.00020060486986218617,0.0026957471599865905,10,10,,True
reference,Logistic,2157,2.089187383663251e-06,1.1751960706567704e-05,3.9418078719848275e-05,0.00017555427343696485,0.002506295009983619,10,10,,True
reference,Logistic,2158,1.766653963996445e-06,1.0162811684399503e-05,3.5222389657699955e-05,0.0001591096534258758,0.002298161920691379,10,10,,True
reference,Logistic,2159,1.5264132453057763e-06,8.864846610390549e-06,3.129106267266942e-05,0.00014282951082226293,0.002101081149660257,10,10,,True
reference,Logistic,2160,1.3220228754020974e-06,7.699425949426655e-06,2.7499829801016784e-05,0.00012745752626447068,0.0019215023483353032,10,10,,True
reference,Logistic,2161,1.1431822091721961e-06,6.692090373196981e-06,2.4598368809246662e-05,0.00011660228396643344,0.001757973555082657,10,10,,True
reference,Logistic,2162,9.772747197328642e-07,5.80517373867864e-06,2.1988503771403635e-05,0.00010415792704571207,0.0016322262968911673,10,10,,True
reference,Logistic,2163,8.496280640268411e-07,5.049980904460587e-06,1.960136164947668e-05,9.283244869524197e-05,0.0015155023239166975,10,10,,True
reference,Logistic,2164,7.38808551202547e-07,4.407625787691815e-06,1.7470232473542058e-05,8.301915952313007e-05,0.0014212353342094202,10,10,,True
reference,Logistic,2165,6.425747897790283e-07,3.837488513933757e-06,1.541837671161395e-05,7.500668175860421e-05,0.0013065722418092113,10,10,,True
reference,Logistic,2166,5.589874272055314e-07,3.3344655988469075e-06,1.371065446716594e-05,6.734198180169222e-05,0.0011995000179764132,10,10,,True
reference,Logistic,2167,4.86367917732267e-07,2.9274596929587683e-06,1.2139107330713541e-05,5.98843913140735e-05,0.0011025074437699142,10,10,,True
reference,Logistic,2168,4.223439602197188e-07,2.5471641414986544e-06,1.0744269274148902e-05,5.32958438865056e-05,0.001032842364674107,10,10,,True
reference,Logistic,2169,3.594331714089996e-07,2.208426202130315e-06,9.451352919822013e-06,4.8763419126080854e-05,0.000971221224043847,10,10,,True
reference,Logistic,2170,3.0603697815369667e-07,1.9135234526006488e-06,8.418468225886052e-06,4.470236165981662e-05,0.0009056329299859705,10,10,,True
reference,Logistic,2171,2.606303719511331e-07,1.6667022041605356e-06,7.439870179778219e-06,3.9886783523997416e-05,0.0008442270216746465,10,10,,True
reference,Logistic,2172,2.2197714545271537e-07,1.441221045779536e-06,6.643230029865112e-06,3.632031463832347e-05,0.0008030901671490047,10,10,,True
reference,Logistic,2173,1.8907045926922506e-07,1.2651317542484934e-06,5.917149042391216e-06,3.295258130610075e-05,0.0007611836838223109,10,10,,True
reference,Logistic,2174,1.6105393611031388e-07,1.112287293269954e-06,5.225384207022332e-06,2.993616364457646e-05,0.0007213939340585401,10,10,,True
reference,Logistic,2175,1.3719912461232685e-07,9.647217145405e-07,4.650448577141817e-06,2.7042581262067273e-05,0.0006870017658626101,10,10,,True
reference,Logistic,2176,1.1846455073793776e-07,8.334882391570327e-07,4.092994135867317e-06,2.4647620337465955e-05,0.0006346475643738134,10,10,,True
reference,Logistic,2177,1.0283309086303519e-07,7.282514654185062e-07,3.6383819527096014e-06,2.2127959843624887e-05,0.0005974200412960895,10,10,,True
reference,Logistic,2178,8.916304190904625e-08,6.362420456749904e-07,3.2540498116395845e-06,2.0025690826704922e-05,0.000561315211295709,10,10,,True
reference,Logistic,2179,7.663545037130122e-08,5.542951946014413e-07,2.879671031827384e-06,1.8262837615642925e-05,0.0005267986616799426,10,10,,True
reference,Gompertz,2030,0.40152670982587163,0.47193995234450764,0.5172705487863405,0.5557966973684565,0.6040802433966144,10,10,,True
reference,Gompertz,2031,0.4585878755419343,0.5468867041932721,0.607233404350359,0.6625882633429363,0.7304428696986516,10,10,,True
reference,Gompertz,2032,0.5212746406622013,0.6318149305964467,0.7090028734531084,0.7833986101118255,0.8737797202752714,10,10,,True
reference,Gompertz,2033,0.5952975884476487,0.7238114952038353,0.8220502566930614,0.9183412809829435,1.0342560845673618,10,10,,True
reference,Gompertz,2034,0.6672901699085779,0.8244672406022897,0.9464945185422345,1.0695122894665892,1.218256407683782,10,10,,True
reference,Gompertz,2035,0.7532087625753954,0.9342356866967885,1.082323547153838,1.2353343617779422,1.419101756017384,10,10,,True
reference,Gompertz,2036,0.8413369318350165,1.0547241292946319,1.2313851556100397,1.4119458133390559,1.6453327989599664,10,10,,True
reference,Gompertz,2037,0.93893472977143,1.1847373023493066,1.3925901566604928,1.6084934260061945,1.8947648534346948,10,10,,True
reference,Gompertz,2038,1.0423610732127964,1.3239582976138289,1.5625667043649278,1.8164020288282163,2.166791902745017,10,10,,True
reference,Gompertz,2039,1.1560199314596473,1.4698891445759061,1.7429517513134787,2.038407507849479,2.46366888197558,10,10,,True
reference,Gompertz,2040,1.2679873968760622,1.6234338447117946,1.9413173754751882,2.2808831421161453,2.7824797298522963,10,10,,True
reference,Gompertz,2041,1.3846632499810174,1.786513222585476,2.149087118366119,2.53150894468644,3.125612807429371,10,10,,True
reference,Gompertz,2042,1.5071547386085171,1.9584411475984138,2.3598105056758993,2.803152872152179,3.485890753837939,10,10,,True
reference,Gompertz,2043,1.6318952238294724,2.13425161445046,2.5859755378990874,3.088777862673109,3.8777235379030515,10,10,,True
reference,Gompertz,2044,1.7488752524523883,2.3218026574524435,2.8097085147531944,3.3907907385296325,4.273404226697924,10,10,,True
reference,Gompertz,2045,1.8946156344037215,2.5051558211137266,3.046945094002756,3.7034377855208245,4.690515291810346,10,10,,True
reference,Gompertz,2046,2.0389679731157107,2.7021620511113134,3.295802144613705,4.004375123516777,5.105097245190941,10,10,,True
reference,Gompertz,2047,2.1713832140537144,2.894877060131536,3.553266049770413,4.329804421268544,5.534043258277957,10,10,,True
reference,Gompertz,2048,2.3062166515423783,3.075710586453624,3.8092277890586317,4.651566029615587,5.973321484541775,10,10,,True
reference,Gompertz,2049,2.4397019348168216,3.274183061215073,4.062746148309318,4.995616275162236,6.419365048715659,10,10,,True
reference,Gompertz,2050,2.572899580858196,3.478988196156958,4.334167916435295,5.333144076578871,6.864573579163594,10,10,,True
reference,Gompertz,2051,2.702501249856406,3.6824510536120814,4.591206473126978,5.671042327308457,7.302753176841397,10,10,,True
reference,Gompertz,2052,2.8170028571365013,3.8832608155498876,4.85150752078342,6.0173280715220745,7.737417736963425,10,10,,True
reference,Gompertz,2053,2.9596381228691646,4.073318529738857,5.1028827604565254,6.347723548135329,8.145062901708943,10,10,,True
reference,Gompertz,2054,3.074433659807181,4.253988626724482,5.366071197502361,6.672605288222688,8.553360004859178,10,10,,True
reference,Gompertz,2055,3.204627872509194,4.422636390079789,5.61145525974491,6.985468489656706,8.927113591674258,10,10,,True
reference,Gompertz,2056,3.324339831577091,4.600754468372495,5.8695611718537055,7.306693599048128,9.302224859655436,10,10,,True
reference,Gompertz,2057,3.421143807447301,4.766025999761188,6.108396989964034,7.614853583113414,9.693923472912749,10,10,,True
reference,Gompertz,2058,3.5246413648480965,4.931011468581596,6.339040515451442,7.917529449071374,10.05417155735493,10,10,,True
reference,Gompertz,2059,3.623498927563633,5.087854444838618,6.5791337023699334,8.214787624428201,10.381141870224774,10,10,,True
reference,Gompertz,2060,3.7197334490531557,5.2675664185517626,6.776265115020843,8.476917453872838,10.767994461874082,10,10,,True
reference,Gompertz,2061,3.7982573343170416,5.41957184082494,6.977828332816562,8.737143027336142,11.15936909539736,10,10,,True
reference,Gompertz,2062,3.862238201217159,5.5304543692327695,7.16024898670856,8.968759598679217,11.477176698867817,10,10,,True
reference,Gompertz,2063,3.917669852774727,5.63687098282019,7.3222801963609285,9.194079812849075,11.808133829945298,10,10,,True
reference,Gompertz,2064,3.969375958776864,5.743926568380313,7.497008464680856,9.41691322079739,12.101457621928445,10,10,,True
reference,Gompertz,2065,4.012149504496542,5.850824909395667,7.6511663216476435,9.627794867469976,12.368790713855898,10,10,,True
reference,Gompertz,2066,4.064340601294476,5.951773103618782,7.79736867429779,9.81611375873202,12.588717366065396,10,10,,True
reference,Gompertz,2067,4.09428569453624,6.01282278941129,7.972950293005235,9.960806729334355,12.816458723779828,10,10,,True
reference,Gompertz,2068,4.107916898140575,6.065648502819467,8.097199466966897,10.076092699008665,13.077980824498695,10,10,,True
reference,Gompertz,2069,4.132928562291255,6.134489597490701,8.200789875908868,10.198670920810514,13.341739764026705,10,10,,True
reference,Gompertz,2070,4.146830632993123,6.19054860520791,8.288689909625308,10.332981217861963,13.50151502341028,10,10,,True
reference,Gompertz,2071,4.145994003633115,6.229678651695917,8.359065218222145,10.445857504016935,13.650713498146795,10,10,,True
reference,Gompertz,2072,4.127049965956492,6.306946879892674,8.413953304750343,10.541861466331373,13.779988651303988,10,10,,True
reference,Gompertz,2073,4.104993546340052,6.318482895726786,8.458630921608965,10.626951675651515,13.885582429442413,10,10,,True
reference,Gompertz,2074,4.101829856858484,6.357706804205362,8.511302630759964,10.692207133947338,14.028790708877384,10,10,,True
reference,Gompertz,2075,4.088768492497349,6.381403277439201,8.520871889456474,10.732665905162524,14.063542570333409,10,10,,True
reference,Gompertz,2076,4.071456848772952,6.363770552628202,8.529463027948328,10.758384114760766,14.116140953448411,10,10,,True
reference,Gompertz,2077,4.020839992912505,6.3425647930320554,8.528403603208613,10.753906506723064,14.10711077587305,10,10,,True
reference,Gompertz,2078,3.982657704419955,6.315502531802247,8.528455051239849,10.74447888892065,14.098571445622838,10,10,,True
reference,Gompertz,2079,3.957704370698259,6.2971225980741945,8.505314422093935,10.711065368776355,14.036888609590362,10,10,,True
reference,Gompertz,2080,3.8908416049383128,6.2618086231040175,8.471754567602638,10.708489625789568,13.988259107161273,10,10,,True
reference,Gompertz,2081,3.847298021392341,6.207943713067574,8.433197824262692,10.685078627467991,13.906562801792193,10,10,,True
reference,Gompertz,2082,3.803467497029501,6.144854518058278,8.392524873701992,10.615536006996017,13.80522784112127,10,10,,True
reference,Gompertz,2083,3.7658616283703665,6.084435459087331,8.343974801542611,10.546708876828887,13.702536671318297,10,10,,True
reference,Gompertz,2084,3.6910435155071584,6.028952588759346,8.293629818137335,10.445019942112328,13.596603227669991,10,10,,True
reference,Gompertz,2085,3.6236825509240322,5.9462470139034345,8.227800427248212,10.391843599701973,13.43758025497064,10,10,,True
reference,Gompertz,2086,3.595764902375409,5.868372443508831,8.130990464001787,10.323343891436028,13.30302176028529,10,10,,True
reference,Gompertz,2087,3.539447803797256,5.805778007559132,8.052863403722252,10.247331835145896,13.147813165655224,10,10,,True
reference,Gompertz,2088,3.480603936771286,5.734739527355317,7.958133614612254,10.122805920723472,13.039839249571601,10,10,,True
reference,Gompertz,2089,3.4180201421055756,5.65624096343196,7.846759080811173,9.98841247847867,12.937100949151501,10,10,,True
reference,Gompertz,2090,3.3518145501611825,5.588879448076142,7.752188171461716,9.875159131925464,12.791622813029754,10,10,,True
reference,Gompertz,2091,3.2849661661423553,5.505577953381386,7.653974009413343,9.739052583254097,12.596321029873295,10,10,,True
reference,Gompertz,2092,3.217587508563178,5.411580136972596,7.558141361749759,9.559235377677503,12.433289379173292,10,10,,True
reference,Gompertz,2093,3.1490819113495836,5.3046472662608375,7.433235296371473,9.409436122418144,12.370603309201917,10,10,,True
reference,Gompertz,2094,3.0779766965422786,5.210098376667672,7.287594062690005,9.244557376712093,12.199033019537298,10,10,,True
reference,Gompertz,2095,3.008817942336993,5.110903082141913,7.185322120727342,9.09205254230445,11.991919470730721,10,10,,True
reference,Gompertz,2096,2.9301575910872697,5.015734168364251,7.066737520278361,8.931779954700957,11.813954020928369,10,10,,True
reference,Gompertz,2097,2.8613775524617306,4.91522678812356,6.934442026820255,8.773801881803024,11.603109246564836,10,10,,True
