Scenario,Model,Year,rate_p5,rate_p25,rate_p50,rate_p75,rate_p95,n_countries_included,n_countries_total,countries_excluded,is_complete
maximum,Logistic,2071,1.5066333830179903,2.9689636451608807,5.210468209364137,9.744529434920281,28.288304322035074,10,10,,True
maximum,Logistic,2072,1.3112321654274348,2.567098461705486,4.665285488976737,8.700481876075093,26.9064201460359,10,10,,True
maximum,Logistic,2073,1.1393330882980979,2.2219613757126537,4.167484820776647,7.866445754713852,25.148246601540865,10,10,,True
maximum,Logistic,2074,0.9813633003304558,1.909986440816151,3.6561349919072006,7.008964458403304,23.251893848638,10,10,,True
maximum,Logistic,2075,0.8509369636809863,1.6740915632495719,3.2071584356373504,6.192718547995609,22.00699722151622,10,10,,True
maximum,Logistic,2076,0.7403817645069432,1.4574718395043729,2.8253407230555787,5.51040333199641,20.530045467155848,10,10,,True
maximum,Logistic,2077,0.6385458769259236,1.270167195381631,2.4656044979659835,4.8229958875470045,18.491510751635275,10,10,,True
maximum,Logistic,2078,0.547200901352095,1.1051435725295196,2.167988274380096,4.252797837913369,16.91024832505276,10,10,,True
maximum,Logistic,2079,0.4680821109190476,0.9609431108265092,1.8712504599209774,3.694467536686787,15.21407732646548,10,10,,True
maximum,Logistic,2080,0.4006913548829084,0.8329203200338404,1.6190117229392014,3.2207774374464586,13.592582194626466,10,10,,True
maximum,Logistic,2081,0.33939899458190936,0.7175920281438395,1.4036173918495858,2.7981467941137335,12.25827906044044,10,10,,True
maximum,Logistic,2082,0.28784894483305995,0.6137217219920208,1.223266499553228,2.413197523699246,10.66194947959998,10,10,,True
maximum,Logistic,2083,0.24458397305926424,0.5245632133143844,1.0566716292509666,2.07664273756893,9.474417097104885,10,10,,True
maximum,Logistic,2084,0.21105380299623164,0.4480060993032797,0.9000043322881243,1.789379540133153,8.289652442974345,10,10,,True
maximum,Logistic,2085,0.17968495016213143,0.3836573529033066,0.7776717078168456,1.5537123044898804,7.232806767199776,10,10,,True
maximum,Logistic,2086,0.15305457520459542,0.32652710183743217,0.663700605361236,1.3611893751165656,6.2732534172011,10,10,,True
maximum,Logistic,2087,0.1315981850071995,0.28546637047105194,0.5778951591773109,1.1857055857974999,5.451265402247478,10,10,,True
maximum,Logistic,2088,0.11203459121912643,0.24437853588258365,0.4978011784608095,1.0232000521416995,4.740125210656403,10,10,,True
maximum,Logistic,2089,0.09513426549348668,0.20979317848426604,0.43019669667922156,0.8767102274047888,4.156453231997927,10,10,,True
maximum,Logistic,2090,0.0821285606598768,0.18009926883722427,0.36866043831557255,0.7498140871512702,3.5106887951476504,10,10,,True
maximum,Logistic,2091,0.0703915159504918,0.1538955935700977,0.3127122156068667,0.6361846125232059,2.997700332363878,10,10,,True
maximum,Logistic,2092,0.059922733174756715,0.13115388806875206,0.26825447948583114,0.5435637418066654,2.52624589124042,10,10,,True
maximum,Logistic,2093,0.05113176775491759,0.11180396216213939,0.23155203425179105,0.47226180555543584,2.1554950096764443,10,10,,True
maximum,Logistic,2094,0.04344080779749005,0.09476968362451356,0.2008925634643827,0.4099542760254548,1.823856170309594,10,10,,True
maximum,Logistic,2095,0.03647528085761283,0.0810542432790231,0.17311760176690752,0.35269282745245645,1.5680825597853998,10,10,,True
maximum,Logistic,2096,0.030766168338081754,0.06917871196647668,0.1471232586731468,0.3044366729868549,1.3905873336914438,10,10,,True
maximum,Logistic,2097,0.02614484481602936,0.059251464653591705,0.1261719798980854,0.26193272151765734,1.1902280476534666,10,10,,True
maximum,Logistic,2098,0.021997545457545512,0.05143873411793076,0.10907453526896095,0.22493532037472244,1.0399277035202827,10,10,,True
maximum,Logistic,2099,0.01874417021268528,0.04354985015518212,0.09512438900705744,0.19488309399641035,0.9093347877539264,10,10,,True
maximum,Logistic,2100,0.01594269826974546,0.03753415143156604,0.08116977038385592,0.16707436818554197,0.7844454311875245,10,10,,True
maximum,Logistic,2101,0.013801999884597124,0.03251738446990457,0.07075291785133217,0.14664132028180787,0.6819354068445136,10,10,,True
maximum,Logistic,2102,0.011739082118147089,0.027890265884068538,0.06055954424004388,0.1272482933978521,0.5957738571251534,10,10,,True
maximum,Logistic,2103,0.00995574957665652,0.023930076478200335,0.05167512749013532,0.11096032179470379,0.5128646835468127,10,10,,True
maximum,Logistic,2104,0.008415637647023059,0.020494787016060088,0.043982042737081624,0.0965727555068105,0.4408081264815826,10,10,,True
maximum,Logistic,2105,0.0071238549616593665,0.017656594500616702,0.037650517941088646,0.08465896542453596,0.38084008314685747,10,10,,True
maximum,Logistic,2106,0.006038963374519709,0.015154746119743956,0.03192070711597744,0.07373346712460427,0.3265734737849186,10,10,,True
maximum,Logistic,2107,0.005173962811631672,0.013086931379033124,0.027192169330437076,0.06435984356255499,0.2827947660779931,10,10,,True
maximum,Logistic,2108,0.004374395283915065,0.011189213222129844,0.023107208765384704,0.05605816285283581,0.2484372534411559,10,10,,True
maximum,Logistic,2109,0.003714951349256676,0.009563888170576873,0.019960143887793144,0.04907141325895101,0.21107156335196298,10,10,,True
maximum,Logistic,2110,0.003150968431412945,0.008118619630425743,0.01718516502369234,0.042060831016878936,0.1766294459548909,10,10,,True
maximum,Logistic,2111,0.0026784671501463987,0.007016983748498584,0.014676726157432107,0.036684049573942945,0.1559610917981123,10,10,,True
maximum,Logistic,2112,0.002260625792899915,0.0059660140371247386,0.012784386155859378,0.032295992658588554,0.13247828498877937,10,10,,True
maximum,Logistic,2113,0.0019145366759068232,0.005150353883884137,0.011104343965292158,0.028077254138488206,0.11528489907141441,10,10,,True
maximum,Logistic,2114,0.001654048716761449,0.004428436777879948,0.009666289965847598,0.02459676124050685,0.10221638033408934,10,10,,True
maximum,Logistic,2115,0.0014030363110818162,0.003784241678417467,0.00854293794120891,0.021266307058275712,0.09174719622067821,10,10,,True
maximum,Logistic,2116,0.001195414241519223,0.003239345308709088,0.007377085648661676,0.018358394790108964,0.08173276461713201,10,10,,True
maximum,Logistic,2117,0.00101997880033964,0.0027700672715084062,0.006352641783976907,0.016148409664882613,0.0744830173202726,10,10,,True
maximum,Logistic,2118,0.0008753878062329386,0.002347147757174434,0.005513517333060387,0.014182780541139198,0.06583849480158672,10,10,,True
maximum,Logistic,2119,0.0007442761789891215,0.002018182161539016,0.0047460445052444535,0.012210277812464036,0.05889171137110296,10,10,,True
maximum,Logistic,2120,0.0006318576039184465,0.001719022926148874,0.004129498974350599,0.010566556238397591,0.051748091805798015,10,10,,True
maximum,Logistic,2121,0.0005324474228714701,0.0014826169236521244,0.003583218557338538,0.009359672142959378,0.04626350751207484,10,10,,True
maximum,Logistic,2122,0.00045246187310512713,0.0012705670337153183,0.0030866189738485124,0.008082123602127907,0.04091657055276686,10,10,,True
maximum,Logistic,2123,0.0003834976985177057,0.0011043372768094293,0.0026951998239398284,0.007068190789272738,0.03679970880690607,10,10,,True
maximum,Logistic,2124,0.0003267717737057576,0.0009411818502188715,0.0023217207927168854,0.006103601788930665,0.03318956285184689,10,10,,True
maximum,Logistic,2125,0.00027729797674897394,0.000803901843042978,0.0020045370349308592,0.00530833448195744,0.02987811103141774,10,10,,True
maximum,Logistic,2126,0.0002361798926788993,0.0006886106170704288,0.001734116344717692,0.004674533933450006,0.02696644436049532,10,10,,True
maximum,Logistic,2127,0.0002022570413172421,0.0005947742387674899,0.0014827999077664552,0.004056409942592942,0.023897873507731857,10,10,,True
maximum,Logistic,2128,0.00017472187323837394,0.0005175781449969795,0.0012769589840902606,0.003554669835567361,0.0217693887442929,10,10,,True
maximum,Logistic,2129,0.00014988689661893782,0.00044619670627907173,0.0011188591309394293,0.003096874532457518,0.01967918285069051,10,10,,True
maximum,Logistic,2130,0.00012650638129667416,0.00038555779578556957,0.0009619925169443049,0.0027290626367735995,0.017726841162448992,10,10,,True
maximum,Logistic,2131,0.00010754906443068737,0.00033226174745194423,0.0008263342903753293,0.0024302538055495817,0.01579109526961933,10,10,,True
maximum,Logistic,2132,9.132916997872778e-05,0.0002862014078430577,0.0007245785465886995,0.002156000945039119,0.014181886850417137,10,10,,True
maximum,Logistic,2133,7.741610369584967e-05,0.0002448213579562608,0.0006285050030126037,0.0019018590203181197,0.01234583305468061,10,10,,True
maximum,Logistic,2134,6.554726805730003e-05,0.00020963615070532184,0.0005472914031412828,0.001690433818543194,0.01091128130445183,10,10,,True
maximum,Logistic,2135,5.587850624352383e-05,0.00018104929454265678,0.00047880990975594773,0.0015094727382341765,0.009839274067868175,10,10,,True
maximum,Logistic,2136,4.78822210971114e-05,0.00015712596323493228,0.0004114315793814053,0.0013295719572656165,0.008750155457722666,10,10,,True
maximum,Logistic,2137,4.113862136733743e-05,0.0001339944332405772,0.00035678597463882866,0.0011543473848404286,0.007727144877058496,10,10,,True
maximum,Logistic,2138,3.465095315322366e-05,0.00011610707910647707,0.0003108485079332987,0.0010266607084583735,0.006934752355789807,10,10,,True
maximum,Logistic,2139,2.9567328358121753e-05,9.91712755332543e-05,0.000270770729573105,0.000891589097410045,0.006265987717062693,10,10,,True
maximum,Logistic,2140,2.5241034482059838e-05,8.540356681500633e-05,0.00023681063719550012,0.0007969502470578746,0.005716415009839042,10,10,,True
maximum,Logistic,2141,2.152984064774581e-05,7.326806621224958e-05,0.0002055992986368507,0.0007255792484047174,0.005277377094215191,10,10,,True
maximum,Logistic,2142,1.8157975972748716e-05,6.312549327625939e-05,0.00018018540316003565,0.0006514029340802813,0.004600474782675761,10,10,,True
maximum,Logistic,2143,1.5173054340253914e-05,5.427353245209416e-05,0.00015679824945905791,0.0005738969639118911,0.004004856352428301,10,10,,True
maximum,Logistic,2144,1.2695540059037641e-05,4.6804529234256375e-05,0.00013660294025496657,0.0005129728717083025,0.0036626058391145203,10,10,,True
maximum,Logistic,2145,1.0854246994341761e-05,4.053443701864523e-05,0.00011804369786720746,0.00045736058565434454,0.003362604706971882,10,10,,True
maximum,Logistic,2146,9.23086742920114e-06,3.482945824028847e-05,0.00010187127069608985,0.00040886459904902815,0.003027962776973338,10,10,,True
maximum,Logistic,2147,7.814540953978543e-06,2.9805645366414718e-05,8.92229109835201e-05,0.00036422488786723477,0.0027538309396876247,10,10,,True
maximum,Logistic,2148,6.6664994538930735e-06,2.5644925087448302e-05,7.689479756795482e-05,0.000316436350517837,0.0024902653884197315,10,10,,True
maximum,Logistic,2149,5.734476973211396e-06,2.225818048146868e-05,6.651083598592904e-05,0.00027610122388957876,0.002280903962600518,10,10,,True
maximum,Logistic,2150,4.895803667179506e-06,1.916048674113282e-05,5.8172449244743766e-05,0.0002463808169172043,0.002111015375165254,10,10,,True
maximum,Logistic,2151,4.151503871160562e-06,1.6540565224035105e-05,5.14996605151777e-05,0.00021572166518801908,0.0019562369010829627,10,10,,True
maximum,Logistic,2152,3.57463034432568e-06,1.4296564964367237e-05,4.558884506052969e-05,0.0001920725350616514,0.0017732269499488706,10,10,,True
maximum,Logistic,2153,3.08990949547824e-06,1.2409593667610605e-05,3.982034659889566e-05,0.00017105080750197353,0.001596938152557385,10,10,,True
maximum,Logistic,2154,2.6270064918958648e-06,1.0665321306976927e-05,3.460801436807772e-05,0.00015160227492614278,0.001438173587823768,10,10,,True
maximum,Logistic,2155,2.2362458899133008e-06,9.045656687420752e-06,3.028898341620415e-05,0.000132609301884234,0.0012951916932861525,10,10,,True
maximum,Logistic,2156,1.9011569287563095e-06,7.773830030468706e-06,2.6468110858518245e-05,0.00011858462583285413,0.001167572321329954,10,10,,True
maximum,Logistic,2157,1.6178181010526582e-06,6.724478472854724e-06,2.313119574680475e-05,0.00010440263968667648,0.0010524199853838157,10,10,,True
maximum,Logistic,2158,1.3814673044562342e-06,5.849747405906436e-06,2.0169536790540047e-05,9.108321852801501e-05,0.0009873373109940198,10,10,,True
maximum,Logistic,2159,1.1757082705898525e-06,5.003672388714882e-06,1.7378980760944204e-05,7.994831550509843e-05,0.0009418379794398898,10,10,,True
maximum,Logistic,2160,9.971357790308286e-07,4.314143396827276e-06,1.5192376901249519e-05,7.184173147174004e-05,0.0008490302232112311,10,10,,True
maximum,Logistic,2161,8.486189249363894e-07,3.731561120141822e-06,1.3215211094066795e-05,6.390856946681778e-05,0.0007937579609322416,10,10,,True
maximum,Logistic,2162,7.223287115897304e-07,3.1862722748849905e-06,1.1590994922425447e-05,5.7007032689123935e-05,0.0007491398618023575,10,10,,True
maximum,Logistic,2163,6.142115333086617e-07,2.7264808528959437e-06,1.0138460173539204e-05,5.011521898720642e-05,0.0007103007661528015,10,10,,True
maximum,Logistic,2164,5.189752827487587e-07,2.3483708300142807e-06,8.937762795300265e-06,4.463994195124229e-05,0.0006720816740574123,10,10,,True
maximum,Logistic,2165,4.3858023481149896e-07,2.0127680429435828e-06,7.81489730557443e-06,4.024301873318389e-05,0.0006349730287442922,10,10,,True
maximum,Logistic,2166,3.7909226417369474e-07,1.7524030836725594e-06,6.89735786524443e-06,3.645022914490934e-05,0.0005960234847898483,10,10,,True
maximum,Logistic,2167,3.2251233230507166e-07,1.5096087637485343e-06,6.098324002516079e-06,3.271907419781266e-05,0.0005641026896140996,10,10,,True
maximum,Logistic,2168,2.722233068216019e-07,1.296615714846819e-06,5.357084650478624e-06,2.95883664275424e-05,0.0005186137970119595,10,10,,True
maximum,Logistic,2169,2.280136541752935e-07,1.1134023526947587e-06,4.6260419775539904e-06,2.6197133973639152e-05,0.0004739007003508764,10,10,,True
maximum,Logistic,2170,1.9367908926597266e-07,9.579629710664851e-07,4.0098205368263375e-06,2.361452120344322e-05,0.00042467408711156383,10,10,,True
maximum,Logistic,2171,1.64699414291512e-07,8.311738488981244e-07,3.5017883781520094e-06,2.10196290667062e-05,0.00039111827350618637,10,10,,True
maximum,Logistic,2172,1.3862130330624756e-07,7.173421535985904e-07,3.0843270974020474e-06,1.8679966910757876e-05,0.0003647568251979132,10,10,,True
maximum,Logistic,2173,1.1636122033883016e-07,6.201501022845798e-07,2.676635858537882e-06,1.693807135621645e-05,0.000341603508556533,10,10,,True
maximum,Logistic,2174,9.94418158444038e-08,5.379108045129273e-07,2.344035915303084e-06,1.4899085542269146e-05,0.0003115052060511424,10,10,,True
maximum,Logistic,2175,8.392013601295855e-08,4.666674045263857e-07,2.0558051882555546e-06,1.3489025551514849e-05,0.00028338144023658805,10,10,,True
maximum,Logistic,2176,7.0832957742341e-08,4.060106997204543e-07,1.809762148730459e-06,1.2150147238144066e-05,0.0002578061233253017,10,10,,True
maximum,Logistic,2177,5.979005872427623e-08,3.447386512799099e-07,1.6065238952092635e-06,1.0869825758984866e-05,0.00023555869378439538,10,10,,True
maximum,Logistic,2178,5.047158758893826e-08,2.98164428163161e-07,1.4102686888424285e-06,9.674519412225645e-06,0.00022214493295845235,10,10,,True
maximum,Logistic,2179,4.2607811552698596e-08,2.584532146033349e-07,1.2171686780246496e-06,8.67907385788992e-06,0.00020851639102309035,10,10,,True
maximum,Gompertz,2030,0.44539111478325194,0.5451897755878528,0.5887640085951418,0.6280999757908896,0.6725081725447419,10,10,,True
maximum,Gompertz,2031,0.5194727983157956,0.6509731833115805,0.7133656662051853,0.772208645976233,0.8402735937151078,10,10,,True
maximum,Gompertz,2032,0.6056866370059717,0.7702368892621844,0.8601556421987648,0.9426895066355827,1.0410413266849652,10,10,,True
maximum,Gompertz,2033,0.7025786291082436,0.9040044834270506,1.0276347945749733,1.1402346948874813,1.2788713146526092,10,10,,True
maximum,Gompertz,2034,0.8114335750207189,1.0569424209585543,1.2223574139142328,1.3686652129174182,1.5557986955312222,10,10,,True
maximum,Gompertz,2035,0.9365986275139487,1.229430803648522,1.4395082078217727,1.6318333010418988,1.8774966398200037,10,10,,True
maximum,Gompertz,2036,1.067870680989601,1.4186338517236403,1.6837768990888033,1.932728578543568,2.24884458207466,10,10,,True
maximum,Gompertz,2037,1.2093053901909123,1.6261197638195009,1.9542970814425389,2.2731114505148167,2.6774536934817696,10,10,,True
maximum,Gompertz,2038,1.3643313305785136,1.860152200713514,2.2536068303675636,2.647662177623584,3.1616175796824493,10,10,,True
maximum,Gompertz,2039,1.52017326002604,2.103331365575541,2.578786719626858,3.063021553935956,3.697457910481884,10,10,,True
maximum,Gompertz,2040,1.711050085875965,2.3723842458819573,2.9398886616787525,3.5250470007872585,4.306588388314821,10,10,,True
maximum,Gompertz,2041,1.8977512804380638,2.65959254749208,3.3281368062506793,4.0330391893432385,4.9823124361100835,10,10,,True
maximum,Gompertz,2042,2.104976655347049,2.9687618639640467,3.753744739362298,4.596383547785887,5.725357449936257,10,10,,True
maximum,Gompertz,2043,2.3257232155462715,3.295729264047075,4.196101611085091,5.202991958236904,6.569547458376224,10,10,,True
maximum,Gompertz,2044,2.5649643183624224,3.6596808315449807,4.668870709675674,5.842287322469039,7.468419469423922,10,10,,True
maximum,Gompertz,2045,2.8132677555671735,4.040437894902688,5.158613529786686,6.5275457571221605,8.424833857506822,10,10,,True
maximum,Gompertz,2046,3.104370946356503,4.427768666094781,5.697921265220733,7.279775482037796,9.467377445652996,10,10,,True
maximum,Gompertz,2047,3.3655334476722376,4.839192295496432,6.275190696142111,8.054585040453107,10.57360137548052,10,10,,True
maximum,Gompertz,2048,3.625119781964524,5.2483400324679135,6.827785909190556,8.898740384618456,11.736870457989363,10,10,,True
maximum,Gompertz,2049,3.9201912822254865,5.683197572343554,7.47995401067475,9.802340306769263,12.95372034325777,10,10,,True
maximum,Gompertz,2050,4.2049697134382695,6.1326856205784575,8.1562606774026,10.755127814219907,14.258756490140932,10,10,,True
maximum,Gompertz,2051,4.440176026290675,6.563015337341885,8.824988403522914,11.740300441325788,15.611759519260506,10,10,,True
maximum,Gompertz,2052,4.73583010168301,7.042033373186002,9.46131985664331,12.738704608180136,16.99850254091738,10,10,,True
maximum,Gompertz,2053,5.001319086715632,7.5269118333098,10.146417497071077,13.800670144886203,18.524986166295548,10,10,,True
maximum,Gompertz,2054,5.285254310500743,7.9890728118723775,10.811699681839139,14.825564611768291,20.059398566157594,10,10,,True
maximum,Gompertz,2055,5.55561930199385,8.469436172820354,11.54505708903826,15.898841093958724,21.634826305473986,10,10,,True
maximum,Gompertz,2056,5.806538517835292,8.941483021329525,12.24700944011802,17.00192422398323,23.212335083905014,10,10,,True
maximum,Gompertz,2057,6.0969800714430225,9.432472629547478,12.94630093493095,18.170879933656803,24.757228118099782,10,10,,True
maximum,Gompertz,2058,6.355695505650927,9.916869811389983,13.663749374525104,19.26477747377619,26.328898391662154,10,10,,True
maximum,Gompertz,2059,6.589008131914563,10.39604550718797,14.363955553831008,20.393737965984002,27.89063455845187,10,10,,True
maximum,Gompertz,2060,6.7988301740265555,10.910961926683985,15.076021799820495,21.556851909676308,29.553707437883443,10,10,,True
maximum,Gompertz,2061,7.0074569592087235,11.378652597783688,15.770904601492383,22.5543225853949,31.18606567749163,10,10,,True
maximum,Gompertz,2062,7.176639871880394,11.795268908461663,16.42952493046367,23.57022898179829,32.84176585047365,10,10,,True
maximum,Gompertz,2063,7.403127848461092,12.23753494240053,17.121990424035594,24.563712493784454,34.401149467441925,10,10,,True
maximum,Gompertz,2064,7.5868258915970594,12.667685430110414,17.745049268211034,25.571617199362453,36.02511714031146,10,10,,True
maximum,Gompertz,2065,7.825734444820424,13.033744710839594,18.312927222193423,26.6212478818162,37.51300564854364,10,10,,True
maximum,Gompertz,2066,8.047698391773018,13.440123467400525,18.905877560418837,27.62305759882952,38.89695679036294,10,10,,True
maximum,Gompertz,2067,8.239232447023804,13.82576452546287,19.505941321175648,28.477552363356708,40.48853138781911,10,10,,True
maximum,Gompertz,2068,8.354300954911473,14.148333464228987,20.02443897979041,29.380688684511288,41.909739311540356,10,10,,True
maximum,Gompertz,2069,8.468496336960795,14.474180306649632,20.557280149817334,30.29496258969113,43.485480038454426,10,10,,True
maximum,Gompertz,2070,8.568981029046025,14.790358365171166,21.02068574312643,31.070439498740022,45.02307930810421,10,10,,True
maximum,Gompertz,2071,8.78746863938433,15.095792421286951,21.405732337838234,31.677695458555192,46.49838372109538,10,10,,True
maximum,Gompertz,2072,8.989592146996735,15.34601351703973,21.82322384502214,32.37606678558243,47.79091114555303,10,10,,True
maximum,Gompertz,2073,9.104519809160324,15.559924937515131,22.188313970632215,32.98553402839373,49.22608715658031,10,10,,True
maximum,Gompertz,2074,9.1997927818605,15.759428268429676,22.498402179794226,33.54047234131417,50.607932158500454,10,10,,True
maximum,Gompertz,2075,9.342605363891892,15.950868491130695,22.73271265922613,34.039515738288905,51.791597211787774,10,10,,True
maximum,Gompertz,2076,9.373499986391522,16.096179776144716,23.017986693956566,34.49373440381399,52.734397646075465,10,10,,True
maximum,Gompertz,2077,9.378380381778092,16.25421740637375,23.298621133351425,34.93925389720529,53.65790800446514,10,10,,True
maximum,Gompertz,2078,9.403716325963273,16.372796615825585,23.561283697495963,35.31530446680739,54.511669351552136,10,10,,True
maximum,Gompertz,2079,9.38541373830493,16.460196581270406,23.679956949238132,35.827631862141345,55.313602811810405,10,10,,True
maximum,Gompertz,2080,9.381959009039415,16.547891204072638,23.868205474853482,36.27220472380022,56.294314008395105,10,10,,True
maximum,Gompertz,2081,9.437030840162839,16.593412723756952,24.084435074702082,36.525034067623665,57.12437310258069,10,10,,True
maximum,Gompertz,2082,9.398550463855967,16.602654471683067,24.178485058224492,36.74783197428604,57.85631144976523,10,10,,True
maximum,Gompertz,2083,9.333115894697125,16.62104926888451,24.202838237109546,36.881641582079,58.388789037381244,10,10,,True
maximum,Gompertz,2084,9.260857844019704,16.60263337738909,24.19374127679317,36.98755792199974,58.79825340479519,10,10,,True
maximum,Gompertz,2085,9.230581727383544,16.563962526233716,24.151570820227597,37.04729624558031,59.23001318156655,10,10,,True
maximum,Gompertz,2086,9.110573885640896,16.51493565075735,24.009918239588135,37.10763172904716,59.664469720734516,10,10,,True
maximum,Gompertz,2087,9.0107242269487,16.4489838935281,23.928964585520383,37.09265112796204,59.91235516719749,10,10,,True
maximum,Gompertz,2088,8.879322073508558,16.362699223246665,23.79743094518672,37.0943403979253,60.072371079214776,10,10,,True
maximum,Gompertz,2089,8.787455538783242,16.245637075747393,23.634894334873096,37.040815581060286,60.16640019361454,10,10,,True
maximum,Gompertz,2090,8.665165548697315,16.096568005384867,23.559686044196347,36.99505127347238,60.184904865253664,10,10,,True
maximum,Gompertz,2091,8.534900150334705,15.950470024383225,23.360931339590692,36.723474279617,60.1961417721538,10,10,,True
maximum,Gompertz,2092,8.400889634379611,15.731357156684798,23.20986178314314,36.57049463585991,60.26616802574216,10,10,,True
maximum,Gompertz,2093,8.269326632235334,15.536727645296267,23.010749222412784,36.413111242030496,60.4602336212402,10,10,,True
maximum,Gompertz,2094,8.134179649929571,15.39834114025673,22.806246968528328,36.21888858262674,60.208642949154125,10,10,,True
maximum,Gompertz,2095,7.995893427461265,15.270092939017509,22.679081204825117,35.78963081217057,60.064409616220544,10,10,,True
maximum,Gompertz,2096,7.854893791419075,15.09464776101346,22.47802336627297,35.55232617437212,59.78334588038322,10,10,,True
maximum,Gompertz,2097,7.7115873021763335,14.905027820658912,22.178982955789188,35.270370550013546,59.41353153521949,10,10,,True
maximum,Gompertz,2098,7.542461112489446,14.682463608037523,21.881011846504137,34.81164348581247,59.06318174658763,10,10,,True
maximum,Gompertz,2099,7.39235310526597,14.44098560383205,21.623058558532215,34.36190506803396,58.62360952936872,10,10,,True
maximum,Gompertz,2100,7.248157931840924,14.224783580804825,21.317409668476145,33.95590472967103,58.31067984932812,10,10,,True
maximum,Gompertz,2101,7.103734254469342,14.007780014301558,20.987942828362492,33.59082048903224,58.02339884936386,10,10,,True
maximum,Gompertz,2102,6.9754282375891385,13.782867726446758,20.686258514634694,33.185785310675314,57.48560876597505,10,10,,True
maximum,Gompertz,2103,6.855490500203076,13.569121306091558,20.335347393273175,32.76819139742057,56.88753046654032,10,10,,True
maximum,Gompertz,2104,6.737222326527041,13.320944260556097,20.065967255801702,32.453505460510264,56.12781413668043,10,10,,True
maximum,Gompertz,2105,6.565157882500077,13.072359344708541,19.784212636548176,31.940699830863206,55.38638562322751,10,10,,True
maximum,Gompertz,2106,6.430315087858438,12.854373796367318,19.386366987152435,31.484269634387978,54.88029719899654,10,10,,True
maximum,Gompertz,2107,6.325565910300798,12.624100336386594,19.14232574870263,30.931060349568064,54.19148062778397,10,10,,True
maximum,Gompertz,2108,6.219174784492567,12.3781741566082,18.777612771919674,30.454383947645564,53.45519680894453,10,10,,True
maximum,Gompertz,2109,6.111381622199463,12.130742769898411,18.38171045955355,29.93526459618785,52.69311010278077,10,10,,True
maximum,Gompertz,2110,6.002416740816338,11.88167127479323,17.95593434446564,29.401105063126156,51.891929281861046,10,10,,True
maximum,Gompertz,2111,5.885710494518787,11.62191656865637,17.535333751584016,28.735745854607558,51.07227349040692,10,10,,True
maximum,Gompertz,2112,5.716560419945074,11.360261756870141,17.191521978999116,28.181489453367504,50.23641010048282,10,10,,True
maximum,Gompertz,2113,5.570760226566524,11.106342755475598,16.849722190989418,27.612975611378726,49.3201240612364,10,10,,True
maximum,Gompertz,2114,5.422608512372876,10.850152065661382,16.467448097414902,26.93746365953138,48.32223791669285,10,10,,True
maximum,Gompertz,2115,5.290422427008117,10.577585713930787,16.064302375688225,26.29362833653885,47.31189013755305,10,10,,True
maximum,Gompertz,2116,5.169666087129331,10.289872660373101,15.677570978718514,25.81023347925638,46.3890332098994,10,10,,True
maximum,Gompertz,2117,5.050106995155973,10.004509007016868,15.372934718673854,25.305521298947433,45.44840878794955,10,10,,True
maximum,Gompertz,2118,4.929497998238641,9.738082890467762,15.06931068651158,24.67599791448628,44.57723770130802,10,10,,True
maximum,Gompertz,2119,4.781230975758843,9.482151353907707,14.734975444114692,24.07312022849593,43.69569563706704,10,10,,True
maximum,Gompertz,2120,4.652411334814446,9.258193221833025,14.374673215170912,23.425031556510273,42.812980209780385,10,10,,True
maximum,Gompertz,2121,4.552665792640547,9.045903925099466,14.015393532417534,22.899902575458327,41.930470151715525,10,10,,True
maximum,Gompertz,2122,4.453492407947477,8.79660216914104,13.662339324404218,22.39709446859003,41.04945953028869,10,10,,True
maximum,Gompertz,2123,4.3549940533633045,8.575163929356428,13.324101217754933,21.899545787245337,40.1711434291324,10,10,,True
maximum,Gompertz,2124,4.255541024226842,8.330803149132782,13.011333642334783,21.37773899172356,39.29297745525212,10,10,,True
maximum,Gompertz,2125,4.14854524721554,8.123707460197444,12.702239986276986,20.9090688545476,38.44876160030453,10,10,,True
maximum,Gompertz,2126,4.025940431237874,7.922820217304871,12.380784509261222,20.311512945053067,37.659130476676545,10,10,,True
maximum,Gompertz,2127,3.9008609518490918,7.70996309828891,12.066634751047125,19.752991846508152,36.8593712213568,10,10,,True
maximum,Gompertz,2128,3.7788538538530485,7.510628058309113,11.74236635476461,19.24700552345745,36.077480475294855,10,10,,True
maximum,Gompertz,2129,3.659905440925268,7.32662526219362,11.433403171341372,18.782090728740176,35.24122902339177,10,10,,True
maximum,Gompertz,2130,3.543996517562258,7.125205480486904,11.13751822345154,18.325313873327083,34.33174508876782,10,10,,True
maximum,Gompertz,2131,3.4314411992274465,6.923113878073869,10.872227472187891,17.856732535891755,33.43220579924491,10,10,,True
maximum,Gompertz,2132,3.3218960034672427,6.703807251787204,10.605268768148282,17.35166437760477,32.58704604805902,10,10,,True
maximum,Gompertz,2133,3.2152756340772513,6.523038325815832,10.331208609501642,16.82998152758335,31.884138303157055,10,10,,True
maximum,Gompertz,2134,3.1115450014114616,6.355704714887324,10.027892818194886,16.3604408735753,31.053689507375612,10,10,,True
maximum,Gompertz,2135,3.022491725441671,6.1719394794125595,9.763141621172462,15.888879702698501,30.23054982906084,10,10,,True
maximum,Gompertz,2136,2.9415905652673193,5.987661243045971,9.47426863777397,15.42468301729392,29.422179364461147,10,10,,True
