Scenario,Country,Model,Year,rate_p5,rate_p25,rate_p50,rate_p75,rate_p95
reference,Middle East,Logistic,2050,0.033900289464353646,0.11771588782714666,0.20537329406075536,0.2923351135251128,0.380757407198627
reference,Middle East,Logistic,2051,0.03500660678758188,0.1234875303987295,0.21525175287865403,0.3132519693387662,0.4145550862797718
reference,Middle East,Logistic,2052,0.03534082398482298,0.1282553695358259,0.22261206265846062,0.33272506064088664,0.443773775749767
reference,Middle East,Logistic,2053,0.035677300571847155,0.13105568162756984,0.22963045164017132,0.3445163304988759,0.4795784640292537
reference,Middle East,Logistic,2054,0.03660818177116038,0.13329835873304172,0.23098935638408113,0.3525268786054257,0.5164969464119221
reference,Middle East,Logistic,2055,0.03704600412073664,0.13219137245167548,0.22909630125136293,0.35847068887120176,0.5495094449331339
reference,Middle East,Logistic,2056,0.03749648467630915,0.12872155216268755,0.22587653236695387,0.3587143020800325,0.5860672340020611
reference,Middle East,Logistic,2057,0.03663122325169882,0.12467632034283094,0.22010525580902554,0.3544103240023633,0.6308669193791967
reference,Middle East,Logistic,2058,0.036159842766024596,0.12047992088234263,0.20911877519196304,0.3494219511575595,0.6671604621873638
reference,Middle East,Logistic,2059,0.035082968989695255,0.11193486797704695,0.19923466030229137,0.33877399032763,0.7010245031587926
reference,Middle East,Logistic,2060,0.03368516439933259,0.10469115222755179,0.1869170297374713,0.3242100163401824,0.7336835306407468
reference,Middle East,Logistic,2061,0.03246349214993975,0.0949268155195785,0.17341577978531383,0.308360326933059,0.7531351194771888
reference,Middle East,Logistic,2062,0.031747392953076346,0.08573698746751578,0.15860910346546078,0.29558367246193606,0.7789033766988774
reference,Middle East,Logistic,2063,0.03005733487299029,0.0770257498554669,0.144753123317225,0.2778022277488245,0.7821885594433238
reference,Middle East,Logistic,2064,0.028501033754072626,0.06876703075226986,0.12932568223663696,0.26246743158796165,0.7742124329445328
reference,Middle East,Logistic,2065,0.02700651121129246,0.06113571416481493,0.11604725447937558,0.24311257042077278,0.752118734721583
reference,Middle East,Logistic,2066,0.02492896599597498,0.05355287328636255,0.10326617533930296,0.22665852912554402,0.7449173981996313
reference,Middle East,Logistic,2067,0.023113755207961478,0.04726989884460552,0.09201862320578193,0.2088611109399124,0.7156522929380638
reference,Middle East,Logistic,2068,0.02109920614934095,0.041386552536070216,0.08150837540682318,0.189819423972829,0.6979253224757787
reference,Middle East,Logistic,2069,0.019066109919267885,0.03595493514736296,0.0714728288862476,0.17171771574421812,0.6777419380222073
reference,Middle East,Logistic,2070,0.016773805770240343,0.031217868192775007,0.06249691567850358,0.15333346204125378,0.6644387019263699
reference,Middle East,Logistic,2071,0.014762220160055916,0.026993584820796977,0.05422314333295509,0.13671124729675632,0.620123499128207
reference,Middle East,Logistic,2072,0.012957473579157348,0.023444758447129812,0.047443239817715734,0.12076600905305496,0.5858849228437012
reference,Middle East,Logistic,2073,0.011099507541482617,0.019958734751485158,0.04133674523573839,0.1088352410111652,0.556534257297756
reference,Middle East,Logistic,2074,0.009536748976283028,0.017157534921788654,0.03581864464933853,0.0958908444942494,0.5238747286838549
reference,Middle East,Logistic,2075,0.008188796549800691,0.014825241287787014,0.031069691383256565,0.08583672640269327,0.48516249897697333
reference,Middle East,Logistic,2076,0.007046470623305867,0.012667145594705782,0.026837871031007546,0.07426628032780366,0.4377252757406304
reference,Middle East,Logistic,2077,0.005973224552779854,0.010873832139838021,0.02313802581193236,0.06458620575142633,0.39406516087614357
reference,Middle East,Logistic,2078,0.005138240028104785,0.009266934742194885,0.01968035069696862,0.05610258022181073,0.36528321720283163
reference,Middle East,Logistic,2079,0.0043668365082939345,0.007920085405325196,0.016797777911840152,0.048821067189387876,0.3333611000113652
reference,Middle East,Logistic,2080,0.003706113969211391,0.006808715836723929,0.014612075890750144,0.04355938137316009,0.3086434767425588
reference,Middle East,Logistic,2081,0.0031288539209470174,0.0057711033125030274,0.012614699216310109,0.03808583010561317,0.28660521336267286
reference,Middle East,Logistic,2082,0.0025992428121696396,0.004911694900963318,0.010873963920536193,0.03365415824251894,0.25908245129213364
reference,Middle East,Logistic,2083,0.002174549717292653,0.004201048002490044,0.00933993232770334,0.029464694078478373,0.23287036008084497
reference,Middle East,Logistic,2084,0.0018321906645867843,0.0035786592572088776,0.008025957764228592,0.02571622749548629,0.20682314437469282
reference,Middle East,Logistic,2085,0.0015320628015454366,0.003077800885178866,0.006893106869389351,0.02244971364637978,0.18210518525912134
reference,Middle East,Logistic,2086,0.001277957895329446,0.002601269524103307,0.0058904671664584156,0.01991661792000636,0.16051590233929983
reference,Middle East,Logistic,2087,0.0010615706302992997,0.002213410687273212,0.005088632248436088,0.017390666601850107,0.14106328953077507
reference,Middle East,Logistic,2088,0.0008781337051934845,0.0018747356482296097,0.00448032985767713,0.01513276302702936,0.12476356950455454
reference,Middle East,Logistic,2089,0.0007277999469806739,0.0015864276114527808,0.003844766116854826,0.013040021183914815,0.11386149677747465
reference,Middle East,Logistic,2090,0.0006035219077911935,0.0013387313724348652,0.003343524521608019,0.011444728460709415,0.10090574878095647
reference,Middle East,Logistic,2091,0.0005065984914922359,0.001129564995885689,0.0028824558155715954,0.009975712597529425,0.08908913083037223
reference,Middle East,Logistic,2092,0.0004215060199606211,0.0009490459585183246,0.002500214044351794,0.008660486646053761,0.07965111792476628
reference,Middle East,Logistic,2093,0.00035134565499705565,0.0007993625912895534,0.0021449192762150564,0.007549486943118903,0.07256950708468515
reference,Middle East,Logistic,2094,0.0002908633380546566,0.0006732287085148411,0.0018523635370510311,0.006618073614274531,0.0629499060679685
reference,Middle East,Logistic,2095,0.00024076522488515362,0.0005651381446524256,0.0015829964693451506,0.005735778661102776,0.0566255577610234
reference,Middle East,Logistic,2096,0.00019899346212110837,0.00047898393391797257,0.0013607894041515287,0.005010798552396797,0.049484815633058024
reference,Middle East,Logistic,2097,0.00016534251546713774,0.000402276755483359,0.0011660522409604904,0.0043920866472621865,0.04285108443420994
reference,Middle East,Logistic,2098,0.00013653681661047258,0.0003378449519489447,0.0010013572949414717,0.0038303368882246277,0.03687504783796905
reference,Middle East,Logistic,2099,0.00011363041159218085,0.0002852623291639885,0.0008556805433982398,0.0033076054328061225,0.03171982652041554
reference,Middle East,Logistic,2100,9.444588526912013e-05,0.00024070303150832998,0.0007377050013687927,0.002909662361179078,0.0280957238212761
reference,Middle East,Logistic,2101,7.876467397999643e-05,0.000204238391457469,0.0006333756751712921,0.0025178651584464983,0.0251585592032741
reference,Middle East,Logistic,2102,6.553619013112467e-05,0.0001717498983723785,0.0005391198345432205,0.002210259955883217,0.022690215699814036
reference,Middle East,Logistic,2103,5.4172388859946836e-05,0.00014330085484911238,0.00046339065871124163,0.0019453113290445385,0.020253162179763005
reference,Middle East,Logistic,2104,4.510735093347541e-05,0.00012035314812550046,0.0003959964306494373,0.0016876073465659043,0.017795103586673366
reference,Middle East,Logistic,2105,3.714963877885557e-05,0.00010059060321880956,0.00033682462501175643,0.0014695091437115298,0.015344567464436444
reference,Middle East,Logistic,2106,3.060989379857417e-05,8.463006073456208e-05,0.0002858044790613932,0.0012924337752688458,0.013458332494984116
reference,Middle East,Logistic,2107,2.5302755784540996e-05,7.102211047609607e-05,0.0002452847921434188,0.0011183891684764067,0.012188066508573634
reference,Middle East,Logistic,2108,2.108856157729284e-05,6.009433092513471e-05,0.00020906096491802594,0.0009771348036706304,0.0105586877324832
reference,Middle East,Logistic,2109,1.762403832818345e-05,5.069478849835083e-05,0.0001797565017793235,0.0008523648634013994,0.009175882544529047
reference,Middle East,Logistic,2110,1.464823696746617e-05,4.256478162900368e-05,0.00015224262644435851,0.0007455381681058734,0.007986874391828018
reference,Middle East,Logistic,2111,1.2048296892534356e-05,3.591687671374012e-05,0.00013144328955566798,0.0006504486694293659,0.007113804431652489
reference,Middle East,Logistic,2112,9.991187617549658e-06,3.030541400999713e-05,0.00011140636173503244,0.0005686554596638425,0.006342802487611302
reference,Middle East,Logistic,2113,8.321344680222908e-06,2.5391808372381964e-05,9.507291154259026e-05,0.0004945315701253074,0.005557361016969656
reference,Middle East,Logistic,2114,6.932258034893462e-06,2.156590730194303e-05,8.078711629341238e-05,0.0004315785246390642,0.004981961532557914
reference,Middle East,Logistic,2115,5.7322079633089546e-06,1.8054537991651466e-05,7.02903469198391e-05,0.00037551226437979946,0.004555080512259931
reference,Middle East,Logistic,2116,4.732149142322397e-06,1.5195949551865901e-05,5.983624746358744e-05,0.0003273926499456785,0.003948724425879091
reference,Middle East,Logistic,2117,3.919136845659141e-06,1.272116369413172e-05,5.081500880453475e-05,0.00028505375450223674,0.0035023402029739463
reference,Middle East,Logistic,2118,3.252729529154283e-06,1.077508555756137e-05,4.3511832715298494e-05,0.00024957687636194736,0.0031341768779026466
reference,Middle East,Logistic,2119,2.6996371402263e-06,9.121651860197205e-06,3.720126255972616e-05,0.00021863204981811883,0.002716581332258202
reference,Middle East,Logistic,2120,2.2354132414619356e-06,7.638043248470037e-06,3.190014371137848e-05,0.00018877115754476997,0.002464989725034855
reference,Middle East,Logistic,2121,1.838187756788408e-06,6.424945617962229e-06,2.743444647423789e-05,0.00016506065674342513,0.0021919780131581974
reference,Middle East,Logistic,2122,1.5146080754332288e-06,5.38946390286131e-06,2.347558243007319e-05,0.000141947366744401,0.0019750441693669103
reference,Middle East,Logistic,2123,1.256926728919463e-06,4.498475385811522e-06,1.9851279201967288e-05,0.0001250732410660363,0.0017590573581899335
reference,Middle East,Logistic,2124,1.046201664267153e-06,3.7999313120265523e-06,1.69188823394847e-05,0.00010998481574949852,0.0015602417690991422
reference,Middle East,Logistic,2125,8.656259941798984e-07,3.2005282669231185e-06,1.4443659535936433e-05,9.664783736360436e-05,0.001390048493206574
reference,Middle East,Logistic,2126,7.118682804008719e-07,2.6870670360965447e-06,1.241054778213646e-05,8.393878852031361e-05,0.001251710382718112
reference,Middle East,Logistic,2127,5.846290697376228e-07,2.262132142422026e-06,1.05887733360987e-05,7.283249973704943e-05,0.0011051686191110254
reference,Middle East,Logistic,2128,4.817693970107368e-07,1.894414705762392e-06,8.926906226539833e-06,6.37377640322767e-05,0.0009885092510832922
reference,Middle East,Logistic,2129,4.0073648549315786e-07,1.5999448602006575e-06,7.550233691161279e-06,5.5650085420764155e-05,0.0008857982769718386
reference,Middle East,Logistic,2130,3.3355124140681645e-07,1.3478876492045788e-06,6.484316670595509e-06,4.881301369382813e-05,0.0007881147097270566
reference,Middle East,Logistic,2131,2.76272395339476e-07,1.140576106691233e-06,5.526441777694215e-06,4.2350547731247097e-05,0.0007064907270197342
reference,Middle East,Logistic,2132,2.2827116722923898e-07,9.614723405815015e-07,4.735302735752409e-06,3.664637008014874e-05,0.0006323080146629148
reference,Middle East,Logistic,2133,1.8855478373958212e-07,8.00652343491689e-07,4.018511547811926e-06,3.1743531118711136e-05,0.0005616042120903829
reference,Middle East,Logistic,2134,1.557485710794084e-07,6.781804560383897e-07,3.436260937314068e-06,2.7846630111820334e-05,0.0004982851829484828
reference,Middle East,Logistic,2135,1.2865024165721575e-07,5.684799357136112e-07,2.9581661201591387e-06,2.4491520782781062e-05,0.0004404205151433271
reference,Middle East,Logistic,2136,1.0597436357487045e-07,4.760460636435852e-07,2.5002553563395012e-06,2.126163728908812e-05,0.00038323260404054724
reference,Middle East,Logistic,2137,8.737102459070752e-08,4.0029933135317564e-07,2.1379015433664113e-06,1.823588546193879e-05,0.000347837000034608
reference,Middle East,Logistic,2138,7.21651737696959e-08,3.3692246408562055e-07,1.816603612427741e-06,1.5490139085001636e-05,0.0003181437430648596
reference,Middle East,Logistic,2139,5.961662550981504e-08,2.821541859551819e-07,1.5484379258073843e-06,1.3472970779989462e-05,0.000289347374858813
reference,Middle East,Logistic,2140,4.9234617453654916e-08,2.358076955393689e-07,1.3219875245819964e-06,1.175840209799044e-05,0.0002562886199985406
reference,Middle East,Logistic,2141,4.065644445956648e-08,1.9873367681567288e-07,1.1301894259561688e-06,1.0089903084916596e-05,0.00022810437575148068
reference,Middle East,Logistic,2142,3.3681515301809536e-08,1.679876286567456e-07,9.679101412394203e-07,8.784182326170801e-06,0.0002040661701031359
reference,Middle East,Logistic,2143,2.7880702511629133e-08,1.4158105483729526e-07,8.264368008917215e-07,7.578307687838025e-06,0.0001809007880817657
reference,Middle East,Logistic,2144,2.3033144185959924e-08,1.1916643044486847e-07,7.088208005840187e-07,6.604257299062425e-06,0.00016347921065860364
reference,Middle East,Logistic,2145,1.90401559531116e-08,9.951307890491666e-08,6.037301596469003e-07,5.814305813656406e-06,0.00014520830527601776
reference,Middle East,Logistic,2146,1.5739411414358e-08,8.337846758046614e-08,5.187612919033133e-07,5.080866933063479e-06,0.0001303782740892832
reference,Middle East,Logistic,2147,1.3032362895622733e-08,7.026263488615487e-08,4.428680080187228e-07,4.392013942941777e-06,0.00011719992021050682
reference,Middle East,Logistic,2148,1.0791743851278593e-08,5.9009913116543686e-08,3.736420893842573e-07,3.744089859541187e-06,0.00010678837192308778
reference,Middle East,Logistic,2149,8.931263133906974e-09,4.970180609836982e-08,3.177374667263152e-07,3.229215666012715e-06,9.567029139767537e-05
reference,Middle East,Logistic,2150,7.353361136872724e-09,4.1692572359443484e-08,2.7070284352480547e-07,2.8087778919709688e-06,8.580987738550094e-05
reference,Middle East,Logistic,2151,6.0682431940385225e-09,3.477491195374827e-08,2.32046642422392e-07,2.4100480574549905e-06,7.640562012181335e-05
reference,Middle East,Logistic,2152,5.010016425196604e-09,2.9105455314296e-08,1.9754626444991388e-07,2.1329466163093107e-06,6.895099026987498e-05
reference,Middle East,Logistic,2153,4.136331667330144e-09,2.4478264891266223e-08,1.6965186880521995e-07,1.8908826801469725e-06,6.419876955043605e-05
reference,Middle East,Logistic,2154,3.412192238148392e-09,2.0622028388257543e-08,1.4442779882423544e-07,1.6600163872958115e-06,5.819949588300568e-05
reference,Middle East,Logistic,2155,2.8170096700792244e-09,1.7296426179935915e-08,1.2295407683747753e-07,1.4531922251408764e-06,5.26768363061779e-05
reference,Middle East,Logistic,2156,2.3294254661561163e-09,1.4579585923808777e-08,1.0522912222700241e-07,1.2721365100001749e-06,4.797104124291259e-05
reference,Middle East,Logistic,2157,1.9242299697698678e-09,1.2251270804548028e-08,8.979038064970514e-08,1.1136387500768093e-06,4.340878088456428e-05
reference,Middle East,Logistic,2158,1.5888849625510097e-09,1.0233564150853746e-08,7.640993241856874e-08,9.740048215075548e-07,3.974033541521872e-05
reference,Middle East,Logistic,2159,1.3099393873436229e-09,8.597436976827772e-09,6.505787793210009e-08,8.421576521125477e-07,3.57899305376768e-05
reference,Middle East,Logistic,2160,1.0804647375447476e-09,7.246455099306553e-09,5.498915183906445e-08,7.349829771394549e-07,3.199016161279831e-05
reference,Middle East,Logistic,2161,8.916444027481992e-10,6.113764189960509e-09,4.72205542319166e-08,6.370226075158728e-07,2.8355008089881323e-05
reference,Middle East,Logistic,2162,7.349318552097745e-10,5.097946265717316e-09,4.0184180621793555e-08,5.511799410174006e-07,2.5304842010681198e-05
reference,Middle East,Logistic,2163,6.075435603734897e-10,4.282894095499292e-09,3.4330842422847656e-08,4.772369406459944e-07,2.3027366557995483e-05
reference,Middle East,Logistic,2164,5.014863170420588e-10,3.5829758980531613e-09,2.9254412877856106e-08,4.12406230278426e-07,2.050149086304305e-05
reference,Middle East,Logistic,2165,4.13737541207599e-10,2.99105825376955e-09,2.4881179899419977e-08,3.557017961841983e-07,1.822104942516127e-05
reference,Middle East,Logistic,2166,3.4134330267636624e-10,2.49837319001616e-09,2.124248078868376e-08,3.0724999371174593e-07,1.6827986444946293e-05
reference,Middle East,Logistic,2167,2.809579020137081e-10,2.0909692604193296e-09,1.8101399782961773e-08,2.645944491077173e-07,1.5498870811908557e-05
reference,Middle East,Logistic,2168,2.3142179893169814e-10,1.75498596141174e-09,1.542478379083316e-08,2.2878884778165214e-07,1.4139563753789881e-05
reference,Middle East,Logistic,2169,1.9049827815613217e-10,1.475405001039117e-09,1.309734643136776e-08,2.000813794928102e-07,1.254683804945541e-05
reference,Middle East,Logistic,2170,1.568201366380876e-10,1.24374541401581e-09,1.1110449280164302e-08,1.7240921538719367e-07,1.1308489602357267e-05
reference,Middle East,Logistic,2171,1.2904800476402713e-10,1.0484597532589874e-09,9.408880155822166e-09,1.483186085290079e-07,1.0029576198010806e-05
reference,Middle East,Logistic,2172,1.0647866726664141e-10,8.78399980053057e-10,8.041490181713971e-09,1.3007641979986477e-07,8.930853567688086e-06
reference,Middle East,Logistic,2173,8.818557209294129e-11,7.368957690922017e-10,6.824043070087517e-09,1.1197557404815617e-07,8.069418685990527e-06
reference,Middle East,Logistic,2174,7.27449215810991e-11,6.157182316303985e-10,5.82312621323761e-09,9.652581884937711e-08,7.354042002235401e-06
reference,Middle East,Logistic,2175,5.997458102207856e-11,5.193649867046141e-10,4.964668339020501e-09,8.543664861971123e-08,6.786529552932223e-06
reference,Middle East,Logistic,2176,4.961342285366436e-11,4.3602863911652973e-10,4.25783026561503e-09,7.55562334988727e-08,6.2775598128639645e-06
reference,Middle East,Logistic,2177,4.096793914801116e-11,3.6588402048260747e-10,3.6569939873669753e-09,6.619003046796546e-08,5.806970618854639e-06
reference,Middle East,Logistic,2178,3.380486933168503e-11,3.060967431433388e-10,3.102464437037173e-09,5.7921964039985305e-08,5.367454837840378e-06
reference,Middle East,Logistic,2179,2.7894361520722387e-11,2.5689294109045214e-10,2.633171673059754e-09,5.127107578252265e-08,4.732316560854764e-06
reference,Middle East,Gompertz,2030,0.011435763357585711,0.01646495456405076,0.01998031603066687,0.022664639411981,0.02521329301679949
reference,Middle East,Gompertz,2031,0.012405726715759425,0.018692708376282813,0.02324857392361386,0.027164587096823622,0.030858653750826165
reference,Middle East,Gompertz,2032,0.013357981397730943,0.02108090164326015,0.026871860259516288,0.032099166887268195,0.03740486400683802
reference,Middle East,Gompertz,2033,0.014420318879807933,0.023614072809148658,0.030848557113395292,0.03762205161514284,0.04485655082675639
reference,Middle East,Gompertz,2034,0.015458260002394053,0.026333354609929024,0.034985847516413024,0.043689642731116245,0.05332036573312299
reference,Middle East,Gompertz,2035,0.016509570673202828,0.029142485490814773,0.039479936819455774,0.050487498570156705,0.06278888503622833
reference,Middle East,Gompertz,2036,0.01757149068638273,0.03202030190065372,0.0441946006158947,0.05777197627334599,0.07333252561561697
reference,Middle East,Gompertz,2037,0.01873649755693203,0.03496762024548187,0.04908304631528238,0.0656006339309909,0.08473212582418668
reference,Middle East,Gompertz,2038,0.01991776188966975,0.03799000790236371,0.054221468784346416,0.07409572700954604,0.09747492748324849
reference,Middle East,Gompertz,2039,0.020967593091414872,0.04094662273874975,0.05974967171404254,0.08294591930576652,0.11111225962332918
reference,Middle East,Gompertz,2040,0.021955172416403154,0.04402707482115045,0.0653700655941326,0.0923365822507012,0.12545054103374897
reference,Middle East,Gompertz,2041,0.02286596820108996,0.04728690405516417,0.07093708665830856,0.10209541361911428,0.14128089290376908
reference,Middle East,Gompertz,2042,0.02366746652207384,0.05056939063731776,0.07711897555477525,0.1119843358547245,0.1579828226386584
reference,Middle East,Gompertz,2043,0.024617917542262783,0.05365008022394735,0.08353173901180327,0.12250034798179221,0.17548249596027315
reference,Middle East,Gompertz,2044,0.02537715460057662,0.056417265019946906,0.08990505615402074,0.13329665828435525,0.19323074438233784
reference,Middle East,Gompertz,2045,0.026108025709934778,0.05920457602293998,0.09582404760468613,0.1439133885333995,0.211490410885612
reference,Middle East,Gompertz,2046,0.027175532241091233,0.0620397014114544,0.10184736412058112,0.15442322083255475,0.2308575216409159
reference,Middle East,Gompertz,2047,0.028080551566777356,0.0647141829526883,0.10803352701895041,0.16613770973966438,0.250733390922975
reference,Middle East,Gompertz,2048,0.028787287297362702,0.06732124144102235,0.113681424740216,0.17771910288099457,0.270057334558131
reference,Middle East,Gompertz,2049,0.029318693589303307,0.06965737100960152,0.12031617657209244,0.18901019508536138,0.2897026064399054
reference,Middle East,Gompertz,2050,0.029558958612906385,0.07223561375001689,0.12586156616313499,0.20042710177602027,0.30941106095971876
reference,Middle East,Gompertz,2051,0.030069555857044756,0.07431692884567151,0.13180170730485335,0.21116718723939482,0.32921135737770896
reference,Middle East,Gompertz,2052,0.03052258323249896,0.07597879600741954,0.1369423768044361,0.22169984428597386,0.34977865350841114
reference,Middle East,Gompertz,2053,0.030954358706757737,0.07759862239765436,0.14181107460329556,0.23328503597869815,0.36853167623282657
reference,Middle East,Gompertz,2054,0.031025212445740344,0.07927410237009537,0.1473270172001484,0.24398292626449813,0.38671489617434757
reference,Middle East,Gompertz,2055,0.03119593388973819,0.08036540257166595,0.15258570228150323,0.2538436417043689,0.4046872435253418
reference,Middle East,Gompertz,2056,0.031292295718443906,0.08105533238490567,0.15640698839219103,0.26178435893466945,0.4211628309365778
reference,Middle East,Gompertz,2057,0.03118155691785362,0.08192177047467068,0.16022211919698404,0.27083577521959185,0.4387663769653564
reference,Middle East,Gompertz,2058,0.031245005483909547,0.08260927356111937,0.16376502442187926,0.2789406711163976,0.456432031561475
reference,Middle East,Gompertz,2059,0.0315367890232938,0.0828356512044928,0.16812108915026552,0.2873349314385751,0.4697060374489113
reference,Middle East,Gompertz,2060,0.03145369506219371,0.08323580098868555,0.17112135203090778,0.295027006070313,0.48484384773938677
reference,Middle East,Gompertz,2061,0.03135066357538582,0.08337933267985344,0.17444109559906568,0.3016394851515379,0.498465017278634
reference,Middle East,Gompertz,2062,0.030875143058279597,0.08335990198748267,0.17727763516260842,0.3095428739837043,0.5111260863619168
reference,Middle East,Gompertz,2063,0.03093073235403892,0.08351389493805822,0.17976467664840745,0.3156882501582981,0.5229558143479852
reference,Middle East,Gompertz,2064,0.030828777055967583,0.08335170774215847,0.18173982592237725,0.3221095431250623,0.5343372646521724
reference,Middle East,Gompertz,2065,0.0306681439379392,0.08338450188928531,0.18336326655627794,0.32761910976142977,0.5443041071737256
reference,Middle East,Gompertz,2066,0.030432176666125545,0.08291261238663555,0.18444270592383527,0.3312295831177,0.5517531357067141
reference,Middle East,Gompertz,2067,0.030140340766187428,0.0824899334595043,0.18537359477214727,0.33341381518547486,0.5587962567497903
reference,Middle East,Gompertz,2068,0.030119496396800487,0.08193791297423254,0.1850682846141979,0.3361216288375115,0.5644973343863444
reference,Middle East,Gompertz,2069,0.029878898238694298,0.08078840540536908,0.18478032636658254,0.33823490208846874,0.5686651246549147
reference,Middle East,Gompertz,2070,0.029177786802317366,0.08039723027568502,0.18436359907715372,0.3406499808961282,0.5712052277844161
reference,Middle East,Gompertz,2071,0.02877708951780113,0.0793032782153204,0.18368124097222438,0.34347238708798755,0.5745459945743732
reference,Middle East,Gompertz,2072,0.028281455625340044,0.07840635628568265,0.18283143497020488,0.34562377060882155,0.5769587951037591
reference,Middle East,Gompertz,2073,0.027581922820353516,0.07749764854706782,0.18239190767276958,0.346152588603209,0.5783686315478022
reference,Middle East,Gompertz,2074,0.02691440827473358,0.07552069953062303,0.1806762500379595,0.34761333278954487,0.5766932617892924
reference,Middle East,Gompertz,2075,0.02639151510102668,0.07434249242688598,0.17995068488435292,0.3487376198481022,0.5744209130753679
reference,Middle East,Gompertz,2076,0.025845820599249114,0.07294675727756417,0.17777221961779946,0.3483780274373083,0.5724862801759901
reference,Middle East,Gompertz,2077,0.025147198825088087,0.07104628326603926,0.17679237200372713,0.3470580519173216,0.571091783237458
reference,Middle East,Gompertz,2078,0.024392442047574268,0.06992463490776012,0.17485662724553835,0.3464010136490463,0.5687427004481369
reference,Middle East,Gompertz,2079,0.023641655835504205,0.06817872390486027,0.17332877698930135,0.3440376432817685,0.5656924813734404
reference,Middle East,Gompertz,2080,0.023077036699243325,0.06646034000091669,0.17022249115749655,0.3447856090725603,0.5620539846167967
reference,Middle East,Gompertz,2081,0.02241852410547371,0.06519495730108435,0.16808570050205102,0.34222165779536873,0.5554648371840398
reference,Middle East,Gompertz,2082,0.021769821779017186,0.06364347259050354,0.16635780999413774,0.3369013165746478,0.5515156083048319
reference,Middle East,Gompertz,2083,0.021120063982279398,0.06163063990795138,0.163011941519065,0.33203339852539054,0.5452050074076068
reference,Middle East,Gompertz,2084,0.020499523535258142,0.05990164658521334,0.16036974502884904,0.3262043672589826,0.5402619798775209
reference,Middle East,Gompertz,2085,0.01986483662573023,0.05850114930708249,0.15839956104553748,0.32173897805557855,0.5369634804072663
reference,Middle East,Gompertz,2086,0.019090429596887736,0.056721259512083955,0.15473403467986885,0.319206694701319,0.5310916580245763
reference,Middle East,Gompertz,2087,0.018444193371842967,0.055872440434151835,0.15100216886891918,0.3153075590772855,0.5229201185481729
reference,Middle East,Gompertz,2088,0.017791450140325106,0.05419618333303214,0.14731188325678718,0.3116788541459184,0.5163338384047719
reference,Middle East,Gompertz,2089,0.017047966811206156,0.05276066851190088,0.14468518892108287,0.30654903401030814,0.5090086812281358
reference,Middle East,Gompertz,2090,0.016436451266789612,0.051482702075098793,0.14122877389420718,0.30224043458450967,0.5003667361853898
reference,Middle East,Gompertz,2091,0.015837803429088818,0.05015600590234697,0.13725109843196512,0.29656337823039336,0.4927069549918421
reference,Middle East,Gompertz,2092,0.015287559698555917,0.0485081949110066,0.13395389083261766,0.29159240811111026,0.4848685359867581
reference,Middle East,Gompertz,2093,0.014690434646414575,0.047186243216549385,0.13110732361985228,0.28531264287412794,0.4759743692077444
reference,Middle East,Gompertz,2094,0.014100554751164436,0.04568888110074217,0.1284745688864865,0.27906598900872304,0.4680477497900425
reference,Middle East,Gompertz,2095,0.013616923547870571,0.04442461225714374,0.12522990404643503,0.27441597859815836,0.45805379748138814
reference,Middle East,Gompertz,2096,0.013064380970718435,0.04318307239271967,0.12192518395813914,0.27004944093700145,0.4487887460491344
reference,Middle East,Gompertz,2097,0.012743431612613824,0.04162106526176319,0.11838851693448141,0.2633140755994909,0.439767582317277
reference,Middle East,Gompertz,2098,0.01228341684067841,0.04012645619392559,0.11539672902131248,0.25753361006098147,0.43061936690801633
reference,Middle East,Gompertz,2099,0.011702678489071604,0.03884600115410291,0.11241181502084013,0.25121653419513096,0.4223249933011149
reference,Middle East,Gompertz,2100,0.011155172181782134,0.03738750343494217,0.10865858989448939,0.24603646865911297,0.41433464324211733
reference,Middle East,Gompertz,2101,0.010581129823045755,0.036124615795564155,0.1053787493969184,0.24049106447735794,0.40406045174618543
reference,Middle East,Gompertz,2102,0.010099938370168923,0.03492706440376575,0.10267798363860654,0.23425938406270466,0.39475586792638906
reference,Middle East,Gompertz,2103,0.009768396356343348,0.03366207779547487,0.10005739806233833,0.2278463797795961,0.38717466258577343
reference,Middle East,Gompertz,2104,0.0094104408449072,0.03259212856027939,0.09711988895817214,0.22325669567377754,0.3796735935529207
reference,Middle East,Gompertz,2105,0.009007223010386043,0.031230178391992575,0.09400349494291937,0.21793244348920654,0.37190811655710787
reference,Middle East,Gompertz,2106,0.008541015610081354,0.030104565398937286,0.09125074985552632,0.21149477723577098,0.36452627119826536
reference,Middle East,Gompertz,2107,0.008119022450505898,0.028983156567114372,0.08838336884674117,0.20627531245676142,0.3567641522910866
reference,Middle East,Gompertz,2108,0.0077665856875432275,0.0280679970038811,0.08538412751119415,0.20094976982802298,0.34724755553786063
reference,Middle East,Gompertz,2109,0.007405847791859408,0.026931554645382737,0.08331290792509194,0.19625025724657152,0.3392039682155869
reference,Middle East,Gompertz,2110,0.007063533512536398,0.026095675981897902,0.08088966788579002,0.1906484938235946,0.3312149957264406
reference,Middle East,Gompertz,2111,0.006715982266426596,0.02524536694287962,0.07795612773496274,0.18578680899999506,0.3248231341877213
reference,Middle East,Gompertz,2112,0.006378757226030997,0.024365512074490614,0.07514328747865562,0.18036021799243468,0.3167192306551089
reference,Middle East,Gompertz,2113,0.0060564792871152,0.02352024370161917,0.07250878636288005,0.17516056682857678,0.3082341866565568
