Scenario,Country,Model,Year,rate_p5,rate_p25,rate_p50,rate_p75,rate_p95
reference,UK,Logistic,2030,0.01102949115041813,0.016105678672749417,0.018520575150762206,0.020301063160040055,0.021651460099820406
reference,UK,Logistic,2031,0.012055518573743713,0.018467013384823615,0.021741307078901696,0.024207793953592755,0.026122371976297937
reference,UK,Logistic,2032,0.013164147783535618,0.02117204896502966,0.02552787083110503,0.028840811050957683,0.03147885037548902
reference,UK,Logistic,2033,0.01434366191970072,0.024249588966423825,0.02992830697137372,0.03432249594454665,0.03788708539870802
reference,UK,Logistic,2034,0.015582907024314578,0.027728128315637438,0.034980979998718964,0.04080118728247274,0.04555053726280517
reference,UK,Logistic,2035,0.016945300934610646,0.03161912816503826,0.0408930134735462,0.048418238250972884,0.054680504141790896
reference,UK,Logistic,2036,0.018396103807348997,0.0360672725106693,0.047740337258522045,0.0573227898034578,0.065417089499056
reference,UK,Logistic,2037,0.019932100535320504,0.04084150031826747,0.05566580149155363,0.06772202099573933,0.07798597825026031
reference,UK,Logistic,2038,0.02162144497106789,0.046417293551453756,0.06468725747279047,0.07990501542490334,0.09263284912049771
reference,UK,Logistic,2039,0.023383886759646075,0.05242173886906923,0.07520167259349084,0.0939958677483785,0.10992492636852763
reference,UK,Logistic,2040,0.025245980459871843,0.05902174154905603,0.08700106198806597,0.11039199698624369,0.12987840460239683
reference,UK,Logistic,2041,0.027320201501703244,0.06636034790449921,0.10046734289691175,0.12909441870954866,0.15218259141166252
reference,UK,Logistic,2042,0.02956527252444623,0.07440705546112775,0.1151699430509415,0.14972353926651444,0.17746920206174938
reference,UK,Logistic,2043,0.03178238321946899,0.08319668189886298,0.13148174055252193,0.1730927130754375,0.20749048674034185
reference,UK,Logistic,2044,0.03411219052442882,0.0925946226202565,0.14961102018272776,0.1992454376503745,0.2409286397524874
reference,UK,Logistic,2045,0.0363028182642543,0.1023033496125994,0.1688079278613012,0.22748411007592065,0.27858373389678925
reference,UK,Logistic,2046,0.03850331215820802,0.11236361020315139,0.18764628675790418,0.25851767447658547,0.3190427061885421
reference,UK,Logistic,2047,0.04052252096667774,0.12151239846289132,0.2094580889857907,0.28976844680367436,0.36279181979677017
reference,UK,Logistic,2048,0.04282786738680313,0.13326324650450183,0.22957196674373426,0.32025672280387363,0.4115231202230962
reference,UK,Logistic,2049,0.04408759147530556,0.14352700319419767,0.24653055525261353,0.35133049737139527,0.4679732586747859
reference,UK,Logistic,2050,0.04557323960435396,0.15115643850785454,0.2608262746164114,0.3840857906629036,0.5234429379055187
reference,UK,Logistic,2051,0.04758025382601085,0.15788653416380152,0.2745770357766211,0.4124664535927056,0.5813704735407846
reference,UK,Logistic,2052,0.047992927692158155,0.16428540124821545,0.28693252626745336,0.4429584515522803,0.6429567338984497
reference,UK,Logistic,2053,0.04830206371254744,0.1685807747071963,0.29364164340910504,0.4666488879099969,0.7072027381908874
reference,UK,Logistic,2054,0.04848958081544866,0.1702976013262765,0.29841978885962417,0.48772163239972766,0.7693118565660657
reference,UK,Logistic,2055,0.049922294309204474,0.1675086432334831,0.2988177378258964,0.5025875183676203,0.8265638830917776
reference,UK,Logistic,2056,0.049060404693329895,0.16566703670482533,0.2944289263742751,0.5116153626916072,0.8833722501081466
reference,UK,Logistic,2057,0.048326553400147416,0.16029693316472277,0.28702874771218445,0.5099353958473214,0.958456325165262
reference,UK,Logistic,2058,0.04742742953745912,0.1507429642299784,0.276195875460835,0.5079353964783287,1.0242871149068324
reference,UK,Logistic,2059,0.0466155683755012,0.13945456117766844,0.26178596979695445,0.49760404217194226,1.0753631745602097
reference,UK,Logistic,2060,0.045368563006432265,0.128545816272796,0.2462252036296244,0.48994930809682646,1.1178537017115977
reference,UK,Logistic,2061,0.043580172142137316,0.11746599244134258,0.23067649926713663,0.47144673338968385,1.139855800742301
reference,UK,Logistic,2062,0.04150327513607019,0.10651042038944256,0.21176516856684055,0.4408459467802762,1.1897901778835969
reference,UK,Logistic,2063,0.03903197572781816,0.09615123108463187,0.19535556450982555,0.41545062915099346,1.216929546630228
reference,UK,Logistic,2064,0.03654306864990617,0.08692350249694264,0.17601166534988108,0.3922602373947047,1.2103413457479815
reference,UK,Logistic,2065,0.034029971678280466,0.07720193477314453,0.15732166264511926,0.3576360794568251,1.189562945348064
reference,UK,Logistic,2066,0.031087330570762954,0.06789864763118321,0.14116355582770318,0.33010002194919974,1.154848082011061
reference,UK,Logistic,2067,0.02844953928921782,0.05974293870362838,0.12641590840949124,0.3027664965334287,1.1348965109807394
reference,UK,Logistic,2068,0.026074740342739603,0.05169863999651918,0.1122425115489852,0.2751081138097206,1.1008320312470796
reference,UK,Logistic,2069,0.023425129045140703,0.04486726449547076,0.09803238945478998,0.24630326605450573,1.0562562247069283
reference,UK,Logistic,2070,0.020582329283538085,0.03889719740116101,0.08624995480907144,0.22350709451613449,0.9934919455406364
reference,UK,Logistic,2071,0.017843159411968408,0.03338080905673996,0.07429440377534924,0.20092919177696342,0.931008964219668
reference,UK,Logistic,2072,0.015331831162104818,0.028966383389250023,0.06498038525126978,0.1788495592921453,0.8735434579631941
reference,UK,Logistic,2073,0.012976990168468004,0.02504420203835983,0.05634664960553369,0.1562770901571642,0.8022944855143337
reference,UK,Logistic,2074,0.011200200365385842,0.021496383172595508,0.04857878244546095,0.13666851797655266,0.7209758354248837
reference,UK,Logistic,2075,0.009481647622687226,0.018520369778414435,0.04170003177693018,0.1214825010796605,0.6520446695185574
reference,UK,Logistic,2076,0.008139573099156585,0.015974802076877178,0.03589634018603935,0.10655801470581439,0.5866236967364057
reference,UK,Logistic,2077,0.006970450896051872,0.013660922628844996,0.030672123465801088,0.09163359327160987,0.5278909707087762
reference,UK,Logistic,2078,0.006028361221824692,0.011638261373163957,0.02678084617098997,0.07958594491083275,0.4713377764419005
reference,UK,Logistic,2079,0.00510606087618609,0.009908282972781627,0.023188773576777233,0.06997039992366351,0.4206192119485865
reference,UK,Logistic,2080,0.004380286110783265,0.00851700376701964,0.019811825341584172,0.060712412929157925,0.37711144997857304
reference,UK,Logistic,2081,0.0037061655012942136,0.007291740974901753,0.01698744860472297,0.05276880955701255,0.32967100720343784
reference,UK,Logistic,2082,0.0030704096234513887,0.006293385171631821,0.014415470138354241,0.04606501738437743,0.2939154868629322
reference,UK,Logistic,2083,0.002562125264855488,0.005398217479150302,0.01225392158913836,0.03957593753374862,0.25590168389672757
reference,UK,Logistic,2084,0.0021424741574833255,0.004567543964635391,0.010543277776243289,0.03427657900154091,0.22483672150494552
reference,UK,Logistic,2085,0.0018010734035223512,0.0038831237856609335,0.009080273267432394,0.02997926340907462,0.20164350248809293
reference,UK,Logistic,2086,0.0015051507304787357,0.0032812255398515563,0.007859821901683073,0.02618047708806531,0.1834791126375253
reference,UK,Logistic,2087,0.0012519243475206698,0.002773055655832757,0.0066443995309834435,0.022412531495967676,0.16174848449782617
reference,UK,Logistic,2088,0.0010365616527236944,0.002320968927184145,0.0056481365518104365,0.019950565395300053,0.1428957343113017
reference,UK,Logistic,2089,0.0008599722385157978,0.00198229036338449,0.00483825612393494,0.017199442059687584,0.12225979524385384
reference,UK,Logistic,2090,0.0007139336769721857,0.0016796740459693103,0.0041077258175937804,0.015028960176941684,0.10741050259041184
reference,UK,Logistic,2091,0.0005947702008071573,0.0014169708059956739,0.0035133663300523283,0.013049753863456737,0.09381196296699175
reference,UK,Logistic,2092,0.0004949411949902581,0.0012020944450530134,0.0030368953116469907,0.011535759093437653,0.08240348757330233
reference,UK,Logistic,2093,0.00040952667194926853,0.001015089171491314,0.0026135234049406127,0.009980001852805653,0.0729122201134378
reference,UK,Logistic,2094,0.0003395733887492639,0.0008596823756828378,0.00222460031104347,0.00862608696827047,0.06531568536536102
reference,UK,Logistic,2095,0.0002818397117953514,0.0007272997169890584,0.0019009775368191363,0.007413625874652108,0.056458674223568345
reference,UK,Logistic,2096,0.0002356235523836638,0.0006146203767517179,0.0016321989282570282,0.006425561104576325,0.04974619299218895
reference,UK,Logistic,2097,0.00019482920242581926,0.0005168702726346161,0.001404956718679113,0.005516056581148389,0.043584843531975385
reference,UK,Logistic,2098,0.0001619902110749297,0.0004324705356515253,0.0012180411189551977,0.004770451572213807,0.0382322819933931
reference,UK,Logistic,2099,0.00013408899024608056,0.0003641211050642154,0.0010313861370001409,0.0041253249903887785,0.03389453280443333
reference,UK,Logistic,2100,0.0001106909408355489,0.0003048747318026359,0.0008832292455333724,0.0035694712154486848,0.029571006513469427
reference,UK,Logistic,2101,9.176103330113201e-05,0.00025508359102848816,0.0007572523980011325,0.003114415781932988,0.025821269775883417
reference,UK,Logistic,2102,7.634871162227606e-05,0.00021473525866343173,0.0006470971574106456,0.0027054625378964145,0.022470027600517924
reference,UK,Logistic,2103,6.334904048904104e-05,0.00018102402560760133,0.0005513384539585209,0.002326450934896103,0.01942308689099041
reference,UK,Logistic,2104,5.2694911657165524e-05,0.0001508737139068486,0.0004718056451845138,0.0020029690372730387,0.017373845656671688
reference,UK,Logistic,2105,4.36729490432805e-05,0.0001264636296135828,0.0004023897495562422,0.0017417302895148567,0.015151631608169687
reference,UK,Logistic,2106,3.619022073647122e-05,0.0001066156484653538,0.00033992678157537446,0.001519175166530323,0.013287054959643703
reference,UK,Logistic,2107,3.0114185139929185e-05,8.943242672166958e-05,0.00029091485499798514,0.00131152671159461,0.011659657983713205
reference,UK,Logistic,2108,2.4975914783902346e-05,7.489783478042886e-05,0.00024895190206680143,0.0011368648320259377,0.010178842642408446
reference,UK,Logistic,2109,2.068104686557603e-05,6.305911765979903e-05,0.0002120787565035277,0.0009811279872969925,0.008846126778664714
reference,UK,Logistic,2110,1.71582238650953e-05,5.2883777921947855e-05,0.000181147782066958,0.0008553699343410617,0.0076235555869841294
reference,UK,Logistic,2111,1.4217700496702474e-05,4.4435764697956884e-05,0.0001543373365181413,0.0007552454895142287,0.006758327833277477
reference,UK,Logistic,2112,1.1799849777973356e-05,3.7618962344396416e-05,0.0001317726292539274,0.0006458178506311196,0.006011714518612765
reference,UK,Logistic,2113,9.759622070279385e-06,3.132699776528801e-05,0.00011293993299902312,0.0005543126879204824,0.0053101587734463995
reference,UK,Logistic,2114,8.057738598043758e-06,2.6518388421119554e-05,9.510060186556145e-05,0.0004845324125489238,0.004582823030300917
reference,UK,Logistic,2115,6.692829873468283e-06,2.1958773335967423e-05,7.996341210668524e-05,0.00041467543218166067,0.003950638012773116
reference,UK,Logistic,2116,5.576353216383791e-06,1.8749255320693918e-05,6.807402510045534e-05,0.0003630741563963039,0.003506746328562672
reference,UK,Logistic,2117,4.620448165869506e-06,1.57472150552196e-05,5.8187793909165795e-05,0.0003077787559087513,0.0031060918503061346
reference,UK,Logistic,2118,3.819678073345381e-06,1.3199097455394944e-05,4.9477054484036614e-05,0.0002658132217874128,0.0027374675177761413
reference,UK,Logistic,2119,3.178486117103582e-06,1.1077203615902309e-05,4.188436957448459e-05,0.00022975183265930765,0.002352845857059964
reference,UK,Logistic,2120,2.6422680930685185e-06,9.365501658279403e-06,3.584817725716986e-05,0.00019712625051672672,0.002086527717996638
reference,UK,Logistic,2121,2.1924683675692225e-06,7.924641014010324e-06,3.0396604269320655e-05,0.0001712132167309082,0.0018614489448063546
reference,UK,Logistic,2122,1.816464423008419e-06,6.6613298850080374e-06,2.591449494253955e-05,0.000146660472870709,0.0016329167090311106
reference,UK,Logistic,2123,1.4992250957347963e-06,5.551905971483445e-06,2.2073953234239078e-05,0.0001249387243700182,0.0014764547885575017
reference,UK,Logistic,2124,1.2351307384423866e-06,4.651776870475195e-06,1.8852149124092904e-05,0.00010836022533966958,0.0013440166197822376
reference,UK,Logistic,2125,1.0203629913948132e-06,3.862640149792077e-06,1.5987042829454475e-05,9.446390281180794e-05,0.0012124428131971075
reference,UK,Logistic,2126,8.398597030079492e-07,3.232100406103221e-06,1.3736095559594714e-05,8.333250001886028e-05,0.0011159195964186486
reference,UK,Logistic,2127,6.915495738835246e-07,2.7003471627721726e-06,1.1681691683322472e-05,7.072030495717856e-05,0.0009968808462373577
reference,UK,Logistic,2128,5.711256044751306e-07,2.2636614443871054e-06,9.973407313069597e-06,6.0367537021246916e-05,0.0009013403473146381
reference,UK,Logistic,2129,4.7214757694612066e-07,1.8963668259297173e-06,8.457023284014338e-06,5.206890414971144e-05,0.0007944786216799841
reference,UK,Logistic,2130,3.889270701874161e-07,1.5866488577593014e-06,7.1060229860084495e-06,4.5208971241824885e-05,0.0007039150647831333
reference,UK,Logistic,2131,3.2042362478450177e-07,1.3382403765644675e-06,5.984220842674042e-06,3.9537642365536425e-05,0.0006177658209294449
reference,UK,Logistic,2132,2.6399741134533466e-07,1.1168528238579744e-06,5.085442774986255e-06,3.4353286106734375e-05,0.000538491140253448
reference,UK,Logistic,2133,2.1750798379369725e-07,9.381294623733541e-07,4.323234853302591e-06,2.972088510865293e-05,0.0004693127095539264
reference,UK,Logistic,2134,1.792054174009389e-07,7.868085682723213e-07,3.6799295506520823e-06,2.5881377962508e-05,0.00041173704908835883
reference,UK,Logistic,2135,1.4832542852198238e-07,6.594253723785507e-07,3.133693551343582e-06,2.2217372916505212e-05,0.0003566352452479928
reference,UK,Logistic,2136,1.2285525270892672e-07,5.487104268947527e-07,2.6604537266813265e-06,1.9281523394043974e-05,0.00031072922653145775
reference,UK,Logistic,2137,1.0199886549193458e-07,4.588904617534178e-07,2.2431969180101373e-06,1.6489305407687344e-05,0.00027469990576292326
reference,UK,Logistic,2138,8.446236273899183e-08,3.84603156256118e-07,1.9106779365888207e-06,1.4259938890613574e-05,0.00024157032388238446
reference,UK,Logistic,2139,7.005056951341773e-08,3.2338982626092754e-07,1.633746106589767e-06,1.231660730306773e-05,0.0002145565215679345
reference,UK,Logistic,2140,5.799568618938338e-08,2.704776149989251e-07,1.3943716843908895e-06,1.0867070822672311e-05,0.0001889490107141206
reference,UK,Logistic,2141,4.794725622921738e-08,2.2805803459826033e-07,1.1862985267297006e-06,9.51846008849931e-06,0.00016496674710542143
reference,UK,Logistic,2142,3.964083074724799e-08,1.901644733613138e-07,1.0109540033004213e-06,8.360517594563275e-06,0.00014583748441080303
reference,UK,Logistic,2143,3.274868700183404e-08,1.595837338456072e-07,8.570383901446488e-07,7.172520894697315e-06,0.00013196305165988288
reference,UK,Logistic,2144,2.7032935605870746e-08,1.345724017811253e-07,7.315694261654831e-07,6.102638561494611e-06,0.00012052676898657359
reference,UK,Logistic,2145,2.233294521982929e-08,1.1270798618731854e-07,6.279870721174992e-07,5.211756607634041e-06,0.00010710687869162276
reference,UK,Logistic,2146,1.8458887343985093e-08,9.401171900189816e-08,5.344610478376371e-07,4.5078286475111045e-06,9.478778566086861e-05
reference,UK,Logistic,2147,1.5275161422598136e-08,7.87098602652294e-08,4.564007772144287e-07,3.929922043443091e-06,8.655465724418167e-05
reference,UK,Logistic,2148,1.2687720254884151e-08,6.584771707047783e-08,3.900137069156074e-07,3.381521162216941e-06,7.835651980219713e-05
reference,UK,Logistic,2149,1.0538595354226408e-08,5.485122674524967e-08,3.314978770762063e-07,2.9249505201402026e-06,7.099713396934706e-05
reference,UK,Logistic,2150,8.753529618843448e-09,4.5858968720154774e-08,2.822345294586299e-07,2.5660682230182763e-06,6.379726044523474e-05
reference,UK,Logistic,2151,7.238123292116e-09,3.816677825834191e-08,2.4037578258133553e-07,2.1943428986128553e-06,5.7853146691678684e-05
reference,UK,Logistic,2152,5.97393739547787e-09,3.18848475874641e-08,2.047445603380006e-07,1.8859604830375758e-06,5.220278475249771e-05
reference,UK,Logistic,2153,4.934740091342393e-09,2.6566357962346718e-08,1.758873578426554e-07,1.641855362670522e-06,4.619382077967045e-05
reference,UK,Logistic,2154,4.084615490925198e-09,2.2142644273916083e-08,1.5043676450523094e-07,1.4144662367671913e-06,4.0602340769308206e-05
reference,UK,Logistic,2155,3.387060796909257e-09,1.848436319436596e-08,1.292301988251933e-07,1.226920469580933e-06,3.5798659681617985e-05
reference,UK,Logistic,2156,2.801090211619369e-09,1.544724470249981e-08,1.0963988003169001e-07,1.0754642458366952e-06,3.2089042277782346e-05
reference,UK,Logistic,2157,2.315659719830687e-09,1.2887857763957868e-08,9.336305126087367e-08,9.304250670693102e-07,2.9373180979187594e-05
reference,UK,Logistic,2158,1.9079824957071194e-09,1.0794192734467073e-08,7.976835526231667e-08,7.911678479411367e-07,2.65417155576423e-05
reference,UK,Logistic,2159,1.5723569272506538e-09,9.031597960348381e-09,6.780092663732224e-08,6.73477278987108e-07,2.35851650856811e-05
reference,UK,Logistic,2160,1.29700279157433e-09,7.596823181422533e-09,5.742677466039458e-08,5.871191774226308e-07,2.101768470041657e-05
reference,UK,Logistic,2161,1.0715366168566901e-09,6.370875437436249e-09,4.889258072132409e-08,5.027670890773139e-07,1.8973729684546943e-05
reference,UK,Logistic,2162,8.843101414167976e-10,5.2984141376113484e-09,4.162293473250697e-08,4.327283388148547e-07,1.6972968657766645e-05
reference,UK,Logistic,2163,7.313005095350344e-10,4.402257238174123e-09,3.5167372604706826e-08,3.7347209629485667e-07,1.5167557627729549e-05
reference,UK,Logistic,2164,6.056125537279095e-10,3.657508602309844e-09,2.984510699280414e-08,3.259204612091397e-07,1.34843839657934e-05
reference,UK,Logistic,2165,5.010450736160975e-10,3.0585160765273707e-09,2.5308165982384333e-08,2.8293259742598425e-07,1.2003042728220203e-05
reference,UK,Logistic,2166,4.143092942065503e-10,2.556167151363732e-09,2.1655869729407527e-08,2.4325818828171597e-07,1.090504872146197e-05
reference,UK,Logistic,2167,3.425893758693961e-10,2.1293360911900583e-09,1.8280373626377644e-08,2.0983190990114608e-07,9.822194732235111e-06
reference,UK,Logistic,2168,2.826429896941964e-10,1.773778309845624e-09,1.5434333861708053e-08,1.8277827031611913e-07,8.816426101993785e-06
reference,UK,Logistic,2169,2.331019479655055e-10,1.487154506679595e-09,1.2969657952124952e-08,1.5792199555861655e-07,7.906717779527125e-06
reference,UK,Logistic,2170,1.9229703423368217e-10,1.2520453967819994e-09,1.1009082820194064e-08,1.3636014904126381e-07,7.091654193305243e-06
reference,UK,Logistic,2171,1.587782702427882e-10,1.0514815649700317e-09,9.331493847027208e-09,1.1914065245912194e-07,6.3358092710808025e-06
reference,UK,Logistic,2172,1.311023154580652e-10,8.770292025915886e-10,7.92995003635613e-09,1.0302744251937866e-07,5.5915302740736504e-06
reference,UK,Logistic,2173,1.082517237084028e-10,7.329815954350294e-10,6.685623527476202e-09,8.930715337081884e-08,4.934920616315267e-06
reference,UK,Logistic,2174,8.945760692889943e-11,6.108530603360738e-10,5.6211986899663405e-09,7.735167937785932e-08,4.355625660732735e-06
reference,UK,Logistic,2175,7.381848494368723e-11,5.086104569724399e-10,4.7575963059939086e-09,6.669592035983949e-08,3.844517040708937e-06
reference,UK,Logistic,2176,6.09551845236207e-11,4.262653120842086e-10,4.009994926223513e-09,5.718128942720338e-08,3.3922388771944146e-06
reference,UK,Logistic,2177,5.0201201018934895e-11,3.5549488379679014e-10,3.4048436037337993e-09,4.9613575728578e-08,2.9902980726588165e-06
reference,UK,Logistic,2178,4.1496484997658625e-11,2.955147856624463e-10,2.8694334927685013e-09,4.289645710569963e-08,2.6856326377002454e-06
reference,UK,Logistic,2179,3.42235309376683e-11,2.4731584030015087e-10,2.414815064322349e-09,3.735881220412142e-08,2.397296373803239e-06
reference,UK,Gompertz,2030,0.013956637997825733,0.020025924104064813,0.02355938884809682,0.02663401962597567,0.029696955252308165
reference,UK,Gompertz,2031,0.01527688535326878,0.022844873540187858,0.027634559926904216,0.03212080814601074,0.03674556457492259
reference,UK,Gompertz,2032,0.016584075715627814,0.025938572340882246,0.03217544489425071,0.038344037058995625,0.0449940292456725
reference,UK,Gompertz,2033,0.018014730410938918,0.029332796439223693,0.03720274663231329,0.04529473600653534,0.05453777024878309
reference,UK,Gompertz,2034,0.019445028844395567,0.03283608656718112,0.04263173710770206,0.05314685927757045,0.06553627737451777
reference,UK,Gompertz,2035,0.02088430051596416,0.036482811606282105,0.04857728791758974,0.06190550162716655,0.077926691954776
