Scenario,Country,Model,Type,Output_Y,R2_full,n_accepted,partial_R2_g,partial_R2_target,partial_R2_g:target,partial_R2_g2,partial_R2_target2
maximum,Brazil,Gompertz,A,C_sampled,0.971165063036155,2847,0.010316468769070084,0.14203072869162373,0.13215140361074532,0.014319468202571572,0.08475260194894513
growth10,UK,Logistic,A,tp,0.888391175192221,1742,0.14574631688923628,0.21267407989372003,0.10710627278907282,0.09204277974964781,0.030183558270575044
growth10,UK,Logistic,A,rate_2100,0.5382484440476479,1742,0.0754185182483441,0.15796682351302788,0.17390317800496957,0.10001356468371447,0.19686502800497405
growth10,UK,Logistic,A,C_sampled,0.7887505915984158,1742,0.05379214939576522,0.12640103643766937,0.13505626062334766,0.07258609190638864,0.1664829142917192
growth10,UK,Gompertz,A,tp,0.9812266156783104,1441,0.037200031611172406,0.07182211869619691,0.023158448420808865,0.018346562960482996,0.0026956478666768625
growth10,UK,Gompertz,A,rate_2100,0.9986657860198094,1441,0.0019582825395493652,0.017906761171257134,0.014625323885780315,0.0028046461946508706,0.03142811330631582
growth10,UK,Gompertz,A,C_sampled,0.9973422058879956,1441,0.005187532828367087,0.03124897287160908,0.026440131300271716,0.006999493475732844,0.04186500414403236
growth10,US,Logistic,A,tp,0.888847752683465,1742,0.15245778177140254,0.22912553312251205,0.11915965053133082,0.10199468933071085,0.032552120221541955
growth10,US,Logistic,A,rate_2100,0.46779342322867823,1742,0.08781185449280256,0.19287999347523535,0.18141708236883844,0.10767754341370749,0.15686372507497573
growth10,US,Logistic,A,C_sampled,0.733385263035129,1742,0.06754990197561712,0.1625772665363008,0.15555719234543433,0.08593694001508774,0.15746962027529093
growth10,US,Gompertz,A,tp,0.980104531268068,1472,0.03588832796051274,0.0703198467465512,0.02442010562590228,0.018559925836172393,0.0020770348590334856
growth10,US,Gompertz,A,rate_2100,0.9986544749789326,1472,0.001746885406048611,0.015384887823203746,0.01284810001067904,0.002513080255519258,0.03067633501199747
growth10,US,Gompertz,A,C_sampled,0.997385288810522,1472,0.004710561221401926,0.026967104915287726,0.02341483352885457,0.006387242659488116,0.04120733783043109
growth10,EU,Logistic,A,tp,0.8875814300693329,1867,0.15697346304844537,0.2180291395544079,0.10405451872026793,0.09798842714677058,0.022545715388785383
growth10,EU,Logistic,A,rate_2100,0.47845977561920605,1867,0.09845701328549306,0.21877048321280565,0.17538518357003846,0.10927600732805498,0.11486115616645823
growth10,EU,Logistic,A,C_sampled,0.742884505184547,1867,0.07447594142181914,0.1819647477754444,0.15095913624940613,0.08664963029685617,0.12359086265847079
growth10,EU,Gompertz,A,tp,0.9828381103626811,1540,0.03469789630221948,0.0704191598617991,0.022631107224596964,0.017647585279148715,0.003289402413887202
growth10,EU,Gompertz,A,rate_2100,0.9986268091936299,1540,0.001760069030718175,0.018101118603760912,0.015094254197401506,0.0026241724303821177,0.032649719086895
growth10,EU,Gompertz,A,C_sampled,0.9971719681093238,1540,0.0048095568288607235,0.03163260423143826,0.027234006005985002,0.006669820762532614,0.04318279554948845
growth10,China,Logistic,A,tp,0.8881238699889327,1740,0.15861024404711815,0.18544059256361897,0.08161751005295685,0.08583275809683623,0.01400957043677954
growth10,China,Logistic,A,rate_2100,0.6645123424464807,1740,0.11933059383340917,0.25573426131001026,0.20461612299987225,0.12596043570362567,0.1409003311162596
growth10,China,Logistic,A,C_sampled,0.8911671768099716,1740,0.059696207332420675,0.14693344760168553,0.12201848172985726,0.06799615962255613,0.11102627886297704
growth10,China,Gompertz,A,tp,0.9822547346119261,1540,0.034047250236150295,0.07172321996314046,0.023327088475828133,0.017523253037143315,0.0030925176322416804
growth10,China,Gompertz,A,rate_2100,0.9986158523538909,1540,0.0018163765677776732,0.017814314770531567,0.01483449879270168,0.0026815793833017756,0.0323224197900791
growth10,China,Gompertz,A,C_sampled,0.9971652865580841,1540,0.004974320792716489,0.03133408197253438,0.02695295173331756,0.00685766524962656,0.04290526777058185
growth10,Middle East,Logistic,A,tp,0.8857680552829567,1870,0.15675897919775744,0.21679669981093996,0.10773065153665745,0.09886034562214423,0.02696877910902165
growth10,Middle East,Logistic,A,rate_2100,0.4418367255545309,1870,0.08295710519297067,0.1745115829355234,0.16909647391939128,0.10285858680537996,0.15166168304486471
growth10,Middle East,Logistic,A,C_sampled,0.7185615991246782,1870,0.06792456591467418,0.15753906678194968,0.15083541978426956,0.08592961578971657,0.15141044646216903
growth10,Middle East,Gompertz,A,tp,0.9826738418007107,1551,0.03368325696905929,0.06727711512680265,0.02182377816341196,0.0167465618674998,0.0029698745538221357
growth10,Middle East,Gompertz,A,rate_2100,0.9985985947467446,1551,0.0018557814308683871,0.017634542691067158,0.014695823306431132,0.0027136136818128355,0.03266387063378624
growth10,Middle East,Gompertz,A,C_sampled,0.9971707431479474,1551,0.0048984879795961455,0.0305546569484361,0.0263577816020357,0.006731008446474129,0.04322234281210263
growth10,Australia,Logistic,A,tp,0.9002774532858538,1738,0.15581661960207804,0.19775501031108997,0.09299855132516052,0.09311183181507579,0.018600786708052087
growth10,Australia,Logistic,A,rate_2100,0.7136009357741502,1738,0.12046322832177547,0.25453732985058614,0.22170993207238782,0.1353504394380386,0.17535234040074188
growth10,Australia,Logistic,A,C_sampled,0.9108449047934137,1738,0.05445895009931357,0.13504446713384663,0.12089448524302372,0.06608943654601065,0.1222807426598519
growth10,Australia,Gompertz,A,tp,0.9806943932996768,1549,0.03770220048855522,0.07061406492382068,0.02255061930424524,0.018386772069161793,0.0027622426641890413
growth10,Australia,Gompertz,A,rate_2100,0.9986480660894629,1549,0.0019511839525645572,0.017442549433731875,0.014243756088858282,0.002792096431473185,0.031036552599465722
growth10,Australia,Gompertz,A,C_sampled,0.9972426537142778,1549,0.005286096032908422,0.03065586222807735,0.025967274786698878,0.007097602961955053,0.041655754812974545
growth10,Canada,Logistic,A,tp,0.8916326511416428,1786,0.15631647125355008,0.2036994241814893,0.09579580151628128,0.0930641451760843,0.019805688331368684
growth10,Canada,Logistic,A,rate_2100,0.6761243478623561,1786,0.11135160440132646,0.244096925325279,0.21572313817910463,0.12694973226223294,0.1769682605879912
growth10,Canada,Logistic,A,C_sampled,0.8926467398299783,1786,0.055823680184525805,0.14032046129989129,0.1270020887015357,0.06800804328607601,0.13031914271747513
growth10,Canada,Gompertz,A,tp,0.9821945050629952,1535,0.03447004949704543,0.07253974967579163,0.023415763539395618,0.01787749942472895,0.0032670106509437085
growth10,Canada,Gompertz,A,rate_2100,0.9986941097971566,1535,0.0016755085295320701,0.017524278086635522,0.014687487163807614,0.0025493223148404026,0.032203947160026995
growth10,Canada,Gompertz,A,C_sampled,0.9973641594344923,1535,0.004581135133504736,0.030658130504336776,0.026569309327375352,0.00648548142564042,0.042901539850458345
growth10,Indonesia,Logistic,A,tp,0.9036207835936236,1908,0.16149790046659168,0.23505801921428482,0.12235544712178102,0.11244082576361328,0.031326819533927644
growth10,Indonesia,Logistic,A,rate_2100,0.5789878540499638,1908,0.10334611665687717,0.2214761727524318,0.21584288198747872,0.12740035603904343,0.19866582513587808
growth10,Indonesia,Logistic,A,C_sampled,0.821258678544974,1908,0.06512236590752855,0.15920179172116058,0.1561092847933127,0.08394662333324536,0.1678037067363761
growth10,Indonesia,Gompertz,A,tp,0.9806858662214648,1624,0.040757311671244884,0.07766103505739559,0.02514287550006533,0.020187751716130138,0.0029521529783927587
growth10,Indonesia,Gompertz,A,rate_2100,0.9985891931777426,1624,0.0019961281751830658,0.018484934556466617,0.015225148729927885,0.002882685128610857,0.032349018934533194
growth10,Indonesia,Gompertz,A,C_sampled,0.9971156029657681,1624,0.005370462157646836,0.032334351713988366,0.0275766203227173,0.007272519662595305,0.043171819898888894
growth10,Thailand,Logistic,A,tp,0.9777826258531729,1559,0.0725489576267745,0.10964449155207812,0.0833471063739991,0.07347985202981953,0.02707069747171295
growth10,Thailand,Logistic,A,rate_2100,0.7074137648386131,1559,0.08380056432124026,0.2033334246628632,0.24709653968516315,0.1280336754475687,0.22071199129024374
growth10,Thailand,Logistic,A,C_sampled,0.885708279530226,1559,0.03450378820872083,0.12331904713907357,0.15727449326782264,0.06049317676714549,0.18455065143814894
growth10,Thailand,Gompertz,A,tp,0.9993102195779788,1255,0.012791521509873576,0.02277928349908336,0.006998647105831105,0.008465461494806575,0.002779362573522935
growth10,Thailand,Gompertz,A,rate_2100,0.9996824566950704,1255,0.00046059502323590805,0.012583895000298476,0.011951154739710944,0.0010772773675129252,0.024994319666333593
growth10,Thailand,Gompertz,A,C_sampled,0.9989328103173095,1255,0.002078390658552568,0.023228924531694384,0.022957248246874798,0.0037804360456877347,0.035422581461381074
growth10,Brazil,Logistic,A,tp,0.8811403943715825,1698,0.13952530201680433,0.20738432281170868,0.10313223838732824,0.08819284678548826,0.024475528966035692
growth10,Brazil,Logistic,A,rate_2100,0.5805283043038796,1698,0.09747028516810093,0.2045686427834733,0.20972672866523143,0.12287155918008293,0.2040324488386587
growth10,Brazil,Logistic,A,C_sampled,0.8183187851458169,1698,0.06345934690142978,0.1494709761996328,0.15230944267797958,0.08272265150457815,0.16879735769844423
growth10,Brazil,Gompertz,A,tp,0.9824396182694742,1461,0.034294964873048166,0.06652239603899843,0.021571297674364998,0.017109698377727096,0.0036171288127517893
growth10,Brazil,Gompertz,A,rate_2100,0.9986790455178975,1461,0.001885912768627787,0.01750177173820404,0.01506300542615572,0.00280107646466436,0.033340623697848064
growth10,Brazil,Gompertz,A,C_sampled,0.9972631204682458,1461,0.00500034928564174,0.030289950567203072,0.026937509444681065,0.006948508472084794,0.04415976144210327
us1gt,UK,Logistic,A,tp,0.7447068421782375,1906,0.05712505763376136,0.10219256071995171,0.024866417082483726,0.01693493857410543,0.0009080243644889384
us1gt,UK,Logistic,A,rate_2100,0.09017064786632867,1906,0.003143838659365335,0.010789338292544089,0.002213680297570759,0.0005967838150734373,0.0005857677230209907
us1gt,UK,Logistic,A,C_sampled,0.6921481560369669,1906,0.03702606093026431,0.16381967650234566,0.09009282299255113,0.0330560116570511,0.03208811235055825
us1gt,UK,Gompertz,A,tp,0.903578177753695,2505,0.07773231203091867,0.13055615512348645,0.041180996809468115,0.039207928222298453,0.006353096736451984
us1gt,UK,Gompertz,A,rate_2100,0.9775404487658303,2505,0.015094446176344058,0.1734057080769977,0.11186987246185233,0.01794591042263817,0.04735320500605559
us1gt,UK,Gompertz,A,C_sampled,0.9738556001961285,2505,0.015406051002501538,0.14800489064187985,0.08865262567524558,0.017222579207916467,0.03323517863108789
us1gt,US,Logistic,B_fixed,tp,0.9581099273239153,2025,0.1437545222993566,,,0.11684668627126159,
us1gt,US,Logistic,B_fixed,rate_2100,0.29711238847891897,2025,0.1664094421460535,,,0.1542651658499249,
us1gt,US,Logistic,B_fixed,C_sampled,0.6368453169443626,2025,0.25017392658798,,,0.22491870342991033,
us1gt,US,Gompertz,B_fixed,tp,0.9938128787064691,5204,0.1335040573778954,,,0.08175448925171366,
us1gt,US,Gompertz,B_fixed,rate_2100,0.9751751753374553,5204,0.24094787039550405,,,0.1738199908647757,
us1gt,US,Gompertz,B_fixed,C_sampled,0.9453194241611729,5204,0.27910200512439975,,,0.2094397974578552,
us1gt,EU,Logistic,A,tp,0.7405589974317583,2049,0.04033704292498111,0.05590837149071398,0.002327476427238858,0.005544952087531898,0.009312474207732555
us1gt,EU,Logistic,A,rate_2100,0.18675288073066454,2049,0.006434353118700796,0.010534790064489477,1.1383264982522703e-05,0.00019108446059993488,0.007863904855410341
us1gt,EU,Logistic,A,C_sampled,0.7321192640101111,2049,0.02151848612908019,0.1045528651961156,0.03240587258667305,0.013421161023502656,0.00681183230924055
us1gt,EU,Gompertz,A,tp,0.9227874080085058,2493,0.1314401774451,0.12169633776527887,0.033242148134911664,0.06237215839831809,0.001982470398857887
us1gt,EU,Gompertz,A,rate_2100,0.9642880449724386,2493,0.035209434923327065,0.22738049012357436,0.11884810539824261,0.03457710625852686,0.03113889745036891
us1gt,EU,Gompertz,A,C_sampled,0.9640909440282668,2493,0.03070047029981744,0.16300873882272315,0.07564800859486233,0.028173549517039268,0.01845245499307423
us1gt,China,Logistic,A,tp,0.7965128649152577,1280,0.04053172070294498,0.14693922295167872,0.07353906963087146,0.01659503115517536,0.004434926806428099
us1gt,China,Logistic,A,rate_2100,0.21133555849066188,1280,0.027168522628546625,0.0860723391721293,0.06399687783424869,0.021864035945164433,0.023730250494116804
us1gt,China,Logistic,A,C_sampled,0.6890508814918928,1280,0.0381573682385032,0.13692095852941022,0.12966787460449647,0.045913092635268625,0.13402627839439518
us1gt,China,Gompertz,A,tp,0.8573702437028826,2548,0.02220641289533722,0.10426046146785788,0.03084807712052366,0.00751699549051948,0.025900360473268685
us1gt,China,Gompertz,A,rate_2100,0.9692664455053379,2548,0.01134771476364034,0.18396836583791865,0.13510799960415443,0.01355123289673551,0.05784175092384352
us1gt,China,Gompertz,A,C_sampled,0.9670799584301065,2548,0.01053682555075673,0.1613407840940132,0.11247703920792755,0.012171857692448898,0.04354156693416596
us1gt,Middle East,Logistic,A,tp,0.7359740560857023,2047,0.052195046276650156,0.089207102248013,0.013384212052168583,0.012482013405807737,0.005129418559838936
us1gt,Middle East,Logistic,A,rate_2100,0.11657891989696001,2047,0.004686500043505829,0.011278994337732471,0.0006885406457621886,0.0005105831529051962,0.003710704033045374
us1gt,Middle East,Logistic,A,C_sampled,0.7124992662674318,2047,0.03085203295012774,0.13892794113044385,0.06506005280592332,0.025117935211477392,0.019474768733502533
us1gt,Middle East,Gompertz,A,tp,0.9133311952259768,2605,0.08594520063078365,0.1262419653858564,0.03673868478900971,0.04120453256848361,0.006391486493099559
us1gt,Middle East,Gompertz,A,rate_2100,0.9723136285185643,2605,0.023001285239503195,0.20700743297546453,0.12862701292127263,0.026074634575273745,0.04237683483481513
us1gt,Middle East,Gompertz,A,C_sampled,0.9685479046796609,2605,0.021754657475156168,0.1663655329955753,0.09431235316496,0.023191637247444156,0.027727718482790358
us1gt,Australia,Logistic,A,tp,0.7760440370037741,1425,0.07526451543817811,0.1589105843308589,0.0786128298860223,0.035198823407741275,0.008562330008379113
us1gt,Australia,Logistic,A,rate_2100,0.3227527212633783,1425,0.05657437682921154,0.12687529879391632,0.10197556782579772,0.04798452737204126,0.06098991812048508
us1gt,Australia,Logistic,A,C_sampled,0.7841188609156289,1425,0.04128989390516953,0.12602388922055677,0.12150648918969494,0.049344621165383525,0.13894741351892856
us1gt,Australia,Gompertz,A,tp,0.9134521071995247,2764,0.018058590797605634,0.10859579813630738,0.027008775571672566,0.0049488295881405745,0.051055109290188735
us1gt,Australia,Gompertz,A,rate_2100,0.97739159033346,2764,0.00925391700684235,0.132035043740094,0.12589232017245097,0.012756927684306233,0.08939192761759218
us1gt,Australia,Gompertz,A,C_sampled,0.9696419691612513,2764,0.010950072690302437,0.1419246133143404,0.13200161502284385,0.014801150995905784,0.08183457350130581
us1gt,Canada,Logistic,A,tp,0.8317781072483045,1378,0.09773880519949169,0.1978370784366433,0.10527436520647493,0.05557078156739605,0.013577952044543463
us1gt,Canada,Logistic,A,rate_2100,0.30235492154213484,1378,0.05530421989258444,0.14021008352173875,0.10981125450475446,0.05053902755267548,0.05589875147444575
us1gt,Canada,Logistic,A,C_sampled,0.75445111002618,1378,0.0434569333059603,0.13870343576385247,0.13104023067497222,0.052288516678956065,0.14030583136347166
us1gt,Canada,Gompertz,A,tp,0.9211050028776024,2670,0.019056265564095905,0.10211033836755559,0.026605738167578483,0.007043220488314766,0.041562066483355344
us1gt,Canada,Gompertz,A,rate_2100,0.9805500597552562,2670,0.007960300551506124,0.12943170305608875,0.11240290616089334,0.010807696612057912,0.07791550419655989
us1gt,Canada,Gompertz,A,C_sampled,0.9749504244864144,2670,0.009424983592440376,0.13746281877794897,0.11511694884247434,0.01243682343339329,0.0671395297461299
us1gt,Indonesia,Logistic,A,tp,0.7367776933407046,1863,0.032663064613897286,0.10205725469259319,0.03235251510661488,0.01123287103754166,8.912663962173032e-05
us1gt,Indonesia,Logistic,A,rate_2100,0.14562004059436484,1863,0.020494139084025174,0.04525789891880458,0.022999665284588112,0.013470546309544976,0.0018268612827756136
us1gt,Indonesia,Logistic,A,C_sampled,0.7213457322226013,1863,0.05566074169798503,0.17690679350781882,0.12947931376861474,0.057579885624979725,0.07559589922258639
us1gt,Indonesia,Gompertz,A,tp,0.9002407659755695,2498,0.05910527071490494,0.1274489400385561,0.03948959017752761,0.02798316778988651,0.010969878959607696
us1gt,Indonesia,Gompertz,A,rate_2100,0.9766692342447545,2498,0.013208867147409913,0.16627234574680183,0.1135550449182608,0.016121903993833883,0.052491585703334474
us1gt,Indonesia,Gompertz,A,C_sampled,0.9722256955391294,2498,0.013768988894367751,0.14827178195302565,0.09458849622799863,0.015936269774416267,0.03782745477840603
us1gt,Thailand,Logistic,A,tp,0.8615970257239217,1463,0.12593377385051574,0.20596669780212198,0.1263304574412049,0.08858333925000117,0.026520712517444794
us1gt,Thailand,Logistic,A,rate_2100,0.275188246290761,1463,0.0980786082545574,0.15101773719473363,0.1290169528625658,0.09171329546587786,0.0755393326804555
us1gt,Thailand,Logistic,A,C_sampled,0.7354763224573002,1463,0.052407026326106575,0.13751687850071814,0.13845029799551506,0.06259051698423167,0.16891401814433277
us1gt,Thailand,Gompertz,A,tp,0.9286152359167372,2657,0.0350757365437736,0.11451283712718154,0.03521964736073405,0.019248771397141432,0.024869780240839277
us1gt,Thailand,Gompertz,A,rate_2100,0.9817501751032839,2657,0.0064477416661804674,0.12649265463025608,0.09959428722320621,0.008781057100465119,0.06637971334106423
us1gt,Thailand,Gompertz,A,C_sampled,0.9773383577066214,2657,0.008087850243063958,0.13211675191057592,0.09978930927111165,0.01051622908081123,0.055281942659684065
us1gt,Brazil,Logistic,A,tp,0.7646762975705426,1784,0.07304230730362529,0.15046732490938836,0.052957359540406465,0.029682842771935704,0.00019963835317282982
us1gt,Brazil,Logistic,A,rate_2100,0.13832550056177784,1784,0.011020507177670518,0.038524214001990145,0.01613331176138833,0.0057602750065765184,0.0002869383044479152
us1gt,Brazil,Logistic,A,C_sampled,0.6991488569630988,1784,0.03965375039599333,0.17018740172050462,0.11276524696307655,0.039625949311021424,0.056566630380747336
us1gt,Brazil,Gompertz,A,tp,0.9077544354697018,2493,0.05913674661176046,0.1331367369029659,0.040999883753085456,0.02948775637435248,0.010118672873838422
us1gt,Brazil,Gompertz,A,rate_2100,0.9768127183747618,2493,0.012691602636059028,0.175577408866157,0.11916901571078069,0.015897363958071193,0.05293907538731916
us1gt,Brazil,Gompertz,A,C_sampled,0.9722113657187433,2493,0.013337145422355375,0.15740452379809775,0.10019957256562384,0.01584698257970056,0.038894707078383925
policy,UK,Logistic,B_fixed,tp,0.9565325186100087,2293,0.14638449771102924,,,0.1210202306636882,
policy,UK,Logistic,B_fixed,rate_2100,0.2602104052444669,2293,0.15411232876482667,,,0.14426299129756429,
policy,UK,Logistic,B_fixed,C_sampled,0.6293601236991363,2293,0.2654801673395446,,,0.24185483658934556,
policy,UK,Gompertz,B_fixed,tp,0.9980467983861119,4120,0.07850415591669027,,,0.047823236800290304,
policy,UK,Gompertz,B_fixed,rate_2100,0.9871124217653856,4120,0.18006824065230684,,,0.13425000869148085,
policy,UK,Gompertz,B_fixed,C_sampled,0.9697874549192259,4120,0.2216257658437358,,,0.17210592555177964,
policy,US,Logistic,B_fixed,tp,0.9534175475162397,1964,0.15534288447748626,,,0.1271022797928437,
policy,US,Logistic,B_fixed,rate_2100,0.3565924676393689,1964,0.19993766265048654,,,0.18510507744893867,
policy,US,Logistic,B_fixed,C_sampled,0.6491226826356247,1964,0.26770110490923565,,,0.24125428874604912,
policy,US,Gompertz,B_fixed,tp,0.993574043581134,5145,0.13651538723873657,,,0.08370201654157881,
policy,US,Gompertz,B_fixed,rate_2100,0.9742118745757571,5145,0.24601994933605034,,,0.17770014495763625,
policy,US,Gompertz,B_fixed,C_sampled,0.9428269377385253,5145,0.28472822019954935,,,0.21398868083706155,
policy,EU,Logistic,B_fixed,tp,0.9647014342570492,2012,0.1431147186822413,,,0.11632986993158259,
policy,EU,Logistic,B_fixed,rate_2100,0.47094684514234797,2012,0.2540713459052676,,,0.23490313068423332,
policy,EU,Logistic,B_fixed,C_sampled,0.745119930503085,2012,0.2833748822299028,,,0.25422794692388917,
policy,EU,Gompertz,B_fixed,tp,0.9959140537811303,4770,0.10992722981303975,,,0.0670184950670191,
policy,EU,Gompertz,B_fixed,rate_2100,0.9813810802437362,4770,0.21182526700042956,,,0.15372285330863175,
policy,EU,Gompertz,B_fixed,C_sampled,0.9632421770330141,4770,0.24068336975667073,,,0.18012372561244336,
policy,China,Logistic,B_fixed,tp,0.9721170004299712,1973,0.12041735098693897,,,0.09939911006475867,
policy,China,Logistic,B_fixed,rate_2100,0.4055657332719138,1973,0.2188506342829863,,,0.20500723052896777,
policy,China,Logistic,B_fixed,C_sampled,0.7564477415728466,1973,0.2726880516057523,,,0.24812894033495406,
policy,China,Gompertz,B_fixed,tp,0.9970180181928664,4468,0.09502760246089102,,,0.057415151254918945,
policy,China,Gompertz,B_fixed,rate_2100,0.971194535229501,4468,0.24193900428335988,,,0.1845525212995657,
policy,China,Gompertz,B_fixed,C_sampled,0.9493227530506305,4468,0.2657098995552579,,,0.2070918551558271,
policy,Middle East,Logistic,A,tp,0.718074766077399,2083,0.04612571793303489,0.07590244455529124,0.008445164906467684,0.008282492273481462,0.006177685967252391
policy,Middle East,Logistic,A,rate_2100,0.10215011259949736,2083,0.002216661412279971,0.005762362528574856,1.7255596788596026e-05,1.8939061580967808e-06,0.004054597626642552
policy,Middle East,Logistic,A,C_sampled,0.6852259078315686,2083,0.029422535097607155,0.1431358697972316,0.06487707855726085,0.02373314267926491,0.02013427028567006
policy,Middle East,Gompertz,A,tp,0.9146595117738267,2597,0.08876092181637521,0.12300443675805119,0.037902845593158596,0.044104833143959334,0.004375412165338488
policy,Middle East,Gompertz,A,rate_2100,0.9724820908782241,2597,0.02233030242134479,0.20327561095860577,0.12568448391078096,0.025071257323315287,0.04467840914175201
policy,Middle East,Gompertz,A,C_sampled,0.9685613184940253,2597,0.021835149900201113,0.16354893575462365,0.09272125542930293,0.02298549428603048,0.029808902757955877
policy,Australia,Logistic,A,tp,0.8133150133210649,1394,0.08284298063263734,0.1796462505623205,0.09819992652981238,0.046343401671925556,0.014610177285558001
policy,Australia,Logistic,A,rate_2100,0.37836142517499793,1394,0.061649489424462904,0.14100959531436094,0.1232717527205091,0.05855424798825292,0.08950026808686663
policy,Australia,Logistic,A,C_sampled,0.7970013920815789,1394,0.036901829426625,0.10747917601525826,0.10900873807000254,0.04518573317763927,0.14075166683598733
policy,Australia,Gompertz,A,tp,0.9178557877200887,2877,0.015582882972496492,0.10603854281088826,0.02683415488758288,0.00450988618055097,0.05378743459753668
policy,Australia,Gompertz,A,rate_2100,0.9791646233733223,2877,0.008713597501436772,0.12247207773127203,0.11842562879864989,0.012082598755894958,0.08904597655627756
policy,Australia,Gompertz,A,C_sampled,0.9719690418650829,2877,0.010436734984992535,0.1329974430123027,0.1255160927752265,0.014188023513984118,0.08209286863371625
policy,Canada,Logistic,B_fixed,tp,0.9751054997611335,1943,0.13218209620170482,,,0.10555329913928575,
policy,Canada,Logistic,B_fixed,rate_2100,0.6194750930589278,1943,0.3005495073068472,,,0.27473201050626056,
policy,Canada,Logistic,B_fixed,C_sampled,0.8303822949516786,1943,0.2767665303964978,,,0.24456762310995497,
policy,Canada,Gompertz,B_fixed,tp,0.9931104256571945,4980,0.14143444543806183,,,0.08701508942759446,
policy,Canada,Gompertz,B_fixed,rate_2100,0.9779799482201595,4980,0.23540640063807072,,,0.1672515859954574,
policy,Canada,Gompertz,B_fixed,C_sampled,0.9465347682480046,4980,0.28114070498829524,,,0.20958896173529679,
policy,Indonesia,Logistic,A,tp,0.7489344300998291,1900,0.07598655042635974,0.15000170221189169,0.05530269711151696,0.033299183653005306,0.0005016063272035274
policy,Indonesia,Logistic,A,rate_2100,0.1435239132835836,1900,0.01451423027427674,0.03969718427076593,0.017288015072472913,0.007948643950995454,0.0004392143560956484
policy,Indonesia,Logistic,A,C_sampled,0.7099586629352765,1900,0.04332202817605034,0.1738330924973211,0.11398452420858722,0.0425865135922829,0.05354364205213911
policy,Indonesia,Gompertz,A,tp,0.903512942093179,2529,0.056274848571620205,0.12411866957237241,0.04007967335720072,0.027001114654775192,0.009216939686433043
policy,Indonesia,Gompertz,A,rate_2100,0.9790669899908654,2529,0.012904813913553255,0.16271619445885235,0.11297354862802596,0.015748202361090747,0.05303085900271219
policy,Indonesia,Gompertz,A,C_sampled,0.9754073202765394,2529,0.013160459237336022,0.1441405762280082,0.09379988838477281,0.01530414647273562,0.03866887706587007
policy,Thailand,Logistic,A,tp,0.83875713168053,1403,0.10537150870556683,0.19899645585475229,0.1220423568806995,0.07584307244715065,0.02490495758505342
policy,Thailand,Logistic,A,rate_2100,0.2776862608254641,1403,0.08775477031841279,0.15604778323591426,0.12842357873339785,0.08363426116827653,0.06349697923000003
policy,Thailand,Logistic,A,C_sampled,0.6996619456158851,1403,0.0637213587954794,0.1616475715780291,0.15557201199105397,0.07390792055329763,0.16043790799922678
policy,Thailand,Gompertz,A,tp,0.933290440183715,2633,0.036233241066614894,0.10766002958253704,0.031554100130516446,0.01964442634011474,0.02957872987613795
policy,Thailand,Gompertz,A,rate_2100,0.9806517745798177,2633,0.005941849633849594,0.1286766480855345,0.1035006609634863,0.008269299408080508,0.07047363689535176
policy,Thailand,Gompertz,A,C_sampled,0.9757385240172025,2633,0.007498364090490177,0.1339740129434718,0.10337354849826576,0.009923402313039533,0.05862412159289482
policy,Brazil,Logistic,A,tp,0.7469513026318512,1781,0.05984867698784568,0.13314661300036087,0.044816398083847124,0.022578203493061142,5.663393111662025e-05
policy,Brazil,Logistic,A,rate_2100,0.14906834487941378,1781,0.013724573884728591,0.04059073555875732,0.0178968926874085,0.007465590391917273,0.0006849996585480539
policy,Brazil,Logistic,A,C_sampled,0.7119864520165591,1781,0.046366774136250025,0.17278123785994406,0.1170335459657341,0.0465558654798912,0.0610535413293684
policy,Brazil,Gompertz,A,tp,0.9034628752313364,2403,0.05338148299807917,0.12636216458876892,0.038813184064092954,0.024810429059125467,0.01069611245378535
policy,Brazil,Gompertz,A,rate_2100,0.9775217596190096,2403,0.013174365965803285,0.17209410548855922,0.11645365264932875,0.01598740223141186,0.050164656814530625
policy,Brazil,Gompertz,A,C_sampled,0.9723665389055243,2403,0.013729485191612944,0.15487919248392784,0.09818419793048072,0.01585610940274609,0.0364110586041693
ipcc_low,UK,Logistic,A,tp,0.7445663835426041,1980,0.05236847059427261,0.1142143949467574,0.030634694887631885,0.01774458892811245,0.0005992268839068865
ipcc_low,UK,Logistic,A,rate_2100,0.12482462708479913,1980,0.009253522128377777,0.02725885883938122,0.008741811670048326,0.004102737646693794,7.481383227423815e-05
ipcc_low,UK,Logistic,A,C_sampled,0.6865489254215082,1980,0.04285336285859578,0.16057212904888288,0.0956908318639497,0.03966563389582217,0.039295030190717777
ipcc_low,UK,Gompertz,A,tp,0.9106617297326093,2478,0.06722624044200279,0.12522599163494633,0.03929249833845456,0.03276643706569692,0.008284939578922328
ipcc_low,UK,Gompertz,A,rate_2100,0.9768252699646216,2478,0.016790250329297454,0.1729378585071027,0.11571030546769932,0.019823617718510204,0.04848115580556305
ipcc_low,UK,Gompertz,A,C_sampled,0.9730840873321773,2478,0.01656462695212054,0.14780609533164688,0.0916823344924266,0.018578168648865846,0.03381219456782922
ipcc_low,EU,Logistic,A,tp,0.706249446943203,2090,0.03036734305255303,0.0417635418158626,0.0009748904580096897,0.0031523385849513237,0.011625619103977877
