Scenario,Country,Type,C_scenario,S_0,g_cap,target_anchor,g_star_L,g_star_G,tn_L,tn_G,tp_L,tp_G,r_L,r_G,rate_2050_L,rate_2050_G,rate_2100_L,rate_2100_G,g_gap
minimum,US,A,50.6,1.35543,0.1,0.2334221199318347,0.05602800291551132,0.06692477566720116,2067.888386770288,2045.464519708076,2089.8143513621844,2091.4004049255173,0.06006385221526521,0.020951455394045446,0.23342211992922957,0.23342211987917613,0.6929222111637222,0.38408381527538904,-0.010896772751689841
minimum,EU,A,9.4,0.40919,0.1,0.04486482356362265,0.044889797543315166,0.05599326162045697,2065.979856330077,2039.47566606915,2092.707858266449,2090.146459721432,0.0492725905984272,0.018993656517867833,0.04486482356362109,0.04486482356421434,0.11213245445185727,0.06460841100892724,-0.011103464077141807
minimum,China,A,40.3,0.06987,0.1,0.020994161416595908,0.07109025165647492,0.0591052305804225,2099.9376463834374,2095.119260485122,2118.216870002585,2165.759283433951,0.07204670856727684,0.013624339431718077,0.020994161414710062,0.02099416141647149,0.4851688354546185,0.1161091964534704,0.01198502107605242
minimum,Middle East,A,4.56,0.09961,0.1,0.01985632100088932,0.05985775894955652,0.06991083288667502,2069.0378945687526,2047.8435190350806,2089.7284382735234,2093.1758552053966,0.06365023151233935,0.02123040044755964,0.019856321000052066,0.019856320994784148,0.06532810864429929,0.035260055472258425,-0.010053073937118497
minimum,Australia,A,50.24,0.0619,0.1,0.019281862299203124,0.07229869794948406,0.05811327166193078,2103.701210486209,2102.2464367619955,2121.7394916346384,2176.252400451181,0.07300905702090676,0.0130046769495665,0.019281862298813235,0.01928186229814437,0.5170210558596692,0.11887975667680786,0.014185426287553274
minimum,Canada,A,40.4,0.10907,0.1,0.03295082748629888,0.07114058993143303,0.062306985115965684,2093.4455672535873,2084.5400499320745,2111.629755078235,2148.945782647382,0.07242324538353777,0.014943136418824726,0.0329508274831581,0.03295082748629492,0.6156738331132053,0.1570383968156282,0.008833604815467348
minimum,Indonesia,A,1.59,0.0177,0.1,0.00459048318667353,0.0667918454817384,0.07095646933537195,2075.5266629352927,2057.422783721898,2094.441806798541,2106.189789760668,0.06962452447869633,0.01973513915031155,0.0045904831867173805,0.004590483186673531,0.026664902549164298,0.011454244637802246,-0.004164623853633545
minimum,Thailand,A,1.05,0.004,0.1,0.0015185670052620232,0.07824243953496615,0.0731927968365412,2083.3090057584814,2071.7935354429046,2099.830033227313,2125.067984383064,0.07971404317372933,0.018065389117403227,0.0015185670053649342,0.0015185670052620442,0.020923976073635102,0.006189426501023073,0.00504964269842495
minimum,Brazil,A,30.0,0.3266,0.1,0.083650536880778,0.0663935981109353,0.07015364128103876,2076.1378822482625,2058.0548669758286,2095.171624604069,2107.4943029233673,0.06919069683230589,0.01946671986995281,0.08365053688179094,0.08365053688077803,0.5047161012000233,0.2124538719490753,-0.0037600431701034637
maximum,UK,A,780.0,0.11352,0.2,0.3172824862375048,0.1534317462550065,0.11741694955542964,2081.0062249721905,2085.99938284297,2089.941227383443,2130.3099076128015,0.14739312160299628,0.021719978608207968,0.3172824862374392,0.31728248623700145,17.33669777923445,4.7423685999755785,0.036014796699576856
maximum,US,A,5060.0,1.35543,0.2,3.5820526651196944,0.15081099599961686,0.12203347066524926,2077.489080804172,2078.6958534930272,2086.542806492553,2119.635653299647,0.14546032674866988,0.02350826468779142,3.5820526651190527,3.5820526651193996,79.80603274539016,38.61759185367168,0.0287775253343676
maximum,EU,A,940.0,0.40919,0.2,1.144182776807741,0.15299266236665468,0.13136315014479027,2073.446605499082,2071.494793439402,2082.356103399646,2108.3388630907475,0.14781505216376303,0.026121534869155097,1.1441827768076225,1.1441827765839185,8.880610133090334,8.805182505660392,0.021629512221864405
maximum,China,A,4030.0,0.06987,0.25,0.5137259210619198,0.19700919427178154,0.1349912755549015,2082.3187761868276,2095.9001692709967,2089.4620496803773,2140.188438901876,0.1843633591957552,0.021730893036475067,0.5137259210581473,0.513725921073499,81.45287655966159,19.124262566465955,0.06201791871688003
maximum,Middle East,A,456.0,0.09961,0.2,0.2763086058770912,0.15292368898886105,0.12165025904630107,2078.3104420806526,2080.6175833703865,2087.2565227105924,2122.281422392643,0.14721059997126806,0.02309973523095375,0.27630860587703954,0.27630860587707223,7.733301288734921,3.3072783308797487,0.03127342994255998
maximum,Australia,A,5024.0,0.0619,0.2,0.1698769459268077,0.15378115150245814,0.09790836928663942,2098.1596123473964,2122.9929588358614,2107.1474088263476,2184.178048436642,0.14652733848713775,0.015729708927433375,0.16987694592677421,0.16987694592690517,141.54599257358575,6.924647953982192,0.05587278221581872
maximum,Canada,A,4040.0,0.10907,0.2,0.3070322157475436,0.15452797460728918,0.1035427768432287,2092.393403016311,2110.1996893022406,2101.3221702537858,2165.6960135356485,0.14749604977912295,0.017342115237604122,0.30703221574748274,0.30703221574754264,147.56356783383933,9.622321901369318,0.05098519776406048
maximum,Indonesia,A,159.0,0.0177,0.2,0.04784553513508199,0.1521660871329778,0.113404987087617,2083.2938269760107,2090.3694585347334,2092.3081469563394,2136.992330994265,0.14609620024569012,0.020642736050949736,0.047845535135070505,0.04784553513346748,4.300583467465881,0.8237388377453895,0.038761100045360805
maximum,Thailand,A,105.0,0.004,0.2,0.011068370887762621,0.1536544977459414,0.10536019972969736,2090.3146814784986,2105.4446704310735,2099.2815004792305,2158.9304763310165,0.14687013274353686,0.017994001098527578,0.011068370887760179,0.01106837088776259,3.844627833325853,0.3039558144984146,0.04829429801624403
maximum,Brazil,A,3000.0,0.3266,0.2,0.9130379572411105,0.1535831018128014,0.1145032624053669,2082.9913734780794,2090.0260551979404,2091.9289437486614,2136.292914658995,0.14735077398603658,0.020801577226769213,0.9130379572409131,0.9130379572287282,79.09122491252626,15.81701256150415,0.03907983940743451
growth10,UK,A,78.0,0.11352,0.1,0.03479697923206293,0.07175208883740657,0.05862019177116264,2101.839851626261,2098.715141291268,2119.9849947957555,2171.0420185289126,0.07257908546783343,0.013306583760791631,0.034796979230635815,0.0347969792313986,0.8709932462442275,0.2036984287065231,0.013131897066243924
growth10,US,A,506.0,1.35543,0.1,0.40133713624832057,0.0705309893411032,0.06161042397237008,2094.0902872074785,2085.269250113148,2112.427955256898,2150.4304107074818,0.07181708674056379,0.01476989730294791,0.40133713617707356,0.40133713624825745,7.491223804826077,1.915722513839244,0.008920565368733126
growth10,EU,A,94.0,0.40919,0.1,0.12551228129101466,0.0715527691255664,0.06680246941808723,2086.179716023931,2073.5908200497906,2104.1569781163184,2130.9991211274255,0.07325686693317444,0.016764538090365842,0.12551228128133832,0.12551228137341597,1.6822328090026046,0.4931172966785598,0.004750299707479172
growth10,China,A,403.0,0.06987,0.1,0.021436776233234176,0.0724913316299104,0.0493284961116953,2131.5327418070483,2155.4821861328996,2149.742700511528,2256.4328492150707,0.07232075142492554,0.00953360404711574,0.021436776232902983,0.021436776233206552,0.756397548574086,0.2007288235324279,0.023162835518215096
growth10,Middle East,A,45.6,0.09961,0.1,0.030479559494249558,0.0715793415029507,0.06118231352493215,2096.1334438329704,2089.0796434833896,2114.2508409949396,2155.958889254592,0.07269023718756283,0.014390468059578701,0.030479559492571487,0.03047955949422604,0.6408214412114174,0.15671636405779016,0.010397027978018551
growth10,Australia,A,502.4,0.0619,0.1,0.01856038792738786,0.0718862762977791,0.04774999412728641,2137.2785377580667,2166.8549131129867,2155.6636489767443,2273.5061698628033,0.07163176122572955,0.009024025402502942,0.018560387926752797,0.018560387915618985,0.6434793048192593,0.18106787469203822,0.0241362821704927
growth10,Canada,A,404.0,0.10907,0.1,0.03321722647917268,0.07212726512914693,0.05066262410617856,2125.6686525333007,2143.29479866882,2143.9284289315747,2238.623757438109,0.0721234405175577,0.010095816240355923,0.03321722647836461,0.033217226479168936,1.1290074030471091,0.2870918215961188,0.021464641022968363
growth10,Indonesia,A,15.9,0.0177,0.1,0.005291396956519102,0.07107888457380894,0.05638797778139684,2106.400506184628,2106.2453018923475,2124.752970819332,2183.117590186036,0.07175918456393542,0.012519773659427049,0.005291396956065362,0.005291396955872373,0.14126260870678667,0.03322454062209566,0.014690906792412098
growth10,Thailand,A,10.5,0.004,0.1,0.0014963879971518488,0.07842896250088706,0.057242627820073645,2113.6825495421435,2124.4017858117777,2130.493843971648,2206.9221732231345,0.0783376855629586,0.011662859086223309,0.0014963879973254209,0.0014963879982637974,0.06331009511215022,0.013129370726362971,0.021186334680813414
growth10,Brazil,A,300.0,0.3266,0.1,0.10051614776565201,0.07197173905681237,0.057082105286498826,2105.805261452509,2105.744680166286,2123.9409184037822,2181.8513106572027,0.07261704941062884,0.012645726711473229,0.10051614776262213,0.10051614775291388,2.7699896983809613,0.6396171435017304,0.014889633770313541
us1gt,UK,A,78.0,0.11352,0.2,0.2427570827061996,0.14185042738366369,0.13949625054010248,2067.528244038029,2059.975975319912,2077.007040911279,2091.5275176190385,0.13893724219804296,0.03050322044465774,0.24275708270619906,0.24275708267810095,0.4098619416086516,0.8488191803727695,0.0023541768435612065
us1gt,US,B_fixed,506.0,1.35543,0.2,1.0,0.10080609139443561,0.09603286846818143,2075.4803774581474,2066.035830344006,2088.493333101331,2108.5212363046235,0.10120359532729806,0.02265304116456717,1.0000000000000007,0.9999999999999991,9.2829739425656,4.133753831939149,0.004773222926254178
us1gt,EU,A,94.0,0.40919,0.2,0.4319813199211768,0.11451525468259899,0.12354365772570021,2065.8100672860082,2054.198582244175,2077.269131352341,2086.067665999396,0.11492717810995767,0.03019928836082539,0.4319813199177996,0.4319813199211981,0.687879402397017,0.9666244945564296,-0.009028403043101221
us1gt,China,A,403.0,0.06987,0.25,0.5204112383657465,0.19647189818152966,0.1662486579086203,2069.613167706924,2069.2868862709124,2076.717813314422,2100.8932627750796,0.18536574090830027,0.030450300115620794,0.5204112383614431,0.5204112383657764,0.9716645184258756,4.512736954241592,0.030223240272909346
us1gt,Middle East,A,45.6,0.09961,0.2,0.16843463782935308,0.13247723031918507,0.13501763858963722,2066.7505396548495,2057.70167032196,2076.8184279161237,2089.0604719074186,0.13080775856347518,0.030690702496918965,0.16843463782771986,0.16843463782935292,0.26168775802859884,0.4894674821629806,-0.0025404082704521547
us1gt,Australia,A,502.4,0.0619,0.2,0.1751829272834372,0.15403664577034906,0.11620668093541833,2081.982166272535,2088.066467083677,2090.890732033038,2133.317759482534,0.14783051866369412,0.021268423488022062,0.17518292728340087,0.17518292728280369,12.166332789016423,2.847104339594134,0.03782996483493073
us1gt,Canada,A,404.0,0.10907,0.2,0.2964057038280579,0.15197249893187542,0.12336183950096533,2077.0951696216007,2078.133301128021,2086.0839788496796,2118.6338142369746,0.14651082957806577,0.023763245851481072,0.29640570382800613,0.2964057038280505,6.0324894447908335,3.1504296923425175,0.028610659430910096
us1gt,Indonesia,A,15.9,0.0177,0.2,0.039924380315298956,0.1439651657493678,0.13681118037632828,2069.0047121744974,2062.6177125822323,2078.374186756765,2095.5036497202645,0.14055835098984315,0.029265507808995016,0.039924380315298554,0.039924380307059505,0.09739478733377219,0.16976898568005486,0.0071539853730395175
us1gt,Thailand,A,10.5,0.004,0.2,0.010738589332910293,0.15132926483404374,0.12744334259762344,2074.838241219435,2073.807343780899,2083.8459600206106,2112.101100081971,0.14620326477697995,0.02513265197993279,0.010738589332908834,0.010738589332910237,0.1208386282406703,0.09222460018265528,0.023885922236420304
us1gt,Brazil,A,300.0,0.3266,0.2,0.7767510575263122,0.1461637895496149,0.1393081863354668,2068.61913493033,2062.2399027706683,2077.8583799303647,2094.633865776964,0.14253955782316752,0.029709969414121164,0.7767510575263042,0.7767510574815203,1.6755937131081324,3.2396022102248043,0.006855603214148104
policy,UK,B_fixed,78.0,0.11352,0.2,0.175,0.12857499128625802,0.12162157055220763,2071.156585609612,2064.105293719176,2081.5518205850276,2100.0031954861934,0.12668861262293615,0.026810025175440087,0.1749999999999457,0.1749999999999128,0.7938046575289531,0.7693028493647477,0.006953420734050392
policy,US,B_fixed,506.0,1.35543,0.2,1.0,0.10080609139443561,0.09603286846818143,2075.4803774581474,2066.035830344006,2088.493333101331,2108.5212363046235,0.10120359532729806,0.02265304116456717,1.0000000000000007,0.9999999999999991,9.2829739425656,4.133753831939149,0.004773222926254178
policy,EU,B_fixed,94.0,0.40919,0.2,0.33,0.10429334156981931,0.10844462027876553,2069.1360062321196,2057.378564415581,2081.6593561362815,2093.4356256786596,0.10516019331913641,0.02669168302700001,0.32999999999999907,0.33000000000468677,1.0951838670701661,0.9097368427691369,-0.0041512787089462155
policy,China,B_fixed,403.0,0.06987,0.25,0.216,0.15759241757445552,0.12356806314794089,2078.5553018000805,2081.858664504495,2087.2637245701785,2123.579061077281,0.15122806180779477,0.023068420465279064,0.21600000000000105,0.21600000000000286,6.765425122255322,2.859968532901385,0.034024354426514636
policy,Middle East,A,45.6,0.09961,0.2,0.16674310751465132,0.13206701959477082,0.13441981622345808,2066.8578743228386,2057.817388425935,2076.955167143992,2089.3071850387764,0.1304268302654183,0.030563031636944196,0.166743107513408,0.1667431075146512,0.267312058086577,0.48866127225309924,-0.0023527966286872593
policy,Australia,A,502.4,0.0619,0.2,0.16857280922202936,0.15242691011828863,0.11468022561369615,2082.4936144165717,2088.7983841765704,2091.48983080326,2134.620060758342,0.14639019786957752,0.021003676030965476,0.16857280922199028,0.16857280921978418,12.760852939199143,2.75747476565466,0.03774668450459248
policy,Canada,B_fixed,404.0,0.10907,0.2,0.06,0.09124674371995754,0.06620797142240165,2106.3027620583966,2117.3387282785757,2120.866272015559,2190.8276273706556,0.09042860552151019,0.013096177273159426,0.060000000000527076,0.06000000000220709,4.1749926515173295,0.6505442161438088,0.025038772297555897
policy,Indonesia,A,15.9,0.0177,0.2,0.04349377177592848,0.14753734016437806,0.14163324447128037,2068.1210548902072,2061.5754089855736,2077.2782626974367,2093.4104713735132,0.14381653497970617,0.0302315616156548,0.04349377177592791,0.0434937717751316,0.08082836483134806,0.1735763315895999,0.0059040956930976884
policy,Thailand,A,10.5,0.004,0.2,0.011246087835579633,0.15326363515927033,0.12961862098772914,2074.310383191039,2073.114531285934,2083.212058656048,2110.8026723966123,0.14794494610610542,0.025536511532709073,0.011246087835578325,0.01124608783102239,0.11041564846557608,0.094602160680878,0.02364501417154119
policy,Brazil,A,300.0,0.3266,0.2,0.8015113728867437,0.14747648276249575,0.14108253512787733,2068.297796968632,2061.8597536808247,2077.4601650484224,2093.871751032916,0.14373553708562306,0.030064467378707098,0.8015113728867321,0.8015113728686682,1.5642041283500714,3.2654402523769237,0.006393947634618424
ipcc_low,UK,A,78.0,0.11352,0.2,0.23394981702851902,0.14032133578118647,0.13736020870905244,2067.9112233908268,2060.4129591380447,2077.4867523011035,2092.4244535579846,0.13753369753930098,0.030064939721143012,0.2339498170479917,0.2339498169633159,0.4439902954419457,0.8421797828732598,0.002961127072134029
ipcc_low,EU,A,94.0,0.40919,0.2,0.4525991353637481,0.11633644227153951,0.1263607595332213,2065.2787913724173,2053.689320171193,2076.5678494825447,2084.887715226825,0.11665790751341772,0.03084849872575277,0.45259913536325647,0.45259913536297625,0.6283309401238619,0.9714641003086293,-0.010024317261681778
ipcc_low,China,B_fixed,403.0,0.06987,0.25,0.0879427,0.1213683348255795,0.08930765736006654,2092.0315795186334,2100.6319590383146,2103.156980855225,2157.4555076188185,0.11837396756136127,0.016937056452145195,0.0879427000000461,0.08794269999997759,11.519293280153104,1.2809547290185725,0.03206067746551296
ipcc_low,Middle East,A,45.6,0.09961,0.2,0.17338926916722927,0.13365897648616254,0.13674949330391722,2066.445005489574,2057.3721459216426,2076.4291920184414,2088.3579198099605,0.13190437629716398,0.031060177925136472,0.1733892691638992,0.1733892692247836,0.24605247274532402,0.49160314936868904,-0.003090516817754685
ipcc_low,Australia,B_fixed,502.4,0.0619,0.2,0.0062301249504089,0.042340222994800586,0.026933780292949492,2209.5891111722403,2270.18849455681,2240.3666166413327,2457.367779674484,0.042789624332853556,0.005141720941578344,0.006230124950072645,0.00623012494912633,0.05269585701317881,0.030372724755014513,0.015406442701851094
ipcc_low,Indonesia,B_fixed,15.9,0.0177,0.2,0.0034121739470087,0.058360289436032636,0.04501043582823873,2122.4907582364017,2124.998249668152,2144.708325296344,2220.7776964620916,0.05927552253456484,0.01004833168633523,0.003412173948503693,0.0034121739469570467,0.05808378260136958,0.01857307252181648,0.013349853607793907
ipcc_low,Thailand,A,10.5,0.004,0.2,0.01087118618791208,0.15184239068831068,0.12801845929345101,2074.696908989906,2073.621885815991,2083.6762350409085,2111.753525871262,0.14666556147360343,0.02523950317175421,0.010871186187910668,0.010871186187912048,0.11800716204152947,0.09285973927936199,0.023823931394859665
ipcc_high,UK,A,78.0,0.11352,0.2,0.2462195726130046,0.14243849245536155,0.140323391353728,2067.3831423426036,2059.8103303640182,2076.8252897660286,2091.187521244159,0.13947652349269338,0.0306727155338926,0.24621957261300478,0.24621957259298732,0.3973683959663851,0.8511864483727278,0.002115101101633543
ipcc_high,US,B_fixed,506.0,1.35543,0.2,3.7238848,0.15343350689640134,0.17490358809015755,2060.6008321102995,2050.5004284290076,2069.356416235833,2074.6699568083586,0.15041348218952402,0.039819711622566346,3.723884799546622,3.723884799845006,0.7431483708979109,5.102813015004565,-0.021470081193756207
ipcc_high,EU,A,94.0,0.40919,0.2,0.4246345635158857,0.1138491177084913,0.12252327943969853,2066.008633951577,2054.3888123414995,2077.5312384777476,2086.50842560474,0.11429342159003011,0.029963737179260267,0.42463456350953865,0.42463456351591716,0.7107039199848962,0.9644449787770397,-0.008674161731207233
ipcc_high,Middle East,A,45.6,0.09961,0.2,0.1727339525956948,0.13350433177385346,0.1365220423874921,2066.48468082898,2057.4149472933086,2076.479736501202,2088.449173123552,0.13176093661837832,0.0310116854657065,0.17273395259264387,0.1727339526464563,0.24805121922621884,0.49133949846805686,-0.0030177106136386467
ipcc_high,Australia,B_fixed,502.4,0.0619,0.2,0.238633232709833,0.16720398180497112,0.12903418965453622,2078.1677680569533,2082.599395673042,2086.422632369885,2123.5901904147654,0.15953719491933027,0.02347901903789119,0.23863323270983242,0.23863323280431153,7.394884102222266,3.6025484451823204,0.038169792150434895
ipcc_high,Canada,B_fixed,404.0,0.10907,0.2,0.443912423813518,0.16921286074069103,0.14233095882792868,2072.6200311448715,2072.0764218012673,2080.7546940483962,2107.480531488397,0.16189458770986145,0.02718395289767921,0.4439124238134998,0.44391242381361906,2.6594267530013447,3.9516571350784373,0.02688190191276235
ipcc_high,Thailand,A,10.5,0.004,0.2,0.011028168235754233,0.15244273350416207,0.12869307997996454,2074.532760168483,2073.406450967268,2083.479109760447,2111.3497707802303,0.14720617424874222,0.025364771845568165,0.011028168235752846,0.011028168238904835,0.11475529666493406,0.09359882411212221,0.023749653524197528
