country,scenario,model,allocation_order,checkpoint,basin,region_no,allocated_rate_mt_yr,max_feasible_rate_mt_yr,utilisation_ratio,delivered_cumulative_gt,share_of_country_annual,share_of_country_cumulative,wells_used,step_rank,assigned_period_yr
EU,ipcc_high,Gompertz,descend,2100,Aquitaine-Bay of Biscay,8,964.445,1071.015,0.9005,48.327187,1.0,1.0,144,1,120
EU,ipcc_high,Gompertz,descend,2179,Aquitaine-Bay of Biscay,8,165.5569,1071.015,0.1546,88.004019,1.0,1.0,144,1,120
EU,ipcc_high,Logistic,descend,2050,Aquitaine-Bay of Biscay,8,424.6346,3076.4136,0.138,3.704727,1.0,1.0,144,1,40
EU,ipcc_high,Logistic,descend,2100,Aquitaine-Bay of Biscay,8,710.7039,3076.4136,0.231,87.268106,1.0,1.0,144,1,40
EU,ipcc_high,Logistic,descend,2179,Aquitaine-Bay of Biscay,8,0.0987,3076.4136,0.0,93.612837,1.0,1.0,144,1,40
Middle East,ipcc_high,Gompertz,descend,2050,Arabian,9,172.734,4779.6748,0.0361,1.687477,1.0,1.0,30,1,150
Middle East,ipcc_high,Gompertz,descend,2100,Arabian,9,491.3395,4779.6748,0.1028,22.823515,1.0,1.0,30,1,150
Middle East,ipcc_high,Gompertz,descend,2179,Arabian,9,80.3041,4779.6748,0.0168,42.880391,1.0,1.0,30,1,150
Middle East,ipcc_high,Logistic,descend,2050,Arabian,9,172.734,4779.6748,0.0361,1.345936,1.0,1.0,81,1,150
Middle East,ipcc_high,Logistic,descend,2100,Arabian,9,248.0512,4779.6748,0.0519,43.660857,1.0,1.0,81,1,150
Middle East,ipcc_high,Logistic,descend,2179,Arabian,9,0.0082,4779.6748,0.0,45.506737,1.0,1.0,81,1,150
Thailand,ipcc_high,Gompertz,descend,2050,Pattani,135,11.0282,251.2525,0.0439,0.093708,1.0,1.0,16,1,150
Thailand,ipcc_high,Gompertz,descend,2100,Pattani,135,93.5988,251.2525,0.3725,2.810277,1.0,1.0,16,1,150
Thailand,ipcc_high,Gompertz,descend,2179,Pattani,135,40.0051,251.2525,0.1592,8.788448,1.0,1.0,16,1,150
Thailand,ipcc_high,Logistic,descend,2050,Pattani,135,11.0282,387.4101,0.0285,0.077393,1.0,1.0,272,1,100
Thailand,ipcc_high,Logistic,descend,2100,Pattani,135,114.7553,387.4101,0.2962,9.704436,1.0,1.0,272,1,100
Thailand,ipcc_high,Logistic,descend,2179,Pattani,135,0.0012,387.4101,0.0,10.496279,1.0,1.0,272,1,100
UK,ipcc_high,Gompertz,descend,2050,Faroe-Shetland,55,246.2196,963.7489,0.2555,2.291642,1.0,1.0,272,1,90
UK,ipcc_high,Gompertz,descend,2100,Faroe-Shetland,55,851.1864,963.7489,0.8832,36.685921,1.0,1.0,272,1,90
UK,ipcc_high,Gompertz,descend,2179,Faroe-Shetland,55,151.2581,963.7489,0.1569,72.87082,1.0,1.0,272,1,90
UK,ipcc_high,Logistic,descend,2050,Faroe-Shetland,55,246.2196,2770.8567,0.0889,1.827223,1.0,1.0,1560,1,30
UK,ipcc_high,Logistic,descend,2100,Faroe-Shetland,55,397.3684,2770.8567,0.1434,75.127183,1.0,1.0,1560,1,30
UK,ipcc_high,Logistic,descend,2179,Faroe-Shetland,55,0.007,2770.8567,0.0,77.894155,1.0,1.0,1560,1,30
US,ipcc_high,Gompertz,descend,2050,Permian,138,2479.7536,2479.7536,1.0,31.877192,0.6659,0.893,930,1,110
US,ipcc_high,Gompertz,descend,2050,North Slope,119,1244.1312,5738.7514,0.2168,3.820747,0.3341,0.107,4032,2,40
US,ipcc_high,Gompertz,descend,2100,Permian,138,2479.7536,2479.7536,1.0,155.86487,0.486,0.4419,930,1,110
US,ipcc_high,Gompertz,descend,2100,North Slope,119,2623.0595,5738.7514,0.4571,196.838066,0.514,0.5581,4032,2,40
US,ipcc_high,Gompertz,descend,2179,Permian,138,311.3168,2479.7536,0.1255,272.62504,1.0,0.5485,930,1,110
US,ipcc_high,Gompertz,descend,2179,North Slope,0,0.0,0.0,0.0,224.448941,0.0,0.4515,0,0,0
US,ipcc_high,Logistic,descend,2050,Permian,138,3723.8848,5489.5717,0.6784,26.751866,1.0,1.0,2862,1,50
US,ipcc_high,Logistic,descend,2050,North Slope,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
US,ipcc_high,Logistic,descend,2050,Illinois,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
US,ipcc_high,Logistic,descend,2100,Permian,138,743.1484,5489.5717,0.1354,253.370285,1.0,0.5066,2862,1,50
US,ipcc_high,Logistic,descend,2100,North Slope,0,0.0,0.0,0.0,171.286925,0.0,0.3425,0,0,0
US,ipcc_high,Logistic,descend,2100,Illinois,0,0.0,0.0,0.0,75.459025,0.0,0.1509,0,0,0
US,ipcc_high,Logistic,descend,2179,Permian,138,0.0052,5489.5717,0.0,257.997718,1.0,0.5111,2862,1,50
US,ipcc_high,Logistic,descend,2179,North Slope,0,0.0,0.0,0.0,171.286925,0.0,0.3394,0,0,0
US,ipcc_high,Logistic,descend,2179,Illinois,0,0.0,0.0,0.0,75.459025,0.0,0.1495,0,0,0
Australia,ipcc_low,Gompertz,descend,2050,Browse,28,6.2301,1716.4606,0.0036,0.091843,1.0,1.0,9,1,150
Australia,ipcc_low,Gompertz,descend,2100,Browse,28,30.3727,1716.4606,0.0177,0.895292,1.0,1.0,9,1,150
Australia,ipcc_low,Gompertz,descend,2179,Browse,28,164.6765,1716.4606,0.0959,7.676678,1.0,1.0,9,1,150
Australia,ipcc_low,Logistic,descend,2050,Browse,28,6.2301,1716.4606,0.0036,0.088193,1.0,1.0,72,1,150
Australia,ipcc_low,Logistic,descend,2100,Browse,28,52.6959,1716.4606,0.0307,1.200493,1.0,1.0,72,1,150
Australia,ipcc_low,Logistic,descend,2179,Browse,28,1353.0016,1716.4606,0.7883,34.528518,1.0,1.0,72,1,150
Canada,ipcc_low,Logistic,descend,2050,Grand Banks,64,1.7853,337.8998,0.0053,0.033119,1.0,1.0,2,1,150
Canada,ipcc_low,Logistic,descend,2100,Grand Banks,64,3.3671,337.8998,0.01,0.158571,1.0,1.0,2,1,150
Canada,ipcc_low,Logistic,descend,2179,Grand Banks,64,9.1634,337.8998,0.0271,0.618933,1.0,1.0,2,1,150
China,ipcc_low,Gompertz,descend,2050,Tarim,183,87.9427,273.3669,0.3217,0.821064,1.0,1.0,256,1,130
China,ipcc_low,Gompertz,descend,2050,Huabei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Pearl River Mouth,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Bohai Bay,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Beibuwan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Ordos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Subei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Erlian,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Nanxiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Songliao,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Turpan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Yilan-Yitong,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Jianghan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Qaidam,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Bose,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Sanshui,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Jiuquan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Junggar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Santanghu,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Sichuan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2050,Hailar-Temtsag,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Tarim,183,273.3669,273.3669,1.0,13.000299,0.2134,0.4458,256,1,130
China,ipcc_low,Gompertz,descend,2100,Huabei,70,267.4486,267.4486,1.0,7.747338,0.2088,0.2657,210,2,110
China,ipcc_low,Gompertz,descend,2100,Pearl River Mouth,136,283.4175,283.4175,1.0,5.207524,0.2213,0.1786,272,3,100
China,ipcc_low,Gompertz,descend,2100,Bohai Bay,24,225.2758,225.2758,1.0,2.330202,0.1759,0.0799,210,4,90
China,ipcc_low,Gompertz,descend,2100,Beibuwan,19,161.4438,161.4438,1.0,0.769576,0.126,0.0264,100,5,90
China,ipcc_low,Gompertz,descend,2100,Ordos,127,70.0022,163.3672,0.4285,0.104307,0.0546,0.0036,156,6,80
China,ipcc_low,Gompertz,descend,2100,Subei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Erlian,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Nanxiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Songliao,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Turpan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Yilan-Yitong,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Jianghan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Qaidam,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Bose,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Sanshui,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Jiuquan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Junggar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Santanghu,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Sichuan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2100,Hailar-Temtsag,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Gompertz,descend,2179,Tarim,183,273.3669,273.3669,1.0,34.596281,0.1399,0.1951,256,1,130
China,ipcc_low,Gompertz,descend,2179,Huabei,70,267.4486,267.4486,1.0,28.875778,0.1369,0.1628,210,2,110
China,ipcc_low,Gompertz,descend,2179,Pearl River Mouth,136,283.4175,283.4175,1.0,27.597503,0.145,0.1556,272,3,100
China,ipcc_low,Gompertz,descend,2179,Bohai Bay,24,225.2758,225.2758,1.0,20.126989,0.1153,0.1135,210,4,90
China,ipcc_low,Gompertz,descend,2179,Beibuwan,19,161.4438,161.4438,1.0,13.523637,0.0826,0.0763,100,5,90
China,ipcc_low,Gompertz,descend,2179,Ordos,127,163.3672,163.3672,1.0,12.930739,0.0836,0.0729,156,6,80
China,ipcc_low,Gompertz,descend,2179,Subei,177,154.055,154.055,1.0,11.513779,0.0788,0.0649,110,7,80
China,ipcc_low,Gompertz,descend,2179,Erlian,52,110.1429,110.1429,1.0,7.812129,0.0564,0.0441,100,8,80
China,ipcc_low,Gompertz,descend,2179,Nanxiang,107,105.3935,105.3935,1.0,7.142195,0.0539,0.0403,81,9,70
China,ipcc_low,Gompertz,descend,2179,Songliao,170,94.8414,94.8414,1.0,6.139783,0.0485,0.0346,90,10,70
China,ipcc_low,Gompertz,descend,2179,Turpan,192,57.9064,57.9064,1.0,3.609805,0.0296,0.0204,56,11,70
China,ipcc_low,Gompertz,descend,2179,Yilan-Yitong,201,53.7324,53.7324,1.0,3.25037,0.0275,0.0183,49,12,60
China,ipcc_low,Gompertz,descend,2179,Jianghan,76,0.7061,0.7061,1.0,0.042367,0.0004,0.0002,1,13,60
China,ipcc_low,Gompertz,descend,2179,Qaidam,146,0.6236,0.6236,1.0,0.037416,0.0003,0.0002,1,14,60
China,ipcc_low,Gompertz,descend,2179,Bose,26,0.6166,0.6166,1.0,0.036998,0.0003,0.0002,1,15,60
China,ipcc_low,Gompertz,descend,2179,Sanshui,157,0.56,0.56,1.0,0.033389,0.0003,0.0002,1,16,60
China,ipcc_low,Gompertz,descend,2179,Jiuquan,77,0.4703,0.4703,1.0,0.027745,0.0002,0.0002,1,17,60
China,ipcc_low,Gompertz,descend,2179,Junggar,78,0.3728,0.3728,1.0,0.021993,0.0002,0.0001,1,18,60
China,ipcc_low,Gompertz,descend,2179,Santanghu,158,0.1078,0.1078,1.0,0.006362,0.0001,0.0,1,19,60
China,ipcc_low,Gompertz,descend,2179,Sichuan,166,0.1063,0.1063,1.0,0.006273,0.0001,0.0,1,20,60
China,ipcc_low,Gompertz,descend,2179,Hailar-Temtsag,69,0.0408,0.0408,1.0,0.002409,0.0,0.0,1,21,60
China,ipcc_low,Logistic,descend,2050,Tarim,183,87.9427,353.0527,0.2491,0.723316,1.0,1.0,324,1,100
China,ipcc_low,Logistic,descend,2050,Huabei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Pearl River Mouth,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Bohai Bay,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Beibuwan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Ordos,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Subei,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Erlian,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Nanxiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Songliao,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Turpan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Yilan-Yitong,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Jianghan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Qaidam,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Bose,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Sanshui,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Jiuquan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Junggar,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Santanghu,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Sichuan,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2050,Hailar-Temtsag,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2100,Tarim,183,353.0527,353.0527,1.0,16.589813,0.134,0.2117,324,1,100
China,ipcc_low,Logistic,descend,2100,Huabei,70,359.3937,359.3937,1.0,12.684653,0.1364,0.1619,324,2,80
China,ipcc_low,Logistic,descend,2100,Pearl River Mouth,136,394.4575,394.4575,1.0,12.038651,0.1497,0.1536,272,3,70
China,ipcc_low,Logistic,descend,2100,Bohai Bay,24,283.2092,283.2092,1.0,7.839599,0.1075,0.1,256,4,70
China,ipcc_low,Logistic,descend,2100,Beibuwan,19,246.2017,246.2017,1.0,6.382579,0.0934,0.0815,196,5,60
China,ipcc_low,Logistic,descend,2100,Ordos,127,209.1156,209.1156,1.0,5.153533,0.0793,0.0658,156,6,60
China,ipcc_low,Logistic,descend,2100,Subei,177,206.567,206.567,1.0,4.880036,0.0784,0.0623,182,7,60
China,ipcc_low,Logistic,descend,2100,Erlian,52,159.253,159.253,1.0,3.650141,0.0604,0.0466,144,8,60
China,ipcc_low,Logistic,descend,2100,Nanxiang,107,133.4389,133.4389,1.0,2.935657,0.0506,0.0375,81,9,50
China,ipcc_low,Logistic,descend,2100,Songliao,170,142.6538,142.6538,1.0,3.096044,0.0541,0.0395,132,10,50
China,ipcc_low,Logistic,descend,2100,Turpan,192,82.9194,82.9194,1.0,1.741306,0.0315,0.0222,81,11,50
China,ipcc_low,Logistic,descend,2100,Yilan-Yitong,201,61.583,61.583,1.0,1.293242,0.0234,0.0165,49,12,50
China,ipcc_low,Logistic,descend,2100,Jianghan,76,0.708,0.708,1.0,0.014868,0.0003,0.0002,1,13,50
China,ipcc_low,Logistic,descend,2100,Qaidam,146,0.6258,0.6258,1.0,0.013143,0.0002,0.0002,1,14,50
China,ipcc_low,Logistic,descend,2100,Bose,26,0.618,0.618,1.0,0.012978,0.0002,0.0002,1,15,50
China,ipcc_low,Logistic,descend,2100,Sanshui,157,0.5619,0.5619,1.0,0.011799,0.0002,0.0002,1,16,50
China,ipcc_low,Logistic,descend,2100,Jiuquan,77,0.472,0.472,1.0,0.009913,0.0002,0.0001,1,17,50
China,ipcc_low,Logistic,descend,2100,Junggar,78,0.3743,0.3743,1.0,0.00786,0.0001,0.0001,1,18,50
China,ipcc_low,Logistic,descend,2100,Santanghu,158,0.1082,0.1082,1.0,0.002273,0.0,0.0,1,19,50
China,ipcc_low,Logistic,descend,2100,Sichuan,166,0.1069,0.1069,1.0,0.002244,0.0,0.0,1,20,50
China,ipcc_low,Logistic,descend,2100,Hailar-Temtsag,69,0.041,0.041,1.0,0.00086,0.0,0.0,1,21,50
China,ipcc_low,Logistic,descend,2179,Tarim,183,6.0176,353.0527,0.017,35.071299,1.0,0.2054,324,1,100
China,ipcc_low,Logistic,descend,2179,Huabei,0,0.0,0.0,0.0,27.27521,0.0,0.1597,0,0,0
China,ipcc_low,Logistic,descend,2179,Pearl River Mouth,0,0.0,0.0,0.0,26.175119,0.0,0.1533,0,0,0
China,ipcc_low,Logistic,descend,2179,Bohai Bay,0,0.0,0.0,0.0,17.181465,0.0,0.1006,0,0,0
China,ipcc_low,Logistic,descend,2179,Beibuwan,0,0.0,0.0,0.0,14.095842,0.0,0.0826,0,0,0
China,ipcc_low,Logistic,descend,2179,Ordos,0,0.0,0.0,0.0,11.420838,0.0,0.0669,0,0,0
China,ipcc_low,Logistic,descend,2179,Subei,0,0.0,0.0,0.0,10.86097,0.0,0.0636,0,0,0
China,ipcc_low,Logistic,descend,2179,Erlian,0,0.0,0.0,0.0,8.109225,0.0,0.0475,0,0,0
China,ipcc_low,Logistic,descend,2179,Nanxiang,0,0.0,0.0,0.0,6.600732,0.0,0.0387,0,0,0
China,ipcc_low,Logistic,descend,2179,Songliao,0,0.0,0.0,0.0,6.947697,0.0,0.0407,0,0,0
China,ipcc_low,Logistic,descend,2179,Turpan,0,0.0,0.0,0.0,3.937067,0.0,0.0231,0,0,0
China,ipcc_low,Logistic,descend,2179,Yilan-Yitong,0,0.0,0.0,0.0,2.894399,0.0,0.017,0,0,0
China,ipcc_low,Logistic,descend,2179,Jianghan,0,0.0,0.0,0.0,0.033276,0.0,0.0002,0,0,0
China,ipcc_low,Logistic,descend,2179,Qaidam,0,0.0,0.0,0.0,0.029414,0.0,0.0002,0,0,0
China,ipcc_low,Logistic,descend,2179,Bose,0,0.0,0.0,0.0,0.029045,0.0,0.0002,0,0,0
China,ipcc_low,Logistic,descend,2179,Sanshui,0,0.0,0.0,0.0,0.026407,0.0,0.0002,0,0,0
China,ipcc_low,Logistic,descend,2179,Jiuquan,0,0.0,0.0,0.0,0.022186,0.0,0.0001,0,0,0
China,ipcc_low,Logistic,descend,2179,Junggar,0,0.0,0.0,0.0,0.017591,0.0,0.0001,0,0,0
China,ipcc_low,Logistic,descend,2179,Santanghu,0,0.0,0.0,0.0,0.005087,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2179,Sichuan,0,0.0,0.0,0.0,0.005023,0.0,0.0,0,0,0
China,ipcc_low,Logistic,descend,2179,Hailar-Temtsag,0,0.0,0.0,0.0,0.001925,0.0,0.0,0,0,0
EU,ipcc_low,Gompertz,descend,2050,Aquitaine-Bay of Biscay,8,452.5991,1071.015,0.4226,4.854127,1.0,1.0,272,1,120
EU,ipcc_low,Gompertz,descend,2100,Aquitaine-Bay of Biscay,8,971.4641,1071.015,0.907,50.303747,1.0,1.0,272,1,120
EU,ipcc_low,Gompertz,descend,2179,Aquitaine-Bay of Biscay,8,150.5528,1071.015,0.1406,88.682542,1.0,1.0,272,1,120
EU,ipcc_low,Logistic,descend,2050,Aquitaine-Bay of Biscay,8,452.5991,3076.4136,0.1471,3.899039,1.0,1.0,144,1,40
EU,ipcc_low,Logistic,descend,2100,Aquitaine-Bay of Biscay,8,628.3309,3076.4136,0.2042,88.186786,1.0,1.0,144,1,40
EU,ipcc_low,Logistic,descend,2179,Aquitaine-Bay of Biscay,8,0.0709,3076.4136,0.0,93.613543,1.0,1.0,144,1,40
Indonesia,ipcc_low,Gompertz,descend,2050,North Sumatra,120,3.4122,445.8087,0.0077,0.045666,1.0,1.0,4,1,150
Indonesia,ipcc_low,Gompertz,descend,2100,North Sumatra,120,18.5731,445.8087,0.0417,0.541414,1.0,1.0,4,1,150
Indonesia,ipcc_low,Gompertz,descend,2179,North Sumatra,120,53.0837,445.8087,0.1191,3.481245,1.0,1.0,4,1,150
Indonesia,ipcc_low,Logistic,descend,2050,North Sumatra,120,3.4122,445.8087,0.0077,0.042316,1.0,1.0,12,1,150
Indonesia,ipcc_low,Logistic,descend,2100,North Sumatra,120,58.0838,445.8087,0.1303,1.061228,1.0,1.0,12,1,150
Indonesia,ipcc_low,Logistic,descend,2179,North Sumatra,120,96.5129,445.8087,0.2165,14.089226,1.0,1.0,12,1,150
Middle East,ipcc_low,Gompertz,descend,2050,Arabian,9,173.3893,4779.6748,0.0363,1.693231,1.0,1.0,30,1,150
Middle East,ipcc_low,Gompertz,descend,2100,Arabian,9,491.6031,4779.6748,0.1029,22.877411,1.0,1.0,30,1,150
Middle East,ipcc_low,Gompertz,descend,2179,Arabian,9,79.8853,4779.6748,0.0167,42.898843,1.0,1.0,30,1,150
Middle East,ipcc_low,Logistic,descend,2050,Arabian,9,173.3893,4779.6748,0.0363,1.350045,1.0,1.0,81,1,150
Middle East,ipcc_low,Logistic,descend,2100,Arabian,9,246.0525,4779.6748,0.0515,43.678696,1.0,1.0,81,1,150
Middle East,ipcc_low,Logistic,descend,2179,Arabian,9,0.008,4779.6748,0.0,45.506745,1.0,1.0,81,1,150
Thailand,ipcc_low,Gompertz,descend,2050,Pattani,135,10.8712,251.2525,0.0433,0.092542,1.0,1.0,16,1,150
Thailand,ipcc_low,Gompertz,descend,2100,Pattani,135,92.8597,251.2525,0.3696,2.777597,1.0,1.0,16,1,150
Thailand,ipcc_low,Gompertz,descend,2179,Pattani,135,40.4204,251.2525,0.1609,8.758989,1.0,1.0,16,1,150
Thailand,ipcc_low,Logistic,descend,2050,Pattani,135,10.8712,387.4101,0.0281,0.076506,1.0,1.0,272,1,100
Thailand,ipcc_low,Logistic,descend,2100,Pattani,135,118.0072,387.4101,0.3046,9.676067,1.0,1.0,272,1,100
Thailand,ipcc_low,Logistic,descend,2179,Pattani,135,0.0013,387.4101,0.0,10.496278,1.0,1.0,272,1,100
UK,ipcc_low,Gompertz,descend,2050,Faroe-Shetland,55,233.9498,963.7489,0.2427,2.189131,1.0,1.0,272,1,90
UK,ipcc_low,Gompertz,descend,2100,Faroe-Shetland,55,842.1798,963.7489,0.8739,35.494968,1.0,1.0,272,1,90
UK,ipcc_low,Gompertz,descend,2179,Faroe-Shetland,55,161.2766,963.7489,0.1673,72.409676,1.0,1.0,272,1,90
UK,ipcc_low,Logistic,descend,2050,Faroe-Shetland,55,233.9498,2770.8567,0.0844,1.753478,1.0,1.0,961,1,30
UK,ipcc_low,Logistic,descend,2100,Faroe-Shetland,55,443.9903,2770.8567,0.1602,74.737251,1.0,1.0,961,1,30
UK,ipcc_low,Logistic,descend,2179,Faroe-Shetland,55,0.0093,2770.8567,0.0,77.894034,1.0,1.0,961,1,30
Australia,maximum,Gompertz,descend,2050,Browse,28,169.8769,2084.1415,0.0815,1.338587,1.0,1.0,342,1,120
Australia,maximum,Gompertz,descend,2050,North Carnarvon,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Bonaparte,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Perth,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Bass,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Gippsland,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Canning,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Bowen-Surat,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2050,Adavale,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
Australia,maximum,Gompertz,descend,2100,Browse,28,2084.1415,2084.1415,1.0,71.595427,0.5344,0.6998,342,1,120
Australia,maximum,Gompertz,descend,2100,North Carnarvon,113,785.7747,785.7747,1.0,15.578374,0.2015,0.1523,676,2,100
Australia,maximum,Gompertz,descend,2100,Bonaparte,25,436.0919,436.0919,1.0,7.063749,0.1118,0.069,272,3,100
Australia,maximum,Gompertz,descend,2100,Perth,139,184.3262,184.3262,1.0,2.693537,0.0473,0.0263,169,4,100
Australia,maximum,Gompertz,descend,2100,Bass,17,173.1377,173.1377,1.0,2.381365,0.0444,0.0233,156,5,100
Australia,maximum,Gompertz,descend,2100,Gippsland,63,163.335,163.335,1.0,2.123355,0.0419,0.0208,100,6,100
Australia,maximum,Gompertz,descend,2100,Canning,31,72.1087,72.1087,1.0,0.868891,0.0185,0.0085,72,7,100
Australia,maximum,Gompertz,descend,2100,Bowen-Surat,27,0.6232,0.6232,1.0,0.007478,0.0002,0.0001,1,8,100
Australia,maximum,Gompertz,descend,2100,Adavale,1,0.2015,0.2015,1.0,0.002417,0.0001,0.0,1,9,100
