country,scenario,pathway,model,allocation_order,year,raw_rate_mt_yr,screened_rate_mt_yr,gap_rate_mt_yr,raw_cumulative_gt,screened_cumulative_gt,gap_cumulative_gt
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2030,5.0281960064927,5.0281960064927,0.0,0.0050281960064927,0.0050281960064927,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2031,5.402721379107899,5.402721379107899,0.0,0.0104309173856006,0.0104309173856006,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2032,5.800927673606,5.800927673606,0.0,0.0162318450592066,0.0162318450592066,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2033,6.2240012473171,6.2240012473171,0.0,0.022455846306523697,0.022455846306523697,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2034,6.6731677317212,6.6731677317212,0.0,0.029129014038244895,0.029129014038244895,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2035,7.1496921825571,7.1496921825571,0.0,0.036278706220801996,0.036278706220801996,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2036,7.6548791636648,7.6548791636648,0.0,0.043933585384466796,0.043933585384466796,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2037,8.190072762028802,8.190072762028802,0.0,0.052123658146495604,0.052123658146495604,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2038,8.7566565316011,8.7566565316011,0.0,0.0608803146780967,0.0608803146780967,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2039,9.3560533636128,9.3560533636128,0.0,0.07023636804170949,0.07023636804170949,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2040,9.989725281219899,9.989725281219899,0.0,0.0802260933229294,0.0802260933229294,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2041,10.6591731564752,10.6591731564752,0.0,0.0908852664794046,0.0908852664794046,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2042,11.3659363477765,11.3659363477765,0.0,0.1022512028271811,0.1022512028271811,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2043,12.1115922561082,12.1115922561082,0.0,0.1143627950832893,0.1143627950832893,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2044,12.8977557985647,12.8977557985647,0.0,0.127260550881854,0.127260550881854,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2045,13.726078797831601,13.726078797831601,0.0,0.1409866296796856,0.1409866296796856,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2046,14.5982492864893,14.5982492864893,0.0,0.1555848789661749,0.1555848789661749,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2047,15.5159907251987,15.5159907251987,0.0,0.17110086969137359,0.17110086969137359,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2048,16.481061134039297,16.481061134039297,0.0,0.18758193082541288,0.18758193082541288,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2049,17.495252136471702,17.495252136471702,0.0,0.20507718296188457,0.20507718296188457,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2050,18.5603879156189,18.5603879156189,0.0,0.22363757087750347,0.22363757087750347,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2051,19.678324082773898,19.678324082773898,0.0,0.24331589496027736,0.24331589496027736,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2052,20.850946458267902,20.850946458267902,0.0,0.2641668414185453,0.2641668414185453,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2053,22.080169765057,22.080169765057,0.0,0.2862470111836023,0.2862470111836023,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2054,23.3679362356134,23.3679362356134,0.0,0.3096149474192157,0.3096149474192157,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2055,24.7162141329365,24.7162141329365,0.0,0.3343311615521522,0.3343311615521522,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2056,26.1269961867274,26.1269961867274,0.0,0.3604581577388796,0.3604581577388796,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2057,27.602297946001602,27.602297946001602,0.0,0.38806045568488123,0.38806045568488123,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2058,29.1441560496409,29.1441560496409,0.0,0.4172046117345221,0.4172046117345221,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2059,30.7546264166131,30.7546264166131,0.0,0.44795923815113525,0.44795923815113525,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2060,32.4357823578096,32.4357823578096,0.0,0.4803950205089449,0.4803950205089449,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2061,34.1897126116752,34.1897126116752,0.0,0.51458473312062,0.51458473312062,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2062,36.0185193060161,36.0185193060161,0.0,0.5506032524266361,0.5506032524266361,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2063,37.9243158485857,37.9243158485857,0.0,0.5885275682752218,0.5885275682752218,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2064,39.9092247492539,39.9092247492539,0.0,0.6284367930244757,0.6284367930244757,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2065,41.9753753767621,41.9753753767621,0.0,0.6704121684012379,0.6704121684012379,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2066,44.1249016532625,44.1249016532625,0.0,0.7145370700545004,0.7145370700545004,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2067,46.3599396900198,46.3599396900198,0.0,0.7608970097445202,0.7608970097445202,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2068,48.6826253678367,48.6826253678367,0.0,0.809579635112357,0.809579635112357,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2069,51.0950918659243,51.0950918659243,0.0,0.8606747269782813,0.8606747269782813,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2070,53.599467143103496,53.599467143103496,0.0,0.9142741941213849,0.9142741941213849,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2071,56.1978713753691,56.1978713753691,0.0,0.970472065496754,0.970472065496754,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2072,58.8924143539859,58.8924143539859,0.0,1.0293644798507398,1.0293644798507398,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2073,61.685192848414495,61.685192848414495,0.0,1.0910496726991543,1.0910496726991543,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2074,64.5782879384819,64.5782879384819,0.0,1.1556279606376363,1.1556279606376363,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2075,67.5737623203137,67.5737623203137,0.0,1.2232017229579502,1.2232017229579502,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2076,70.6736575906418,70.6736575906418,0.0,1.2938753805485919,1.2938753805485919,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2077,73.8799915141779,73.8799915141779,0.0,1.3677553720627698,1.3677553720627698,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2078,77.19475527881731,77.19475527881731,0.0,1.4449501273415872,1.4449501273415872,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2079,80.6199107434883,80.6199107434883,0.0,1.5255700380850756,1.5255700380850756,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2080,84.1573876835109,84.1573876835109,0.0,1.6097274257685865,1.6097274257685865,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2081,87.80908103835799,87.80908103835799,0.0,1.6975365068069446,1.6975365068069446,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2082,91.5768481667291,91.5768481667291,0.0,1.7891133549736737,1.7891133549736737,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2083,95.4625061138584,95.4625061138584,0.0,1.884575861087532,1.884575861087532,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2084,99.4678288959632,99.4678288959632,0.0,1.9840436899834955,1.9840436899834955,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2085,103.5945448067322,103.5945448067322,0.0,2.087638234790228,2.087638234790228,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2086,107.8443337507086,107.8443337507086,0.0,2.1954825685409363,2.1954825685409363,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2087,112.2188246083897,112.2188246083897,0.0,2.307701393149326,2.307701393149326,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2088,116.7195926378066,116.7195926378066,0.0,2.424420985787133,2.424420985787133,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2089,121.348156917276,121.348156917276,0.0,2.5457691427044087,2.5457691427044087,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2090,126.10597783394589,126.10597783394589,0.0,2.6718751205383544,2.6718751205383544,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2091,130.9944546226605,130.9944546226605,0.0,2.802869575161015,2.802869575161015,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2092,136.0149229595748,136.0149229595748,0.0,2.9388844981205904,2.9388844981205904,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2093,141.1686526148353,141.1686526148353,0.0,3.0800531507354254,3.0800531507354254,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2094,146.456845168524,146.456845168524,0.0,3.2265099959039496,3.2265099959039496,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2095,151.8806317939376,151.8806317939376,0.0,3.378390627697887,3.378390627697887,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2096,157.4410711121256,157.4410711121256,0.0,3.5358316988100125,3.5358316988100125,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2097,163.13914712147502,163.13914712147502,0.0,3.6989708459314876,3.6989708459314876,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2098,168.9757672059657,168.9757672059657,0.0,3.8679466131374536,3.8679466131374536,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2099,174.9517602255623,174.9517602255623,0.0,4.042898373363015,4.042898373363015,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2100,181.0678746920382,181.0678746920382,0.0,4.223966248055055,4.223966248055055,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2101,187.32477703334771,187.32477703334771,0.0,4.411291025088402,4.411291025088402,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2102,193.7230499494918,193.7230499494918,0.0,4.605014075037893,4.605014075037893,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2103,200.2631908626166,200.2631908626166,0.0,4.80527726590051,4.80527726590051,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2104,206.9456104639141,206.9456104639141,0.0,5.012222876364423,5.012222876364423,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2105,213.7706313596806,213.7706313596806,0.0,5.225993507724104,5.225993507724104,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2106,220.73848681870288,220.73848681870288,0.0,5.446731994542807,5.446731994542807,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2107,227.8493196229267,227.8493196229267,0.0,5.674581314165733,5.674581314165733,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2108,235.1031810231713,235.1031810231713,0.0,5.909684495188905,5.909684495188905,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2109,242.5000298014349,242.5000298014349,0.0,6.15218452499034,6.15218452499034,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2110,250.0397314411366,250.0397314411366,0.0,6.402224256431476,6.402224256431476,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2111,257.72205740642937,257.72205740642937,0.0,6.659946313837906,6.659946313837906,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2112,265.5466845315068,265.5466845315068,0.0,6.925492998369413,6.925492998369413,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2113,273.5131945206241,273.5131945206241,0.0,7.199006192890037,7.199006192890037,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2114,281.62107355934415,281.62107355934415,0.0,7.480627266449381,7.480627266449381,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2115,289.869712037308,289.869712037308,0.0,7.770496978486689,7.770496978486689,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2116,298.258404382639,298.258404382639,0.0,8.068755382869329,8.068755382869329,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2117,306.7863490078722,306.7863490078722,0.0,8.375541731877199,8.375541731877199,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2118,315.4526483671124,315.4526483671124,0.0,8.690994380244312,8.690994380244312,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2119,324.25630912392825,324.25630912392825,0.0,9.01525068936824,9.01525068936824,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2120,333.19624242929467,333.19624242929467,0.0,9.348446931797534,9.348446931797534,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2121,342.27126430870857,342.27126430870857,0.0,9.690718196106243,9.690718196106243,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2122,351.4800961574235,351.4800961574235,0.0,10.042198292263667,10.042198292263667,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2123,360.8213653425682,360.8213653425682,0.0,10.403019657606235,10.403019657606235,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2124,370.2936059107429,370.2936059107429,0.0,10.773313263516979,10.773313263516979,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2125,379.89525939951454,379.89525939951454,0.0,11.153208522916493,11.153208522916493,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2126,389.6246757510811,389.6246757510811,0.0,11.542833198667575,11.542833198667575,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2127,399.4801143262074,399.4801143262074,0.0,11.94231331299378,11.94231331299378,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2128,409.4597450163963,409.4597450163963,0.0,12.351773058010178,12.351773058010178,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2129,419.5616494521085,419.5616494521085,0.0,12.771334707462287,12.771334707462287,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2130,429.783822304715,429.783822304715,0.0,13.201118529767001,13.201118529767001,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2131,440.12417267973046,440.12417267973046,0.0,13.641242702446732,13.641242702446732,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2132,450.5805255987618,450.5805255987618,0.0,14.091823228045493,14.091823228045493,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2133,461.1506235674825,461.1506235674825,0.0,14.552973851612977,14.552973851612977,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2134,471.8321282268458,471.8321282268458,0.0,15.024805979839822,15.024805979839822,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2135,482.62262208464017,482.62262208464017,0.0,15.507428601924463,15.507428601924463,0.0
