country,scenario,pathway,model,allocation_order,year,raw_rate_mt_yr,screened_rate_mt_yr,gap_rate_mt_yr,raw_cumulative_gt,screened_cumulative_gt,gap_cumulative_gt
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2136,493.5196103244041,493.5196103244041,0.0,16.000948212248865,16.000948212248865,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2137,504.52052268863144,504.52052268863144,0.0,16.505468734937498,16.505468734937498,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2138,515.622715433118,515.622715433118,0.0,17.021091450370616,17.021091450370616,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2139,526.823473349232,526.823473349232,0.0,17.547914923719848,17.547914923719848,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2140,538.1200118508293,538.1200118508293,0.0,18.086034935570673,18.086034935570673,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2141,549.5094791224768,549.5094791224768,0.0,18.63554441469315,18.63554441469315,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2142,560.9889583256,560.9889583256,0.0,19.196533373018752,19.196533373018752,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2143,572.5554698591326,572.5554698591326,0.0,19.769088842877885,19.769088842877885,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2144,584.2059736712088,584.2059736712088,0.0,20.35329481654909,20.35329481654909,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2145,595.9373716184149,595.9373716184149,0.0,20.94923218816751,20.94923218816751,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2146,607.7465098690996,607.7465098690996,0.0,21.55697869803661,21.55697869803661,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2147,619.6301813472251,619.6301813472251,0.0,22.17660887938383,22.17660887938383,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2148,631.5851282132375,631.5851282132375,0.0,22.80819400759707,22.80819400759707,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2149,643.6080443784396,643.6080443784396,0.0,23.451802051975513,23.451802051975513,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2150,655.695578049351,655.695578049351,0.0,24.107497630024863,24.107497630024863,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2151,667.8443342985553,667.8443342985553,0.0,24.77534196432342,24.77534196432342,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2152,680.0508776585554,680.0508776585554,0.0,25.455392841981975,25.455392841981975,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2153,692.3117347351821,692.3117347351821,0.0,26.147704576717157,26.147704576717157,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2154,704.6233968371312,704.6233968371312,0.0,26.85232797355429,26.85232797355429,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2155,716.9823226182426,716.9823226182426,0.0,27.56931029617253,27.56931029617253,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2156,729.3849407291699,729.3849407291699,0.0,28.2986952369017,28.2986952369017,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2157,741.8276524751512,741.8276524751512,0.0,29.040522889376856,29.040522889376856,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2158,754.3068344766167,754.3068344766167,0.0,29.79482972385347,29.79482972385347,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2159,766.8188413294533,766.8188413294533,0.0,30.561648565182924,30.561648565182924,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2160,779.3600082617833,779.3600082617833,0.0,31.34100857344471,31.34100857344471,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2161,791.9266537841899,791.9266537841899,0.0,32.1329352272289,32.1329352272289,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2162,804.5150823303879,804.5150823303879,0.0,32.93745030955929,32.93745030955929,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2163,817.1215868854035,817.1215868854035,0.0,33.754571896444695,33.754571896444695,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2164,829.7424515984127,829.7424515984127,0.0,34.5843143480431,34.5843143480431,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2165,842.3739543774481,842.3739543774481,0.0,35.42668830242055,35.42668830242055,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2166,855.0123694632831,855.0123694632831,0.0,36.28170067188384,36.28170067188384,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2167,867.6539699798708,867.6539699798708,0.0,37.14935464186371,37.14935464186371,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2168,880.2950304588065,880.2950304588065,0.0,38.02964967232252,38.02964967232252,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2169,892.9318293353676,892.9318293353676,0.0,38.92258150165789,38.92258150165789,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2170,905.5606514137731,905.5606514137731,0.0,39.82814215307166,39.82814215307166,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2171,918.1777902994024,918.1777902994024,0.0,40.74631994337106,40.74631994337106,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2172,930.7795507957898,930.7795507957898,0.0,41.67709949416685,41.67709949416685,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2173,943.362251264322,943.362251264322,0.0,42.62046174543117,42.62046174543117,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2174,955.9222259446464,955.9222259446464,0.0,43.57638397137582,43.57638397137582,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2175,968.4558272339016,968.4558272339016,0.0,44.54483979860972,44.54483979860972,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2176,980.9594279229734,980.9594279229734,0.0,45.52579922653269,45.52579922653269,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2177,993.4294233880679,993.4294233880679,0.0,46.519228649920755,46.519228649920755,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2178,1005.8622337360139,1005.8622337360139,0.0,47.525090883656766,47.525090883656766,0.0
Australia,growth10,v8_fixedC_deterministic,Gompertz,descend,2179,1018.2543059017684,1018.2543059017684,0.0,48.543345189558536,48.543345189558536,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2030,4.4334597122042,4.4334597122042,0.0,0.0044334597122042,0.0044334597122042,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2031,4.762599892857001,4.762599892857001,0.0,0.0091960596050612,0.0091960596050612,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2032,5.1161684990771,5.1161684990771,0.0,0.0143122281041383,0.0143122281041383,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2033,5.495977511459601,5.495977511459601,0.0,0.0198082056155979,0.0198082056155979,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2034,5.903973149543,5.903973149543,0.0,0.0257121787651409,0.0257121787651409,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2035,6.3422457913814005,6.3422457913814005,0.0,0.0320544245565223,0.0320544245565223,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2036,6.8130406222083,6.8130406222083,0.0,0.0388674651787306,0.0388674651787306,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2037,7.3187690651746005,7.3187690651746005,0.0,0.046186234243905194,0.046186234243905194,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2038,7.862021050901899,7.862021050901899,0.0,0.0540482552948071,0.0540482552948071,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2039,8.445578186601,8.445578186601,0.0,0.062493833481408106,0.062493833481408106,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2040,9.0724278897776,9.0724278897776,0.0,0.0715662613711857,0.0715662613711857,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2041,9.745778556106199,9.745778556106199,0.0,0.08131203992729191,0.08131203992729191,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2042,10.469075835903599,10.469075835903599,0.0,0.0917811157631955,0.0917811157631955,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2043,11.2460200987983,11.2460200987983,0.0,0.1030271358619938,0.1030271358619938,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2044,12.0805851716853,12.0805851716853,0.0,0.1151077210336791,0.1151077210336791,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2045,12.9770384408918,12.9770384408918,0.0,0.12808475947457088,0.12808475947457088,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2046,13.939962415675701,13.939962415675701,0.0,0.1420247218902466,0.1420247218902466,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2047,14.9742778567507,14.9742778567507,0.0,0.15699899974699727,0.15699899974699727,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2048,16.0852685804927,16.0852685804927,0.0,0.17308426832749,0.17308426832749,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2049,17.278608056848498,17.278608056848498,0.0,0.19036287638433846,0.19036287638433846,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2050,18.5603879267527,18.5603879267527,0.0,0.20892326431109118,0.20892326431109118,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2051,19.9371485730676,19.9371485730676,0.0,0.22886041288415876,0.22886041288415876,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2052,21.415911887712102,21.415911887712102,0.0,0.25027632477187084,0.25027632477187084,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2053,23.0042163867418,23.0042163867418,0.0,0.27328054115861267,0.27328054115861267,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2054,24.710154834679003,24.710154834679003,0.0,0.29799069599329164,0.29799069599329164,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2055,26.5424145493836,26.5424145493836,0.0,0.3245331105426752,0.3245331105426752,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2056,28.510320569182,28.510320569182,0.0,0.3530434311118572,0.3530434311118572,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2057,30.623881874825,30.623881874825,0.0,0.3836673129866822,0.3836673129866822,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2058,32.8938408701116,32.8938408701116,0.0,0.4165611538567938,0.4165611538567938,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2059,35.331726336651904,35.331726336651904,0.0,0.4518928801934457,0.4518928801934457,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2060,37.949910090222296,37.949910090222296,0.0,0.489842790283668,0.489842790283668,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2061,40.7616675784287,40.7616675784287,0.0,0.5306044578620968,0.5306044578620968,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2062,43.7812426718672,43.7812426718672,0.0,0.5743857005339639,0.5743857005339639,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2063,47.0239169135809,47.0239169135809,0.0,0.6214096174475449,0.6214096174475449,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2064,50.5060835042356,50.5060835042356,0.0,0.6719157009517804,0.6719157009517804,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2065,54.2453263129498,54.2453263129498,0.0,0.7261610272647302,0.7261610272647302,0.0
Australia,growth10,v8_fixedC_deterministic,Logistic,descend,2066,58.260504215953695,58.260504215953695,0.0,0.7844215314806839,0.7844215314806839,0.0
