checkpoint,annual_demand_mt_yr,annual_screened_mt_yr,annual_gap_mt_yr,r_annual,cumulative_demand_gt,cumulative_screened_gt,cumulative_gap_gt,r_cumulative,annual_pass,cumulative_pass,overall_pass,first_shortfall_year,years_of_shortfall,max_gap_rate_mt_yr,max_gap_year,total_unmet_volume_gt,active_basins,total_basins,active_basin_fraction,total_wells,n_eff,largest_basin_share,dominant_basin_name,country,scenario,pathway,model,allocation_order
2100,485.1688,485.1688,0.0,1.0,8.7235,8.7235,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,420,1.0,1.0,Tarim,China,minimum,v8_fixedC_deterministic,Logistic,descend
2179,35.4998,35.4998,0.0,1.0,39.7512,39.7512,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,420,1.0,1.0,Tarim,China,minimum,v8_fixedC_deterministic,Logistic,descend
2050,44.8648,44.8648,0.0,1.0,0.7273,0.7273,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Aquitaine-Bay of Biscay,EU,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,64.6084,64.6084,0.0,1.0,3.7369,3.7369,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Aquitaine-Bay of Biscay,EU,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,27.4457,27.4457,0.0,1.0,7.4293,7.4293,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Aquitaine-Bay of Biscay,EU,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,44.8648,44.8648,0.0,1.0,0.6445,0.6445,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,6,1.0,1.0,Aquitaine-Bay of Biscay,EU,minimum,v8_fixedC_deterministic,Logistic,descend
2100,112.1325,112.1325,0.0,1.0,5.1918,5.1918,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,6,1.0,1.0,Aquitaine-Bay of Biscay,EU,minimum,v8_fixedC_deterministic,Logistic,descend
2179,6.4107,6.4107,0.0,1.0,8.8716,8.8716,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,6,1.0,1.0,Aquitaine-Bay of Biscay,EU,minimum,v8_fixedC_deterministic,Logistic,descend
2050,4.5905,4.5905,0.0,1.0,0.0621,0.0621,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,1,1.0,1.0,North Sumatra,Indonesia,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,11.4542,11.4542,0.0,1.0,0.5025,0.5025,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,1,1.0,1.0,North Sumatra,Indonesia,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,5.88,5.88,0.0,1.0,1.2397,1.2397,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,1,1.0,1.0,North Sumatra,Indonesia,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,4.5905,4.5905,0.0,1.0,0.0541,0.0541,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,North Sumatra,Indonesia,minimum,v8_fixedC_deterministic,Logistic,descend
2100,26.6649,26.6649,0.0,1.0,0.9431,0.9431,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,North Sumatra,Indonesia,minimum,v8_fixedC_deterministic,Logistic,descend
2179,0.3054,0.3054,0.0,1.0,1.5687,1.5687,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,North Sumatra,Indonesia,minimum,v8_fixedC_deterministic,Logistic,descend
2050,19.8563,19.8563,0.0,1.0,0.2884,0.2884,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,Arabian,Middle East,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,35.2601,35.2601,0.0,1.0,1.8418,1.8418,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,Arabian,Middle East,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,13.3163,13.3163,0.0,1.0,3.7902,3.7902,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,Arabian,Middle East,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,19.8563,19.8563,0.0,1.0,0.2503,0.2503,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Arabian,Middle East,minimum,v8_fixedC_deterministic,Logistic,descend
2100,65.3281,65.3281,0.0,1.0,2.9359,2.9359,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Arabian,Middle East,minimum,v8_fixedC_deterministic,Logistic,descend
2179,0.9819,0.9819,0.0,1.0,4.4485,4.4485,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Arabian,Middle East,minimum,v8_fixedC_deterministic,Logistic,descend
2050,1.5186,1.5186,0.0,1.0,0.0186,0.0186,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,Pattani,Thailand,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,6.1894,6.1894,0.0,1.0,0.2171,0.2171,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,Pattani,Thailand,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,4.9088,4.9088,0.0,1.0,0.7185,0.7185,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,2,1.0,1.0,Pattani,Thailand,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,1.5186,1.5186,0.0,1.0,0.0163,0.0163,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Pattani,Thailand,minimum,v8_fixedC_deterministic,Logistic,descend
2100,20.924,20.924,0.0,1.0,0.5352,0.5352,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Pattani,Thailand,minimum,v8_fixedC_deterministic,Logistic,descend
2179,0.1515,0.1515,0.0,1.0,1.0443,1.0443,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Pattani,Thailand,minimum,v8_fixedC_deterministic,Logistic,descend
2050,27.2571,27.2571,0.0,1.0,0.3778,0.3778,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Faroe-Shetland,UK,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,59.0186,59.0186,0.0,1.0,2.7834,2.7834,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Faroe-Shetland,UK,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,25.9975,25.9975,0.0,1.0,6.3069,6.3069,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,Faroe-Shetland,UK,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,27.2571,27.2571,0.0,1.0,0.3281,0.3281,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,Faroe-Shetland,UK,minimum,v8_fixedC_deterministic,Logistic,descend
2100,123.2465,123.2465,0.0,1.0,4.8838,4.8838,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,Faroe-Shetland,UK,minimum,v8_fixedC_deterministic,Logistic,descend
2179,1.4281,1.4281,0.0,1.0,7.6699,7.6699,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,Faroe-Shetland,UK,minimum,v8_fixedC_deterministic,Logistic,descend
2050,233.4221,233.4221,0.0,1.0,3.4925,3.4925,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,20,1.0,1.0,Permian,US,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,384.0838,384.0838,0.0,1.0,20.8387,20.8387,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,20,1.0,1.0,Permian,US,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,144.2087,144.2087,0.0,1.0,41.9049,41.9049,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,20,1.0,1.0,Permian,US,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,233.4221,233.4221,0.0,1.0,3.0433,3.0433,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,42,1.0,1.0,Permian,US,minimum,v8_fixedC_deterministic,Logistic,descend
2100,692.9222,692.9222,0.0,1.0,31.8357,31.8357,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,42,1.0,1.0,Permian,US,minimum,v8_fixedC_deterministic,Logistic,descend
2179,14.1982,14.1982,0.0,1.0,49.0533,49.0533,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,42,1.0,1.0,Permian,US,minimum,v8_fixedC_deterministic,Logistic,descend
2050,168.5728,168.5728,0.0,1.0,1.3866,1.3866,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,342,1.0,1.0,Browse,Australia,policy,v8_fixedC_deterministic,Gompertz,descend
2100,2757.4748,2757.4748,0.0,1.0,64.7759,64.7759,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,1018,1.42,0.82,Browse,Australia,policy,v8_fixedC_deterministic,Gompertz,descend
2179,2802.4314,2802.4314,0.0,1.0,340.2359,340.2359,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,1018,1.45,0.8069,Browse,Australia,policy,v8_fixedC_deterministic,Gompertz,descend
2050,168.5728,168.5728,0.0,1.0,1.183,1.183,0.0,1.0,True,True,True,,0,0.0,,0.0,1,9,0.1111,930,1.0,1.0,Browse,Australia,policy,v8_fixedC_deterministic,Logistic,descend
2100,12760.8529,10342.3926,2418.4604,0.8105,396.387,290.5264,105.8606,0.7329,False,False,False,2081.0,20,8020.6014,2091.0,105.8606,9,9,1.0,5325,3.39,0.479,Browse,Australia,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.2009,0.2009,0.0,1.0,502.3412,394.7384,107.6029,0.7858,True,False,False,2081.0,22,8020.6014,2091.0,107.6029,1,9,0.1111,930,1.0,1.0,Browse,Australia,policy,v8_fixedC_deterministic,Logistic,descend
2050,801.5114,801.5114,0.0,1.0,7.2412,7.2412,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,policy,v8_fixedC_deterministic,Gompertz,descend
2100,3265.4403,3265.4403,0.0,1.0,131.9254,131.9254,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,policy,v8_fixedC_deterministic,Gompertz,descend
2179,645.7645,645.7645,0.0,1.0,277.6954,277.6954,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,policy,v8_fixedC_deterministic,Gompertz,descend
2050,801.5114,801.5114,0.0,1.0,5.7903,5.7903,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,policy,v8_fixedC_deterministic,Logistic,descend
2100,1564.2041,1564.2041,0.0,1.0,289.1523,289.1523,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.0198,0.0198,0.0,1.0,299.6962,299.6962,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,policy,v8_fixedC_deterministic,Logistic,descend
2050,60.0,60.0,0.0,1.0,0.6516,0.6516,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,policy,v8_fixedC_deterministic,Gompertz,descend
2100,650.5442,650.5442,0.0,1.0,15.3432,15.3432,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,946,1.6,0.7483,Grand Banks,Canada,policy,v8_fixedC_deterministic,Gompertz,descend
2179,1921.9481,997.7678,924.1803,0.5191,126.5554,91.3855,35.17,0.7221,False,False,False,2117.0,63,924.1803,2179.0,35.17,3,3,1.0,947,2.0,0.5118,Scotian,Canada,policy,v8_fixedC_deterministic,Gompertz,descend
2050,60.0,60.0,0.0,1.0,0.5908,0.5908,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,361,1.0,1.0,Grand Banks,Canada,policy,v8_fixedC_deterministic,Logistic,descend
2100,4174.9927,909.822,3265.1707,0.2179,55.1718,28.3208,26.8511,0.5133,False,False,False,2081.0,20,3265.1707,2100.0,26.8511,3,3,1.0,824,2.0,0.5203,Scotian,Canada,policy,v8_fixedC_deterministic,Logistic,descend
2179,188.4115,188.4115,0.0,1.0,401.8942,91.8085,310.0857,0.2284,True,False,False,2081.0,81,8223.1333,2121.0,310.0857,1,3,0.3333,361,1.0,1.0,Grand Banks,Canada,policy,v8_fixedC_deterministic,Logistic,descend
2050,216.0,216.0,0.0,1.0,1.7618,1.7618,0.0,1.0,True,True,True,,0,0.0,,0.0,1,21,0.0476,210,1.0,1.0,Tarim,China,policy,v8_fixedC_deterministic,Gompertz,descend
2100,2859.9685,1529.6256,1330.3429,0.5348,73.3351,57.3933,15.9418,0.7826,False,False,False,2079.0,22,1330.3429,2100.0,15.9418,21,21,1.0,1371,9.05,0.1668,Tarim,China,policy,v8_fixedC_deterministic,Gompertz,descend
2179,1959.5411,1529.6256,429.9155,0.7806,305.9636,178.2337,127.7299,0.5825,False,False,False,2079.0,101,1890.2319,2124.0,127.7299,21,21,1.0,1371,9.05,0.1668,Tarim,China,policy,v8_fixedC_deterministic,Gompertz,descend
2050,216.0,216.0,0.0,1.0,1.4794,1.4794,0.0,1.0,True,True,True,,0,0.0,,0.0,1,21,0.0476,420,1.0,1.0,Tarim,China,policy,v8_fixedC_deterministic,Logistic,descend
2100,6765.4251,3382.5554,3382.8697,0.5,354.9989,130.4555,224.5434,0.3675,False,False,False,2069.0,32,11847.6147,2087.0,224.5434,21,21,1.0,3017,9.76,0.1459,Huabei,China,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.0575,0.0575,0.0,1.0,402.9349,171.3861,231.5488,0.4253,True,False,False,2069.0,37,11847.6147,2087.0,231.5488,1,21,0.0476,420,1.0,1.0,Tarim,China,policy,v8_fixedC_deterministic,Logistic,descend
2050,330.0,330.0,0.0,1.0,3.6647,3.6647,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,64,1.0,1.0,Aquitaine-Bay of Biscay,EU,policy,v8_fixedC_deterministic,Gompertz,descend
2100,909.7368,909.7368,0.0,1.0,40.6846,40.6846,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,64,1.0,1.0,Aquitaine-Bay of Biscay,EU,policy,v8_fixedC_deterministic,Gompertz,descend
2179,230.8803,230.8803,0.0,1.0,84.629,84.629,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,64,1.0,1.0,Aquitaine-Bay of Biscay,EU,policy,v8_fixedC_deterministic,Gompertz,descend
2050,330.0,330.0,0.0,1.0,3.03,3.03,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,132,1.0,1.0,Aquitaine-Bay of Biscay,EU,policy,v8_fixedC_deterministic,Logistic,descend
2100,1095.1839,1095.1839,0.0,1.0,82.2243,82.2243,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,132,1.0,1.0,Aquitaine-Bay of Biscay,EU,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.3543,0.3543,0.0,1.0,93.6087,93.6087,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,132,1.0,1.0,Aquitaine-Bay of Biscay,EU,policy,v8_fixedC_deterministic,Logistic,descend
2050,43.4938,43.4938,0.0,1.0,0.3934,0.3934,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,policy,v8_fixedC_deterministic,Gompertz,descend
2100,173.5763,173.5763,0.0,1.0,7.078,7.078,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,policy,v8_fixedC_deterministic,Gompertz,descend
2179,33.5318,33.5318,0.0,1.0,14.7488,14.7488,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,9,1.0,1.0,North Sumatra,Indonesia,policy,v8_fixedC_deterministic,Gompertz,descend
2050,43.4938,43.4938,0.0,1.0,0.3142,0.3142,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,North Sumatra,Indonesia,policy,v8_fixedC_deterministic,Logistic,descend
2100,80.8284,80.8284,0.0,1.0,15.3396,15.3396,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,North Sumatra,Indonesia,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.001,0.001,0.0,1.0,15.8835,15.8835,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,North Sumatra,Indonesia,policy,v8_fixedC_deterministic,Logistic,descend
2050,166.7431,166.7431,0.0,1.0,1.6348,1.6348,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,policy,v8_fixedC_deterministic,Gompertz,descend
2100,488.6613,488.6613,0.0,1.0,22.3222,22.3222,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,policy,v8_fixedC_deterministic,Gompertz,descend
2179,84.2617,84.2617,0.0,1.0,42.7036,42.7036,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,policy,v8_fixedC_deterministic,Gompertz,descend
2050,166.7431,166.7431,0.0,1.0,1.3083,1.3083,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,policy,v8_fixedC_deterministic,Logistic,descend
2100,267.3121,267.3121,0.0,1.0,43.4868,43.4868,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.0099,0.0099,0.0,1.0,45.5067,45.5067,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,policy,v8_fixedC_deterministic,Logistic,descend
2050,11.2461,11.2461,0.0,1.0,0.0953,0.0953,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,policy,v8_fixedC_deterministic,Gompertz,descend
2100,94.6022,94.6022,0.0,1.0,2.8552,2.8552,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,policy,v8_fixedC_deterministic,Gompertz,descend
2179,39.4372,39.4372,0.0,1.0,8.8281,8.8281,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,policy,v8_fixedC_deterministic,Gompertz,descend
2050,11.2461,11.2461,0.0,1.0,0.0786,0.0786,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,210,1.0,1.0,Pattani,Thailand,policy,v8_fixedC_deterministic,Logistic,descend
2100,110.4156,110.4156,0.0,1.0,9.7417,9.7417,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,210,1.0,1.0,Pattani,Thailand,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.0011,0.0011,0.0,1.0,10.4963,10.4963,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,210,1.0,1.0,Pattani,Thailand,policy,v8_fixedC_deterministic,Logistic,descend
2050,175.0,175.0,0.0,1.0,1.6929,1.6929,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,462,1.0,1.0,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Gompertz,descend
2100,769.3028,769.3028,0.0,1.0,28.973,28.973,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,462,1.0,1.0,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Gompertz,descend
2179,223.0275,223.0275,0.0,1.0,69.1675,69.1675,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,462,1.0,1.0,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Gompertz,descend
2050,175.0,175.0,0.0,1.0,1.3895,1.3895,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,930,1.0,1.0,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Logistic,descend
2100,793.8047,793.8047,0.0,1.0,71.4124,71.4124,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,930,1.0,1.0,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Logistic,descend
2179,0.043,0.043,0.0,1.0,77.8932,77.8932,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,930,1.0,1.0,Faroe-Shetland,UK,policy,v8_fixedC_deterministic,Logistic,descend
2050,1000.0,1000.0,0.0,1.0,10.9647,10.9647,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,930,1.0,1.0,Permian,US,policy,v8_fixedC_deterministic,Gompertz,descend
2100,4133.7538,4133.7538,0.0,1.0,151.25,151.25,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,2779,2.0,0.5078,Permian,US,policy,v8_fixedC_deterministic,Gompertz,descend
2179,1896.3379,1896.3379,0.0,1.0,412.8842,412.8842,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,930,1.0,1.0,Permian,US,policy,v8_fixedC_deterministic,Gompertz,descend
2050,1000.0,1000.0,0.0,1.0,9.3019,9.3019,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,policy,v8_fixedC_deterministic,Logistic,descend
2100,9282.9739,9282.9739,0.0,1.0,388.9613,388.9613,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,6958,1.96,0.5757,North Slope,US,policy,v8_fixedC_deterministic,Logistic,descend
2179,5.3863,5.3863,0.0,1.0,504.6612,504.6612,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,2862,1.0,1.0,Permian,US,policy,v8_fixedC_deterministic,Logistic,descend
2050,164.2107,164.2107,0.0,1.0,1.3558,1.3558,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,342,1.0,1.0,Browse,Australia,reference,v8_fixedC_deterministic,Gompertz,descend
2100,2697.0872,2697.0872,0.0,1.0,63.1099,63.1099,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,1018,1.37,0.8384,Browse,Australia,reference,v8_fixedC_deterministic,Gompertz,descend
2179,2823.467,2823.467,0.0,1.0,336.6552,336.6552,0.0,1.0,True,True,True,,0,0.0,,0.0,2,3,0.6667,1018,1.47,0.8009,Browse,Australia,reference,v8_fixedC_deterministic,Gompertz,descend
2050,164.2107,164.2107,0.0,1.0,1.1584,1.1584,0.0,1.0,True,True,True,,0,0.0,,0.0,1,9,0.1111,930,1.0,1.0,Browse,Australia,reference,v8_fixedC_deterministic,Logistic,descend
2100,13154.6165,10342.3926,2812.224,0.7862,390.495,287.0967,103.3983,0.7352,False,False,False,2082.0,19,7920.2876,2092.0,103.3983,9,9,1.0,5325,3.39,0.479,Browse,Australia,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.2309,0.2309,0.0,1.0,502.341,396.3743,105.9667,0.7891,True,False,False,2082.0,21,7920.2876,2092.0,105.9667,1,9,0.1111,930,1.0,1.0,Browse,Australia,reference,v8_fixedC_deterministic,Logistic,descend
2050,772.1141,772.1141,0.0,1.0,7.0036,7.0036,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,reference,v8_fixedC_deterministic,Gompertz,descend
2100,3234.4839,3234.4839,0.0,1.0,128.6958,128.6958,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,reference,v8_fixedC_deterministic,Gompertz,descend
2179,674.6053,674.6053,0.0,1.0,276.3198,276.3198,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,169,1.0,1.0,Foz do Amazonas,Brazil,reference,v8_fixedC_deterministic,Gompertz,descend
2050,772.1141,772.1141,0.0,1.0,5.6183,5.6183,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,reference,v8_fixedC_deterministic,Logistic,descend
2100,1697.5771,1697.5771,0.0,1.0,288.0816,288.0816,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0242,0.0242,0.0,1.0,299.6959,299.6959,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,676,1.0,1.0,Foz do Amazonas,Brazil,reference,v8_fixedC_deterministic,Logistic,descend
2050,296.0625,296.0625,0.0,1.0,2.4909,2.4909,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,361,1.0,1.0,Grand Banks,Canada,reference,v8_fixedC_deterministic,Gompertz,descend
2100,3148.0482,686.7235,2461.3247,0.2181,86.5371,34.9026,51.6346,0.4033,False,False,False,2060.0,41,2461.3247,2100.0,51.6346,3,3,1.0,634,1.98,0.555,Grand Banks,Canada,reference,v8_fixedC_deterministic,Gompertz,descend
2179,1803.5075,686.7235,1116.7841,0.3808,319.0539,89.1537,229.9002,0.2794,False,False,False,2060.0,120,2843.5538,2119.0,229.9002,3,3,1.0,634,1.98,0.555,Grand Banks,Canada,reference,v8_fixedC_deterministic,Gompertz,descend
2050,296.0625,296.0625,0.0,1.0,2.0819,2.0819,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,reference,v8_fixedC_deterministic,Logistic,descend
2100,6044.8457,1359.9904,4684.8553,0.225,360.2045,63.5766,296.6279,0.1765,False,False,False,2061.0,40,13432.4051,2086.0,296.6279,3,3,1.0,1135,2.0,0.5199,Scotian,Canada,reference,v8_fixedC_deterministic,Logistic,descend
2179,0.0729,0.0729,0.0,1.0,403.8983,88.0853,315.813,0.2181,True,False,False,2061.0,51,13432.4051,2086.0,315.813,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,reference,v8_fixedC_deterministic,Logistic,descend
2050,493.5275,493.5275,0.0,1.0,3.6535,3.6535,0.0,1.0,True,True,True,,0,0.0,,0.0,3,21,0.1429,630,2.33,0.4874,Tarim,China,reference,v8_fixedC_deterministic,Gompertz,descend
2100,4432.8518,1410.1296,3022.7222,0.3181,141.2774,68.7829,72.4945,0.4869,False,False,False,2062.0,39,3022.7222,2100.0,72.4945,21,21,1.0,1239,8.98,0.1706,Tarim,China,reference,v8_fixedC_deterministic,Gompertz,descend
2179,1090.0065,1090.0065,0.0,1.0,365.2205,178.4072,186.8133,0.4885,True,False,False,2062.0,108,3031.3236,2102.0,186.8133,7,21,0.3333,999,5.99,0.2207,Tarim,China,reference,v8_fixedC_deterministic,Gompertz,descend
2050,493.5275,493.5275,0.0,1.0,2.9019,2.9019,0.0,1.0,True,True,True,,0,0.0,,0.0,2,21,0.0952,861,1.0,0.9991,Tarim,China,reference,v8_fixedC_deterministic,Logistic,descend
2100,1108.7657,1108.7657,0.0,1.0,397.3303,159.8246,237.5057,0.4022,True,False,False,2062.0,31,14548.6866,2077.0,237.5057,3,21,0.1429,1323,2.1,0.5274,Huabei,China,reference,v8_fixedC_deterministic,Logistic,descend
