checkpoint,annual_demand_mt_yr,annual_screened_mt_yr,annual_gap_mt_yr,r_annual,cumulative_demand_gt,cumulative_screened_gt,cumulative_gap_gt,r_cumulative,annual_pass,cumulative_pass,overall_pass,first_shortfall_year,years_of_shortfall,max_gap_rate_mt_yr,max_gap_year,total_unmet_volume_gt,active_basins,total_basins,active_basin_fraction,total_wells,n_eff,largest_basin_share,dominant_basin_name,country,scenario,pathway,model,allocation_order
2179,2366.7531,1953.9956,412.7576,0.8256,202.3922,177.3339,25.0583,0.8762,False,False,False,2121.0,59,556.9398,2157.0,25.0583,21,21,1.0,1699,9.73,0.145,Pearl River Mouth,China,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2050,87.9427,87.9427,0.0,1.0,0.7233,0.7233,0.0,1.0,True,True,True,,0,0.0,,0.0,1,21,0.0476,324,1.0,1.0,Tarim,China,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2100,11519.2933,2635.4614,8883.8319,0.2288,169.9963,78.3612,91.6351,0.461,False,False,False,2080.0,21,8883.8319,2100.0,91.6351,21,21,1.0,2206,9.77,0.1497,Pearl River Mouth,China,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2179,6.0176,6.0176,0.0,1.0,402.8863,170.7398,232.1465,0.4238,True,False,False,2080.0,47,9289.6864,2103.0,232.1465,1,21,0.0476,324,1.0,1.0,Tarim,China,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2050,452.5991,452.5991,0.0,1.0,4.8541,4.8541,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2100,971.4641,971.4641,0.0,1.0,50.3037,50.3037,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2179,150.5528,150.5528,0.0,1.0,88.6825,88.6825,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Aquitaine-Bay of Biscay,EU,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2050,452.5991,452.5991,0.0,1.0,3.899,3.899,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2100,628.3309,628.3309,0.0,1.0,88.1868,88.1868,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2179,0.0709,0.0709,0.0,1.0,93.6135,93.6135,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,144,1.0,1.0,Aquitaine-Bay of Biscay,EU,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2050,3.4122,3.4122,0.0,1.0,0.0457,0.0457,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,North Sumatra,Indonesia,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2100,18.5731,18.5731,0.0,1.0,0.5414,0.5414,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,North Sumatra,Indonesia,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2179,53.0837,53.0837,0.0,1.0,3.4812,3.4812,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,4,1.0,1.0,North Sumatra,Indonesia,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2050,3.4122,3.4122,0.0,1.0,0.0423,0.0423,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,12,1.0,1.0,North Sumatra,Indonesia,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2100,58.0838,58.0838,0.0,1.0,1.0612,1.0612,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,12,1.0,1.0,North Sumatra,Indonesia,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2179,96.5129,96.5129,0.0,1.0,14.0892,14.0892,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,12,1.0,1.0,North Sumatra,Indonesia,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2050,173.3893,173.3893,0.0,1.0,1.6932,1.6932,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2100,491.6031,491.6031,0.0,1.0,22.8774,22.8774,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2179,79.8853,79.8853,0.0,1.0,42.8988,42.8988,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Arabian,Middle East,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2050,173.3893,173.3893,0.0,1.0,1.35,1.35,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2100,246.0525,246.0525,0.0,1.0,43.6787,43.6787,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2179,0.008,0.008,0.0,1.0,45.5067,45.5067,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,81,1.0,1.0,Arabian,Middle East,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2050,10.8712,10.8712,0.0,1.0,0.0925,0.0925,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2100,92.8597,92.8597,0.0,1.0,2.7776,2.7776,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2179,40.4204,40.4204,0.0,1.0,8.759,8.759,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2050,10.8712,10.8712,0.0,1.0,0.0765,0.0765,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2100,118.0072,118.0072,0.0,1.0,9.6761,9.6761,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2179,0.0013,0.0013,0.0,1.0,10.4963,10.4963,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Pattani,Thailand,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2050,233.9498,233.9498,0.0,1.0,2.1891,2.1891,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2100,842.1798,842.1798,0.0,1.0,35.495,35.495,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2179,161.2766,161.2766,0.0,1.0,72.4097,72.4097,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,272,1.0,1.0,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Gompertz,descend
2050,233.9498,233.9498,0.0,1.0,1.7535,1.7535,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2100,443.9903,443.9903,0.0,1.0,74.7373,74.7373,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2179,0.0093,0.0093,0.0,1.0,77.894,77.894,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,961,1.0,1.0,Faroe-Shetland,UK,ipcc_low,v8_fixedC_deterministic,Logistic,descend
2050,169.8769,169.8769,0.0,1.0,1.3386,1.3386,0.0,1.0,True,True,True,,0,0.0,,0.0,1,9,0.1111,342,1.0,1.0,Browse,Australia,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,6924.648,3899.7403,3024.9077,0.5632,120.5504,102.3146,18.2358,0.8487,False,False,False,2089.0,12,3024.9077,2100.0,18.2358,9,9,1.0,1789,2.9,0.5344,Browse,Australia,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,28973.1268,3899.7403,25073.3865,0.1346,1712.2927,410.3941,1301.8986,0.2397,False,False,False,2089.0,91,25073.3865,2179.0,1301.8986,9,9,1.0,1789,2.9,0.5344,Browse,Australia,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,169.8769,169.8769,0.0,1.0,1.1892,1.1892,0.0,1.0,True,True,True,,0,0.0,,0.0,1,9,0.1111,625,1.0,1.0,Browse,Australia,maximum,v8_fixedC_deterministic,Logistic,descend
2100,141545.9926,5120.659,136425.3336,0.0362,1376.5087,174.2048,1202.3039,0.1266,False,False,False,2074.0,27,136425.3336,2100.0,1202.3039,9,9,1.0,2538,2.91,0.5371,Browse,Australia,maximum,v8_fixedC_deterministic,Logistic,descend
2179,19.703,19.703,0.0,1.0,5023.8177,416.4883,4607.3294,0.0829,True,False,False,2074.0,67,178896.2147,2107.0,4607.3294,1,9,0.1111,625,1.0,1.0,Browse,Australia,maximum,v8_fixedC_deterministic,Logistic,descend
2050,913.038,913.038,0.0,1.0,7.4596,7.4596,0.0,1.0,True,True,True,,0,0.0,,0.0,1,10,0.1,3540,1.0,1.0,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,15817.0126,15817.0126,0.0,1.0,365.0455,365.0455,0.0,1.0,True,True,True,,0,0.0,,0.0,4,10,0.4,7542,2.02,0.6715,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,17012.4027,16936.2847,76.118,0.9955,1996.5094,1701.8359,294.6735,0.8524,False,False,False,2104.0,76,6020.7061,2136.0,294.6735,10,10,1.0,8071,2.3,0.6271,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,913.038,913.038,0.0,1.0,6.3738,6.3738,0.0,1.0,True,True,True,,0,0.0,,0.0,1,10,0.1,10712,1.0,1.0,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Logistic,descend
2100,79091.2249,33343.4965,45747.7284,0.4216,2338.5593,1077.911,1260.6483,0.4609,False,False,False,2076.0,25,77166.5553,2092.0,1260.6483,10,10,1.0,19348,2.51,0.588,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Logistic,descend
2179,1.1843,1.1843,0.0,1.0,2999.6894,1584.6138,1415.0757,0.5283,True,False,False,2076.0,33,77166.5553,2092.0,1415.0757,1,10,0.1,10712,1.0,1.0,Foz do Amazonas,Brazil,maximum,v8_fixedC_deterministic,Logistic,descend
2050,307.0322,307.0322,0.0,1.0,2.4377,2.4377,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,361,1.0,1.0,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,9622.3219,686.7229,8935.599,0.0714,182.3167,35.3237,146.993,0.1937,False,False,False,2058.0,43,8935.599,2100.0,146.993,3,3,1.0,634,1.98,0.555,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,25146.0556,686.7229,24459.3326,0.0273,1838.7484,89.5748,1749.1736,0.0487,False,False,False,2058.0,122,25087.3425,2166.0,1749.1736,3,3,1.0,634,1.98,0.555,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,307.0322,307.0322,0.0,1.0,2.1388,2.1388,0.0,1.0,True,True,True,,0,0.0,,0.0,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Logistic,descend
2100,147563.5678,874.4958,146689.072,0.0059,1897.5138,43.7857,1853.7281,0.0231,False,False,False,2058.0,43,146689.072,2100.0,1853.7281,3,3,1.0,827,1.98,0.5566,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Logistic,descend
2179,6.3004,6.3004,0.0,1.0,4039.8591,89.0613,3950.7978,0.022,True,False,False,2058.0,88,148012.4505,2101.0,3950.7978,1,3,0.3333,484,1.0,1.0,Grand Banks,Canada,maximum,v8_fixedC_deterministic,Logistic,descend
2050,513.7259,513.7259,0.0,1.0,3.531,3.531,0.0,1.0,True,True,True,,0,0.0,,0.0,3,21,0.1429,630,2.35,0.4967,Tarim,China,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,19124.2626,1401.7753,17722.4873,0.0733,377.0207,69.8327,307.188,0.1852,False,False,False,2059.0,42,17722.4873,2100.0,307.188,21,21,1.0,1218,8.68,0.182,Tarim,China,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,24504.3447,1401.7753,23102.5694,0.0572,2633.0851,180.573,2452.5122,0.0686,False,False,False,2059.0,121,30815.1798,2140.0,2452.5122,21,21,1.0,1218,8.68,0.182,Tarim,China,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,513.7259,513.7259,0.0,1.0,2.9895,2.9895,0.0,1.0,True,True,True,,0,0.0,,0.0,2,21,0.0952,648,1.75,0.6872,Tarim,China,maximum,v8_fixedC_deterministic,Logistic,descend
2100,81452.8766,2356.7258,79096.1508,0.0289,3564.6077,112.2292,3452.3785,0.0315,False,False,False,2059.0,42,183052.7996,2089.0,3452.3785,21,21,1.0,2037,9.11,0.1525,Huabei,China,maximum,v8_fixedC_deterministic,Logistic,descend
2179,0.0503,0.0503,0.0,1.0,4029.9361,172.4894,3857.4467,0.0428,True,False,False,2059.0,62,183052.7996,2089.0,3857.4467,1,21,0.0476,324,1.0,1.0,Tarim,China,maximum,v8_fixedC_deterministic,Logistic,descend
2050,1144.1828,1144.1828,0.0,1.0,9.7548,9.7548,0.0,1.0,True,True,True,,0,0.0,,0.0,2,28,0.0714,482,1.39,0.8331,Aquitaine-Bay of Biscay,EU,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,8805.1825,5269.8436,3535.3389,0.5985,275.1447,220.1936,54.9511,0.8003,False,False,False,2075.0,26,3535.3389,2100.0,54.9511,28,28,1.0,3366,10.08,0.1809,Aquitaine-Bay of Biscay,EU,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,3310.8494,3310.8494,0.0,1.0,803.9773,612.1949,191.7825,0.7615,True,False,False,2075.0,82,3762.8026,2108.0,191.7825,6,28,0.2143,1946,4.69,0.2879,Aquitaine-Bay of Biscay,EU,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,1144.1828,1144.1828,0.0,1.0,8.0117,8.0117,0.0,1.0,True,True,True,,0,0.0,,0.0,1,28,0.0357,650,1.0,1.0,Aquitaine-Bay of Biscay,EU,maximum,v8_fixedC_deterministic,Logistic,descend
2100,8880.6101,8880.6101,0.0,1.0,879.4604,482.6297,396.8307,0.5488,True,False,False,2068.0,30,22758.5515,2082.0,396.8307,8,28,0.2857,6001,7.04,0.1968,Balearic,EU,maximum,v8_fixedC_deterministic,Logistic,descend
2179,0.0868,0.0868,0.0,1.0,939.6198,542.789,396.8307,0.5777,True,False,False,2068.0,30,22758.5515,2082.0,396.8307,1,28,0.0357,650,1.0,1.0,Aquitaine-Bay of Biscay,EU,maximum,v8_fixedC_deterministic,Logistic,descend
2050,47.8455,47.8455,0.0,1.0,0.393,0.393,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,441,1.0,1.0,North Sumatra,Indonesia,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,823.7388,823.7388,0.0,1.0,18.9919,18.9919,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,651,1.64,0.7335,North Sumatra,Indonesia,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,905.9359,905.9359,0.0,1.0,104.8912,104.8912,0.0,1.0,True,True,True,,0,0.0,,0.0,2,2,1.0,651,1.8,0.667,North Sumatra,Indonesia,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,47.8455,47.8455,0.0,1.0,0.3362,0.3362,0.0,1.0,True,True,True,,0,0.0,,0.0,1,4,0.25,900,1.0,1.0,North Sumatra,Indonesia,maximum,v8_fixedC_deterministic,Logistic,descend
2100,4300.5835,4300.5835,0.0,1.0,122.1019,122.1019,0.0,1.0,True,True,True,,0,0.0,,0.0,3,4,0.75,4407,2.92,0.3901,Bintuni,Indonesia,maximum,v8_fixedC_deterministic,Logistic,descend
2179,0.0734,0.0734,0.0,1.0,158.9831,158.9831,0.0,1.0,True,True,True,,0,0.0,,0.0,1,4,0.25,900,1.0,1.0,North Sumatra,Indonesia,maximum,v8_fixedC_deterministic,Logistic,descend
2050,276.3086,276.3086,0.0,1.0,2.3027,2.3027,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,484,1.0,1.0,Arabian,Middle East,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,3307.2783,3307.2783,0.0,1.0,87.1403,87.1403,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,484,1.0,1.0,Arabian,Middle East,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,2169.7331,2169.7331,0.0,1.0,349.1726,349.1726,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,484,1.0,1.0,Arabian,Middle East,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,276.3086,276.3086,0.0,1.0,1.9338,1.9338,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,3844,1.0,1.0,Arabian,Middle East,maximum,v8_fixedC_deterministic,Logistic,descend
2100,7733.3013,7733.3013,0.0,1.0,399.1241,399.1241,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,3844,1.0,1.0,Arabian,Middle East,maximum,v8_fixedC_deterministic,Logistic,descend
2179,0.0915,0.0915,0.0,1.0,455.907,455.907,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,3844,1.0,1.0,Arabian,Middle East,maximum,v8_fixedC_deterministic,Logistic,descend
2050,11.0684,11.0684,0.0,1.0,0.0886,0.0886,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,272,1.0,1.0,Pattani,Thailand,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,303.9558,303.9558,0.0,1.0,5.9992,5.9992,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,272,1.0,1.0,Pattani,Thailand,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,655.8815,441.302,214.5795,0.6728,52.628,40.0265,12.6015,0.7606,False,False,False,2114.0,66,253.7579,2159.0,12.6015,2,2,1.0,321,1.27,0.8779,Pattani,Thailand,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,11.0684,11.0684,0.0,1.0,0.0774,0.0774,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,650,1.0,1.0,Pattani,Thailand,maximum,v8_fixedC_deterministic,Logistic,descend
2100,3844.6278,732.4485,3112.1793,0.1905,57.1836,20.8222,36.3614,0.3641,False,False,False,2080.0,21,3121.2454,2099.0,36.3614,2,2,1.0,699,1.21,0.902,Pattani,Thailand,maximum,v8_fixedC_deterministic,Logistic,descend
2179,0.1268,0.1268,0.0,1.0,104.9955,39.8604,65.1351,0.3796,True,False,False,2080.0,40,3121.2454,2099.0,65.1351,1,2,0.5,650,1.0,1.0,Pattani,Thailand,maximum,v8_fixedC_deterministic,Logistic,descend
2050,317.2825,317.2825,0.0,1.0,2.6113,2.6113,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,462,1.0,1.0,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,4742.3686,1077.4479,3664.9207,0.2272,115.3148,50.6609,64.6539,0.4393,False,False,False,2065.0,36,3664.9207,2100.0,64.6539,6,6,1.0,816,2.65,0.5669,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,4157.5125,1077.4479,3080.0646,0.2592,553.1101,135.7793,417.3308,0.2455,False,False,False,2065.0,115,5154.8708,2130.0,417.3308,6,6,1.0,816,2.65,0.5669,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,317.2825,317.2825,0.0,1.0,2.2158,2.2158,0.0,1.0,True,True,True,,0,0.0,,0.0,1,6,0.1667,961,1.0,1.0,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Logistic,descend
2100,17336.6978,1973.5459,15363.1518,0.1138,644.1008,88.305,555.7957,0.1371,False,False,False,2063.0,38,26767.5736,2090.0,555.7957,6,6,1.0,1728,2.79,0.5474,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Logistic,descend
2179,0.2289,0.2289,0.0,1.0,779.8932,135.043,644.8502,0.1732,True,False,False,2063.0,55,26767.5736,2090.0,644.8502,1,6,0.1667,961,1.0,1.0,Faroe-Shetland,UK,maximum,v8_fixedC_deterministic,Logistic,descend
2050,3582.0527,3582.0527,0.0,1.0,30.2379,30.2379,0.0,1.0,True,True,True,,0,0.0,,0.0,3,20,0.15,2949,2.21,0.5104,Permian,US,maximum,v8_fixedC_deterministic,Gompertz,descend
2100,38617.5919,8107.732,30509.8599,0.2099,1053.4919,414.0985,639.3933,0.3931,False,False,False,2060.0,41,30509.8599,2100.0,639.3933,20,20,1.0,5140,6.61,0.2255,Permian,US,maximum,v8_fixedC_deterministic,Gompertz,descend
2179,22999.4356,8107.732,14891.7037,0.3525,3960.0593,1054.6093,2905.4499,0.2663,False,False,False,2060.0,120,35650.5963,2120.0,2905.4499,20,20,1.0,5140,6.61,0.2255,Permian,US,maximum,v8_fixedC_deterministic,Gompertz,descend
2050,3582.0527,3582.0527,0.0,1.0,25.3214,25.3214,0.0,1.0,True,True,True,,0,0.0,,0.0,2,20,0.1,4754,1.33,0.8565,Permian,US,maximum,v8_fixedC_deterministic,Logistic,descend
2100,79806.0327,15287.608,64518.4247,0.1916,4471.7954,722.1577,3749.6377,0.1615,False,False,False,2061.0,40,168516.4021,2087.0,3749.6377,20,20,1.0,10360,6.97,0.2007,Permian,US,maximum,v8_fixedC_deterministic,Logistic,descend
2179,1.062,1.062,0.0,1.0,5058.734,1018.8859,4039.848,0.2014,True,False,False,2061.0,52,168516.4021,2087.0,4039.848,1,20,0.05,2862,1.0,1.0,Permian,US,maximum,v8_fixedC_deterministic,Logistic,descend
2050,19.2819,19.2819,0.0,1.0,0.2376,0.2376,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Browse,Australia,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,118.8798,118.8798,0.0,1.0,3.3916,3.3916,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Browse,Australia,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,240.2043,240.2043,0.0,1.0,19.2034,19.2034,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,16,1.0,1.0,Browse,Australia,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,19.2819,19.2819,0.0,1.0,0.2156,0.2156,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,49,1.0,1.0,Browse,Australia,minimum,v8_fixedC_deterministic,Logistic,descend
2100,517.0211,517.0211,0.0,1.0,8.7307,8.7307,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,49,1.0,1.0,Browse,Australia,minimum,v8_fixedC_deterministic,Logistic,descend
2179,54.4079,54.4079,0.0,1.0,49.4506,49.4506,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,49,1.0,1.0,Browse,Australia,minimum,v8_fixedC_deterministic,Logistic,descend
2050,83.6505,83.6505,0.0,1.0,1.1329,1.1329,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,12,1.0,1.0,Foz do Amazonas,Brazil,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,212.4539,212.4539,0.0,1.0,9.2261,9.2261,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,12,1.0,1.0,Foz do Amazonas,Brazil,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,113.2208,113.2208,0.0,1.0,23.1412,23.1412,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,12,1.0,1.0,Foz do Amazonas,Brazil,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,83.6505,83.6505,0.0,1.0,0.9888,0.9888,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Foz do Amazonas,Brazil,minimum,v8_fixedC_deterministic,Logistic,descend
2100,504.7161,504.7161,0.0,1.0,17.4189,17.4189,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Foz do Amazonas,Brazil,minimum,v8_fixedC_deterministic,Logistic,descend
2179,6.2456,6.2456,0.0,1.0,29.597,29.597,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,30,1.0,1.0,Foz do Amazonas,Brazil,minimum,v8_fixedC_deterministic,Logistic,descend
2050,32.9508,32.9508,0.0,1.0,0.415,0.415,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,42,1.0,1.0,Grand Banks,Canada,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,157.0384,157.0384,0.0,1.0,5.0317,5.0317,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,42,1.0,1.0,Grand Banks,Canada,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,203.5228,203.5228,0.0,1.0,21.3384,21.3384,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,42,1.0,1.0,Grand Banks,Canada,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,32.9508,32.9508,0.0,1.0,0.3717,0.3717,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,484,1.0,1.0,Grand Banks,Canada,minimum,v8_fixedC_deterministic,Logistic,descend
2100,615.6738,615.6738,0.0,1.0,12.3669,12.3669,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,484,1.0,1.0,Grand Banks,Canada,minimum,v8_fixedC_deterministic,Logistic,descend
2179,21.912,21.912,0.0,1.0,40.0008,40.0008,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,484,1.0,1.0,Grand Banks,Canada,minimum,v8_fixedC_deterministic,Logistic,descend
2050,20.9942,20.9942,0.0,1.0,0.262,0.262,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,90,1.0,1.0,Tarim,China,minimum,v8_fixedC_deterministic,Gompertz,descend
2100,116.1092,116.1092,0.0,1.0,3.4704,3.4704,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,90,1.0,1.0,Tarim,China,minimum,v8_fixedC_deterministic,Gompertz,descend
2179,198.9142,198.9142,0.0,1.0,17.5187,17.5187,0.0,1.0,True,True,True,,0,0.0,,0.0,1,1,1.0,90,1.0,1.0,Tarim,China,minimum,v8_fixedC_deterministic,Gompertz,descend
2050,20.9942,20.9942,0.0,1.0,0.2368,0.2368,0.0,1.0,True,True,True,,0,0.0,,0.0,1,2,0.5,420,1.0,1.0,Tarim,China,minimum,v8_fixedC_deterministic,Logistic,descend
