Region_no,Region_name,Q [Mt/y] for t= 10 y,Q [Mt/y] for t= 20 y,Q [Mt/y] for t= 30 y,Q [Mt/y] for t= 40 y,Q [Mt/y] for t= 50 y,Q [Mt/y] for t= 60 y,Q [Mt/y] for t= 70 y,Q [Mt/y] for t= 80 y,Q [Mt/y] for t= 90 y,Q [Mt/y] for t= 100 y,Q [Mt/y] for t= 110 y,Q [Mt/y] for t= 120 y,Q [Mt/y] for t= 130 y,Q [Mt/y] for t= 140 y,Q [Mt/y] for t= 150 y
8,Aquitaine-Bay of Biscay,12197.100951176408,6169.258946309635,4128.947221147068,3076.4135728230317,2467.8008580732744,2060.883650365108,1768.971102352048,1550.616299734314,1371.9132771712584,1247.497126124599,1149.6943646148447,1071.015049465121,1006.6721138894014,953.2539328711902,908.0820391931314
13,Balearic,8963.321284665964,4381.94213634854,2970.668323995295,2178.99991158385,1747.4124344339116,1477.1570264122768,1256.000787184641,1101.2163059368013,985.5496968333828,863.2151977002428,786.1959803662661,722.1624527389819,673.1179443086728,626.9623268871458,585.5974761648944
14,Baltic,0.2987206619623574,0.2955999540885123,0.2938127645562059,0.2925613592580948,0.2916000079964601,0.2908204766681883,0.2901655165241543,0.2896011879500226,0.2891057246140386,0.288664338152646,0.2882665265786005,0.2879045657928056,0.2875726106619572,0.2872661322506177,0.286981550906659
29,Caltanissetta,929.8745120674798,451.57565136005786,306.23710785781344,232.44906987648912,190.05783369230736,163.9077515830617,146.22938367320825,133.78217084021054,122.30581989961551,115.23893125469272,108.07608091114672,103.46180471662448,99.55294032170356,96.18910710634474,93.25614752937298
41,Crimea-Karkinit,0.7669802568850446,0.7558787782136752,0.7495603476782883,0.7451529615104353,0.7417764834685893,0.7390445334553257,0.7367532496069895,0.7347820150076894,0.7330536044419964,0.731515625552675,0.7301309188509675,0.7288721847324644,0.7277187854943677,0.7266547453937382,0.7256674479888466
45,Dnieper-Donets,386.8317698201922,183.8016645214238,121.69943225637893,91.2971744351164,76.0380334059641,62.79932315629367,51.3610928465442,46.93829322114499,39.37785571732618,33.436348593987,33.397654195642495,31.13253358351732,27.775070430268695,25.792334184296923,22.181637705665167
48,Drava,0.6763243768251922,0.6654224128969651,0.6592177455278705,0.6548899818040775,0.651574714766241,0.6488924565595617,0.6466429797864489,0.6447078180636694,0.6430111236374827,0.6415014392503484,0.6401422691286729,0.6389068016708787,0.6377747684071426,0.6367304796723732,0.6357615451503191
74,Ionian,3108.395574060574,1518.1294518819589,1033.6810767689026,786.5594845180126,616.9582106052557,516.8801594766513,444.9558761787365,394.2422215503583,343.10737724794063,311.49099013250213,283.22833135200574,261.5973845114818,243.19609892910609,225.55856863828947,207.42540918585365
91,Lublin,1651.118417309859,905.330828893872,581.846375182171,436.51551184130335,348.76791699168297,283.88113915367126,224.4717908795564,208.4132804048016,186.9464251255044,175.8435810929585,144.5263392135329,137.28868278501136,131.2776684522891,125.91270739565752,108.73663728653516
100,Moesian,667.0646701926413,338.39881095996265,223.7805692740172,165.8398312216831,133.2007754948903,112.49076283319266,90.0161326742028,79.74395098645039,71.05949734295217,64.94947044644796,59.94750239331386,55.93986442914525,52.71049258059312,49.11088187109625,43.47921469598681
102,More,3110.214344784499,1543.9546949349794,1012.9876571067194,767.7406829916767,622.5386848284907,521.8198538986385,450.4474917753732,390.5742576760804,349.12226925934397,315.00263771579705,282.65998532857213,259.8221158896226,240.21645482994407,223.7973369815669,209.39699699695348
112,North Adriatic,815.8933928542699,395.164012754075,273.5343124252825,199.36870098013625,160.28574511555334,134.8058516038811,117.03385638063789,101.7612491311444,85.49348990173678,77.28900526639818,71.62743784039037,66.6612660431226,62.68015435435532,58.18622991693167,53.93266829629122
114,North Carpathian,0.7595140345009782,0.7510409933461285,0.7461820964826719,0.7427771483068863,0.7401599327701691,0.7380367876183054,0.7362522984918526,0.7347142882769963,0.7333636199400754,0.7321601024568073,0.7310751863876938,0.7300878689190191,0.7291822529932873,0.7283460188500585,0.7275694272870897
122,Northern Aegean,3184.4963577766816,1631.2995592721868,1065.024721804581,884.7593908793596,646.6767164468109,579.9092798733011,477.9590553616094,441.5981086438845,367.6660167481566,345.0816787996201,324.02832449271637,278.312248396657,265.6120713591498,251.70127410507263,224.9131554384639
123,Northern North Sea,2835.3570131930383,1386.1159039733252,935.3050158699324,705.4766599853134,553.4225114238519,465.4615690015465,401.1851892317089,352.2350958484935,314.966692844589,284.6623499557429,260.6374210017575,241.1771267903454,225.2269518598823,211.98222410405677,199.32851002679945
124,Northwest German,4410.676189084203,2160.5969201166895,1448.2588371646193,1106.999051320916,843.9397575972175,714.2543844955425,632.5058461660511,547.4823985575059,496.54941332494,427.61264122998074,395.8802071299016,366.2085914170417,344.56646914738167,314.3650083290376,296.96562734400493
125,Norwegian,587.6283370787721,294.6644994181446,189.96383857627137,146.61130648648597,114.70936735674904,92.18806578709724,80.04968391919202,70.12688713323543,61.007371840795656,57.0510433290421,53.657351217066186,49.559474320341266,43.06208284731332,40.532923764875186,38.098428368432266
131,Pannonian,492.79411939479303,259.4213879358466,171.14609762743805,125.51974660748137,96.49257707188632,84.37948095688044,65.51028585371195,60.00869277120062,56.42542024150711,49.275696750856454,44.320172768682895,42.3645534357371,36.45429114537567,33.220655732498116,31.984812483382996
134,Paris,0.9110183790891272,0.899755649915773,0.8933117389666321,0.8888024203690176,0.8853398701470516,0.882533222168198,0.8801758090577387,0.878145145807872,0.876362699717783,0.874775126408895,0.8733445507623919,0.8720431210060865,0.8708497640210007,0.8697481543375495,0.868725390153231
141,Po,711.4146214364777,375.15615866420177,246.76366781875635,178.58113256648332,143.3408192417111,123.51733138640016,105.33852454384454,87.21220924399681,77.76046402626059,70.21432765132016,65.13275576775531,61.111237907268304,56.639167363389795,52.42418965905816,49.03798519599223
142,Polish,0.4580083821299195,0.4515455696135693,0.4478567082172148,0.4452791232092052,0.4433020096852704,0.4417007696835943,0.4403567620075418,0.4391997259063149,0.4381846419120038,0.4372809469471837,0.4364669514781968,0.4357267128845571,0.4350481734577958,0.4344219953694143,0.4338408014873841
161,Sava,0.5236608568547234,0.5170983906219804,0.5133410539789918,0.5107106288732621,0.5086902039591467,0.507052118569002,0.5056759638879345,0.5044903610171184,0.5034495357400782,0.5025223902073065,0.5016868414279335,0.5009266484373615,0.5002295216504331,0.4995859392714633,0.4989883756426606
171,South Adriatic,5298.898320866356,2689.510394180841,1772.0533760206908,1321.5450369268517,1066.1153998018704,895.1656315189101,770.7063442184997,676.284848281287,604.1354327764649,545.0747912814677,495.4752535499453,455.4036314556455,413.46695844231493,383.88609193436105,358.5999251904081
187,Transylvanian,0.562714435256653,0.5566825229594771,0.5532201492083949,0.5507923889366644,0.548925481604137,0.5474104891740926,0.5461367926297417,0.5450387626585612,0.5440742831486985,0.5432147244581281,0.5424397456684756,0.5417343800401685,0.5410872974228528,0.5404897160033342,0.5399346925264208
188,Trondelag-Halten,8825.60773790809,4429.101031718675,2970.1565240850714,2237.0407015368028,1795.2874093312785,1499.8231599637322,1266.299363610124,1128.109783188564,1025.6223433991288,942.6384271909584,881.6617538296347,832.4623662965143,791.8203743857699,757.5801831632131,728.2645713510283
194,Vienna,91.8033591198679,46.52814401642103,32.419962467122616,26.89524888851346,23.661689223234912,21.55246444739826,20.04553065534948,18.902787252039584,17.99902902194071,17.261633450615268,16.645335485903242,16.120322714924843,15.424833349703912,15.088855735647838,14.789523647187384
198,West Barents,1873.56978771598,943.714704443164,649.0937463982214,484.447980270256,367.959123765175,310.1787152939469,264.6279891447942,231.89203960003252,208.0210721779511,184.93057961226617,170.22865234775617,156.71150367093483,144.6096330046332,134.97657806957722,127.10548255528596
203,Zala,36.67740105150853,17.888349533238852,12.394562267473388,9.135766261997166,6.700645142649948,6.23517774577626,4.436797209974374,4.421461058949792,4.212528548344053,4.04293953265207,2.1983969991722807,2.1945915310651776,2.191103496093316,2.1878848334057093,2.1848975763153473
