year,total_rate
2030,9.060436786848799
2031,10.488387371105802
2032,12.1413126817161
2033,14.0546323804643
2034,16.269333946830702
2035,18.832844990717
2036,21.8000412355956
2037,25.2344109334601
2038,29.2093995336997
2039,33.8099618996337
2040,39.1343532895915
2041,45.2961947331833
2042,52.426853372324004
2043,60.6781838264566
2044,70.2256826933761
2045,81.27211489906
2046,94.0516777152487
2047,108.834775774874
2048,125.93348816342339
2049,145.7078163786426
2050,168.57280922199018
2051,195.0066669134709
2052,225.5599310514583
2053,260.8658682742598
2054,301.6521519738658
2055,348.75393593117735
2056,403.1283932969471
2057,465.87075998496806
2058,538.2318681267076
2059,621.6370761466956
2060,717.7063888965092
2061,828.2754037664963
2062,955.4165042246276
2063,1101.4594360636152
2064,1269.0100271563265
2065,1460.9653311338252
2066,1680.522872330441
2067,1931.1809307632316
2068,2216.725928050896
2069,2541.201971019386
2070,2908.8565201022457
2071,3324.0550580574054
2072,3791.156685882397
2073,4314.341994420892
2074,4897.384681657669
2075,5543.359650932017
2076,6254.283284471465
2077,7030.686851995605
2078,7871.132158087018
2079,8771.689907513146
2080,9725.415741169667
2081,10721.87551064183
2082,11746.787999713264
2083,12781.86648302171
2084,13804.945509839532
2085,14790.47081972203
2086,15710.40382705019
2087,16535.545862811763
2088,17237.224297098273
2089,17789.211774295338
2090,18169.685598876826
2091,18362.99397142687
2092,18360.99407927503
2093,18163.770821884253
2094,17779.6292390767
2095,17224.3617832388
2096,16519.89939197321
2097,15692.53891308869
2098,14770.98229116415
2099,13784.420340307459
2100,12760.852939199143
2101,11725.772984910536
2102,10701.270580567203
2103,9705.551140623309
2104,8752.815240689722
2105,7853.421965634228
2106,7014.249353115194
2107,6239.170746558724
2108,5529.57916735782
2109,4884.908485878947
2110,4303.116759287449
2111,3781.1115208197507
2112,3315.1081140445162
2113,2900.9202464064424
2114,2534.187148710577
2115,2210.544645910987
2116,1925.748681375125
2117,1675.7599400350935
2118,1456.7976270090928
2119,1265.3695047794924
2120,1098.2841992665037
2121,952.6506965773912
2122,825.8689503312673
2123,715.6146443743028
2124,619.8204199580429
2125,536.6552760265137
2126,464.5033732010948
2127,401.9430995402079
2128,347.7269716022009
2129,300.7627311670616
2130,260.0958414750795
2131,224.8934745070923
2132,194.4300023399437
2133,168.0739526416848
2134,145.2763543432942
2135,125.56037931637029
2136,108.5121755747933
2137,93.7727841273077
2138,81.0310329221469
2139,70.0173057023541
2140,60.498089849174704
2141,52.271214574518496
2142,45.1616985433173
2143,39.0181337511884
2144,33.709539987747995
2145,29.1226313117964
2146,25.1594425554781
2147,21.7352699152818
2148,18.7768851661883
2149,16.2209879632863
2150,14.0128650982964
2151,12.1052294925568
2152,10.457215170305199
2153,9.0335075092119
2154,7.803590748239
2155,6.7410970850951
2156,5.8232437526976994
2157,5.0303462616273
2158,4.3453975609236
2159,3.7537042339035
2160,3.2425720317076
2161,2.8010340777816998
2162,2.4196159709826
2163,2.0901327918456003
2164,1.8055136886113001
2165,1.5596503037039
2166,1.3472658060348999
2167,1.1638017317854
2168,1.0053202156544
2169,0.8684195213275999
2170,0.7501610640361001
2171,0.6480063629718
2172,0.5597625732905
2173,0.48353543109130004
2174,0.4176886027563
2175,0.36080856770950004
2176,0.3116742814032
2177,0.2692309681896
2178,0.2325674820213
2179,0.20089674941170002
