country,scenario,model,ordering,Type,is_reconstruction_target,S0_gt,C_scenario_gt,g_cap,g_original,r_original,tn_original,tp_original,rate_2050_original_mt,peak_rate_original_mt,Y_peak_original,R_peak_order_mt,Y_peak_order,whole_period_pass,years_of_shortfall,total_unmet_volume_gt
Australia,reference,Gompertz,ascending,A,False,0.0618999999999999,502.4,0.2,0.1136482281880889,0.0208244815515571,2089.3043437519136,2135.5203154550477,164.2106589649302,3848.644091589581,2136,3848.644091589581,2136.0,True,0,0.0
Australia,reference,Logistic,ascending,A,True,0.0619,502.4,0.2,0.1513333447484166,0.1454105754986595,2082.847260764758,2091.904084124466,164.2106589698478,18262.680136274434,2092,11294.732470959374,2082.0,False,20,86.1448
Australia,us1gt,Gompertz,ascending,A,False,0.0618999999999999,502.4,0.2,0.1162066809354183,0.021268423488022,2088.066467083677,2133.317759482534,175.1829272828036,3930.796020587122,2133,3930.796020587122,2133.0,True,0,0.0
Australia,us1gt,Logistic,ascending,A,True,0.0619,502.4,0.2,0.154036645770349,0.1478305186636941,2081.982166272535,2090.890732033038,175.1829272834008,18566.302019660896,2091,11294.732470959374,2081.0,False,20,89.8581
Brazil,growth10,Gompertz,ascending,A,False,0.3266000000000001,300.0,0.1,0.0570821052864988,0.0126457267114732,2105.744680166286,2181.8513106572027,100.5161477529138,1394.7129321496614,2179,1394.7129321496614,2179.0,True,0,0.0
Brazil,growth10,Logistic,ascending,A,False,0.3265999999999999,300.0,0.1,0.0719717390568123,0.0726170494106288,2105.805261452509,2123.9409184037822,100.51614776262211,5446.253643540346,2124,5446.253643540346,2124.0,True,0,0.0
Brazil,ipcc_high,Logistic,ascending,B_fixed,False,0.3265999999999999,300.0,0.2,,,,,1958.8826499083127,13447.766567530212,2068,13447.766567530212,2068.0,True,0,0.0
Brazil,maximum,Gompertz,ascending,A,True,0.3265999999999997,3000.0,0.2,0.1145032624053669,0.0208015772267692,2090.0260551979404,2136.292914658995,913.0379572287281,22956.990798928382,2136,16002.380843096857,2101.0,False,79,367.2758
Brazil,maximum,Logistic,ascending,A,True,0.3266,3000.0,0.2,0.1535831018128014,0.1473507739860365,2082.9913734780794,2091.928943748662,913.0379572409132,110510.05179700433,2092,37221.940445369626,2077.0,False,31,1291.6963
Brazil,minimum,Gompertz,ascending,A,False,0.3265999999999999,30.0,0.1,0.0701536412810387,0.0194667198699528,2058.0548669758286,2107.4943029233673,83.650536880778,214.8322027700528,2107,214.8322027700528,2107.0,True,0,0.0
Brazil,minimum,Logistic,ascending,A,False,0.3266,30.0,0.1,0.0663935981109353,0.0691906968323058,2076.1378822482625,2095.171624604069,83.6505368817909,518.9119328909509,2095,518.9119328909509,2095.0,True,0,0.0
Brazil,policy,Gompertz,ascending,A,False,0.3266000000000001,300.0,0.2,0.1410825351278773,0.030064467378707,2061.8597536808247,2093.871751032916,801.5113728686682,3318.005205190447,2094,3318.005205190447,2094.0,True,0,0.0
Brazil,policy,Logistic,ascending,A,False,0.3265999999999999,300.0,0.2,0.1474764827624957,0.143735537085623,2068.297796968632,2077.4601650484224,801.5113728867321,10768.383677388105,2077,10768.383677388105,2077.0,True,0,0.0
Brazil,reference,Gompertz,ascending,A,False,0.3266000000000001,300.0,0.2,0.1389720391046875,0.0296427482036597,2062.3130135792385,2094.780436758321,772.1141426545009,3271.4181538544894,2095,3271.4181538544894,2095.0,True,0,0.0
Brazil,reference,Logistic,ascending,A,False,0.3265999999999999,300.0,0.2,0.1459139147302951,0.1423117446539745,2068.6809565849053,2077.9349918026373,772.1141427073043,10673.152471422927,2078,10673.152471422927,2078.0,True,0,0.0
Brazil,us1gt,Gompertz,ascending,A,False,0.3266000000000001,300.0,0.2,0.1393081863354668,0.0297099694141211,2062.2399027706683,2094.633865776964,776.7510574815203,3278.712798680949,2095,3278.712798680949,2095.0,True,0,0.0
Brazil,us1gt,Logistic,ascending,A,False,0.3265999999999999,300.0,0.2,0.1461637895496149,0.1425395578231675,2068.61913493033,2077.8583799303647,776.7510575263043,10689.377837423304,2078,10689.377837423306,2078.0,True,0,0.0
Canada,growth10,Gompertz,ascending,A,False,0.10907,404.0,0.1,0.0506626241061785,0.0100958162403559,2143.29479866882,2238.623757438109,33.2172264791689,1199.6800461631585,2179,1199.6800461631583,2179.0,True,0,0.0
Canada,growth10,Logistic,ascending,A,True,0.1090699999999999,404.0,0.1,0.0721272651291469,0.0721234405175577,2125.6686525333007,2143.9284289315747,33.2172264783646,7284.418967472434,2144,954.574198771032,2098.0,False,82,283.1789
Canada,ipcc_high,Gompertz,ascending,B_fixed,True,0.10907,404.0,0.2,0.1423309588279286,0.0271839528976792,2072.0764218012673,2107.480531488397,443.912423813619,4039.8224412284226,2107,702.2869525915928,2055.0,False,125,257.0985
Canada,ipcc_high,Logistic,ascending,B_fixed,True,0.1090699999999999,404.0,0.2,0.169212860740691,0.1618945877098614,2072.6200311448715,2080.754694048396,443.9124238134998,16344.907802581776,2081,1376.313556657367,2058.0,False,47,321.7162
Canada,ipcc_low,Logistic,ascending,B_fixed,False,0.1090699999999999,404.0,0.2,,,,,1.7852857112886,9.1633622004821,2179,9.1633622004821,2179.0,True,0,0.0
Canada,maximum,Gompertz,ascending,A,True,0.1090699999999999,4040.0,0.2,0.1035427768432287,0.0173421152376041,2110.1996893022406,2165.6960135356485,307.0322157475426,25774.06543141216,2166,702.2869525915928,2059.0,False,121,1747.2768
Canada,maximum,Logistic,ascending,A,True,0.10907,4040.0,0.2,0.1545279746072891,0.1474960497791229,2092.393403016311,2101.3221702537858,307.03221574748267,148886.9462853066,2101,881.0587010600796,2058.0,False,88,3950.2203
Canada,minimum,Gompertz,ascending,A,False,0.1090699999999999,40.4,0.1,0.0623069851159656,0.0149431364188247,2084.5400499320745,2148.945782647382,32.950827486294905,222.0897432055072,2149,222.0897432055072,2149.0,True,0,0.0
Canada,minimum,Logistic,ascending,A,False,0.10907,40.4,0.1,0.071140589931433,0.0724232453835377,2093.4455672535873,2111.629755078235,32.9508274831581,731.3433099339942,2112,731.3433099339942,2112.0,True,0,0.0
Canada,policy,Gompertz,ascending,B_fixed,True,0.10907,404.0,0.2,0.0662079714224016,0.0130961772731594,2117.3387282785757,2190.8276273706556,60.000000002207,1921.948137024076,2179,1001.639579195372,2117.0,False,63,34.926
Canada,policy,Logistic,ascending,B_fixed,True,0.1090699999999999,404.0,0.2,0.0912467437199575,0.0904286055215101,2106.3027620583966,2120.866272015559,60.000000000527,9132.955260380646,2121,932.2456736911938,2081.0,False,80,308.2817
Canada,reference,Gompertz,ascending,A,True,0.10907,404.0,0.2,0.1233105773661677,0.0237539236920691,2078.152190904377,2118.6685983238613,296.0625123588741,3530.277289567356,2119,702.2869525915928,2061.0,False,119,228.0471
Canada,reference,Logistic,ascending,A,True,0.1090699999999999,404.0,0.2,0.1519240980329125,0.1464673176479215,2077.109160467911,2086.1006400558044,296.0625123588293,14792.395538597622,2086,1376.3131134351695,2061.0,False,51,314.9805
Canada,us1gt,Gompertz,ascending,A,True,0.10907,404.0,0.2,0.1233618395009653,0.023763245851481,2078.133301128021,2118.6338142369746,296.4057038280505,3531.6385555837664,2119,702.2869525915928,2061.0,False,119,228.1434
Canada,us1gt,Logistic,ascending,A,True,0.1090699999999999,404.0,0.2,0.1519724989318754,0.1465108295780657,2077.0951696216007,2086.0839788496796,296.4057038280061,14797.033772654691,2086,1376.3131134351695,2061.0,False,51,315.0015
China,growth10,Gompertz,ascending,A,False,0.06987,403.0,0.1,0.0493284961116953,0.0095336040471157,2155.4821861328996,2256.4328492150707,21.4367762332065,992.0541937835696,2179,992.0541937835696,2179.0,True,0,0.0
China,growth10,Logistic,ascending,A,True,0.06987,403.0,0.1,0.0724913316299104,0.0723207514249255,2131.5327418070483,2149.742700511528,21.4367762329029,7285.685000535379,2150,2249.0764618808976,2117.0,False,63,185.961
China,ipcc_low,Gompertz,ascending,B_fixed,True,0.06987,403.0,0.25,0.0893076573600665,0.0169370564521451,2100.6319590383146,2157.4555076188185,87.9426999999775,2510.9354098441404,2157,1966.4131170842948,2121.0,False,59,24.3256
China,ipcc_low,Logistic,ascending,B_fixed,True,0.06987,403.0,0.25,0.1213683348255795,0.1183739675613612,2092.0315795186334,2103.156980855225,87.9427000000461,11925.147741969613,2103,2755.774300570958,2081.0,False,46,226.5324
China,maximum,Gompertz,ascending,A,True,0.0698699999999999,4030.0,0.25,0.1349912755549015,0.021730893036475,2095.9001692709967,2140.188438901876,513.725921073499,32216.955122745923,2140,1389.6182280057474,2059.0,False,121,2453.9832
China,maximum,Logistic,ascending,A,True,0.06987,4030.0,0.25,0.1970091942717815,0.1843633591957552,2082.3187761868276,2089.4620496803773,513.7259210581473,185409.52537347976,2089,2355.637315138754,2059.0,False,62,3857.5142
China,minimum,Gompertz,ascending,A,False,0.06987,40.3,0.1,0.0591052305804225,0.013624339431718,2095.119260485122,2165.759283433951,20.9941614164714,201.9871242884497,2166,201.9871242884497,2166.0,True,0,0.0
China,minimum,Logistic,ascending,A,False,0.06987,40.3,0.1,0.0710902516564749,0.0720467085672768,2099.937646383438,2118.216870002585,20.99416141471,725.8262882980671,2118,725.8262882980671,2118.0,True,0,0.0
China,policy,Gompertz,ascending,B_fixed,True,0.06987,403.0,0.25,0.1235680631479408,0.023068420465279,2081.858664504495,2123.579061077281,216.0000000000028,3419.857529267135,2124,1542.9390766533252,2079.0,False,101,126.3852
China,policy,Logistic,ascending,B_fixed,True,0.06987,403.0,0.25,0.1575924175744555,0.1512280618077947,2078.5553018000805,2087.2637245701785,216.000000000001,15230.170077729548,2087,3391.256268071588,2069.0,False,37,231.2269
China,reference,Gompertz,ascending,A,True,0.06987,403.0,0.25,0.1633534435741445,0.0299581630081903,2069.9322707881147,2102.0578603930608,493.527504417256,4441.453206831984,2102,1411.334598688517,2062.0,False,108,186.6831
China,reference,Logistic,ascending,A,True,0.06987,403.0,0.25,0.1940326590969685,0.1832568344668814,2070.0690331854757,2077.2554385425037,493.5275046044257,18453.015404033533,2077,3951.5989021049345,2062.0,False,31,236.0404
China,us1gt,Gompertz,ascending,A,True,0.06987,403.0,0.25,0.1662486579086203,0.0304503001156207,2069.2868862709124,2100.8932627750796,520.4112383657764,4514.398055620451,2101,1403.561084241197,2061.0,False,107,189.9736
China,us1gt,Logistic,ascending,A,True,0.06987,403.0,0.25,0.1964718981815296,0.1853657409083002,2069.613167706924,2076.717813314422,520.4112383614431,18662.82964307355,2077,3953.921034194463,2062.0,False,30,237.3459
EU,growth10,Gompertz,ascending,A,False,0.4091899999999999,94.0,0.1,0.0668024694180872,0.0167645380903658,2073.59082004979,2130.9991211274255,125.51228137341592,579.728916930102,2131,579.7289169301021,2131.0,True,0,0.0
EU,growth10,Logistic,ascending,A,False,0.40919,94.0,0.1,0.0715527691255664,0.0732568669331744,2086.179716023931,2104.1569781163184,125.51228128133829,1721.4794586100593,2104,1721.4794586100593,2104.0,True,0,0.0
EU,ipcc_high,Gompertz,ascending,A,False,0.4091899999999999,94.0,0.2,0.1225232794396985,0.0299637371792602,2054.3888123414995,2086.50842560474,424.6345635159171,1036.0541865264795,2087,1036.0541865264795,2087.0,True,0,0.0
EU,ipcc_high,Logistic,ascending,A,False,0.40919,94.0,0.2,0.1138491177084913,0.1142934215900301,2066.008633951577,2077.5312384777476,424.6345635095386,2683.9689129601115,2078,2683.968912960111,2078.0,True,0,0.0
EU,ipcc_low,Gompertz,ascending,A,False,0.4091899999999999,94.0,0.2,0.1263607595332213,0.0308484987257527,2053.689320171193,2084.887715226825,452.5991353629762,1066.755284272047,2085,1066.755284272047,2085.0,True,0,0.0
EU,ipcc_low,Logistic,ascending,A,False,0.40919,94.0,0.2,0.1163364422715395,0.1166579075134177,2065.2787913724173,2076.5678494825447,452.59913536325644,2739.719675085697,2077,2739.7196750856965,2077.0,True,0,0.0
EU,maximum,Gompertz,ascending,A,True,0.4091899999999999,940.0,0.2,0.1313631501447902,0.026121534869155,2071.494793439402,2108.3388630907475,1144.1827765839182,9032.64619827664,2108,5118.076761876236,2074.0,False,84,204.3788
EU,maximum,Logistic,ascending,A,True,0.4091899999999999,940.0,0.2,0.1529926623666546,0.147815052163763,2073.446605499082,2082.356103399646,1144.1827768076225,34712.48723105997,2082,11989.66113919216,2068.0,False,30,395.7589
EU,minimum,Gompertz,ascending,A,False,0.4091899999999999,9.4,0.1,0.0559932616204569,0.0189936565178678,2039.47566606915,2090.146459721432,44.8648235642143,65.6810776376648,2090,65.68107763766483,2090.0,True,0,0.0
EU,minimum,Logistic,ascending,A,False,0.40919,9.4,0.1,0.0448897975433151,0.0492725905984272,2065.979856330077,2092.707858266449,44.864823563621,115.7845900470911,2093,115.78459004709111,2093.0,True,0,0.0
EU,policy,Gompertz,ascending,B_fixed,False,0.4091899999999999,94.0,0.2,0.1084446202787655,0.026691683027,2057.378564415581,2093.4356256786596,330.0000000046867,922.953578348228,2093,922.953578348228,2093.0,True,0,0.0
EU,policy,Logistic,ascending,B_fixed,False,0.40919,94.0,0.2,0.1042933415698193,0.1051601933191364,2069.1360062321196,2081.6593561362815,329.99999999999903,2470.4719134440775,2082,2470.471913444078,2082.0,True,0,0.0
EU,reference,Gompertz,ascending,A,False,0.4091899999999999,94.0,0.2,0.124586060691688,0.0304397030763894,2054.0074602988434,2085.624839998769,439.5533836316739,1052.5568758211748,2086,1052.5568758211748,2086.0,True,0,0.0
EU,reference,Logistic,ascending,A,False,0.40919,94.0,0.2,0.1151921954887956,0.1155708253573346,2065.6106306966635,2077.0058759313747,439.55338362994877,2715.9140827808947,2077,2715.914082780894,2077.0,True,0,0.0
EU,us1gt,Gompertz,ascending,A,False,0.4091899999999999,94.0,0.2,0.1235436577257002,0.0301992883608253,2054.198582244175,2086.067665999396,431.98131992119806,1044.3093667645505,2086,1044.3093667645508,2086.0,True,0,0.0
EU,us1gt,Logistic,ascending,A,False,0.40919,94.0,0.2,0.1145152546825989,0.1149271781099576,2065.810067286008,2077.269131352341,431.98131991779957,2700.1428299625136,2077,2700.142829962513,2077.0,True,0,0.0
Indonesia,growth10,Gompertz,ascending,A,False,0.0176999999999999,15.9,0.1,0.0563879777813968,0.012519773659427,2106.2453018923475,2183.117590186036,5.2913969558723,73.1327657149048,2179,73.1327657149048,2179.0,True,0,0.0
Indonesia,growth10,Logistic,ascending,A,False,0.0177,15.9,0.1,0.0710788845738089,0.0717591845639354,2106.400506184628,2124.752970819332,5.2913969560653005,285.2203516579609,2125,285.2203516579609,2125.0,True,0,0.0
Indonesia,ipcc_low,Gompertz,ascending,B_fixed,False,0.0176999999999999,15.9,0.2,0.0450104358282387,0.0100483316863352,2124.998249668152,2220.7776964620916,3.412173946957,53.0837334152234,2179,53.0837334152234,2179.0,True,0,0.0
Indonesia,ipcc_low,Logistic,ascending,B_fixed,False,0.0177,15.9,0.2,0.0583602894360326,0.0592755225345648,2122.4907582364017,2144.708325296344,3.4121739485036,235.6025953244047,2145,235.60259532440472,2145.0,True,0,0.0
Indonesia,maximum,Gompertz,ascending,A,False,0.0176999999999999,159.0,0.2,0.113404987087617,0.0206427360509497,2090.3694585347334,2136.992330994265,47.8455351334674,1207.4520590953268,2137,1207.452059095327,2137.0,True,0,0.0
Indonesia,maximum,Logistic,ascending,A,False,0.0177,159.0,0.2,0.1521660871329778,0.1460962002456901,2083.2938269760107,2092.308146956339,47.8455351350705,5804.382499493903,2092,5804.382499493902,2092.0,True,0,0.0
Indonesia,minimum,Gompertz,ascending,A,False,0.0177,1.59,0.1,0.0709564693353719,0.0197351391503115,2057.422783721898,2106.189789760668,4.5904831866735,11.543560546035799,2106,11.5435605460358,2106.0,True,0,0.0
Indonesia,minimum,Logistic,ascending,A,False,0.0177,1.59,0.1,0.0667918454817384,0.0696245244786963,2075.5266629352927,2094.441806798541,4.5904831867173,27.669202718872,2094,27.669202718872,2094.0,True,0,0.0
Indonesia,policy,Gompertz,ascending,A,False,0.0176999999999999,15.9,0.2,0.1416332444712803,0.0302315616156548,2061.5754089855736,2093.4104713735132,43.4937717751316,176.81929184500189,2093,176.81929184500189,2093.0,True,0,0.0
Indonesia,policy,Logistic,ascending,A,False,0.0177,15.9,0.2,0.147537340164378,0.1438165349797061,2068.1210548902072,2077.2782626974367,43.4937717759279,571.4419045974967,2077,571.4419045974967,2077.0,True,0,0.0
Indonesia,reference,Gompertz,ascending,A,False,0.0176999999999999,15.9,0.2,0.1390693808398269,0.0297184255131081,2062.1206088749836,2094.505354483216,41.5725211289454,173.8127954037983,2095,173.8127954037983,2095.0,True,0,0.0
Indonesia,reference,Logistic,ascending,A,False,0.0177,15.9,0.2,0.1456477439246546,0.1420942978796265,2068.5830966188746,2077.851293278254,41.5725211318558,564.7617912016813,2078,564.7617912016813,2078.0,True,0,0.0
Indonesia,us1gt,Gompertz,ascending,A,False,0.0176999999999999,15.9,0.2,0.1368111803763282,0.029265507808995,2062.6177125822323,2095.5036497202645,39.9243803070595,171.16426875619888,2096,171.16426875619888,2096.0,True,0,0.0
Indonesia,us1gt,Logistic,ascending,A,False,0.0177,15.9,0.2,0.1439651657493678,0.1405583509898431,2069.0047121744974,2078.374186756765,39.9243803152985,558.333234990645,2078,558.333234990645,2078.0,True,0,0.0
Middle East,growth10,Gompertz,ascending,A,False,0.0996099999999999,45.6,0.1,0.0611823135249321,0.0143904680595787,2089.0796434833896,2155.958889254592,30.479559494226,241.40441282995388,2156,241.40441282995388,2156.0,True,0,0.0
Middle East,growth10,Logistic,ascending,A,False,0.09961,45.6,0.1,0.0715793415029507,0.0726902371875628,2096.1334438329704,2114.2508409949396,30.4795594925714,828.599831400911,2114,828.599831400911,2114.0,True,0,0.0
Middle East,ipcc_high,Gompertz,ascending,A,False,0.0996099999999999,45.6,0.2,0.1365220423874921,0.0310116854657065,2057.4149472933086,2088.449173123552,172.7339526464563,520.1797013235507,2088,520.1797013235507,2088.0,True,0,0.0
Middle East,ipcc_high,Logistic,ascending,A,False,0.09961,45.6,0.2,0.1335043317738534,0.1317609366183783,2066.48468082898,2076.479736501202,172.7339525926438,1500.5752644726438,2076,1500.5752644726435,2076.0,True,0,0.0
Middle East,ipcc_low,Gompertz,ascending,A,False,0.0996099999999999,45.6,0.2,0.1367494933039172,0.0310601779251364,2057.372145921642,2088.3579198099605,173.3892692247836,521.0115646832179,2088,521.0115646832179,2088.0,True,0,0.0
Middle East,ipcc_low,Logistic,ascending,A,False,0.09961,45.6,0.2,0.1336589764861625,0.1319043762971639,2066.445005489574,2076.4291920184414,173.3892691638992,1502.5057031349988,2076,1502.5057031349986,2076.0,True,0,0.0
Middle East,maximum,Gompertz,ascending,A,False,0.0996099999999999,456.0,0.2,0.121650259046301,0.0230997352309537,2080.6175833703865,2122.281422392643,276.3086058770722,3874.968408708487,2122,3874.968408708487,2122.0,True,0,0.0
Middle East,maximum,Logistic,ascending,A,False,0.09961,456.0,0.2,0.152923688988861,0.147210599971268,2078.3104420806526,2087.2565227105924,276.3086058770395,16776.02689079481,2087,16776.02689079481,2087.0,True,0,0.0
Middle East,minimum,Gompertz,ascending,A,False,0.09961,4.56,0.1,0.069910832886675,0.0212304004475596,2047.8435190350808,2093.1758552053966,19.8563209947841,35.6143904855633,2093,35.61439048556329,2093.0,True,0,0.0
Middle East,minimum,Logistic,ascending,A,False,0.09961,4.56,0.1,0.0598577589495565,0.0636502315123393,2069.037894568753,2089.7284382735234,19.856321000052,72.5558444103511,2090,72.5558444103511,2090.0,True,0,0.0
Middle East,policy,Gompertz,ascending,A,False,0.0996099999999999,45.6,0.2,0.134419816223458,0.0305630316369441,2057.817388425935,2089.3071850387764,166.7431075146512,512.6814352730119,2089,512.6814352730119,2089.0,True,0,0.0
Middle East,policy,Logistic,ascending,A,False,0.09961,45.6,0.2,0.1320670195947708,0.1304268302654183,2066.8578743228386,2076.955167143992,166.743107513408,1486.8531553047953,2077,1486.853155304795,2077.0,True,0,0.0
Middle East,reference,Gompertz,ascending,A,False,0.0996099999999999,45.6,0.2,0.1358237401209281,0.0308627469986775,2057.547247254285,2088.731239079784,170.730749229642,517.7141563589747,2089,517.7141563589747,2089.0,True,0,0.0
Middle East,reference,Logistic,ascending,A,False,0.09961,45.6,0.2,0.1330285000708211,0.1313194592969535,2066.607337130275,2076.635994756307,170.73074920040528,1496.1870015065667,2077,1496.1870015065665,2077.0,True,0,0.0
Middle East,us1gt,Gompertz,ascending,A,False,0.0996099999999999,45.6,0.2,0.1350176385896372,0.0306907024969189,2057.70167032196,2089.0604719074186,168.43463782935288,514.8449316272515,2089,514.8449316272515,2089.0,True,0,0.0
Middle East,us1gt,Logistic,ascending,A,False,0.09961,45.6,0.2,0.132477230319185,0.1308077585634751,2066.7505396548495,2076.8184279161237,168.4346378277198,1490.9981653339194,2077,1490.9981653339191,2077.0,True,0,0.0
Thailand,growth10,Gompertz,ascending,A,False,0.004,10.5,0.1,0.0572426278200736,0.0116628590862233,2124.4017858117777,2206.9221732231345,1.4963879982637,42.4574815651362,2179,42.4574815651362,2179.0,True,0,0.0
Thailand,growth10,Logistic,ascending,A,False,0.004,10.5,0.1,0.078428962500887,0.0783376855629586,2113.6825495421435,2130.493843971648,1.4963879973254,205.5595022219987,2130,205.55950222199868,2130.0,True,0,0.0
Thailand,ipcc_high,Gompertz,ascending,A,False,0.004,10.5,0.2,0.1286930799799645,0.0253647718455681,2073.406450967268,2111.3497707802303,11.0281682389048,97.973502722853,2111,97.973502722853,2111.0,True,0,0.0
Thailand,ipcc_high,Logistic,ascending,A,False,0.004,10.5,0.2,0.152442733504162,0.1472061742487422,2074.532760168483,2083.479109760447,11.028168235752801,385.93607889655453,2083,385.93607889655453,2083.0,True,0,0.0
Thailand,ipcc_low,Gompertz,ascending,A,False,0.004,10.5,0.2,0.128018459293451,0.0252395031717542,2073.621885815991,2111.753525871262,10.871186187912,97.49160783775281,2112,97.4916078377528,2112.0,True,0,0.0
Thailand,ipcc_low,Logistic,ascending,A,False,0.004,10.5,0.2,0.1518423906883106,0.1466655614736034,2074.696908989906,2083.6762350409085,10.8711861879106,384.7801535603611,2084,384.7801535603611,2084.0,True,0,0.0
Thailand,maximum,Gompertz,ascending,A,True,0.0039999999999999,105.0,0.2,0.1053601997296973,0.0179940010985275,2105.4446704310735,2158.9304763310165,11.0683708877625,695.0598785333016,2159,459.9516647406723,2116.0,False,64,11.3817
Thailand,maximum,Logistic,ascending,A,True,0.004,105.0,0.2,0.1536544977459414,0.1468701327435368,2090.314681478498,2099.2815004792305,11.0683708877601,3853.6939437737915,2099,701.800452860145,2079.0,False,41,66.3694
Thailand,minimum,Gompertz,ascending,A,False,0.004,1.05,0.1,0.0731927968365412,0.0180653891174032,2071.7935354429046,2125.067984383064,1.518567005262,6.978174250654599,2125,6.978174250654599,2125.0,True,0,0.0
Thailand,minimum,Logistic,ascending,A,False,0.004,1.05,0.1,0.0782424395349661,0.0797140431737293,2083.309005758482,2099.830033227313,1.5185670053648999,20.9239760736351,2100,20.9239760736351,2100.0,True,0,0.0
Thailand,policy,Gompertz,ascending,A,False,0.004,10.5,0.2,0.1296186209877291,0.025536511532709,2073.114531285934,2110.8026723966123,11.2460878310223,98.63950447756551,2111,98.63950447756552,2111.0,True,0,0.0
Thailand,policy,Logistic,ascending,A,False,0.004,10.5,0.2,0.1532636351592703,0.1479449461061054,2074.310383191039,2083.212058656048,11.2460878355783,388.25993797335417,2083,388.25993797335417,2083.0,True,0,0.0
Thailand,reference,Gompertz,ascending,A,False,0.004,10.5,0.2,0.1285577145325257,0.0253396421706105,2073.44949774735,2111.4304464773777,10.9965437983853,97.8744572261923,2111,97.8744572261923,2111.0,True,0,0.0
Thailand,reference,Logistic,ascending,A,False,0.004,10.5,0.2,0.1523224072074089,0.1470978421723958,2074.5655568859825,2083.5184951308643,10.9965437960477,385.64796806348477,2084,385.6479680634848,2084.0,True,0,0.0
Thailand,us1gt,Gompertz,ascending,A,False,0.004,10.5,0.2,0.1274433425976234,0.0251326519799327,2073.807343780899,2112.101100081971,10.7385893329102,97.0804389847065,2112,97.0804389847065,2112.0,True,0,0.0
Thailand,us1gt,Logistic,ascending,A,False,0.004,10.5,0.2,0.1513292648340437,0.1462032647769799,2074.838241219435,2083.8459600206106,10.738589332908798,383.7349101946213,2084,383.7349101946213,2084.0,True,0,0.0
UK,growth10,Gompertz,ascending,A,False,0.11352,78.0,0.1,0.0586201917711626,0.0133065837607916,2098.715141291268,2171.0420185289126,34.7969792313986,381.8269909357975,2171,381.8269909357975,2171.0,True,0,0.0
UK,growth10,Logistic,ascending,A,False,0.11352,78.0,0.1,0.0717520888374065,0.0725790854678334,2101.839851626261,2119.9849947957555,34.7969792306358,1415.2917469673366,2120,1415.2917469673366,2120.0,True,0,0.0
