country,scenario,model,ordering,year,curve_kind,rate_mt_yr,cum_gt
Brazil,maximum,Gompertz,ascending,2124,screened_envelope,16002.380843096855,733.4268439932912
Brazil,maximum,Gompertz,ascending,2125,screened_envelope,16002.380843096855,749.429224836388
Brazil,maximum,Gompertz,ascending,2126,screened_envelope,16002.380843096855,765.4316056794848
Brazil,maximum,Gompertz,ascending,2127,screened_envelope,16002.380843096855,781.4339865225817
Brazil,maximum,Gompertz,ascending,2128,screened_envelope,16002.380843096855,797.4363673656785
Brazil,maximum,Gompertz,ascending,2129,screened_envelope,16002.380843096855,813.4387482087753
Brazil,maximum,Gompertz,ascending,2130,screened_envelope,16002.380843096855,829.4411290518722
Brazil,maximum,Gompertz,ascending,2131,screened_envelope,16002.380843096855,845.443509894969
Brazil,maximum,Gompertz,ascending,2132,screened_envelope,16002.380843096855,861.4458907380658
Brazil,maximum,Gompertz,ascending,2133,screened_envelope,16002.380843096855,877.4482715811627
Brazil,maximum,Gompertz,ascending,2134,screened_envelope,16002.380843096855,893.4506524242595
Brazil,maximum,Gompertz,ascending,2135,screened_envelope,16002.380843096855,909.4530332673563
Brazil,maximum,Gompertz,ascending,2136,screened_envelope,16002.380843096855,925.4554141104531
Brazil,maximum,Gompertz,ascending,2137,screened_envelope,16002.380843096855,941.45779495355
Brazil,maximum,Gompertz,ascending,2138,screened_envelope,16002.380843096855,957.4601757966468
Brazil,maximum,Gompertz,ascending,2139,screened_envelope,16002.380843096855,973.4625566397436
Brazil,maximum,Gompertz,ascending,2140,screened_envelope,16002.380843096855,989.4649374828405
Brazil,maximum,Gompertz,ascending,2141,screened_envelope,16002.380843096855,1005.4673183259373
Brazil,maximum,Gompertz,ascending,2142,screened_envelope,16002.380843096855,1021.4696991690341
Brazil,maximum,Gompertz,ascending,2143,screened_envelope,16002.380843096855,1037.472080012131
Brazil,maximum,Gompertz,ascending,2144,screened_envelope,16002.380843096855,1053.474460855228
Brazil,maximum,Gompertz,ascending,2145,screened_envelope,16002.380843096855,1069.476841698325
Brazil,maximum,Gompertz,ascending,2146,screened_envelope,16002.380843096855,1085.479222541422
Brazil,maximum,Gompertz,ascending,2147,screened_envelope,16002.380843096855,1101.4816033845188
Brazil,maximum,Gompertz,ascending,2148,screened_envelope,16002.380843096855,1117.4839842276158
Brazil,maximum,Gompertz,ascending,2149,screened_envelope,16002.380843096855,1133.4863650707127
Brazil,maximum,Gompertz,ascending,2150,screened_envelope,16002.380843096855,1149.4887459138097
Brazil,maximum,Gompertz,ascending,2151,screened_envelope,16002.380843096855,1165.4911267569066
Brazil,maximum,Gompertz,ascending,2152,screened_envelope,16002.380843096855,1181.4935076000036
Brazil,maximum,Gompertz,ascending,2153,screened_envelope,16002.380843096855,1197.4958884431005
Brazil,maximum,Gompertz,ascending,2154,screened_envelope,16002.380843096855,1213.4982692861975
Brazil,maximum,Gompertz,ascending,2155,screened_envelope,16002.380843096855,1229.5006501292944
Brazil,maximum,Gompertz,ascending,2156,screened_envelope,16002.380843096855,1245.5030309723913
Brazil,maximum,Gompertz,ascending,2157,screened_envelope,16002.380843096855,1261.5054118154883
Brazil,maximum,Gompertz,ascending,2158,screened_envelope,16002.380843096855,1277.5077926585852
Brazil,maximum,Gompertz,ascending,2159,screened_envelope,16002.380843096855,1293.5101735016822
Brazil,maximum,Gompertz,ascending,2160,screened_envelope,16002.380843096855,1309.5125543447791
Brazil,maximum,Gompertz,ascending,2161,screened_envelope,16002.380843096855,1325.514935187876
Brazil,maximum,Gompertz,ascending,2162,screened_envelope,16002.380843096855,1341.517316030973
Brazil,maximum,Gompertz,ascending,2163,screened_envelope,16002.380843096855,1357.51969687407
Brazil,maximum,Gompertz,ascending,2164,screened_envelope,16002.380843096855,1373.522077717167
Brazil,maximum,Gompertz,ascending,2165,screened_envelope,16002.380843096855,1389.5244585602638
Brazil,maximum,Gompertz,ascending,2166,screened_envelope,16002.380843096855,1405.5268394033608
Brazil,maximum,Gompertz,ascending,2167,screened_envelope,16002.380843096855,1421.5292202464577
Brazil,maximum,Gompertz,ascending,2168,screened_envelope,16002.380843096855,1437.5316010895547
Brazil,maximum,Gompertz,ascending,2169,screened_envelope,16002.380843096855,1453.5339819326516
Brazil,maximum,Gompertz,ascending,2170,screened_envelope,16002.380843096855,1469.5363627757486
Brazil,maximum,Gompertz,ascending,2171,screened_envelope,16002.380843096855,1485.5387436188455
Brazil,maximum,Gompertz,ascending,2172,screened_envelope,16002.380843096855,1501.5411244619424
Brazil,maximum,Gompertz,ascending,2173,screened_envelope,16002.380843096855,1517.5435053050394
Brazil,maximum,Gompertz,ascending,2174,screened_envelope,16002.380843096855,1533.5458861481363
Brazil,maximum,Gompertz,ascending,2175,screened_envelope,16002.380843096855,1549.5482669912333
Brazil,maximum,Gompertz,ascending,2176,screened_envelope,16002.380843096855,1565.5506478343302
Brazil,maximum,Gompertz,ascending,2177,screened_envelope,16002.380843096855,1581.5530286774272
Brazil,maximum,Gompertz,ascending,2178,screened_envelope,16002.380843096855,1597.555409520524
Brazil,maximum,Gompertz,ascending,2179,screened_envelope,16002.380843096855,1613.557790363621
Brazil,maximum,Gompertz,ascending,2030,reconstructed,63.018757773849785,0.3265999999999997
Brazil,maximum,Gompertz,ascending,2031,reconstructed,74.59585692292094,0.3896187577738495
Brazil,maximum,Gompertz,ascending,2032,reconstructed,87.93095999620772,0.46421461469677044
Brazil,maximum,Gompertz,ascending,2033,reconstructed,103.22645898937859,0.5521455746929782
Brazil,maximum,Gompertz,ascending,2034,reconstructed,120.69835416675923,0.6553720336823567
Brazil,maximum,Gompertz,ascending,2035,reconstructed,140.575911897157,0.776070387849116
Brazil,maximum,Gompertz,ascending,2036,reconstructed,163.10114768813196,0.916646299746273
Brazil,maximum,Gompertz,ascending,2037,reconstructed,188.52812844585256,1.0797474474344049
Brazil,maximum,Gompertz,ascending,2038,reconstructed,217.1220905478517,1.2682755758802575
Brazil,maximum,Gompertz,ascending,2039,reconstructed,249.15837304721728,1.4853976664281092
Brazil,maximum,Gompertz,ascending,2040,reconstructed,284.9211681744352,1.7345560394753265
Brazil,maximum,Gompertz,ascending,2041,reconstructed,324.7020942092709,2.0194772076497616
Brazil,maximum,Gompertz,ascending,2042,reconstructed,368.7985986997689,2.3441793018590324
Brazil,maximum,Gompertz,ascending,2043,reconstructed,417.512202848571,2.7129779005588013
Brazil,maximum,Gompertz,ascending,2044,reconstructed,471.14660060946625,3.1304901034073724
Brazil,maximum,Gompertz,ascending,2045,reconstructed,530.0056285835318,3.6016367040168387
Brazil,maximum,Gompertz,ascending,2046,reconstructed,594.3911251227742,4.131642332600371
Brazil,maximum,Gompertz,ascending,2047,reconstructed,664.6006990937602,4.726033457723145
Brazil,maximum,Gompertz,ascending,2048,reconstructed,740.9254304848877,5.390634156816905
Brazil,maximum,Gompertz,ascending,2049,reconstructed,823.647526426507,6.131559587301792
Brazil,maximum,Gompertz,ascending,2050,reconstructed,913.0379572090352,6.955207113728299
Brazil,maximum,Gompertz,ascending,2051,reconstructed,1009.3540975146493,7.868245070937335
Brazil,maximum,Gompertz,ascending,2052,reconstructed,1112.8373983157846,8.877599168451983
Brazil,maximum,Gompertz,ascending,2053,reconstructed,1223.7111147394266,9.990436566767768
Brazil,maximum,Gompertz,ascending,2054,reconstructed,1342.1781146590026,11.214147681507194
Brazil,maximum,Gompertz,ascending,2055,reconstructed,1468.4187918719465,12.556325796166197
Brazil,maximum,Gompertz,ascending,2056,reconstructed,1602.589106473855,14.024744588038143
Brazil,maximum,Gompertz,ascending,2057,reconstructed,1744.818773478693,15.627333694511998
Brazil,maximum,Gompertz,ascending,2058,reconstructed,1895.209618892824,17.37215246799069
Brazil,maximum,Gompertz,ascending,2059,reconstructed,2053.8341203670097,19.267362086883516
Brazil,maximum,Gompertz,ascending,2060,reconstructed,2220.7341472660037,21.321196207250527
Brazil,maximum,Gompertz,ascending,2061,reconstructed,2395.9199125532464,23.54193035451653
Brazil,maximum,Gompertz,ascending,2062,reconstructed,2579.3691463325767,25.937850267069777
Brazil,maximum,Gompertz,ascending,2063,reconstructed,2771.02649826393,28.517219413402355
Brazil,maximum,Gompertz,ascending,2064,reconstructed,2970.803173419039,31.288245911666284
Brazil,maximum,Gompertz,ascending,2065,reconstructed,3178.5768035078054,34.25904908508532
Brazil,maximum,Gompertz,ascending,2066,reconstructed,3394.191552825217,37.437625888593125
Brazil,maximum,Gompertz,ascending,2067,reconstructed,3617.458455778837,40.831817441418345
Brazil,maximum,Gompertz,ascending,2068,reconstructed,3848.155980490398,44.44927589719718
Brazil,maximum,Gompertz,ascending,2069,reconstructed,4086.0308107505457,48.29743187768758
Brazil,maximum,Gompertz,ascending,2070,reconstructed,4330.79883656791,52.38346268843812
Brazil,maximum,Gompertz,ascending,2071,reconstructed,4582.146341712386,56.71426152500603
Brazil,maximum,Gompertz,ascending,2072,reconstructed,4839.731375023626,61.29640786671842
Brazil,maximum,Gompertz,ascending,2073,reconstructed,5103.185290850558,66.13613924174204
Brazil,maximum,Gompertz,ascending,2074,reconstructed,5372.114442813366,71.2393245325926
Brazil,maximum,Gompertz,ascending,2075,reconstructed,5646.102014138759,76.61143897540597
Brazil,maximum,Gompertz,ascending,2076,reconstructed,5924.709967112055,82.25754098954474
Brazil,maximum,Gompertz,ascending,2077,reconstructed,6207.481093710773,88.18225095665679
Brazil,maximum,Gompertz,ascending,2078,reconstructed,6493.941149227593,94.38973205036756
Brazil,maximum,Gompertz,ascending,2079,reconstructed,6783.601050644624,100.88367319959515
Brazil,maximum,Gompertz,ascending,2080,reconstructed,7075.959121674234,107.66727425023977
Brazil,maximum,Gompertz,ascending,2081,reconstructed,7370.503366719324,114.743233371914
Brazil,maximum,Gompertz,ascending,2082,reconstructed,7666.713756512165,122.11373673863332
Brazil,maximum,Gompertz,ascending,2083,reconstructed,7964.064508848304,129.7804504951455
Brazil,maximum,Gompertz,ascending,2084,reconstructed,8262.026348623118,137.7445150039938
Brazil,maximum,Gompertz,ascending,2085,reconstructed,8560.068732284359,146.00654135261692
Brazil,maximum,Gompertz,ascending,2086,reconstructed,8857.662022816588,154.56661008490127
Brazil,maximum,Gompertz,ascending,2087,reconstructed,9154.279602453873,163.42427210771785
Brazil,maximum,Gompertz,ascending,2088,reconstructed,9449.399911457998,172.57855171017172
Brazil,maximum,Gompertz,ascending,2089,reconstructed,9742.508402483467,182.0279516216297
Brazil,maximum,Gompertz,ascending,2090,reconstructed,10033.099401261015,191.7704600241132
Brazil,maximum,Gompertz,ascending,2091,reconstructed,10320.677865553353,201.8035594253742
Brazil,maximum,Gompertz,ascending,2092,reconstructed,10604.761035555974,212.12423729092757
Brazil,maximum,Gompertz,ascending,2093,reconstructed,10884.879970118953,222.72899832648355
Brazil,maximum,Gompertz,ascending,2094,reconstructed,11160.580964341583,233.6138782966025
Brazil,maximum,Gompertz,ascending,2095,reconstructed,11431.426845229415,244.7744592609441
Brazil,maximum,Gompertz,ascending,2096,reconstructed,11696.998143194578,256.2058861061735
Brazil,maximum,Gompertz,ascending,2097,reconstructed,11956.894138216965,267.90288424936807
Brazil,maximum,Gompertz,ascending,2098,reconstructed,12210.73378045986,279.85977838758504
Brazil,maximum,Gompertz,ascending,2099,reconstructed,12458.156486044101,292.0705121680449
Brazil,maximum,Gompertz,ascending,2100,reconstructed,12698.822809525504,304.528668654089
Brazil,maximum,Gompertz,ascending,2101,reconstructed,12932.414995388886,317.2274914636145
Brazil,maximum,Gompertz,ascending,2102,reconstructed,13158.637411566815,330.1599064590034
Brazil,maximum,Gompertz,ascending,2103,reconstructed,13377.21686861134,343.31854387057024
Brazil,maximum,Gompertz,ascending,2104,reconstructed,13587.902828692882,356.6957607391816
Brazil,maximum,Gompertz,ascending,2105,reconstructed,13790.467509073234,370.2836635678745
Brazil,maximum,Gompertz,ascending,2106,reconstructed,13984.70588510063,384.0741310769477
Brazil,maximum,Gompertz,ascending,2107,reconstructed,14170.435598106904,398.05883696204836
Brazil,maximum,Gompertz,ascending,2108,reconstructed,14347.49677385211,412.22927256015527
Brazil,maximum,Gompertz,ascending,2109,reconstructed,14515.75175736449,426.5767693340074
Brazil,maximum,Gompertz,ascending,2110,reconstructed,14675.084770166444,441.0925210913719
Brazil,maximum,Gompertz,ascending,2111,reconstructed,14825.401495964317,455.76760586153836
Brazil,maximum,Gompertz,ascending,2112,reconstructed,14966.62860091534,470.5930073575027
Brazil,maximum,Gompertz,ascending,2113,reconstructed,15098.713194573093,485.559635958418
Brazil,maximum,Gompertz,ascending,2114,reconstructed,15221.622237557809,500.6583491529911
Brazil,maximum,Gompertz,ascending,2115,reconstructed,15335.341901903606,515.8799713905489
Brazil,maximum,Gompertz,ascending,2116,reconstructed,15439.87688990595,531.2153132924525
Brazil,maximum,Gompertz,ascending,2117,reconstructed,15535.24971713322,546.6551901823584
Brazil,maximum,Gompertz,ascending,2118,reconstructed,15621.499965080118,562.1904398994916
Brazil,maximum,Gompertz,ascending,2119,reconstructed,15698.683508731978,577.8119398645717
Brazil,maximum,Gompertz,ascending,2120,reconstructed,15766.8717240811,593.5106233733037
Brazil,maximum,Gompertz,ascending,2121,reconstructed,15826.150680393155,609.2774950973848
Brazil,maximum,Gompertz,ascending,2122,reconstructed,15876.62032176588,625.103645777778
Brazil,maximum,Gompertz,ascending,2123,reconstructed,15918.39364225792,640.9802660995439
Brazil,maximum,Gompertz,ascending,2124,reconstructed,15951.595858594463,656.8986597418018
Brazil,maximum,Gompertz,ascending,2125,reconstructed,15976.363584181936,672.8502556003963
Brazil,maximum,Gompertz,ascending,2126,reconstructed,15992.844007888001,688.8266191845782
Brazil,maximum,Gompertz,ascending,2127,reconstructed,16001.194080768151,704.8194631924663
Brazil,maximum,Gompertz,ascending,2128,reconstructed,16001.579713648109,720.8206572732345
Brazil,maximum,Gompertz,ascending,2129,reconstructed,15994.1749882035,736.8222369868826
Brazil,maximum,Gompertz,ascending,2130,reconstructed,15979.161383916904,752.8164119750861
Brazil,maximum,Gompertz,ascending,2131,reconstructed,15956.7270230379,768.795573359003
Brazil,maximum,Gompertz,ascending,2132,reconstructed,15927.06593542626,784.752300382041
Brazil,maximum,Gompertz,ascending,2133,reconstructed,15890.37734492193,800.6793663174673
Brazil,maximum,Gompertz,ascending,2134,reconstructed,15846.864978659218,816.5697436623892
Brazil,maximum,Gompertz,ascending,2135,reconstructed,15796.736400527187,832.4166086410485
Brazil,maximum,Gompertz,ascending,2136,reconstructed,15740.20236977402,848.2133450415756
Brazil,maximum,Gompertz,ascending,2137,reconstructed,15677.476225560315,863.9535474113496
Brazil,maximum,Gompertz,ascending,2138,reconstructed,15608.773298085278,879.63102363691
Brazil,maximum,Gompertz,ascending,2139,reconstructed,15534.310346740618,895.2397969349952
Brazil,maximum,Gompertz,ascending,2140,reconstructed,15454.305025589509,910.7741072817358
Brazil,maximum,Gompertz,ascending,2141,reconstructed,15368.97537632228,926.2284123073254
Brazil,maximum,Gompertz,ascending,2142,reconstructed,15278.539348706452,941.5973876836476
Brazil,maximum,Gompertz,ascending,2143,reconstructed,15183.214348425674,956.8759270323541
Brazil,maximum,Gompertz,ascending,2144,reconstructed,15083.216812090528,972.0591413807797
Brazil,maximum,Gompertz,ascending,2145,reconstructed,14978.761809102698,987.1423581928702
Brazil,maximum,Gompertz,ascending,2146,reconstructed,14870.062669963305,1002.1211200019729
Brazil,maximum,Gompertz,ascending,2147,reconstructed,14757.330640534936,1016.9911826719363
Brazil,maximum,Gompertz,ascending,2148,reconstructed,14640.774561695378,1031.7485133124712
Brazil,maximum,Gompertz,ascending,2149,reconstructed,14520.600573758182,1046.3892878741667
Brazil,maximum,Gompertz,ascending,2150,reconstructed,14397.011844981147,1060.909888447925
Brazil,maximum,Gompertz,ascending,2151,reconstructed,14270.20832343728,1075.306900292906
Brazil,maximum,Gompertz,ascending,2152,reconstructed,14140.38651148421,1089.5771086163434
Brazil,maximum,Gompertz,ascending,2153,reconstructed,14007.73926203618,1103.7174951278275
Brazil,maximum,Gompertz,ascending,2154,reconstructed,13872.45559581753,1117.7252343898638
Brazil,maximum,Gompertz,ascending,2155,reconstructed,13734.720538757372,1131.5976899856812
Brazil,maximum,Gompertz,ascending,2156,reconstructed,13594.714978671562,1145.3324105244385
Brazil,maximum,Gompertz,ascending,2157,reconstructed,13452.615540369581,1158.9271255031101
Brazil,maximum,Gompertz,ascending,2158,reconstructed,13308.594478320243,1172.3797410434797
Brazil,maximum,Gompertz,ascending,2159,reconstructed,13162.81958601042,1185.6883355218
Brazil,maximum,Gompertz,ascending,2160,reconstructed,13015.45412113562,1198.8511551078104
Brazil,maximum,Gompertz,ascending,2161,reconstructed,12866.65674576877,1211.8666092289461
Brazil,maximum,Gompertz,ascending,2162,reconstructed,12716.581480664712,1224.7332659747149
Brazil,maximum,Gompertz,ascending,2163,reconstructed,12565.377672871458,1237.4498474553795
Brazil,maximum,Gompertz,ascending,2164,reconstructed,12413.189975835394,1250.015225128251
Brazil,maximum,Gompertz,ascending,2165,reconstructed,12260.158341205866,1262.4284151040863
Brazil,maximum,Gompertz,ascending,2166,reconstructed,12106.418021564565,1274.6885734452921
Brazil,maximum,Gompertz,ascending,2167,reconstructed,11952.09958332673,1286.7949914668568
Brazil,maximum,Gompertz,ascending,2168,reconstructed,11797.328929084071,1298.7470910501836
Brazil,maximum,Gompertz,ascending,2169,reconstructed,11642.227328683284,1310.5444199792676
Brazil,maximum,Gompertz,ascending,2170,reconstructed,11486.911458358714,1322.1866473079508
Brazil,maximum,Gompertz,ascending,2171,reconstructed,11331.49344726329,1333.6735587663095
Brazil,maximum,Gompertz,ascending,2172,reconstructed,11176.080930767663,1345.0050522135728
Brazil,maximum,Gompertz,ascending,2173,reconstructed,11020.777109923667,1356.1811331443405
Brazil,maximum,Gompertz,ascending,2174,reconstructed,10865.68081651461,1367.2019102542642
Brazil,maximum,Gompertz,ascending,2175,reconstructed,10710.886583141248,1378.067591070779
Brazil,maximum,Gompertz,ascending,2176,reconstructed,10556.48471781847,1388.7784776539202
Brazil,maximum,Gompertz,ascending,2177,reconstructed,10402.561382583812,1399.3349623717386
Brazil,maximum,Gompertz,ascending,2178,reconstructed,10249.198675644604,1409.7375237543224
Brazil,maximum,Gompertz,ascending,2179,reconstructed,10096.474716615776,1419.986722429967
Brazil,maximum,Logistic,ascending,2030,original,48.11952360133114,0.3266
Brazil,maximum,Logistic,ascending,2031,original,55.757068843377574,0.37471952360133115
Brazil,maximum,Logistic,ascending,2032,original,64.60649305477381,0.4304765924447087
Brazil,maximum,Logistic,ascending,2033,original,74.85996830738043,0.49508308549948254
Brazil,maximum,Logistic,ascending,2034,original,86.74009847790315,0.5699430538068629
Brazil,maximum,Logistic,ascending,2035,original,100.50472407515068,0.6566831522847661
Brazil,maximum,Logistic,ascending,2036,original,116.45248080231477,0.7571878763599168
Brazil,maximum,Logistic,ascending,2037,original,134.9292284128688,0.8736403571622315
Brazil,maximum,Logistic,ascending,2038,original,156.3354838637822,1.0085695855751005
Brazil,maximum,Logistic,ascending,2039,original,181.13501262358415,1.1649050694388825
Brazil,maximum,Logistic,ascending,2040,original,209.8647545154306,1.3460400820624667
Brazil,maximum,Logistic,ascending,2041,original,243.14628592685094,1.5559048365778974
Brazil,maximum,Logistic,ascending,2042,original,281.69904884475307,1.7990511225047483
Brazil,maximum,Logistic,ascending,2043,original,326.3556091890098,2.0807501713495014
Brazil,maximum,Logistic,ascending,2044,original,378.07924246947647,2.407105780538511
Brazil,maximum,Logistic,ascending,2045,original,437.9841839230948,2.7851850230079878
Brazil,maximum,Logistic,ascending,2046,original,507.3589228791894,3.2231692069310824
Brazil,maximum,Logistic,ascending,2047,original,587.6929667863017,3.730528129810272
Brazil,maximum,Logistic,ascending,2048,original,680.7075483909567,4.318221096596574
Brazil,maximum,Logistic,ascending,2049,original,788.3907987593404,4.99892864498753
Brazil,maximum,Logistic,ascending,2050,original,913.0379572409131,5.7873194437468705
Brazil,maximum,Logistic,ascending,2051,original,1057.297234176787,6.700357400987784
Brazil,maximum,Logistic,ascending,2052,original,1224.221978914902,7.757654635164571
Brazil,maximum,Logistic,ascending,2053,original,1417.329828479629,8.981876614079471
Brazil,maximum,Logistic,ascending,2054,original,1640.669512644134,10.399206442559102
Brazil,maximum,Logistic,ascending,2055,original,1898.8959576208297,12.039875955203236
Brazil,maximum,Logistic,ascending,2056,original,2197.35424748554,13.938771912824066
Brazil,maximum,Logistic,ascending,2057,original,2542.1728489038496,16.136126160309605
Brazil,maximum,Logistic,ascending,2058,original,2940.3662532102658,18.678299009213454
Brazil,maximum,Logistic,ascending,2059,original,3399.9468046216125,21.61866526242372
Brazil,maximum,Logistic,ascending,2060,original,3930.044918527168,25.018612067045332
Brazil,maximum,Logistic,ascending,2061,original,4541.036091724936,28.9486569855725
Brazil,maximum,Logistic,ascending,2062,original,5244.671996078856,33.48969307729744
Brazil,maximum,Logistic,ascending,2063,original,6054.211442964378,38.734365073376296
Brazil,maximum,Logistic,ascending,2064,original,6984.545008921731,44.788576516340676
Brazil,maximum,Logistic,ascending,2065,original,8052.304513478523,51.773121525262404
Brazil,maximum,Logistic,ascending,2066,original,9275.945225495243,59.82542603874093
Brazil,maximum,Logistic,ascending,2067,original,10675.78454343808,69.10137126423616
Brazil,maximum,Logistic,ascending,2068,original,12273.975882545174,79.77715580767425
Brazil,maximum,Logistic,ascending,2069,original,14094.390617739247,92.05113169021942
Brazil,maximum,Logistic,ascending,2070,original,16162.374318043145,106.14552230795867
Brazil,maximum,Logistic,ascending,2071,original,18504.33652298759,122.30789662600182
Brazil,maximum,Logistic,ascending,2072,original,21147.126631726176,140.81223314898943
Brazil,maximum,Logistic,ascending,2073,original,24117.143228811176,161.9593597807156
Brazil,maximum,Logistic,ascending,2074,original,27439.12207174531,186.0765030095268
Brazil,maximum,Logistic,ascending,2075,original,31134.551431477503,213.5156250812721
Brazil,maximum,Logistic,ascending,2076,original,35219.67566125332,244.6501765127496
Brazil,maximum,Logistic,ascending,2077,original,39703.07252434055,279.86985217400286
Brazil,maximum,Logistic,ascending,2078,original,44582.83085666641,319.5729246983434
Brazil,maximum,Logistic,ascending,2079,original,49843.41579299853,364.1557555550098
Brazil,maximum,Logistic,ascending,2080,original,55452.39013894083,413.99917134800836
Brazil,maximum,Logistic,ascending,2081,original,61357.2595300713,469.4515614869492
Brazil,maximum,Logistic,ascending,2082,original,67482.81643334852,530.8088210170205
Brazil,maximum,Logistic,ascending,2083,original,73729.45617921693,598.291637450369
Brazil,maximum,Logistic,ascending,2084,original,79973.00064566018,672.0210936295858
Brazil,maximum,Logistic,ascending,2085,original,86066.55909494557,751.994094275246
Brazil,maximum,Logistic,ascending,2086,original,91844.84818210892,838.0606533701915
Brazil,maximum,Logistic,ascending,2087,original,97131.16240482713,929.9055015523004
Brazil,maximum,Logistic,ascending,2088,original,101746.83466599669,1027.0366639571278
Brazil,maximum,Logistic,ascending,2089,original,105522.59243211542,1128.7834986231244
Brazil,maximum,Logistic,ascending,2090,original,108310.77544965316,1234.30609105524
Brazil,maximum,Logistic,ascending,2091,original,109997.04131554622,1342.616866504893
Brazil,maximum,Logistic,ascending,2092,original,110510.05179700433,1452.6139078204394
Brazil,maximum,Logistic,ascending,2093,original,109827.77714721239,1563.1239596174437
Brazil,maximum,Logistic,ascending,2094,original,107979.48224505073,1672.951736764656
Brazil,maximum,Logistic,ascending,2095,original,105043.09216784053,1780.9312190097069
Brazil,maximum,Logistic,ascending,2096,original,101138.33753407672,1885.9743111775474
Brazil,maximum,Logistic,ascending,2097,original,96416.69160489964,1987.1126487116242
Brazil,maximum,Logistic,ascending,2098,original,91049.50037096506,2083.5293403165238
Brazil,maximum,Logistic,ascending,2099,original,85215.80964683369,2174.578840687489
Brazil,maximum,Logistic,ascending,2100,original,79091.22491252626,2259.794650334323
Brazil,maximum,Logistic,ascending,2101,original,72838.77895706789,2338.885875246849
Brazil,maximum,Logistic,ascending,2102,original,66602.33763101761,2411.724654203917
Brazil,maximum,Logistic,ascending,2103,original,60502.64771524019,2478.3269918349347
Brazil,maximum,Logistic,ascending,2104,original,54635.7950763514,2538.8296395501748
Brazil,maximum,Logistic,ascending,2105,original,49073.6286107781,2593.465434626526
Brazil,maximum,Logistic,ascending,2106,original,43865.61413075941,2642.539063237304
Brazil,maximum,Logistic,ascending,2107,original,39041.58806662095,2686.4046773680634
Brazil,maximum,Logistic,ascending,2108,original,34614.950268028064,2725.4462654346844
Brazil,maximum,Logistic,ascending,2109,original,30585.936054646332,2760.0612157027126
Brazil,maximum,Logistic,ascending,2110,original,26944.7147609424,2790.647151757359
Brazil,maximum,Logistic,ascending,2111,original,23674.158960971243,2817.5918665183017
Brazil,maximum,Logistic,ascending,2112,original,20752.20703446226,2841.266025479273
Brazil,maximum,Logistic,ascending,2113,original,18153.799466846718,2862.0182325137353
Brazil,maximum,Logistic,ascending,2114,original,15852.407767106637,2880.172031980582
Brazil,maximum,Logistic,ascending,2115,original,13821.197528059733,2896.0244397476886
Brazil,maximum,Logistic,ascending,2116,original,12033.877881148517,2909.8456372757482
Brazil,maximum,Logistic,ascending,2117,original,10465.292097428377,2921.8795151568966
Brazil,maximum,Logistic,ascending,2118,original,9091.801410125738,2932.344807254325
Brazil,maximum,Logistic,ascending,2119,original,7891.508594250385,2941.436608664451
Brazil,maximum,Logistic,ascending,2120,original,6844.361058764093,2949.3281172587012
Brazil,maximum,Logistic,ascending,2121,original,5932.166241865001,2956.1724783174654
Brazil,maximum,Logistic,ascending,2122,original,5138.545574703825,2962.1046445593306
Brazil,maximum,Logistic,ascending,2123,original,4448.847513755363,2967.2431901340346
Brazil,maximum,Logistic,ascending,2124,original,3850.035256566177,2971.69203764779
Brazil,maximum,Logistic,ascending,2125,original,3330.5607458179343,2975.5420729043562
Brazil,maximum,Logistic,ascending,2126,original,2880.233360307885,2978.872633650174
Brazil,maximum,Logistic,ascending,2127,original,2490.0891845349574,2981.752867010482
Brazil,maximum,Logistic,ascending,2128,original,2152.2648281637703,2984.242956195017
Brazil,maximum,Logistic,ascending,2129,original,1859.8783242275842,2986.395221023181
Brazil,maximum,Logistic,ascending,2130,original,1606.9185732241374,2988.2550993474088
Brazil,maximum,Logistic,ascending,2131,original,1388.1440359063588,2989.8620179206328
Brazil,maximum,Logistic,ascending,2132,original,1198.9908414705808,2991.250161956539
Brazil,maximum,Logistic,ascending,2133,original,1035.4901141256746,2992.44915279801
Brazil,maximum,Logistic,ascending,2134,original,894.1940854012863,2993.4846429121358
Brazil,maximum,Logistic,ascending,2135,original,772.1104175240538,2994.378836997537
Brazil,maximum,Logistic,ascending,2136,original,666.6440882740327,2995.1509474150607
Brazil,maximum,Logistic,ascending,2137,original,575.5461598683838,2995.817591503335
Brazil,maximum,Logistic,ascending,2138,original,496.8687586221906,2996.393137663203
Brazil,maximum,Logistic,ascending,2139,original,428.9256173614363,2996.890006421825
Brazil,maximum,Logistic,ascending,2140,original,370.257570766858,2997.3189320391866
Brazil,maximum,Logistic,ascending,2141,original,319.60243928422835,2997.6891896099537
Brazil,maximum,Logistic,ascending,2142,original,275.8687859094264,2998.008792049238
Brazil,maximum,Logistic,ascending,2143,original,238.11307928868473,2998.2846608351474
Brazil,maximum,Logistic,ascending,2144,original,205.51984436260292,2998.522773914436
Brazil,maximum,Logistic,ascending,2145,original,177.3844270566236,2998.728293758799
Brazil,maximum,Logistic,ascending,2146,original,153.09804163988332,2998.9056781858553
Brazil,maximum,Logistic,ascending,2147,original,132.13480799701392,2999.0587762274954
Brazil,maximum,Logistic,ascending,2148,original,114.04052110422286,2999.1909110354923
Brazil,maximum,Logistic,ascending,2149,original,98.42292651914106,2999.3049515565963
Brazil,maximum,Logistic,ascending,2150,original,84.9433038608147,2999.4033744831154
