country,scenario,model,ordering,checkpoint,basin,delivered_rate_mt_yr,wells_used
US,maximum,Logistic,ascending,2050,Palo Duro,157.4672,156
US,maximum,Logistic,ascending,2050,Paradox,0.0538,1
US,maximum,Logistic,ascending,2050,Powder River,22.3902,20
US,maximum,Logistic,ascending,2050,Sacramento,416.5646,380
US,maximum,Logistic,ascending,2050,San Joaquin,1613.8695,1122
US,maximum,Logistic,ascending,2050,San Juan,49.7636,36
US,maximum,Logistic,ascending,2100,Appalachian,0.089,1
US,maximum,Logistic,ascending,2100,Arkoma,0.537,1
US,maximum,Logistic,ascending,2100,Big Horn,0.5384,1
US,maximum,Logistic,ascending,2100,Black Warrior,9.0192,9
US,maximum,Logistic,ascending,2100,Cook Inlet,105.1648,100
US,maximum,Logistic,ascending,2100,Denver,0.1586,1
US,maximum,Logistic,ascending,2100,Green River,0.7195,1
US,maximum,Logistic,ascending,2100,Laramie,51.6462,49
US,maximum,Logistic,ascending,2100,Palo Duro,157.4672,156
US,maximum,Logistic,ascending,2100,Paradox,0.0538,1
US,maximum,Logistic,ascending,2100,Powder River,22.3902,20
US,maximum,Logistic,ascending,2100,Sacramento,72.5233,380
US,maximum,Logistic,ascending,2100,San Juan,49.7636,36
US,maximum,Logistic,ascending,2179,Paradox,0.0034,1
Australia,growth10,Logistic,descending,2050,Browse,18.5604,930
Australia,growth10,Logistic,descending,2100,Browse,641.2032,930
Australia,growth10,Logistic,descending,2179,Browse,3551.8152,930
Australia,growth10,Logistic,descending,2179,North Carnarvon,499.8318,1024
Australia,ipcc_high,Logistic,descending,2050,Browse,238.6332,1521
Australia,ipcc_high,Logistic,descending,2100,Browse,2411.0565,1521
Australia,ipcc_high,Logistic,descending,2179,Browse,0.009,1521
Australia,maximum,Gompertz,descending,2050,Browse,169.8769,342
Australia,maximum,Gompertz,descending,2100,Browse,2261.1901,342
Australia,maximum,Gompertz,descending,2100,North Carnarvon,517.5105,676
Australia,maximum,Gompertz,descending,2179,Browse,2261.1901,342
Australia,maximum,Gompertz,descending,2179,North Carnarvon,543.0092,676
Australia,maximum,Logistic,descending,2050,Browse,169.8769,256
Australia,maximum,Logistic,descending,2100,Browse,1340.4582,256
Australia,maximum,Logistic,descending,2179,Browse,0.0139,256
Australia,policy,Logistic,descending,2050,Browse,168.5728,1521
Australia,policy,Logistic,descending,2100,Browse,4923.6341,1521
Australia,policy,Logistic,descending,2179,Browse,0.0623,1521
Australia,reference,Logistic,descending,2050,Browse,164.2107,1521
Australia,reference,Logistic,descending,2100,Browse,5197.1623,1521
Australia,reference,Logistic,descending,2179,Browse,0.0726,1521
Australia,us1gt,Logistic,descending,2050,Browse,175.1829,1521
Australia,us1gt,Logistic,descending,2100,Browse,4536.4619,1521
Australia,us1gt,Logistic,descending,2179,Browse,0.0497,1521
Brazil,maximum,Gompertz,descending,2050,Foz do Amazonas,913.038,3540
Brazil,maximum,Gompertz,descending,2100,Foz do Amazonas,10621.1336,3540
Brazil,maximum,Gompertz,descending,2100,Santos,2545.4901,1640
Brazil,maximum,Gompertz,descending,2179,Foz do Amazonas,10621.1336,3540
Brazil,maximum,Gompertz,descending,2179,Santos,370.7139,1640
Brazil,maximum,Logistic,descending,2050,Foz do Amazonas,913.038,1681
Brazil,maximum,Logistic,descending,2100,Foz do Amazonas,10045.0543,1681
Brazil,maximum,Logistic,descending,2179,Foz do Amazonas,0.102,1681
Canada,growth10,Logistic,descending,2050,Grand Banks,33.2172,1024
Canada,growth10,Logistic,descending,2100,Grand Banks,717.3078,1024
Canada,growth10,Logistic,descending,2179,Grand Banks,37.0448,1024
Canada,ipcc_high,Gompertz,descending,2050,Grand Banks,443.9124,361
Canada,ipcc_high,Gompertz,descending,2100,Grand Banks,308.9492,361
Canada,ipcc_high,Gompertz,descending,2179,Grand Banks,8.43,361
Canada,ipcc_high,Logistic,descending,2050,Grand Banks,443.9124,484
Canada,ipcc_high,Logistic,descending,2100,Grand Banks,16.2027,484
Canada,ipcc_high,Logistic,descending,2179,Grand Banks,0.0,484
Canada,maximum,Gompertz,descending,2050,Grand Banks,307.0322,361
Canada,maximum,Gompertz,descending,2100,Grand Banks,519.0787,361
Canada,maximum,Gompertz,descending,2179,Grand Banks,38.478,361
Canada,maximum,Logistic,descending,2050,Grand Banks,307.0322,272
Canada,maximum,Logistic,descending,2100,Grand Banks,13.9046,272
Canada,maximum,Logistic,descending,2179,Grand Banks,0.0001,272
Canada,policy,Gompertz,descending,2050,Grand Banks,60.0,484
Canada,policy,Gompertz,descending,2100,Grand Banks,486.7769,484
Canada,policy,Gompertz,descending,2100,Scotian,27.4299,441
Canada,policy,Gompertz,descending,2179,Grand Banks,486.7769,484
Canada,policy,Gompertz,descending,2179,Scotian,491.6775,441
Canada,policy,Logistic,descending,2050,Grand Banks,60.0,361
Canada,policy,Logistic,descending,2100,Grand Banks,856.227,361
Canada,policy,Logistic,descending,2179,Grand Banks,1.6291,361
Canada,reference,Gompertz,descending,2050,Grand Banks,296.0625,361
Canada,reference,Gompertz,descending,2100,Grand Banks,536.5865,361
Canada,reference,Gompertz,descending,2179,Grand Banks,43.3452,361
Canada,reference,Logistic,descending,2050,Grand Banks,296.0625,361
Canada,reference,Logistic,descending,2100,Grand Banks,47.1827,361
Canada,reference,Logistic,descending,2179,Grand Banks,0.0003,361
Canada,us1gt,Gompertz,descending,2050,Grand Banks,296.4057,361
Canada,us1gt,Gompertz,descending,2100,Grand Banks,536.0412,361
Canada,us1gt,Gompertz,descending,2179,Grand Banks,43.1839,361
Canada,us1gt,Logistic,descending,2050,Grand Banks,296.4057,361
Canada,us1gt,Logistic,descending,2100,Grand Banks,47.0084,361
Canada,us1gt,Logistic,descending,2179,Grand Banks,0.0003,361
China,growth10,Logistic,descending,2050,Tarim,21.4368,256
China,growth10,Logistic,descending,2100,Huabei,358.6379,324
China,growth10,Logistic,descending,2100,Tarim,317.8842,256
China,growth10,Logistic,descending,2179,Tarim,299.4611,256
China,ipcc_low,Gompertz,descending,2050,Tarim,87.9427,256
China,ipcc_low,Gompertz,descending,2100,Beibuwan,91.6259,100
China,ipcc_low,Gompertz,descending,2100,Bohai Bay,225.2758,210
China,ipcc_low,Gompertz,descending,2100,Huabei,267.4486,210
China,ipcc_low,Gompertz,descending,2100,Pearl River Mouth,283.4175,272
China,ipcc_low,Gompertz,descending,2100,Tarim,273.3669,256
China,ipcc_low,Gompertz,descending,2179,Beibuwan,181.0166,100
China,ipcc_low,Gompertz,descending,2179,Bohai Bay,225.2758,210
China,ipcc_low,Gompertz,descending,2179,Erlian,159.253,144
China,ipcc_low,Gompertz,descending,2179,Huabei,267.4486,210
China,ipcc_low,Gompertz,descending,2179,Nanxiang,19.1072,81
China,ipcc_low,Gompertz,descending,2179,Ordos,163.3672,156
China,ipcc_low,Gompertz,descending,2179,Pearl River Mouth,283.4175,272
China,ipcc_low,Gompertz,descending,2179,Subei,174.8372,110
China,ipcc_low,Gompertz,descending,2179,Tarim,273.3669,256
China,ipcc_low,Logistic,descending,2050,Tarim,87.9427,420
China,ipcc_low,Logistic,descending,2100,Huabei,727.3181,600
China,ipcc_low,Logistic,descending,2100,Pearl River Mouth,683.7779,1640
China,ipcc_low,Logistic,descending,2100,Tarim,493.0823,420
China,ipcc_low,Logistic,descending,2179,Tarim,0.274,420
China,maximum,Gompertz,descending,2050,Huabei,218.6427,324
China,maximum,Gompertz,descending,2050,Tarim,295.0832,256
China,maximum,Gompertz,descending,2100,Huabei,359.3937,324
China,maximum,Gompertz,descending,2100,Pearl River Mouth,369.1904,992
China,maximum,Gompertz,descending,2100,Tarim,295.0832,256
China,maximum,Gompertz,descending,2179,Tarim,58.0082,256
China,maximum,Logistic,descending,2050,Tarim,513.7259,870
China,maximum,Logistic,descending,2100,Tarim,12.08,870
China,maximum,Logistic,descending,2179,Tarim,0.0,870
China,policy,Gompertz,descending,2050,Tarim,216.0,210
China,policy,Gompertz,descending,2100,Beibuwan,211.5205,196
China,policy,Gompertz,descending,2100,Bohai Bay,225.2758,210
China,policy,Gompertz,descending,2100,Huabei,227.7138,210
China,policy,Gompertz,descending,2100,Ordos,350.2935,380
China,policy,Gompertz,descending,2100,Pearl River Mouth,246.8509,210
China,policy,Gompertz,descending,2100,Tarim,255.1524,210
China,policy,Gompertz,descending,2179,Huabei,223.1672,210
China,policy,Gompertz,descending,2179,Tarim,255.1524,210
China,policy,Logistic,descending,2050,Tarim,216.0,600
China,policy,Logistic,descending,2100,Tarim,383.6388,600
China,policy,Logistic,descending,2179,Tarim,0.0024,600
China,reference,Gompertz,descending,2050,Huabei,220.1606,256
China,reference,Gompertz,descending,2050,Tarim,273.3669,256
China,reference,Gompertz,descending,2100,Huabei,320.9155,256
China,reference,Gompertz,descending,2100,Pearl River Mouth,475.016,462
China,reference,Gompertz,descending,2100,Tarim,273.3669,256
China,reference,Gompertz,descending,2179,Tarim,66.4878,256
China,reference,Logistic,descending,2050,Tarim,493.5275,600
China,reference,Logistic,descending,2100,Tarim,43.5121,600
China,reference,Logistic,descending,2179,Tarim,0.0,600
China,us1gt,Gompertz,descending,2050,Huabei,225.328,324
China,us1gt,Gompertz,descending,2050,Tarim,295.0832,256
China,us1gt,Gompertz,descending,2100,Huabei,359.3937,324
China,us1gt,Gompertz,descending,2100,Pearl River Mouth,375.962,462
China,us1gt,Gompertz,descending,2100,Tarim,295.0832,256
China,us1gt,Gompertz,descending,2179,Tarim,57.7473,256
China,us1gt,Logistic,descending,2050,Tarim,520.4112,600
China,us1gt,Logistic,descending,2100,Tarim,36.7809,600
China,us1gt,Logistic,descending,2179,Tarim,0.0,600
EU,maximum,Gompertz,descending,2050,Aquitaine-Bay of Biscay,953.2539,272
EU,maximum,Gompertz,descending,2050,Trondelag-Halten,190.9289,210
EU,maximum,Gompertz,descending,2100,Aquitaine-Bay of Biscay,953.2539,272
EU,maximum,Gompertz,descending,2100,Balearic,863.2152,600
EU,maximum,Gompertz,descending,2100,More,297.4323,20
EU,maximum,Gompertz,descending,2100,Northern Aegean,884.7594,784
EU,maximum,Gompertz,descending,2100,Northwest German,714.2544,625
EU,maximum,Gompertz,descending,2100,South Adriatic,676.2848,441
EU,maximum,Gompertz,descending,2100,Trondelag-Halten,832.4624,210
EU,maximum,Gompertz,descending,2179,Aquitaine-Bay of Biscay,953.2539,272
EU,maximum,Gompertz,descending,2179,Trondelag-Halten,128.2481,210
EU,maximum,Logistic,descending,2050,Aquitaine-Bay of Biscay,1144.1828,650
EU,maximum,Logistic,descending,2100,Aquitaine-Bay of Biscay,1055.2583,650
EU,maximum,Logistic,descending,2179,Aquitaine-Bay of Biscay,0.0085,650
Thailand,maximum,Gompertz,descending,2050,Pattani,11.0684,272
Thailand,maximum,Gompertz,descending,2100,Pattani,245.0313,272
Thailand,maximum,Gompertz,descending,2179,Pattani,379.9632,272
Thailand,maximum,Logistic,descending,2050,Pattani,11.0684,462
Thailand,maximum,Logistic,descending,2100,Pattani,360.8184,462
Thailand,maximum,Logistic,descending,2179,Pattani,0.0044,462
UK,maximum,Gompertz,descending,2050,Faroe-Shetland,317.2825,961
UK,maximum,Gompertz,descending,2100,Faroe-Shetland,1006.2512,961
UK,maximum,Gompertz,descending,2179,Faroe-Shetland,141.361,961
UK,maximum,Logistic,descending,2050,Faroe-Shetland,317.2825,930
UK,maximum,Logistic,descending,2100,Faroe-Shetland,95.7399,930
UK,maximum,Logistic,descending,2179,Faroe-Shetland,0.0007,930
US,maximum,Gompertz,descending,2050,North Slope,1482.799,1892
US,maximum,Gompertz,descending,2050,Permian,2099.2537,930
US,maximum,Gompertz,descending,2100,Illinois,1427.3586,2916
US,maximum,Gompertz,descending,2100,North Slope,2730.9055,1892
US,maximum,Gompertz,descending,2100,Permian,2099.2537,930
US,maximum,Gompertz,descending,2179,Permian,493.5801,930
US,maximum,Logistic,descending,2050,Permian,3582.0527,2862
US,maximum,Logistic,descending,2100,Permian,504.1082,2862
US,maximum,Logistic,descending,2179,Permian,0.0037,2862
