Region_no,Region_name,Period_yr,Region_Q_Mt_yr,Number_of_Wells,Max_Capacity_Gt,Max_Q_Mt_yr,Optimum_Q_Mt_yr,Distance_km,AssignedCountry,RegionGroup,ScreeningCase
39,Cook Inlet,30,279.79953484676565,240,8.39398604540297,1.785757864282457,1.165831395194857,17.0,USA,North America,US
39,Cook Inlet,40,211.87694364467052,196,8.475077745786821,1.7771359951671315,1.081004814513625,18.9,USA,North America,US
39,Cook Inlet,50,163.39715421205372,156,8.169857710602686,1.77051053448532,1.0474176552054726,20.7,USA,North America,US
39,Cook Inlet,60,136.9353306628983,132,8.2161198397739,1.7651369297584865,1.0373888686583206,22.6,USA,North America,US
39,Cook Inlet,70,117.51837245078887,100,8.226286071555222,1.7606212315416043,1.1751837245078889,26.4,USA,North America,US
39,Cook Inlet,80,105.16477635656982,100,8.413182108525586,1.7567298289289968,1.0516477635656982,26.4,USA,North America,US
39,Cook Inlet,90,86.5509711507037,81,7.789587403563333,1.7533128698926457,1.0685305080333791,28.2,USA,North America,US
39,Cook Inlet,100,78.45273830869893,72,7.845273830869893,1.750268524789412,1.0896213653985962,30.1,USA,North America,US
39,Cook Inlet,110,72.2376957480206,72,7.946146532282266,1.7475244680923834,1.0033013298336195,30.1,USA,North America,US
39,Cook Inlet,120,65.98725460090523,64,7.918470552108628,1.7450274980743308,1.0310508531391442,32.0,USA,North America,US
39,Cook Inlet,130,59.870830672271595,49,7.783207987395307,1.7427373501194992,1.2218536871892165,37.6,USA,North America,US
39,Cook Inlet,140,57.65351935033637,49,8.07149270904709,1.7406228230338512,1.1766024357211504,37.6,USA,North America,US
39,Cook Inlet,150,55.114611580639725,49,8.267191737095958,1.7386592531601357,1.124787991441627,37.6,USA,North America,US
41,Crimea-Karkinit,10,0.7669802568850446,1,0.0076698025688504,0.7669802568850446,0.7669802568850446,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,20,0.7558787782136752,1,0.0151175755642735,0.7558787782136752,0.7558787782136752,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,30,0.7495603476782883,1,0.0224868104303486,0.7495603476782883,0.7495603476782883,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,40,0.7451529615104353,1,0.0298061184604174,0.7451529615104353,0.7451529615104353,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,50,0.7417764834685893,1,0.0370888241734294,0.7417764834685893,0.7417764834685893,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,60,0.7390445334553257,1,0.0443426720073195,0.7390445334553257,0.7390445334553257,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,70,0.7367532496069895,1,0.0515727274724892,0.7367532496069895,0.7367532496069895,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,80,0.7347820150076894,1,0.0587825612006151,0.7347820150076894,0.7347820150076894,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,90,0.7330536044419964,1,0.0659748243997796,0.7330536044419964,0.7330536044419964,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,100,0.731515625552675,1,0.0731515625552675,0.731515625552675,0.731515625552675,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,110,0.7301309188509675,1,0.0803144010736064,0.7301309188509675,0.7301309188509675,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,120,0.7288721847324644,1,0.0874646621678957,0.7288721847324644,0.7288721847324644,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,130,0.7277187854943677,1,0.0946034421142678,0.7277187854943677,0.7277187854943677,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,140,0.7266547453937382,1,0.1017316643551233,0.7266547453937382,0.7266547453937382,2.0,Ukraine,Europe,EU
41,Crimea-Karkinit,150,0.7256674479888466,1,0.108850117198327,0.7256674479888466,0.7256674479888466,2.0,Ukraine,Europe,EU
43,Denver,10,0.1662002793211824,1,0.0016620027932118,0.1662002793211824,0.1662002793211824,2.0,USA,North America,US
43,Denver,20,0.1640745538285735,1,0.0032814910765714,0.1640745538285735,0.1640745538285735,2.0,USA,North America,US
43,Denver,30,0.1628594678278161,1,0.0048857840348344,0.1628594678278161,0.1628594678278161,2.0,USA,North America,US
43,Denver,40,0.1620096627072459,1,0.0064803865082898,0.1620096627072459,0.1620096627072459,2.0,USA,North America,US
43,Denver,50,0.1613573974841143,1,0.0080678698742057,0.1613573974841143,0.1613573974841143,2.0,USA,North America,US
43,Denver,60,0.1608288610968093,1,0.0096497316658085,0.1608288610968093,0.1608288610968093,2.0,USA,North America,US
43,Denver,70,0.1603850412532762,1,0.0112269528877293,0.1603850412532762,0.1603850412532762,2.0,USA,North America,US
43,Denver,80,0.1600028236421155,1,0.0128002258913692,0.1600028236421155,0.1600028236421155,2.0,USA,North America,US
43,Denver,90,0.1596673920040938,1,0.0143700652803684,0.1596673920040938,0.1596673920040938,2.0,USA,North America,US
43,Denver,100,0.1593686843896228,1,0.0159368684389622,0.1593686843896228,0.1593686843896228,2.0,USA,North America,US
43,Denver,110,0.15909955806338,1,0.0175009513869718,0.15909955806338,0.15909955806338,2.0,USA,North America,US
43,Denver,120,0.1588547614505153,1,0.0190625713740618,0.1588547614505153,0.1588547614505153,2.0,USA,North America,US
43,Denver,130,0.158630321729753,1,0.0206219418248679,0.158630321729753,0.158630321729753,2.0,USA,North America,US
43,Denver,140,0.1584231615618101,1,0.0221792426186534,0.1584231615618101,0.1584231615618101,2.0,USA,North America,US
43,Denver,150,0.1582308492768827,1,0.0237346273915324,0.1582308492768827,0.1582308492768827,2.0,USA,North America,US
44,Diyarbakir,10,0.3428124049744445,1,0.0034281240497444,0.3428124049744445,0.3428124049744445,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,20,0.3388998264477543,1,0.006777996528955,0.3388998264477543,0.3388998264477543,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,30,0.3366587470775156,1,0.0100997624123254,0.3366587470775156,0.3366587470775156,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,40,0.335089388155503,1,0.0134035755262201,0.335089388155503,0.335089388155503,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,50,0.3338837160723773,1,0.0166941858036188,0.3338837160723773,0.3338837160723773,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,60,0.3329060379026767,1,0.0199743622741606,0.3329060379026767,0.3329060379026767,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,70,0.3320845749297279,1,0.0232459202450809,0.3320845749297279,0.3320845749297279,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,80,0.3313767708564772,1,0.0265101416685181,0.3313767708564772,0.3313767708564772,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,90,0.3307553319153271,1,0.0297679798723794,0.3307553319153271,0.3307553319153271,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,100,0.3302017135853906,1,0.033020171358539,0.3302017135853906,0.3302017135853906,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,110,0.3297027460024512,1,0.0362673020602696,0.3297027460024512,0.3297027460024512,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,120,0.3292487426026976,1,0.0395098491123237,0.3292487426026976,0.3292487426026976,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,130,0.3288323730025343,1,0.0427482084903294,0.3288323730025343,0.3288323730025343,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,140,0.3284479573447696,1,0.0459827140282677,0.3284479573447696,0.3284479573447696,2.0,Turkey,Middle East,Middle East
44,Diyarbakir,150,0.3280910062118033,1,0.0492136509317704,0.3280910062118033,0.3280910062118033,2.0,Turkey,Middle East,Middle East
45,Dnieper-Donets,10,386.8317698201922,342,3.8683176982019223,1.1468059472832952,1.131087046257872,28.5,Ukraine,Europe,EU
45,Dnieper-Donets,20,183.8016645214238,169,3.676033290428476,1.136865935871702,1.0875838137362357,39.9,Ukraine,Europe,EU
45,Dnieper-Donets,30,121.69943225637893,121,3.650982967691367,1.1311443985057197,1.0057804318709,47.5,Ukraine,Europe,EU
45,Dnieper-Donets,40,91.2971744351164,81,3.651886977404656,1.1271256103100795,1.1271256103100789,58.8,Ukraine,Europe,EU
45,Dnieper-Donets,50,76.0380334059641,72,3.801901670298205,1.1240313265011628,1.056083797305057,62.6,Ukraine,Europe,EU
45,Dnieper-Donets,60,62.79932315629367,56,3.76795938937762,1.1215178205163174,1.1214164849338155,70.2,Ukraine,Europe,EU
45,Dnieper-Donets,70,51.3610928465442,49,3.595276499258094,1.119402909750848,1.0481855682968204,74.0,Ukraine,Europe,EU
45,Dnieper-Donets,80,46.93829322114499,42,3.755063457691599,1.117578410027262,1.1175784100272617,81.6,Ukraine,Europe,EU
45,Dnieper-Donets,90,39.37785571732618,36,3.544007014559356,1.1159748443733726,1.0938293254812828,85.4,Ukraine,Europe,EU
45,Dnieper-Donets,100,33.436348593987,30,3.3436348593987,1.1145449531329,1.1145449531329,92.9,Ukraine,Europe,EU
45,Dnieper-Donets,110,33.397654195642495,30,3.6737419615206743,1.1132551398547508,1.11325513985475,96.7,Ukraine,Europe,EU
45,Dnieper-Donets,120,31.13253358351732,30,3.7359040300220783,1.1120806718279186,1.0377511194505773,96.7,Ukraine,Europe,EU
45,Dnieper-Donets,130,27.775070430268695,25,3.61075915593493,1.1110028172107482,1.1110028172107478,104.3,Ukraine,Europe,EU
45,Dnieper-Donets,140,25.792334184296923,25,3.6109267858015697,1.1100070511530966,1.031693367371877,104.3,Ukraine,Europe,EU
45,Dnieper-Donets,150,22.181637705665167,20,3.3272456558497754,1.109081885283259,1.1090818852832585,111.9,Ukraine,Europe,EU
48,Drava,10,0.6763243768251922,1,0.0067632437682519,0.6763243768251922,0.6763243768251922,2.0,Croatia,Europe,EU
48,Drava,20,0.6654224128969651,1,0.0133084482579393,0.6654224128969651,0.6654224128969651,2.0,Croatia,Europe,EU
48,Drava,30,0.6592177455278705,1,0.0197765323658361,0.6592177455278705,0.6592177455278705,2.0,Croatia,Europe,EU
48,Drava,40,0.6548899818040775,1,0.0261955992721631,0.6548899818040775,0.6548899818040775,2.0,Croatia,Europe,EU
48,Drava,50,0.651574714766241,1,0.032578735738312,0.651574714766241,0.651574714766241,2.0,Croatia,Europe,EU
48,Drava,60,0.6488924565595617,1,0.0389335473935737,0.6488924565595617,0.6488924565595617,2.0,Croatia,Europe,EU
48,Drava,70,0.6466429797864489,1,0.0452650085850514,0.6466429797864489,0.6466429797864489,2.0,Croatia,Europe,EU
48,Drava,80,0.6447078180636694,1,0.0515766254450935,0.6447078180636694,0.6447078180636694,2.0,Croatia,Europe,EU
48,Drava,90,0.6430111236374827,1,0.0578710011273734,0.6430111236374827,0.6430111236374827,2.0,Croatia,Europe,EU
48,Drava,100,0.6415014392503484,1,0.0641501439250348,0.6415014392503484,0.6415014392503484,2.0,Croatia,Europe,EU
48,Drava,110,0.6401422691286729,1,0.070415649604154,0.6401422691286729,0.6401422691286729,2.0,Croatia,Europe,EU
48,Drava,120,0.6389068016708787,1,0.0766688162005054,0.6389068016708787,0.6389068016708787,2.0,Croatia,Europe,EU
48,Drava,130,0.6377747684071426,1,0.0829107198929285,0.6377747684071426,0.6377747684071426,2.0,Croatia,Europe,EU
48,Drava,140,0.6367304796723732,1,0.0891422671541322,0.6367304796723732,0.6367304796723732,2.0,Croatia,Europe,EU
48,Drava,150,0.6357615451503191,1,0.0953642317725478,0.6357615451503191,0.6357615451503191,2.0,Croatia,Europe,EU
50,East Java,10,5906.567228358571,2862,59.065672283585705,10.69940359462369,2.0637900867779773,8.3,Indonesia,Asia,Indonesia
50,East Java,20,3075.8451019533595,2862,61.5169020390672,10.595368544528228,1.074718763785241,8.3,Indonesia,Asia,Indonesia
50,East Java,30,1982.7801638550477,1482,59.48340491565142,10.535530921273295,1.3379083426822185,11.5,Indonesia,Asia,Indonesia
50,East Java,40,1514.8031484129376,1482,60.592125936517505,10.493521443259782,1.0221343781463816,11.5,Indonesia,Asia,Indonesia
50,East Java,50,1187.7553828429282,625,59.38776914214641,10.461187570155891,1.900408612548685,17.8,Indonesia,Asia,Indonesia
50,East Java,60,996.9094291425472,900,59.81456574855283,10.434929991982711,1.107677143491719,14.6,Indonesia,Asia,Indonesia
50,East Java,70,859.9046975057425,625,60.19332882540198,10.412841566459626,1.375847516009188,17.8,Indonesia,Asia,Indonesia
50,East Java,80,759.3467571625139,625,60.74774057300111,10.393790064749307,1.2149548114600222,17.8,Indonesia,Asia,Indonesia
50,East Java,90,681.9081106170979,625,61.37172995553882,10.377048507693654,1.0910529769873567,17.8,Indonesia,Asia,Indonesia
50,East Java,100,589.0098727410548,441,58.90098727410548,10.362122477513504,1.335623294197403,21.0,Indonesia,Asia,Indonesia
50,East Java,110,539.5154949276163,441,59.34670444203778,10.348660552677105,1.2233911449605812,21.0,Indonesia,Asia,Indonesia
50,East Java,120,499.42853278840687,441,59.93142393460882,10.336404063687343,1.1324910040553444,21.0,Indonesia,Asia,Indonesia
50,East Java,130,461.8731899311244,441,60.04351469104617,10.32515712686888,1.047331496442459,21.0,Indonesia,Asia,Indonesia
50,East Java,140,414.0023158271477,210,57.960324215800675,10.31476786996706,1.9714395991768936,30.5,Indonesia,Asia,Indonesia
50,East Java,150,389.45097738366087,210,58.41764660754913,10.305116183231975,1.8545284637317183,30.5,Indonesia,Asia,Indonesia
51,East Midlands,10,172.8892407937141,169,1.7288924079371408,1.803875320534984,1.023013259134403,12.5,UK,Europe,UK
51,East Midlands,20,88.52718607802478,81,1.7705437215604958,1.7823039062813295,1.092928223185491,18.3,UK,Europe,UK
51,East Midlands,30,57.66556436319314,56,1.729966930895794,1.76994908441196,1.029742220771306,21.8,UK,Europe,UK
51,East Midlands,40,43.56059592800862,42,1.7424238371203449,1.7612979133471964,1.037157045904967,25.2,UK,Europe,UK
51,East Midlands,50,33.74431209457736,30,1.687215604728868,1.754651911379159,1.1248104031525787,29.9,UK,Europe,UK
51,East Midlands,60,27.565778943744128,25,1.6539467366246476,1.7492628985376015,1.1026311577497652,32.2,UK,Europe,UK
51,East Midlands,70,23.515680746326808,20,1.6460976522428763,1.7447351142172307,1.1757840373163404,36.9,UK,Europe,UK
51,East Midlands,80,21.77455310509548,20,1.7419642484076383,1.7408339248838265,1.088727655254774,36.9,UK,Europe,UK
51,East Midlands,90,18.01510589605597,16,1.6213595306450377,1.7374088500545908,1.1259441185034982,40.3,UK,Europe,UK
51,East Midlands,100,16.830719389644358,16,1.6830719389644355,1.7343576490838133,1.0519199618527724,40.3,UK,Europe,UK
51,East Midlands,110,14.447211471251434,12,1.5891932618376576,1.7316077145130933,1.2039342892709528,47.3,UK,Europe,UK
51,East Midlands,120,13.712091625849595,12,1.6454509951019514,1.7291056437633907,1.142674302154133,47.3,UK,Europe,UK
51,East Midlands,130,13.10275195515382,12,1.703357754169997,1.7268110246589403,1.0918959962628183,47.3,UK,Europe,UK
51,East Midlands,140,12.35685650157329,12,1.7299599102202603,1.7246925447953037,1.0297380417977742,47.3,UK,Europe,UK
51,East Midlands,150,10.573796624172196,9,1.5860694936258295,1.7227254548765671,1.1748662915746886,54.3,UK,Europe,UK
52,Erlian,10,1021.4247947071711,900,10.214247947071712,1.134916438563524,1.1349164385635235,13.9,China,Asia,China
52,Erlian,20,495.4597016920687,441,9.909194033841374,1.123491387056846,1.123491387056845,19.8,China,Asia,China
52,Erlian,30,285.93460466851997,256,8.5780381400556,1.116932049486408,1.116932049486406,25.7,China,Asia,China
52,Erlian,40,233.58975397106,210,9.3435901588424,1.1123321617669537,1.1123321617669524,28.7,China,Asia,China
52,Erlian,50,187.3862840467958,169,9.36931420233979,1.1087945801585557,1.108794580158555,31.7,China,Asia,China
52,Erlian,60,159.2529999423707,144,9.555179996542243,1.1059236107109087,1.1059236107109076,34.6,China,Asia,China
52,Erlian,70,133.52467909425783,121,9.346727536598047,1.103509744580644,1.1035097445806432,37.6,China,Asia,China
52,Erlian,80,110.14286746320089,100,8.81142939705607,1.1014286746320103,1.1014286746320088,40.6,China,Asia,China
52,Erlian,90,103.98396417438714,100,9.358556775694842,1.099600625532027,1.0398396417438711,40.6,China,Asia,China
52,Erlian,100,98.00352601816098,90,9.8003526018161,1.0979713652540628,1.0889280668684551,43.5,China,Asia,China
52,Erlian,110,78.94817000811028,72,8.684298700892132,1.0965023612237546,1.096502361223754,46.5,China,Asia,China
52,Erlian,120,73.21471126131851,72,8.78576535135822,1.0951652603370985,1.0168709897405348,46.5,China,Asia,China
52,Erlian,130,68.79997662413554,64,8.94399696113762,1.09393859794961,1.0749996347521178,49.5,China,Asia,China
52,Erlian,140,61.197121252449534,56,8.567596975342935,1.0928057366508857,1.0928057366508843,52.4,China,Asia,China
52,Erlian,150,61.138197223802614,56,9.170729583570392,1.0917535218536183,1.091753521853618,55.4,China,Asia,China
53,Espirito Santo,10,1125.4397092987078,812,11.254397092987077,4.087887287283023,1.3860094942102312,10.5,Brazil,South America,Brazil
53,Espirito Santo,20,561.3517409278444,552,11.227034818556888,4.048339163359171,1.016941559651892,12.6,Brazil,South America,Brazil
53,Espirito Santo,30,375.0122337442043,306,11.250367012326128,4.025596206336691,1.2255301756346546,16.8,Brazil,South America,Brazil
53,Espirito Santo,40,278.55366946380667,240,11.142146778552268,4.009630974062489,1.1606402894325278,18.9,Brazil,South America,Brazil
53,Espirito Santo,50,224.38239164605295,196,11.219119582302648,3.9973437542226695,1.144808120643127,21.0,Brazil,South America,Brazil
53,Espirito Santo,60,180.40110646338425,156,10.824066387803054,3.98736616515918,1.1564173491242578,23.1,Brazil,South America,Brazil
53,Espirito Santo,70,156.31924564334565,132,10.942347195034197,3.978973201883989,1.1842367094192852,25.3,Brazil,South America,Brazil
53,Espirito Santo,80,136.6978594425495,100,10.93582875540396,3.971734468549484,1.3669785944254949,29.5,Brazil,South America,Brazil
53,Espirito Santo,90,124.48844697451425,100,11.203960227706284,3.965373630218859,1.2448844697451424,29.5,Brazil,South America,Brazil
53,Espirito Santo,100,112.0182366505912,100,11.201823665059118,3.959702759209181,1.120182366505912,29.5,Brazil,South America,Brazil
53,Espirito Santo,110,101.19445133337337,100,11.13138964667107,3.9545882851755176,1.0119445133337337,29.5,Brazil,South America,Brazil
53,Espirito Santo,120,88.23311943617497,72,10.587974332340996,3.9499318945219697,1.225459992169097,33.7,Brazil,South America,Brazil
53,Espirito Santo,130,81.0977976701079,72,10.542713697114026,3.945659138973932,1.1263583009737208,33.7,Brazil,South America,Brazil
53,Espirito Santo,140,76.15937953519469,64,10.662313134927258,3.9417122988440543,1.189990305237417,35.8,Brazil,South America,Brazil
53,Espirito Santo,150,71.52046689319053,49,10.72807003397858,3.938045726962974,1.4596013651671538,42.2,Brazil,South America,Brazil
55,Faroe-Shetland,10,8714.0985070995,8464,87.140985070995,17.618626556451705,1.029548500366198,5.8,UK,Europe,UK
55,Faroe-Shetland,20,4284.879867412368,3080,85.69759734824737,17.374853324608736,1.3911947621468728,9.6,UK,Europe,UK
55,Faroe-Shetland,30,2770.8566752665265,1560,83.12570025799579,17.235553740727113,1.7761901764529016,13.4,UK,Europe,UK
55,Faroe-Shetland,40,2111.266367768094,1560,84.45065471072375,17.13815116546626,1.353375876774419,13.4,UK,Europe,UK
55,Faroe-Shetland,50,1706.3459244778865,1560,85.31729622389433,17.06340223094604,1.0938114900499272,13.4,UK,Europe,UK
55,Faroe-Shetland,60,1424.364999401479,961,85.46189996408874,17.002840499775083,1.4821696143615808,17.1,UK,Europe,UK
55,Faroe-Shetland,70,1225.7071088953417,961,85.79949762267393,16.951991613420258,1.275449645052385,17.1,UK,Europe,UK
55,Faroe-Shetland,80,1080.2279766978331,961,86.41823813582666,16.90820482466233,1.1240665730466526,17.1,UK,Europe,UK
55,Faroe-Shetland,90,963.7488533298812,961,86.73739679968931,16.869781148524453,1.0028604092922802,17.1,UK,Europe,UK
55,Faroe-Shetland,100,839.5802658841404,462,83.95802658841404,16.83556686377744,1.8172733027795247,24.7,UK,Europe,UK
55,Faroe-Shetland,110,769.7316276282967,462,84.67047903911264,16.804743026199752,1.6660857740872224,24.7,UK,Europe,UK
55,Faroe-Shetland,120,711.4109363818167,462,85.369312365818,16.77670755752255,1.5398505116489538,24.7,UK,Europe,UK
55,Faroe-Shetland,130,656.655867224267,462,85.36526273915472,16.75100501037767,1.4213330459399718,24.7,UK,Europe,UK
55,Faroe-Shetland,140,610.7548280869729,462,85.5056759321762,16.727282614370125,1.3219801473744002,24.7,UK,Europe,UK
55,Faroe-Shetland,150,571.9448953138304,462,85.79173429707457,16.705261628743404,1.23797596388275,24.7,UK,Europe,UK
57,Fort Worth,10,5713.460426748626,4160,57.13460426748625,2.2646770357911556,1.3734279871991888,3.7,USA,North America,US
57,Fort Worth,20,2753.778230680402,1936,55.07556461360804,2.235958009664511,1.4224061108886374,5.4,USA,North America,US
57,Fort Worth,30,1767.9434716517444,1122,53.03830414955234,2.219541949258547,1.5757071939855118,7.1,USA,North America,US
57,Fort Worth,40,1435.2498017020414,1122,57.40999206808166,2.2080608909195356,1.2791887715704469,7.1,USA,North America,US
57,Fort Worth,50,1154.0709076194385,1122,57.70354538097192,2.1992486215099976,1.0285836966305155,7.1,USA,North America,US
57,Fort Worth,60,942.6786549398278,729,56.560719296389664,2.192107943091582,1.293112009519654,8.7,USA,North America,US
57,Fort Worth,70,823.2028146494036,729,57.62419702545826,2.186111795090559,1.1292219679690036,8.7,USA,North America,US
57,Fort Worth,80,680.9466316929714,506,54.47573053543772,2.18094790081484,1.3457443314090345,10.4,USA,North America,US
57,Fort Worth,90,630.5684782795905,506,56.75116304516315,2.1764160911996866,1.2461827633984002,10.4,USA,North America,US
57,Fort Worth,100,567.215751113898,506,56.72157511138981,2.1723804283757495,1.1209797452843837,10.4,USA,North America,US
57,Fort Worth,110,513.7139379542496,506,56.508533174967454,2.1687444133221674,1.0152449366684777,10.4,USA,North America,US
57,Fort Worth,120,475.8243328870625,380,57.0989199464475,2.1654370967569494,1.252169297071217,12.1,USA,North America,US
57,Fort Worth,130,443.1253203387287,380,57.606291644034734,2.1624048054643303,1.166119264049286,12.1,USA,North America,US
57,Fort Worth,140,408.5041368826651,380,57.19057916357311,2.1596059642634815,1.0750108865333292,12.1,USA,North America,US
57,Fort Worth,150,381.04394799217346,380,57.15659219882602,2.1570077210215293,1.0027472315583512,12.1,USA,North America,US
58,Foz do Amazonas,10,113535.3404945049,10712,1135.353404945049,19.998,10.59889287663414,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,20,57976.76384190228,10712,1159.5352768380455,19.998,5.412319253351594,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,30,38883.43167645717,10712,1166.502950293715,19.998,3.6298946673317,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,40,29304.84047758465,10712,1172.193619103386,19.998,2.7357020610142504,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,50,23495.90610880958,10712,1174.795305440479,19.998,2.1934191662443596,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,60,19604.625332048403,10712,1176.2775199229045,19.998,1.8301554641568711,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,70,16827.16490142316,10712,1177.901543099621,19.998,1.5708705098415945,7.7,Brazil,South America,Brazil
58,Foz do Amazonas,80,14541.89688973951,3540,1163.3517511791608,19.998,4.107880477327545,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,90,12942.226639517412,3540,1164.800397556567,19.998,3.655996225852376,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,100,11683.124275825436,3540,1168.3124275825437,19.998,3.300317592041083,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,110,10621.133611181513,3540,1168.3246972299662,19.998,3.00032022914732,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,120,9757.685073782954,3540,1170.9222088539543,19.998,2.756408212933038,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,130,9009.591500449884,3540,1171.246895058485,19.998,2.5450823447598543,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,140,8375.207124299386,3540,1172.528997401914,19.998,2.36587771872864,13.3,Brazil,South America,Brazil
58,Foz do Amazonas,150,7824.310135430687,3540,1173.646520314603,19.998,2.210257100404149,13.3,Brazil,South America,Brazil
60,Gaziantep,10,0.1943882325166125,1,0.0019438823251661,0.1943882325166125,0.1943882325166125,2.0,Turkey,Middle East,Middle East
60,Gaziantep,20,0.1915008161062871,1,0.0038300163221257,0.1915008161062871,0.1915008161062871,2.0,Turkey,Middle East,Middle East
60,Gaziantep,30,0.1898571634555781,1,0.0056957149036673,0.1898571634555781,0.1898571634555781,2.0,Turkey,Middle East,Middle East
60,Gaziantep,40,0.1887105400278267,1,0.007548421601113,0.1887105400278267,0.1887105400278267,2.0,Turkey,Middle East,Middle East
60,Gaziantep,50,0.1878320653780905,1,0.0093916032689045,0.1878320653780905,0.1878320653780905,2.0,Turkey,Middle East,Middle East
60,Gaziantep,60,0.1871212503317421,1,0.0112272750199045,0.1871212503317421,0.1871212503317421,2.0,Turkey,Middle East,Middle East
60,Gaziantep,70,0.1865250708600017,1,0.0130567549602001,0.1865250708600017,0.1865250708600017,2.0,Turkey,Middle East,Middle East
60,Gaziantep,80,0.1860121529881768,1,0.0148809722390541,0.1860121529881768,0.1860121529881768,2.0,Turkey,Middle East,Middle East
60,Gaziantep,90,0.1855624085561553,1,0.0167006167700539,0.1855624085561553,0.1855624085561553,2.0,Turkey,Middle East,Middle East
60,Gaziantep,100,0.1851622085230333,1,0.0185162208523033,0.1851622085230333,0.1851622085230333,2.0,Turkey,Middle East,Middle East
60,Gaziantep,110,0.1848018861289704,1,0.0203282074741867,0.1848018861289704,0.1848018861289704,2.0,Turkey,Middle East,Middle East
60,Gaziantep,120,0.1844743393929795,1,0.0221369207271575,0.1844743393929795,0.1844743393929795,2.0,Turkey,Middle East,Middle East
60,Gaziantep,130,0.1841741992956456,1,0.0239426459084339,0.1841741992956456,0.1841741992956456,2.0,Turkey,Middle East,Middle East
60,Gaziantep,140,0.1838973095649743,1,0.0257456233390964,0.1838973095649743,0.1838973095649743,2.0,Turkey,Middle East,Middle East
60,Gaziantep,150,0.1836403878268251,1,0.0275460581740237,0.1836403878268251,0.1836403878268251,2.0,Turkey,Middle East,Middle East
63,Gippsland,10,1572.6331020669695,812,15.726331020669695,19.998,1.9367402734814896,10.3,Australia,South Pacific,Australia
63,Gippsland,20,775.6196453208737,552,15.512392906417473,19.998,1.4051080531175248,12.4,Australia,South Pacific,Australia
63,Gippsland,30,512.7339230629362,400,15.382017691888088,19.998,1.2818348076573407,14.5,Australia,South Pacific,Australia
63,Gippsland,40,384.77681283301854,306,15.391072513320742,19.998,1.257440564813786,16.6,Australia,South Pacific,Australia
63,Gippsland,50,308.6372575088091,306,15.431862875440457,19.998,1.0086184885908795,16.6,Australia,South Pacific,Australia
63,Gippsland,60,257.2272005506889,196,15.433632033041334,19.998,1.312383676279025,20.7,Australia,South Pacific,Australia
63,Gippsland,70,222.112176877174,196,15.54785238140218,19.998,1.1332253922304796,20.7,Australia,South Pacific,Australia
63,Gippsland,80,196.92654956526297,196,15.754123965221035,19.998,1.004727293700321,20.7,Australia,South Pacific,Australia
63,Gippsland,90,177.33120529517353,100,15.959808476565618,19.998,1.7733120529517354,29.1,Australia,South Pacific,Australia
63,Gippsland,100,163.33499488611125,100,16.333499488611125,19.998,1.6333499488611125,29.1,Australia,South Pacific,Australia
63,Gippsland,110,152.1865769639751,100,16.740523466037263,19.998,1.521865769639751,29.1,Australia,South Pacific,Australia
63,Gippsland,120,143.2414883723503,100,17.188978604682035,19.998,1.432414883723503,29.1,Australia,South Pacific,Australia
63,Gippsland,130,135.84361773489033,100,17.659670305535744,19.998,1.358436177348903,29.1,Australia,South Pacific,Australia
