scenario,model,ceiling_kind,unscreened,screened
us1gt,Logistic,min,4.314360433216168,4.266703069759545
us1gt,Logistic,min,4.1476696732332226,4.369394687892571
us1gt,Logistic,min,3.2777078555732144,5.234176041767279
us1gt,Logistic,min,4.325631485199289,4.267963971558633
us1gt,Logistic,min,4.489398596793967,2.6126837444851
us1gt,Logistic,min,3.7683878224229237,5.076091552825033
us1gt,Logistic,min,4.973135731099294,3.9232014225292744
us1gt,Logistic,min,4.738928127443716,4.201351634672363
us1gt,Logistic,min,5.891207952490962,3.928811490849375
us1gt,Logistic,min,4.251730148838346,3.8291720605378354
us1gt,Logistic,min,3.1261795639224363,3.7435021658651326
us1gt,Logistic,min,4.293461395122548,4.415501237964291
us1gt,Logistic,min,3.98764060204726,4.250385624184164
us1gt,Logistic,min,2.8554566033666005,4.052550650504731
us1gt,Logistic,min,2.840484195596445,3.812118507017378
us1gt,Logistic,min,3.7186874334540256,3.612538162569357
us1gt,Logistic,min,3.2323351384072834,4.543642510197928
us1gt,Logistic,min,5.151071497992723,3.713108895501838
us1gt,Logistic,min,4.430832363394021,3.0116354907852294
us1gt,Logistic,min,3.179346658058915,4.555324477165706
us1gt,Logistic,min,4.405166995433198,3.6699136217825634
us1gt,Logistic,min,4.570113643423422,4.960796177224831
us1gt,Logistic,min,3.9386247085173993,4.639386267750382
us1gt,Logistic,min,3.9729264577377283,3.159175499612367
us1gt,Logistic,min,3.433153858870435,4.510219719783119
us1gt,Logistic,min,4.310534823786778,3.887933666735387
us1gt,Logistic,min,4.527005018946984,4.869202585865006
us1gt,Logistic,min,4.267204448825595,3.5789062441576784
us1gt,Logistic,min,5.082432296016684,4.533623743543174
us1gt,Logistic,min,3.6385804114203983,3.1744652598217407
us1gt,Logistic,min,4.2740995526576855,3.3756220541973057
us1gt,Logistic,min,3.0309153074521626,3.61618674901632
us1gt,Logistic,min,4.016395180307573,4.78408356465156
us1gt,Logistic,min,5.545881669252617,2.9176358065926444
us1gt,Logistic,min,4.357242595638846,4.715234871887245
us1gt,Logistic,min,4.207049827438647,4.359042626856538
us1gt,Logistic,min,4.695315033550848,3.606059189183383
us1gt,Logistic,min,4.313924416547183,3.5949078057453185
us1gt,Logistic,min,4.736042097800144,4.27589776921444
us1gt,Logistic,min,3.3180465907475565,5.283645912330061
us1gt,Logistic,min,5.250896414030743,4.364453044135626
us1gt,Logistic,min,3.649555729008673,4.3703426805613805
us1gt,Logistic,min,4.010989592170214,4.1498850517093375
us1gt,Logistic,min,3.8960083028578896,3.9953006321085667
us1gt,Logistic,min,4.687122459842852,3.6358919949805624
us1gt,Logistic,min,3.582304234001622,3.2461661084603985
us1gt,Logistic,min,5.1149314271451916,3.705847716082304
us1gt,Logistic,min,3.897671810295799,3.6973404234847767
us1gt,Logistic,min,4.8987586626438455,3.569016026593393
us1gt,Logistic,min,4.148020055767423,4.3620903087082095
us1gt,Logistic,min,3.6955634866842,4.234243383455662
us1gt,Logistic,min,3.690013475485464,3.25085684053845
us1gt,Logistic,min,3.782679940487066,3.852712687327247
us1gt,Logistic,min,5.469357883878963,4.999114267091447
us1gt,Logistic,min,4.6778557421631906,4.472148335188513
us1gt,Logistic,min,4.982680847362015,3.069472503529015
us1gt,Logistic,min,3.49672247941532,5.0560964423443995
us1gt,Logistic,min,4.145270456186973,3.068050288079557
us1gt,Logistic,min,3.4540852754062557,3.1840205806523887
us1gt,Logistic,min,4.155163175067297,3.9104467471056408
us1gt,Logistic,min,4.185374573713293,4.54090944697932
us1gt,Logistic,min,3.802232042726849,4.7537911370239385
us1gt,Logistic,min,4.622448554101044,3.164713009025698
us1gt,Logistic,min,4.691501209554412,3.420586659549062
us1gt,Logistic,min,4.089617548001376,5.063595878915725
us1gt,Logistic,min,4.665269506735359,4.8806636937411
us1gt,Logistic,min,3.9285091117391264,5.370171304021457
us1gt,Logistic,min,4.220455317232531,4.410674917857037
us1gt,Logistic,min,3.7151068663910873,4.762959583737011
us1gt,Logistic,min,3.2094712396672347,3.924768823574102
us1gt,Logistic,min,3.1912476281902595,4.590451674878366
us1gt,Logistic,min,4.345465427109794,3.5600342550206703
us1gt,Logistic,min,3.886847151657891,3.493949099275715
us1gt,Logistic,min,3.8285957565675792,5.405331833941273
us1gt,Logistic,min,3.3970270097135855,2.9815746184085046
us1gt,Logistic,min,4.879465604491428,4.155104714085837
us1gt,Logistic,min,4.4949404974861675,3.8274238167852737
us1gt,Logistic,min,4.547328288326369,3.5988103768468855
us1gt,Logistic,min,4.4886216070340055,3.7611890036388784
us1gt,Logistic,min,2.9157654186512962,4.844438510355551
us1gt,Logistic,min,4.907435086465283,2.668238110176809
us1gt,Logistic,min,4.833612490800672,3.143025385432842
us1gt,Logistic,min,4.357302012433939,4.00682625173976
us1gt,Logistic,min,5.152782716399267,5.169889934757853
us1gt,Logistic,min,3.5087357483699293,4.458188980442357
us1gt,Logistic,min,4.965409878834623,4.89641358674222
us1gt,Logistic,min,4.65713296717285,4.280857039502068
us1gt,Logistic,min,3.498796459743125,5.421399048026544
us1gt,Logistic,min,3.3377609808410065,4.4701271902361075
us1gt,Logistic,min,3.9942716665360196,4.832540879810422
us1gt,Logistic,min,3.737412896104366,4.268059512575885
us1gt,Logistic,min,3.940418269778364,4.03180766980927
us1gt,Logistic,min,3.925401861293529,3.399523061761421
us1gt,Logistic,min,5.674947610504986,3.620381783164155
us1gt,Logistic,min,2.80777570858518,3.38853536860437
us1gt,Logistic,min,3.428500135605315,3.878649282139
us1gt,Logistic,min,4.300416031233133,3.783003967523186
us1gt,Logistic,min,3.3917768871721306,4.1979618361686475
us1gt,Logistic,min,2.4815493060059204,4.066174232003717
us1gt,Logistic,min,4.82805318034802,4.024483002626555
us1gt,Logistic,min,3.846087062695453,5.486893805059615
us1gt,Logistic,min,3.3487984171429934,5.003937762436774
us1gt,Logistic,min,4.262821765829724,4.655768111316691
us1gt,Logistic,min,4.247545593595338,3.344382887491337
us1gt,Logistic,min,3.86000359012899,4.606480558819295
us1gt,Logistic,min,4.464918586122678,3.2196773962033487
us1gt,Logistic,min,2.939916253317945,3.142283644985989
us1gt,Logistic,min,4.011177202338917,3.9374510099343945
us1gt,Logistic,min,4.981777498866475,4.205019124978184
us1gt,Logistic,min,4.721604122674468,3.729570477851948
us1gt,Logistic,min,3.688696016016542,2.8879856785610354
us1gt,Logistic,min,3.9885916894296147,2.9095096937028373
us1gt,Logistic,min,3.0717076732690947,4.2904397730138975
us1gt,Logistic,min,4.635072914053703,3.637837275315917
us1gt,Logistic,min,4.47176803476348,5.4005379473670345
us1gt,Logistic,min,4.994633696003332,2.8571077822675335
us1gt,Logistic,min,3.5529210992041307,2.8549593885191555
us1gt,Logistic,min,2.942988125696081,4.440800845944191
us1gt,Logistic,min,4.418821979301217,4.518128826526919
us1gt,Logistic,min,4.943739427078645,3.3751194557082806
us1gt,Logistic,min,4.81124366536077,3.8794298742122644
us1gt,Logistic,min,5.210267400391945,3.5357894835173154
us1gt,Logistic,min,3.5741902409047785,4.065768715535483
us1gt,Logistic,min,4.911927744520047,3.385792083882559
us1gt,Logistic,min,5.095507154974087,3.750638593463547
us1gt,Logistic,min,4.5240125297341995,3.210854048397599
us1gt,Logistic,min,2.8943423447176633,3.3788748506096073
us1gt,Logistic,min,3.2199119775427105,3.304133292152413
us1gt,Logistic,min,4.329651289711093,4.137826988906711
us1gt,Logistic,min,4.449007064245524,4.066426746379273
us1gt,Logistic,min,4.988341312858614,3.3107461120281103
us1gt,Logistic,min,4.365110993854513,5.2115762672126
us1gt,Logistic,min,4.133753555215745,3.214321216175847
us1gt,Logistic,min,3.6633307514409497,5.101090164173218
us1gt,Logistic,min,4.820289731247412,2.931393236756354
us1gt,Logistic,min,5.209865025758407,2.9357998303626576
us1gt,Logistic,min,5.535804673609016,2.9200647995178755
us1gt,Logistic,min,4.289361075387234,3.879745006448571
us1gt,Logistic,min,3.929620850853347,5.093253959673892
us1gt,Logistic,min,4.791360356720501,3.833348039159977
us1gt,Logistic,min,3.666705464281398,4.059390397623362
us1gt,Logistic,min,2.9284286195114078,3.9305986537266584
us1gt,Logistic,min,3.78174911406735,3.782113989530853
us1gt,Logistic,min,5.393069372137815,4.69612253785306
us1gt,Logistic,min,4.414672172867402,3.7834773624365385
us1gt,Logistic,min,4.274352675778677,4.38032669892355
us1gt,Logistic,min,3.572324174903021,4.222278908817873
us1gt,Logistic,min,4.372454269570481,3.892589398887725
us1gt,Logistic,min,4.699213869377042,4.013839558197937
us1gt,Logistic,min,4.355607518801942,4.261953842110309
us1gt,Logistic,min,2.8356681605040097,4.058455240683256
us1gt,Logistic,min,3.953386179309814,4.61546408742516
us1gt,Logistic,min,5.1146236534313525,4.698375789615455
us1gt,Logistic,min,3.414687276663135,3.514560857700088
us1gt,Logistic,min,3.3720850999331065,3.112094656537972
us1gt,Logistic,min,5.278552742934524,4.895391236770224
us1gt,Logistic,min,4.956657006401146,4.522514434557355
us1gt,Logistic,min,4.465615464787984,3.308829075968987
us1gt,Logistic,min,4.4778422256822275,4.685133963017188
us1gt,Logistic,min,4.811682937179497,4.421255336862055
us1gt,Logistic,min,4.482838130712716,3.9462893957533627
us1gt,Logistic,min,3.739646550221031,4.285843271490626
us1gt,Logistic,min,4.443507591903842,4.4612774805343065
us1gt,Logistic,min,3.3345080004056777,4.199707683321453
us1gt,Logistic,min,4.454845591043809,4.297242478546084
us1gt,Logistic,min,4.092142265649974,4.664009596191997
us1gt,Logistic,min,2.9169566425965145,3.410412669160575
us1gt,Logistic,min,4.123998079232468,3.7026190416295672
us1gt,Logistic,min,4.726792262430661,3.9482243683207607
us1gt,Logistic,min,4.237343402862597,3.143180554327715
us1gt,Logistic,min,4.960625239980895,4.733696013598111
us1gt,Logistic,min,4.990683580290203,3.1057541917164126
us1gt,Logistic,min,4.60022159958109,4.118736808616531
us1gt,Logistic,min,4.806478699598346,4.754954816067923
us1gt,Logistic,min,4.923479954899819,3.7252621772999754
us1gt,Logistic,min,5.182135429135736,3.8291549427623295
us1gt,Logistic,min,3.5099566662825437,2.2794033153198896
us1gt,Logistic,min,3.825386317167253,5.237278856178106
us1gt,Logistic,min,2.944347564319709,3.3844642264583205
us1gt,Logistic,min,3.9592291491160614,4.184321561252288
us1gt,Logistic,min,5.634863404386105,4.3744340574302285
us1gt,Logistic,min,3.363349121125751,3.4307273098583178
us1gt,Logistic,min,4.13101618472835,2.228712146133897
us1gt,Logistic,min,3.659790412800697,4.745775843538069
us1gt,Logistic,min,3.7041475439056706,4.465652018588295
us1gt,Logistic,min,4.750790360122198,3.087868384577181
us1gt,Logistic,min,4.863951001011777,4.696155530705228
us1gt,Logistic,min,5.214115076180362,4.090551780020556
us1gt,Logistic,min,4.125683477123355,2.6296456392373653
us1gt,Logistic,min,4.249244062899923,3.155119314421404
us1gt,Logistic,min,4.213662105395196,5.0051537055050845
us1gt,Logistic,min,3.2304317456810887,4.006370976450004
us1gt,Logistic,min,3.1511939010018546,3.4305875513354875
us1gt,Logistic,min,4.007400868868857,5.437791858658999
us1gt,Logistic,min,2.7431712984738366,4.513327711469318
us1gt,Logistic,min,3.3475668010522814,4.065207011745308
us1gt,Logistic,min,5.317841256008105,3.3184382764032367
us1gt,Logistic,min,4.487063455703382,3.3498547985703624
us1gt,Logistic,min,5.308026603441585,4.387837757255935
us1gt,Logistic,min,4.37934568709054,5.125279963224926
us1gt,Logistic,min,5.416135683210042,5.56024230543613
us1gt,Logistic,min,2.802333266749507,4.595044112654707
us1gt,Logistic,min,4.048476838819133,4.054918925660649
us1gt,Logistic,min,4.465729777643316,3.0573375303441885
us1gt,Logistic,min,4.29568082927702,2.8881082001508993
us1gt,Logistic,min,3.967250110511399,3.310802423337317
us1gt,Logistic,min,3.3715926287612055,3.6449994864705944
us1gt,Logistic,min,4.505872904850684,3.6305344083009516
us1gt,Logistic,min,5.047870430929971,4.280268699284622
us1gt,Logistic,min,3.5101117968503788,3.777902473582132
us1gt,Logistic,min,4.445366165514888,3.45721082939517
us1gt,Logistic,min,4.158896573355914,4.62552002008794
us1gt,Logistic,min,4.580239210865837,4.99354256750869
us1gt,Logistic,min,5.072052671211094,3.043255568723688
us1gt,Logistic,min,3.595059826786099,4.652098327448635
us1gt,Logistic,min,3.9930249325164726,4.611575335415553
us1gt,Logistic,min,3.9560274743200052,4.017595097736
us1gt,Logistic,min,4.333689037644277,4.08066392123146
us1gt,Logistic,min,3.85914056701783,3.406108841465893
us1gt,Logistic,min,4.042705544119285,3.365409008905956
us1gt,Logistic,min,4.8094243345262315,3.3776039995828584
us1gt,Logistic,min,3.6592533834301015,4.991673988077865
us1gt,Logistic,min,5.134517710262815,4.313192045235288
us1gt,Logistic,min,4.44999738414158,4.577228249297576
us1gt,Logistic,min,4.8009007834142166,4.177488150547308
us1gt,Logistic,min,3.367272949033497,4.751965203070245
us1gt,Logistic,min,4.529610647486656,3.7576475859755036
us1gt,Logistic,min,3.398718262330667,4.140520967865861
us1gt,Logistic,min,3.335516265879444,2.8679129174016995
us1gt,Logistic,min,4.143395629805537,4.197549102670461
us1gt,Logistic,min,2.938953483486415,4.141244661615342
us1gt,Logistic,min,4.603457317437365,2.31627260430011
us1gt,Logistic,min,4.7050731899072264,4.8600291060287795
us1gt,Logistic,min,5.340115037278367,3.367995377615029
us1gt,Logistic,min,3.2750105935817775,4.401382359257858
us1gt,Logistic,min,5.2849521901923495,5.181458769456184
us1gt,Logistic,min,4.155171218583945,3.6223450159150756
us1gt,Logistic,min,4.01216037491415,5.176008750978064
us1gt,Logistic,min,3.854613828792468,3.8348963838284638
us1gt,Logistic,min,3.4093235105397133,3.948091853382747
us1gt,Logistic,min,3.0901858529890776,4.466270866087602
us1gt,Logistic,min,5.430301240216501,4.210258586483246
us1gt,Logistic,min,4.9410800160550705,3.3862958806199215
us1gt,Logistic,min,3.7594502434406873,3.75940855759375
us1gt,Logistic,min,3.3186485168034414,3.8678316830022803
us1gt,Logistic,min,4.313746908564041,4.8729684018239885
us1gt,Logistic,min,2.9858801753639193,4.359683167771497
us1gt,Logistic,min,4.843024000349133,4.313257369114288
us1gt,Logistic,min,4.432966592257348,4.925324065475178
us1gt,Logistic,min,4.302921509611643,5.579719902320747
us1gt,Logistic,min,5.733543367956812,4.005520625976241
us1gt,Logistic,min,4.086073544718467,4.184492223929528
us1gt,Logistic,min,3.6813562233636796,4.0073824594801595
us1gt,Logistic,min,3.793537748332218,3.7357200086782414
us1gt,Logistic,min,3.735991242840324,4.532629424700713
us1gt,Logistic,min,4.5734995889574925,4.109466120344929
us1gt,Logistic,min,3.737971385267954,4.44036981304598
us1gt,Logistic,min,4.507902732067986,5.6798591911456455
us1gt,Logistic,min,4.644885864972071,3.9215365856544047
us1gt,Logistic,min,3.6298055068684683,4.021926310168676
us1gt,Logistic,min,4.059235386894128,3.296630978343631
us1gt,Logistic,min,3.6120436945107777,3.940052012844641
us1gt,Logistic,min,4.529571210422689,2.752841305608181
us1gt,Logistic,min,3.2079226736715345,2.978739808995324
us1gt,Logistic,min,5.1748130072223155,3.3302543280272574
us1gt,Logistic,min,3.2766857676271286,3.9389361691493843
us1gt,Logistic,min,3.7175278453380933,3.554082318072333
us1gt,Logistic,min,3.477652448341723,5.0328543156695575
us1gt,Logistic,min,4.267045233482342,3.179748716284818
us1gt,Logistic,min,3.5303949601603484,4.567492840457252
us1gt,Logistic,min,3.6841484955837345,4.6704588858987925
us1gt,Logistic,min,4.588848197613225,4.082290293294788
us1gt,Logistic,min,3.233052491604625,4.9724108019811855
us1gt,Logistic,min,4.71177492516245,3.6954250569515192
us1gt,Logistic,min,4.276567183474256,4.159956004160767
us1gt,Logistic,min,3.1025534798643912,3.978804275626829
us1gt,Logistic,min,3.2235130969200014,3.9574175870806627
us1gt,Logistic,min,3.275398205229502,5.151944251919792
us1gt,Logistic,min,4.291752387819019,4.084613210298375
us1gt,Logistic,min,2.973197357409289,4.1829707993053376
us1gt,Logistic,min,3.5991202203260078,4.743009879590973
us1gt,Logistic,min,4.867059523394082,3.2139941325531316
us1gt,Logistic,min,4.846310980910346,4.975929603888318
us1gt,Logistic,min,3.8875074295389553,4.4271744169445775
us1gt,Logistic,min,3.401859175889815,3.886875161905022
us1gt,Logistic,min,3.9226242727740592,3.9218163029167616
us1gt,Logistic,min,3.8638249278056067,3.3427150921827438
us1gt,Logistic,min,3.583975561897414,3.5005488525144153
us1gt,Logistic,min,3.3269844646410873,2.7328854962491707
us1gt,Logistic,min,3.6852727672447703,3.380838349410074
us1gt,Logistic,min,2.998788762169382,4.159038476399771
us1gt,Logistic,min,3.6982054340700006,4.663939138655463
us1gt,Logistic,min,4.717581629904878,4.803920709293972
us1gt,Logistic,min,3.9857440306601157,4.1429173247693525
us1gt,Logistic,min,3.665903928537481,4.079839982029857
us1gt,Logistic,min,3.8343707624422136,4.560498947365024
us1gt,Logistic,min,5.368711726969968,4.009680371062947
us1gt,Logistic,min,4.394780110377062,3.5871552312714474
us1gt,Logistic,min,2.718806034662173,4.373851597108981
us1gt,Logistic,min,4.498129709579349,4.223496401248295
us1gt,Logistic,min,3.9691883967162855,3.775891307271034
us1gt,Logistic,min,4.207607285213608,4.333658669464758
us1gt,Logistic,min,4.299657208175657,3.974431721094918
us1gt,Logistic,min,3.7919327735641564,5.580982233442418
us1gt,Logistic,min,4.6228941940471815,3.9260457986803665
us1gt,Logistic,min,3.490982773707252,3.523676137342995
us1gt,Logistic,min,4.046480514845107,2.922337539708715
us1gt,Logistic,min,5.116239036906203,3.697130013737159
us1gt,Logistic,min,3.5887100868119095,3.921747725383556
us1gt,Logistic,min,4.221282162522158,2.9567144463273056
us1gt,Logistic,min,3.225394900699405,5.554934919912572
us1gt,Logistic,min,3.755072676020605,3.6526921009321196
us1gt,Logistic,min,2.788708418195003,4.28223281145271
us1gt,Logistic,min,2.8636036405095413,2.896437947152888
us1gt,Logistic,min,3.3420700941466164,3.155721711870873
us1gt,Logistic,min,3.186763569887749,4.013387606850971
us1gt,Logistic,min,4.431868510889568,2.4929529238289474
us1gt,Logistic,min,3.3266571249999966,4.170518685587016
us1gt,Logistic,min,4.3981163415187625,4.744138289729288
us1gt,Logistic,min,3.2721192392555474,4.5448609427115585
us1gt,Logistic,min,4.473182811366723,4.042021840094802
us1gt,Logistic,min,5.4157290075858135,3.875659522291752
us1gt,Logistic,min,3.047305609179497,5.2782020676514465
us1gt,Logistic,min,3.8215695826624936,5.351016695279076
us1gt,Logistic,min,4.400276732186566,3.4283055044844843
us1gt,Logistic,min,3.6544475522101383,4.57735940264333
us1gt,Logistic,min,3.813620411589177,4.258495235276325
us1gt,Logistic,min,4.3297735832117645,3.9703834839379657
us1gt,Logistic,min,5.039781280890992,5.33111121427376
us1gt,Logistic,min,5.275724563175047,4.527273949666437
us1gt,Logistic,min,5.640183684645781,2.9366907398408246
us1gt,Logistic,min,4.059839298164594,4.404881474380259
us1gt,Logistic,min,4.824867983032926,4.816177397044761
us1gt,Logistic,min,4.534139376797169,3.193991799095846
us1gt,Logistic,min,3.248647180978814,4.550290635685761
us1gt,Logistic,min,4.816443636489758,3.9326088863171687
us1gt,Logistic,min,3.5757639918140844,3.7712012379388162
us1gt,Logistic,min,4.132839571090299,4.968436684150476
us1gt,Logistic,min,4.553377039052443,3.797096688486615
us1gt,Logistic,min,4.846008382435713,3.732435040378829
us1gt,Logistic,min,4.567233128292884,4.808238495956319
us1gt,Logistic,min,3.6866899541291933,4.492385881600494
us1gt,Logistic,min,3.546686564402867,3.8784762081320627
us1gt,Logistic,min,3.9829430333777136,5.871569172126271
us1gt,Logistic,min,4.368116655261305,3.766211790634249
us1gt,Logistic,min,4.368308367994445,3.0618195684133958
us1gt,Logistic,min,3.4710110277965387,3.154612818023611
us1gt,Logistic,min,2.7895917723307266,4.763237950046911
us1gt,Logistic,min,4.177981072568138,4.805376293434195
us1gt,Logistic,min,3.5631435490153778,4.023897722539493
us1gt,Logistic,min,4.177738981795555,4.288183152074151
us1gt,Logistic,min,5.222509083683994,4.649938352327079
us1gt,Logistic,min,3.0264372681646656,4.800236673581944
us1gt,Logistic,min,3.937232832053118,3.41004700313615
us1gt,Logistic,min,5.150958205689016,4.273458470452337
us1gt,Logistic,min,5.202364798292602,4.39500233356933
us1gt,Logistic,min,4.143039172471262,4.072044650915559
us1gt,Logistic,min,4.226884017419755,2.85337287547265
us1gt,Logistic,min,2.9002882737709275,3.9307169307763905
us1gt,Logistic,min,3.3612394614293537,4.00428462872324
us1gt,Logistic,min,2.5896486888015726,4.464420756617642
us1gt,Logistic,min,3.1053852150307364,3.8140543279212356
us1gt,Logistic,min,4.988722172123184,2.984890949423123
us1gt,Logistic,min,3.0115958813824832,3.7430761879208574
us1gt,Logistic,min,3.9802083139286273,5.262793246416003
us1gt,Logistic,min,3.3433434660796246,4.061337125858017
us1gt,Logistic,min,3.944370664039589,3.6973995088543403
us1gt,Logistic,min,4.280930610435922,2.5807021519652538
us1gt,Logistic,min,4.549923773606179,2.6652292510976396
us1gt,Logistic,min,3.4136107602393477,3.911848656783973
us1gt,Logistic,min,3.046622227976429,3.861619833996768
us1gt,Logistic,min,4.4303939643926595,4.091451979760535
us1gt,Logistic,min,5.097020602732674,2.983794228865741
us1gt,Logistic,min,5.0728818692733215,3.6067039346606657
us1gt,Logistic,min,3.785017054442058,3.4493037455337854
us1gt,Logistic,min,3.8212290362115704,3.637135863134961
us1gt,Logistic,min,4.638108144483393,4.143508104562276
us1gt,Logistic,min,3.165044994941163,3.6542166080457292
us1gt,Logistic,min,4.191679979806367,3.2814879134901576
us1gt,Logistic,min,4.604105514469413,3.8955322319859658
us1gt,Logistic,min,4.1198216249955655,3.296193464655412
us1gt,Logistic,min,3.7680428713798655,3.7139339966990184
us1gt,Logistic,min,5.27344296947458,3.949424953421511
us1gt,Logistic,min,3.1184793656819494,4.3201031299075865
us1gt,Logistic,min,3.1061696027382606,2.5138403465157557
us1gt,Logistic,min,4.396240735573307,3.9828763830479894
us1gt,Logistic,min,3.2882873150076364,3.401333545570048
us1gt,Logistic,min,5.431502841872886,3.962674394880467
us1gt,Logistic,min,4.33926039756396,3.5510834145317562
us1gt,Logistic,min,3.1923521496612715,3.5946692054595495
us1gt,Logistic,min,4.162703489549997,3.508913746068017
us1gt,Logistic,min,3.3774858009536644,2.709702706015066
us1gt,Logistic,min,5.513819811223596,3.8379731035615032
us1gt,Logistic,min,4.38863583087831,5.0948455854439825
us1gt,Logistic,min,5.169776902905173,3.2814052190148466
us1gt,Logistic,min,3.0165648925125033,2.9478592824837433
us1gt,Logistic,min,5.06586476834232,4.826474105028013
us1gt,Logistic,min,4.056944426414357,5.530645500192842
us1gt,Logistic,min,4.96856275725953,2.849716855025264
us1gt,Logistic,min,3.5318303956601094,3.8364604254522385
us1gt,Logistic,min,4.991629411665581,2.8001190249408756
us1gt,Logistic,min,5.1927499858647685,4.287750630706848
us1gt,Logistic,min,4.513196152650849,3.529164447276379
us1gt,Logistic,min,4.418406239123221,3.7389208098034907
us1gt,Logistic,min,4.928476625580609,4.092967757929738
us1gt,Logistic,min,4.84966920744183,2.6500589995967108
us1gt,Logistic,min,5.9260081339615285,4.710525453254993
us1gt,Logistic,min,3.905070446253527,4.549859012448843
us1gt,Logistic,min,4.087437676058056,4.608390540960208
us1gt,Logistic,min,3.740729967980391,4.487075778412926
us1gt,Logistic,min,5.740432382379283,4.109170434764993
us1gt,Logistic,min,4.974812460088781,4.788400318437045
us1gt,Logistic,min,3.2661038602146233,3.571745248974988
us1gt,Logistic,min,4.808085013387052,4.223758279161073
us1gt,Logistic,min,3.82757034971423,3.996429441452374
us1gt,Logistic,min,4.419734420003355,4.396635152510897
us1gt,Logistic,min,3.8747548259839473,5.48320532126305
us1gt,Logistic,min,4.02368499274451,4.490248568884797
us1gt,Logistic,min,4.384237883973535,3.800884710782812
us1gt,Logistic,min,3.8393926809143046,3.9472589562819835
us1gt,Logistic,min,4.451742395416051,4.298663405648853
us1gt,Logistic,min,5.130450544060585,4.087278642244779
us1gt,Logistic,min,3.285046682575508,5.022878451518746
us1gt,Logistic,min,2.827473513970637,3.989704608026006
us1gt,Logistic,min,3.718479956287038,4.77720176199619
us1gt,Logistic,min,3.7520141734896892,4.026297967349043
us1gt,Logistic,min,4.550911872421939,3.849622201386842
us1gt,Logistic,min,2.4545103219154605,3.9840014100795873
us1gt,Logistic,min,3.520112694765077,4.443061117122557
us1gt,Logistic,min,3.106131860134796,4.320296119975359
us1gt,Logistic,min,4.298828507307189,4.671298588684616
us1gt,Logistic,min,4.150732485074165,4.44326483414631
us1gt,Logistic,min,4.673943618742427,4.119359494140648
us1gt,Logistic,min,3.106765041107323,4.98608594554988
us1gt,Logistic,min,5.148194787165165,4.324780160786944
us1gt,Logistic,min,3.605275893178251,4.058116761820466
us1gt,Logistic,min,5.280734838772977,4.719783977519602
us1gt,Logistic,min,5.029113271238285,4.683036586025928
us1gt,Logistic,min,4.254586137808142,3.7685844058738525
us1gt,Logistic,min,2.670811817784677,4.664049252551445
us1gt,Logistic,min,4.167715757008315,3.774152822648463
us1gt,Logistic,min,4.596803107910606,2.3836120104165834
us1gt,Logistic,min,3.942565258763013,3.5323512555051892
us1gt,Logistic,min,4.343687047923261,5.0108077393340995
us1gt,Logistic,min,3.9371232481996348,5.01528810101249
us1gt,Logistic,min,3.982280728459802,4.770721548305333
us1gt,Logistic,min,3.1596303658197495,4.618322553159098
us1gt,Logistic,min,4.467568183067191,3.0421865707199327
us1gt,Logistic,min,2.4598860754022533,3.7429227222994195
us1gt,Logistic,min,4.1927564864946865,4.213357811024875
us1gt,Logistic,min,4.845467545010838,4.247808645068349
us1gt,Logistic,min,3.778228794077025,3.169385747284588
us1gt,Logistic,min,3.1135287396986233,4.045097624510113
us1gt,Logistic,min,2.9712756956499535,3.910619183768366
us1gt,Logistic,min,4.293007361908872,3.7050954622569092
us1gt,Logistic,min,3.583261633066857,4.20547952437095
us1gt,Logistic,min,4.363034344478212,4.262032763289588
us1gt,Logistic,min,5.097372224163283,4.53378474385725
us1gt,Logistic,min,4.594710388211604,4.694798740043211
us1gt,Logistic,min,4.008593432874631,4.55661640812188
us1gt,Logistic,min,4.867107113901245,4.367246050875616
us1gt,Logistic,min,3.4860874074355457,3.799911131191724
us1gt,Logistic,min,3.3295614747302134,4.467044319647169
us1gt,Logistic,min,3.980269477907601,3.81581308378516
us1gt,Logistic,min,3.2911353060426927,4.269196793344364
us1gt,Logistic,min,3.4685894729576328,4.652416846019903
us1gt,Logistic,min,4.457034802576122,3.3445843516352034
us1gt,Logistic,min,4.4105889323205405,5.75243110546015
us1gt,Logistic,min,4.018154883647759,3.959764449066155
us1gt,Logistic,min,4.261003871824611,4.667845900661767
us1gt,Logistic,min,5.6481302478103546,3.23057093355382
us1gt,Logistic,min,3.922258509548865,4.677565509996906
us1gt,Logistic,min,3.8378213083628934,2.7677440471569668
us1gt,Logistic,min,4.351102553337198,4.738089224498778
us1gt,Logistic,min,4.984162210905279,4.223947188409625
us1gt,Logistic,min,3.3076638205181084,4.152371854203555
us1gt,Logistic,min,4.464293447016281,3.7015135335893516
us1gt,Logistic,min,3.8171746427091824,4.612209309250054
us1gt,Logistic,min,4.117706635021616,2.603412294674796
us1gt,Logistic,min,3.1870575266401513,4.7013798122834745
us1gt,Logistic,min,3.0518475359901496,5.271992869230006
us1gt,Logistic,min,4.736797570388443,3.56429882828666
us1gt,Logistic,min,4.443901306762903,4.037936837298006
us1gt,Logistic,min,2.794224995880715,3.7996107172800224
us1gt,Logistic,min,3.6766764895516837,3.5838780828254677
us1gt,Logistic,min,3.270619300880166,4.11129672175161
us1gt,Logistic,min,4.680108205828418,3.771278204276198
us1gt,Logistic,min,4.042117677108081,3.275583605726525
