year,total_rate
2030,203.3288232031203
2031,236.1267101777337
2032,274.1764857901435
2033,318.3056685145407
2034,369.46746713786797
2035,428.7582245367339
2036,497.4366943922085
2037,576.9451199563104
2038,668.9319758252522
2039,775.2760783073136
2040,898.1115527767433
2041,1039.8528496871443
2042,1203.2186039947767
2043,1391.252612578173
2044,1607.33953703234
2045,1855.2121034805368
2046,2138.9455529598517
2047,2462.9338978706805
2048,2831.841193306054
2049,3250.519615216049
2050,3723.884799546622
2051,4256.73788637818
2052,4853.5234088263815
2053,5518.013099508486
2054,6252.908546022886
2055,7059.361217668951
2056,7936.417523119656
2057,8880.40985170615
2058,9884.332062622647
2059,10937.258679589035
2060,12023.888691596672
2061,13124.31306569494
2062,14214.113749980354
2063,15264.893967402872
2064,16245.308598865102
2065,17122.606451993426
2066,17864.61655466922
2067,18442.019916108675
2068,18830.665829880545
2069,19013.64086949725
2070,18982.799035307853
2071,18739.52161081748
2072,18294.587288648654
2073,17667.17318299807
2074,16883.142502761773
2075,15972.873575094514
2076,14968.92787537097
2077,13903.838810734116
2078,12808.240725411923
2079,11709.47052267568
2080,10630.685086623174
2081,9590.463726924596
2082,8602.815319991703
2083,7677.485940072756
2084,6820.460306120057
2085,6034.562487899419
2086,5320.081059016023
2087,4675.365637029382
2088,4097.361776116036
2089,3582.067520471474
2090,3124.906988139351
2091,2721.024397334296
2092,2365.5066674945087
2093,2053.5449542867186
2094,1780.5459916915124
2095,1542.203559985726
2096,1334.5392617438933
2097,1153.9204069554266
2098,997.0613999876961
2099,861.0137115641421
2100,743.1483708979108
2101,641.1339480687282
2102,552.9122112713277
2103,476.6730209596876
2104,410.82954058433205
2105,353.9944777455915
2106,304.9577976966479
2107,262.6661533619644
2108,226.20413559266538
2109,194.7773504855166
2110,167.6972662341185
2111,144.3677315198901
2112,124.2730442267337
2113,106.9674382177938
2114,92.0658532549684
2115,79.235856073226
2116,68.1905871022187
2117,58.6826158966607
2118,50.4985979640859
2119,43.454635657416894
2120,37.3922556559838
2121,32.174924990202896
2122,27.6850363916176
2123,23.8213018733342
2124,20.4965008322398
2125,17.6355356121622
2126,15.1737534072775
2127,13.0554986580159
2128,11.2328647491911
2129,9.6646179177924
2130,8.315269869814399
2131,7.1542787448131
2132,6.1553608057221
2133,5.2958976140841
2134,4.5564255212232005
2135,3.9201961023644
2136,3.3727977171808
2137,2.9018297274764997
2138,2.4966220683101
2139,2.147993875644
2140,1.8480457435747
2141,1.5899809350612
2142,1.3679515176682
2143,1.1769259547062
2144,1.0125751636176001
2145,0.8711744689571
2146,0.7495192345232
2147,0.6448522679893001
2148,0.5548013561982
2149,0.47732551840739995
2150,0.4106687613521
2151,0.3533202893987
2152,0.3039802692007
2153,0.2615303737351
2154,0.2250084385539
2155,0.1935866565588
2156,0.16655281692
2157,0.1432941638231
2158,0.1232835085444
2159,0.1060672811861
2160,0.0912552502513876
2161,0.07851167820050906
2162,0.06754771159922184
2163,0.05811483414639965
2164,0.04999923388562625
2165,0.04301695688911122
2166,0.03700973774708314
2167,0.031841412224954076
2168,0.02739483106938955
2169,0.02356920451346494
2170,0.020277817837165223
2171,0.017446065723708704
2172,0.015009761330919918
2173,0.012913681345109684
2174,0.011110314190971323
2175,0.009558783235027053
2176,0.008223920106934448
2177,0.007075467673617683
2178,0.0060873940684870245
2179,0.005237302769100622
