Country ,Growth,Storage ,Rate,Global,Type,,,
US,19.56760706,195.8499148,6.551269338,10,Modelled,,,
US,19.98916296,145.9510822,5.947882386,10,Modelled,,,
US,18.51347723,318.2122513,6.29366373,10,Modelled,,,
US,19.38545822,208.5463278,6.513138454,10,Modelled,,,
US,19.43135989,200.3747906,6.470851436,10,Modelled,,,
US,19.29888518,169.7951559,5.825453166,10,Modelled,,,
US,19.15550719,367.0413446,7.45313242,10,Modelled,,,
US,19.30267659,301.4099755,7.2176828,10,Modelled,,,
US,17.68289795,2639.542166,6.328964557,10,Modelled,,,
US,19.2427236,117.4816997,4.772202592,10,Modelled,,,
US,19.29567896,296.2905845,7.247796637,10,Modelled,,,
US,18.77546021,960.6874564,7.8280485,10,Modelled,,,
US,18.39609988,728.2924768,7.12698667,10,Modelled,,,
US,19.97172343,170.2806337,6.49145541,10,Modelled,,,
US,17.19735736,1245.714862,5.472277901,10,Modelled,,,
US,19.03748746,275.879103,6.764033552,10,Modelled,,,
US,18.16753314,97.30445875,3.675019473,10,Modelled,,,
US,18.34147745,555.2767007,6.768907197,10,Modelled,,,
US,19.58153663,278.2522538,7.501696828,10,Modelled,,,
US,16.60220894,963.4342515,4.706073635,10,Modelled,,,
US,19.9686374,203.2557735,7.068799644,10,Modelled,,,
US,19.15631391,369.1432324,7.49894686,10,Modelled,,,
US,19.25104627,205.0042082,6.282068558,10,Modelled,,,
US,18.92989286,818.7367004,8.066505579,10,Modelled,,,
US,19.58800445,199.233864,6.555916586,10,Modelled,,,
US,18.48789052,347.6607899,6.460961036,10,Modelled,,,
US,18.39510767,2088.582982,7.520130146,10,Modelled,,,
US,19.55778331,242.6166062,7.062718472,10,Modelled,,,
US,18.91878313,205.0042082,5.944922857,10,Modelled,,,
US,18.60169067,154.5277766,4.995031103,10,Modelled,,,
US,19.573052,288.7740703,7.488953068,10,Modelled,,,
US,18.43819712,260.5670936,5.831077325,10,Modelled,,,
US,18.6683206,253.2327963,6.10911711,10,Modelled,,,
US,19.09012944,205.5903557,6.186523282,10,Modelled,,,
US,19.40672903,153.6479012,5.683530239,10,Modelled,,,
US,18.74461079,1196.903619,7.955411866,10,Modelled,,,
US,19.76152336,222.0658145,7.075431607,10,Modelled,,,
US,18.6600886,409.1038215,6.91751597,10,Modelled,,,
US,18.3231084,1228.057881,7.328887651,10,Modelled,,,
US,18.79779682,256.8737701,6.307424966,10,Modelled,,,
US,19.28521857,439.3722071,7.95022793,10,Modelled,,,
US,18.37550483,259.824205,5.819400181,10,Modelled,,,
US,17.73457085,1868.500524,6.364058823,10,Modelled,,,
US,19.70664413,505.3481858,9.010767888,10,Modelled,,,
US,19.89828402,239.177716,7.503787297,10,Modelled,,,
US,19.87918222,218.9182148,7.242994371,10,Modelled,,,
US,19.11893227,177.7316141,5.807071406,10,Modelled,,,
US,19.41165069,338.8410791,7.621319226,10,Modelled,,,
US,19.44516295,378.7516794,7.975810632,10,Modelled,,,
US,18.69547717,1311.408392,7.898325006,10,Modelled,,,
US,18.38480047,2198.725675,7.521611853,10,Modelled,,,
US,18.3282918,222.0658145,5.474031353,10,Modelled,,,
US,19.72753917,303.1360207,7.843366154,11,Modelled,,,
US,19.1443491,238.4958094,6.554795783,11,Modelled,,,
US,19.34497282,341.7558377,7.529741185,11,Modelled,,,
US,19.81503793,496.7649432,9.030349447,11,Modelled,,,
US,19.96948786,217.6717026,7.323481927,11,Modelled,,,
US,19.68973968,223.9760558,7.006403477,11,Modelled,,,
US,19.41532194,259.0834343,7.125289271,11,Modelled,,,
US,18.80599351,547.4061116,7.479613188,11,Modelled,,,
US,17.99590322,832.8830604,6.452289611,11,Modelled,,,
US,18.97574285,493.9363821,7.525894199,11,Modelled,,,
US,18.83393163,488.3274853,7.318110443,11,Modelled,,,
US,18.44962081,312.8074769,6.196694934,11,Modelled,,,
US,17.80197437,701.7562999,6.09946794,11,Modelled,,,
US,18.85071194,869.3275768,7.991776712,11,Modelled,,,
US,19.26963243,1040.641284,8.988540572,11,Modelled,,,
US,18.9410932,2422.867975,8.727193021,11,Modelled,,,
US,19.5484543,435.6249006,8.373837158,11,Modelled,,,
US,19.68454483,365.9948929,8.185474279,11,Modelled,,,
US,19.97666215,320.034516,8.445590369,11,Modelled,,,
US,19.89550714,290.4277551,7.981582523,11,Modelled,,,
US,19.377526,443.1517485,8.183091552,11,Modelled,,,
US,19.93098034,210.3402726,7.073270788,11,Modelled,,,
US,18.70082812,283.0599735,6.302522811,11,Modelled,,,
US,19.30618905,349.6516937,7.547205131,11,Modelled,,,
US,18.63640784,3260.511819,8.186928977,11,Modelled,,,
US,18.26975233,691.8094833,6.840065424,11,Modelled,,,
US,19.33264594,485.5469668,8.184035863,11,Modelled,,,
US,19.73822732,352.6594466,8.229809121,11,Modelled,,,
US,19.22479518,747.2492368,8.591071879,11,Modelled,,,
US,19.94869158,638.656858,9.738835724,11,Modelled,,,
US,18.76922615,412.62299,7.10454348,11,Modelled,,,
US,19.97898193,441.8883027,9.195265744,11,Modelled,,,
US,18.92841796,359.7785395,7.032958002,11,Modelled,,,
US,19.73589847,388.6102251,8.496406279,11,Modelled,,,
US,19.7281438,225.2586703,7.053810205,11,Modelled,,,
US,18.27208177,3760.831448,7.485562243,11,Modelled,,,
US,18.8915113,249.6434303,6.365811798,11,Modelled,,,
US,19.57409892,203.8369219,6.598781562,11,Modelled,,,
US,19.99523513,200.9477017,7.108065708,11,Modelled,,,
US,18.4310388,859.4559237,7.229841552,11,Modelled,,,
US,19.50836969,501.038185,8.58102034,11,Modelled,,,
US,19.36423302,352.6594466,7.60300301,11,Modelled,,,
US,19.01364003,807.1317832,8.306632387,11,Modelled,,,
US,18.82866337,309.2553902,6.596111005,11,Modelled,,,
US,19.5548668,364.9514248,8.006702492,12,Modelled,,,
US,18.89031082,444.4188068,7.289165244,12,Modelled,,,
US,18.71870214,1221.065366,7.930405627,12,Modelled,,,
US,19.90698251,303.1360207,8.163870947,12,Modelled,,,
US,18.94493664,3814.904573,8.840037507,12,Modelled,,,
US,19.75970625,503.907415,8.958124971,12,Modelled,,,
US,18.6285471,1852.564504,7.981174989,12,Modelled,,,
US,19.57431974,471.8800614,8.649977466,12,Modelled,,,
US,19.31018803,374.450763,7.74025894,12,Modelled,,,
US,19.83076093,418.5556713,8.731747471,12,Modelled,,,
US,19.03032856,327.428527,7.106161163,12,Modelled,,,
US,19.58880881,385.295856,8.269731443,12,Modelled,,,
US,19.96203791,503.907415,9.325240023,12,Modelled,,,
US,19.96101613,611.8826696,9.797969328,12,Modelled,,,
US,19.1404852,3088.34994,9.14870148,12,Modelled,,,
US,19.87306883,346.6695931,8.419852147,12,Modelled,,,
US,19.21406359,1428.686079,9.023309771,12,Modelled,,,
US,19.49031396,539.6470816,8.616138816,12,Modelled,,,
US,19.56147344,749.3857698,9.317309097,12,Modelled,,,
US,19.54925175,416.1724309,8.352744292,12,Modelled,,,
US,19.82425393,374.450763,8.538164716,12,Modelled,,,
US,19.53881304,397.5885951,8.169116847,12,Modelled,,,
US,19.9229064,355.6930727,8.638463705,12,Modelled,,,
US,19.41548159,762.3338652,8.870058278,12,Modelled,,,
US,19.94796618,611.8826696,9.805529162,12,Modelled,,,
US,19.67717354,1307.669507,10.04004009,12,Modelled,,,
US,19.53768349,253.9568388,7.115614265,12,Modelled,,,
US,19.93652126,396.4550519,8.825171199,13,Modelled,,,
US,19.71641629,449.5233714,8.79408291,13,Modelled,,,
US,19.20512016,518.5019181,7.998926307,13,Modelled,,,
US,19.65752048,709.8166257,9.465735651,13,Modelled,,,
US,19.8856709,542.7374082,9.37763125,13,Modelled,,,
US,19.81911452,1146.726247,10.21816043,13,Modelled,,,
US,19.65593788,994.1723081,9.726778702,13,Modelled,,,
US,19.38289439,1217.584052,9.361546441,13,Modelled,,,
US,19.39245264,1695.643394,9.679063751,13,Modelled,,,
US,19.8335419,777.7230051,9.75030584,13,Modelled,,,
US,19.80087686,1224.556632,10.35710519,13,Modelled,,,
US,19.97291619,509.6952618,9.434836189,13,Modelled,,,
US,19.58830593,966.1889001,9.506235278,13,Modelled,,,
US,19.9911762,418.5556713,9.099444192,13,Modelled,,,
US,19.32721397,569.7300247,8.329325736,13,Modelled,,,
US,19.49798944,2900.329529,10.18384962,13,Modelled,,,
US,19.41442236,847.2738451,9.134232309,13,Modelled,,,
US,19.85041413,2173.758036,10.80740058,14,Modelled,,,
US,19.87906796,864.377658,9.996231126,14,Modelled,,,
US,19.96200605,842.4494994,10.20622956,14,Modelled,,,
US,19.92089988,1868.500524,10.90884349,14,Modelled,,,
US,19.47558381,1224.556632,9.58838104,14,Modelled,,,
US,19.91482928,2243.11108,11.06395398,14,Modelled,,,
US,19.25351609,904.7798542,8.911527254,15,Modelled,,,
US,19.57208341,2647.089138,10.29178338,15,Modelled,,,
US,19.78006376,4848.86923,10.91232639,16,Modelled,,,
China,19.91550281,27.64460587,0.381832639,2,Modelled,,,
China,18.90803618,4.942236012,0.182748758,2,Modelled,,,
China,22.52309439,5.840386796,0.311318969,2,Modelled,,,
China,22.81096044,14.67376756,0.56148168,2,Modelled,,,
China,15.78014325,3.621510281,0.094917855,2,Modelled,,,
China,24.54127535,11.38974835,0.617253623,2,Modelled,,,
China,22.42583946,13.49840861,0.504092585,2,Modelled,,,
China,15.24200073,325.932961,0.132077738,2,Modelled,,,
China,19.05561834,8.866187966,0.243643926,2,Modelled,,,
China,23.85299441,6.13333836,0.359604051,2,Modelled,,,
China,20.09967738,3.209050815,0.155436086,2,Modelled,,,
China,17.94273195,5.372575727,0.164136588,2,Modelled,,,
China,20.10503832,13.97289262,0.338404681,2,Modelled,,,
China,21.94881282,61.1922855,0.664325494,2,Modelled,,,
China,22.08172161,5.625842206,0.290014838,2,Modelled,,,
China,16.92259444,2.469438129,0.091624432,3,Modelled,,,
China,20.17833236,15.01564998,0.355486955,3,Modelled,,,
China,19.36751425,5.497750747,0.20624346,3,Modelled,,,
China,21.36143691,9.41875496,0.36528768,3,Modelled,,,
China,23.25287683,42.45286227,0.838196745,3,Modelled,,,
China,20.15871668,3.312302806,0.160533237,3,Modelled,,,
China,22.3130864,10.87699997,0.451287764,3,Modelled,,,
China,23.30698842,11.00298137,0.522825539,3,Modelled,,,
China,20.4423222,16.27619514,0.383338517,3,Modelled,,,
China,21.26435534,17.19130428,0.448352516,3,Modelled,,,
China,23.96291373,18.74209801,0.740749625,3,Modelled,,,
China,24.46913987,16.37018221,0.74763043,3,Modelled,,,
China,24.07761789,10.26840231,0.548854552,3,Modelled,,,
China,20.60254739,7.438200263,0.292627896,3,Modelled,,,
China,10.34422771,7.459645333,0.031069535,3,Modelled,,,
China,22.46581981,5.235157264,0.2839676,3,Modelled,,,
China,24.47796492,14.50575657,0.710211479,3,Modelled,,,
China,16.64293945,3.674018048,0.110447436,3,Modelled,,,
China,22.91956792,59.79903471,0.820394165,3,Modelled,,,
China,20.52494657,44.96899982,0.457668085,3,Modelled,,,
China,24.99087089,11.99553867,0.667406573,3,Modelled,,,
China,23.03807019,8.418433931,0.429291393,3,Modelled,,,
China,20.52400827,13.30549413,0.36465224,3,Modelled,,,
China,19.68242099,2.935059463,0.139370499,3,Modelled,,,
China,21.70868368,3.891773324,0.207105492,3,Modelled,,,
China,23.49589026,9.527846433,0.487463573,3,Modelled,,,
China,17.02947306,2.317881733,0.089003252,3,Modelled,,,
China,22.64570702,903.1064307,0.85259198,3,Modelled,,,
China,18.56574542,19.73894018,0.267022614,3,Modelled,,,
China,18.66794834,34.20846078,0.288822839,3,Modelled,,,
China,24.95711924,6.881916951,0.425615972,3,Modelled,,,
China,23.28205157,49.45082522,0.844064029,3,Modelled,,,
China,18.64420195,2.042102417,0.092688383,3,Modelled,,,
China,13.36758407,1.002883099,0.010021253,3,Modelled,,,
China,24.56844243,9.749834625,0.553054418,3,Modelled,,,
China,13.02831694,1.002883099,0.007836851,3,Modelled,,,
China,16.15413877,8.789941739,0.133786434,3,Modelled,,,
China,23.94158392,11.00298137,0.562644062,3,Modelled,,,
China,21.94644715,34.70444442,0.610477156,3,Modelled,,,
China,20.42233531,3.631951455,0.177521591,3,Modelled,,,
China,24.10374588,171.0244745,1.162913738,3,Modelled,,,
China,12.95279576,1.280934379,0.034610061,3,Modelled,,,
China,21.1005291,21.83156007,0.461686008,3,Modelled,,,
China,22.11753313,11.58820059,0.455786908,3,Modelled,,,
China,23.98970137,9.665989334,0.521114514,3,Modelled,,,
China,17.96434928,9.204304925,0.1994901,3,Modelled,,,
China,20.12528013,19.01383704,0.367104075,3,Modelled,,,
China,22.32464715,39.61863193,0.666805492,3,Modelled,,,
China,24.34710023,13.42090943,0.665917899,3,Modelled,,,
China,22.06149626,13.34385519,0.477461597,3,Modelled,,,
China,23.06930321,75.28685921,0.851811271,3,Modelled,,,
China,24.13667107,62.25848519,1.053195257,3,Modelled,,,
China,23.80161666,10.26840231,0.529976056,3,Modelled,,,
China,22.17292582,908.3214285,0.771405094,4,Modelled,,,
China,23.67968931,12.03012299,0.577545401,4,Modelled,,,
China,20.927395,28.78158976,0.476162994,4,Modelled,,,
China,21.59148532,18.31537031,0.486778604,4,Modelled,,,
China,24.8920878,23.66429243,0.942805337,4,Modelled,,,
China,22.40258358,19.12363265,0.578516115,4,Modelled,,,
China,15.19273466,2.819113285,0.076520457,4,Modelled,,,
China,24.84117613,27.96479583,0.992113659,4,Modelled,,,
China,24.88557125,28.78158976,1.020593933,4,Modelled,,,
China,22.10343081,15.4542261,0.510521584,4,Modelled,,,
China,23.36619966,5.450471945,0.312315956,4,Modelled,,,
China,24.45172411,6.648224499,0.400480398,4,Modelled,,,
China,16.7193929,22.92662276,0.175055987,4,Modelled,,,
China,23.18976391,13.73360164,0.580340176,4,Modelled,,,
China,23.21162308,243.6950522,0.960373323,4,Modelled,,,
China,17.9565694,1.819973298,0.079395641,4,Modelled,,,
China,22.85766026,4.218482862,0.238626271,4,Modelled,,,
China,18.52786884,2.630904152,0.115000938,4,Modelled,,,
China,20.43210255,493.3706307,0.49580025,4,Modelled,,,
China,22.25700988,11.58820059,0.465139269,4,Modelled,,,
China,13.68856558,6.330680015,0.072443561,4,Modelled,,,
China,19.68810583,28.94778936,0.366031123,4,Modelled,,,
China,21.51084683,15.8598865,0.46080578,4,Modelled,,,
China,17.97465607,19.62561188,0.234048324,4,Modelled,,,
China,21.31628309,4.206355521,0.214967643,4,Modelled,,,
China,17.04903647,3.172307981,0.109889855,4,Modelled,,,
China,21.6366449,15.5434667,0.47162208,4,Modelled,,,
China,22.67983168,5.175216015,0.285504875,4,Modelled,,,
China,24.03477545,138.208621,1.119852028,4,Modelled,,,
China,23.80172504,27.01518227,0.829680437,4,Modelled,,,
China,23.92756829,15.81429233,0.689377842,4,Modelled,,,
China,24.29793697,22.21194793,0.842995892,4,Modelled,,,
China,23.40072344,7.35303472,0.402381926,4,Modelled,,,
China,24.17972541,2431.344291,1.270695973,4,Modelled,,,
China,22.3668037,4.455661893,0.244368743,4,Modelled,,,
China,23.69793537,12.52490509,0.592155796,4,Modelled,,,
China,20.47220745,12.81672141,0.35875361,4,Modelled,,,
China,23.69572954,47.49732675,0.922520828,4,Modelled,,,
China,19.68594839,6.496855026,0.235162529,4,Modelled,,,
China,21.8064765,4.885648638,0.253917776,4,Modelled,,,
China,23.7795364,14.42247384,0.638340722,4,Modelled,,,
China,21.88736021,25.50360952,0.568714544,4,Modelled,,,
China,18.63707877,956.6326213,0.319381144,4,Modelled,,,
China,23.98386501,9.610493436,0.517129444,4,Modelled,,,
China,22.14394982,88.45791206,0.699101496,4,Modelled,,,
China,24.40984811,7.164960549,0.427629431,4,Modelled,,,
China,22.6335564,6.240204175,0.332134446,4,Modelled,,,
China,23.27173701,571.3986827,0.985669455,4,Modelled,,,
China,21.15084618,36.02791752,0.515880196,4,Modelled,,,
China,19.52551577,9.230841849,0.268703598,4,Modelled,,,
China,15.8504568,2.526973282,0.080867297,4,Modelled,,,
China,22.3063676,8.891750066,0.405290981,4,Modelled,,,
China,15.77495649,3.508619592,0.094442878,4,Modelled,,,
China,24.79369243,27.72430801,0.982559516,4,Modelled,,,
China,20.60092199,6.098124673,0.26041544,4,Modelled,,,
China,23.19563219,10.20944774,0.49137809,4,Modelled,,,
China,21.92338286,38.16325519,0.618959508,4,Modelled,,,
China,20.26295456,3.091167443,0.152410287,4,Modelled,,,
China,20.97905377,4.341696034,0.214931101,4,Modelled,,,
China,22.32327636,402.1620632,0.783308281,4,Modelled,,,
China,20.45540093,12.74313603,0.356563153,4,Modelled,,,
China,18.00443132,1.905767944,0.083250313,4,Modelled,,,
China,22.87269076,6.9017582,0.363682647,4,Modelled,,,
China,18.16013114,3.458475641,0.134509541,4,Modelled,,,
China,13.8627292,1.299506466,0.039918788,4,Modelled,,,
China,21.99670397,9.020670296,0.390150485,4,Modelled,,,
China,24.3572528,6.45955426,0.387214016,4,Modelled,,,
China,22.23030178,4.182205332,0.228649215,4,Modelled,,,
China,19.62836469,3.399247961,0.155977538,4,Modelled,,,
China,22.71009615,48.46423427,0.756618351,4,Modelled,,,
China,23.59554877,27.24951894,0.798190115,4,Modelled,,,
China,19.07728751,45.35907255,0.331970948,4,Modelled,,,
China,21.00721346,5.756918053,0.263637974,4,Modelled,,,
China,24.97172884,608.7600044,1.483679791,4,Modelled,,,
China,13.00882534,4.843633707,0.058518316,4,Modelled,,,
China,23.01417226,21.51955113,0.664179131,4,Modelled,,,
China,15.04194331,1.589645647,0.053486434,4,Modelled,,,
China,24.98556794,9.665989334,0.571904682,4,Modelled,,,
China,23.16032868,14.54757811,0.59186087,4,Modelled,,,
China,22.13070657,28.12627885,0.608316348,4,Modelled,,,
China,24.79046831,87.69720384,1.264910947,4,Modelled,,,
China,20.5122941,12.23973297,0.356919892,4,Modelled,,,
China,24.18941711,23.19216731,0.841908696,4,Modelled,,,
China,22.87355105,6.312480507,0.341552201,4,Modelled,,,
China,24.63946406,15.5434667,0.752542831,4,Modelled,,,
China,21.59585606,8.866187966,0.368021006,4,Modelled,,,
China,20.56030304,6.404004271,0.265828944,4,Modelled,,,
China,22.45122213,18.10566388,0.573158013,4,Modelled,,,
China,9.619164361,25.06685073,0.026428035,4,Modelled,,,
China,23.34371339,7.970312854,0.42408026,4,Modelled,,,
China,15.92259491,7.12382395,0.122108569,4,Modelled,,,
China,10.52955213,2.138368364,0.026846971,4,Modelled,,,
China,23.27889935,15.76882923,0.619090538,4,Modelled,,,
China,18.35507338,6.610054667,0.190806788,4,Modelled,,,
China,23.89165572,8.815284013,0.483199329,4,Modelled,,,
China,20.17235659,3.038230052,0.148985464,4,Modelled,,,
China,23.40520935,7.459645333,0.408917396,4,Modelled,,,
China,21.21517373,4.255075073,0.215456477,4,Modelled,,,
China,22.21167572,5.235157264,0.27706745,4,Modelled,,,
China,23.52926945,12.27502133,0.569305586,4,Modelled,,,
China,24.81229572,12.8907317,0.686622261,4,Modelled,,,
China,20.06874437,2.434145793,0.119880028,4,Modelled,,,
China,17.57978856,28.69884813,0.220635098,4,Modelled,,,
China,19.30560197,105.440086,0.360013499,4,Modelled,,,
China,21.92466293,13.45960324,0.471471193,4,Modelled,,,
China,18.12775893,8.917385864,0.204160993,4,Modelled,,,
China,17.17200362,4.468508009,0.132592238,4,Modelled,,,
China,22.54662728,451.2462475,0.819690803,4,Modelled,,,
China,20.38926565,4.665704498,0.212748763,4,Modelled,,,
China,22.60008923,14.01317786,0.53498216,4,Modelled,,,
China,16.24830317,25.79900168,0.158314927,4,Modelled,,,
China,21.56828985,81.37249258,0.619267379,4,Modelled,,,
China,22.40436965,24.07661337,0.617137137,4,Modelled,,,
China,17.1003375,16.41737907,0.185520128,4,Modelled,,,
China,23.45026447,71.69087251,0.923964247,4,Modelled,,,
China,20.92323923,318.511987,0.554034395,4,Modelled,,,
China,24.79565386,9.020670296,0.533462141,4,Modelled,,,
China,22.89310194,14.2573401,0.556485532,4,Modelled,,,
China,22.00774623,13.6154973,0.477695021,4,Modelled,,,
China,21.90325308,4.316768806,0.230214269,5,Modelled,,,
China,20.95653614,3.082280921,0.159119373,5,Modelled,,,
China,21.98794714,64.63274679,0.659272285,5,Modelled,,,
China,21.25741944,5.740368002,0.27117896,5,Modelled,,,
China,21.03988287,57.10697716,0.52721914,5,Modelled,,,
China,24.74408741,17.89835853,0.821639686,5,Modelled,,,
China,22.04618616,11.42258612,0.440537469,5,Modelled,,,
China,24.69956327,9.527846433,0.55332261,5,Modelled,,,
China,17.10092608,4.612283342,0.132929365,5,Modelled,,,
China,23.34530807,61.36870893,0.899667073,5,Modelled,,,
China,20.817903,19.73894018,0.430588081,5,Modelled,,,
China,23.21027213,12.23973297,0.54495331,5,Modelled,,,
China,13.50140482,2.239172346,0.051182619,5,Modelled,,,
China,23.49513203,10.26840231,0.511926727,5,Modelled,,,
China,24.88438028,48.88462557,1.189240542,5,Modelled,,,
China,24.31296122,42.57525809,1.020826489,5,Modelled,,,
China,20.92364875,119.679428,0.53603331,5,Modelled,,,
China,11.55469736,1.441417191,0.029117583,5,Modelled,,,
China,19.7391507,23.05901279,0.355349444,5,Modelled,,,
China,23.91049465,12.45299514,0.60090251,5,Modelled,,,
China,23.59643405,23.05901279,0.762198629,5,Modelled,,,
China,24.13176643,8.132565258,0.465687844,5,Modelled,,,
China,18.56615913,7.76645009,0.213419231,5,Modelled,,,
China,22.39708487,12.52490509,0.485498795,5,Modelled,,,
China,21.96045713,7.227111269,0.342787095,5,Modelled,,,
China,24.10237632,68.85880632,1.063542355,5,Modelled,,,
China,23.80433265,53.60216059,0.97743773,5,Modelled,,,
China,23.09504435,5.823596788,0.326225541,5,Modelled,,,
China,16.67050954,8.815284013,0.150447259,5,Modelled,,,
China,19.6021811,6.572103982,0.23415478,5,Modelled,,,
China,24.19626985,88.20361229,1.119743048,5,Modelled,,,
China,17.34970322,26.47620371,0.208232964,5,Modelled,,,
China,24.73024885,18.68821802,0.842245115,5,Modelled,,,
China,19.9259349,3.350667111,0.158721743,5,Modelled,,,
China,20.79305195,2.952007995,0.150992533,5,Modelled,,,
China,22.49201872,4.665704498,0.257355546,5,Modelled,,,
China,24.74613575,12.77987575,0.680301098,5,Modelled,,,
China,24.81785845,14.05357924,0.727317992,5,Modelled,,,
China,24.98006108,26.86007845,0.999271515,5,Modelled,,,
China,22.72737033,4.098766361,0.230490127,5,Modelled,,,
China,21.16581081,12.23973297,0.394898716,5,Modelled,,,
China,20.32840055,14.05357924,0.354304212,5,Modelled,,,
China,19.09988571,34.90484561,0.322248691,5,Modelled,,,
China,23.49848871,5.042845572,0.292596882,5,Modelled,,,
China,22.3932625,5.674642216,0.301030627,5,Modelled,,,
China,22.03578893,4.27964605,0.230379196,5,Modelled,,,
China,24.74025867,66.13861768,1.232239659,5,Modelled,,,
China,23.73092385,31.83286437,0.861709866,5,Modelled,,,
China,21.48510602,5.908032296,0.284433691,5,Modelled,,,
China,21.51542386,13.42090943,0.433828928,5,Modelled,,,
China,24.6557669,14.92943976,0.73409195,5,Modelled,,,
China,21.30961061,3.66345594,0.191157466,5,Modelled,,,
China,21.58777443,215.3194545,0.648080494,5,Modelled,,,
China,16.47262059,5.874112172,0.129322189,5,Modelled,,,
China,13.98605724,4.585802575,0.072512268,5,Modelled,,,
China,15.56960273,1.205786223,0.044969064,5,Modelled,,,
China,24.23220134,131.6072517,1.159809013,5,Modelled,,,
China,23.68450018,31.01865095,0.840241283,5,Modelled,,,
China,15.03948031,3.389475766,0.081069625,5,Modelled,,,
China,23.97967676,20.49169553,0.776510166,5,Modelled,,,
China,16.06640816,16.464712,0.146023395,5,Modelled,,,
China,21.37978442,3.379731664,0.178284346,5,Modelled,,,
China,24.78788352,36.23596112,1.074044357,5,Modelled,,,
China,20.66313026,51.78196712,0.479496825,5,Modelled,,,
China,21.1681242,4.218482862,0.213209921,5,Modelled,,,
China,24.67432758,10.47743714,0.59098207,5,Modelled,,,
China,24.40246169,6.764061566,0.405355134,5,Modelled,,,
China,24.84904798,70.26057148,1.263953009,5,Modelled,,,
China,16.18375675,3.528880153,0.100862307,5,Modelled,,,
China,21.85173722,42.82110938,0.623574687,5,Modelled,,,
China,18.64110424,10.15083166,0.235583444,5,Modelled,,,
China,23.91989832,15.5434667,0.678010417,5,Modelled,,,
China,21.57410726,4.016992078,0.210980772,5,Modelled,,,
China,23.9641442,6.496855026,0.38093267,5,Modelled,,,
China,20.24960271,35.92434407,0.426989641,5,Modelled,,,
China,22.99126044,42.69800679,0.781906388,5,Modelled,,,
China,19.40021867,17.19130428,0.310071983,5,Modelled,,,
China,13.42917631,3.274377763,0.057755631,5,Modelled,,,
China,24.98480656,43.31707916,1.179327612,5,Modelled,,,
China,19.71537145,2.909818941,0.138284365,5,Modelled,,,
China,16.44022218,3.727287117,0.108677201,5,Modelled,,,
China,22.53667751,6.312480507,0.331095485,5,Modelled,,,
China,22.263137,33.91427955,0.638978376,5,Modelled,,,
China,24.23609858,5.707410499,0.342968828,5,Modelled,,,
China,22.47914261,67.87470061,0.752981068,5,Modelled,,,
China,22.96930509,9.391677821,0.454430308,5,Modelled,,,
China,24.35997837,13.9327232,0.680596065,5,Modelled,,,
China,20.36173955,57.7684111,0.45141763,5,Modelled,,,
China,19.92179616,9.046677784,0.283816237,5,Modelled,,,
China,24.93176666,121.065599,1.371491122,5,Modelled,,,
China,17.48647739,3.40904833,0.121399873,5,Modelled,,,
China,23.42206272,6.348931994,0.357818878,5,Modelled,,,
China,24.93059976,60.84095873,1.235340822,5,Modelled,,,
China,21.52029437,14.0940971,0.445897719,5,Modelled,,,
China,24.86096743,20.02513229,0.887538977,5,Modelled,,,
China,21.32732827,4.599023899,0.232933048,5,Modelled,,,
China,24.09215884,6.38559397,0.377515479,5,Modelled,,,
China,23.03189153,6.063113161,0.334897671,5,Modelled,,,
China,20.07349586,3.716571871,0.175278111,5,Modelled,,,
China,19.88289226,4.304358912,0.190864373,5,Modelled,,,
China,24.26848024,275.0171898,1.213471652,5,Modelled,,,
China,22.77791602,56.9428054,0.78755711,5,Modelled,,,
China,22.39845169,9.284145445,0.41756186,5,Modelled,,,
China,22.7988052,5.674642216,0.311811674,5,Modelled,,,
China,20.79277105,5.130710903,0.237850849,5,Modelled,,,
China,17.09502469,1001.728863,0.21656212,5,Modelled,,,
China,24.65774898,62.25848519,1.165074564,5,Modelled,,,
China,21.63030732,11.42258612,0.414612448,5,Modelled,,,
China,16.00552273,1.458112214,0.055289074,5,Modelled,,,
China,22.58285765,23.25903263,0.624503069,5,Modelled,,,
China,22.71883629,18.36817534,0.594220627,5,Modelled,,,
China,21.26139264,4.134320121,0.211041479,5,Modelled,,,
China,17.37650636,6.45955426,0.15953893,5,Modelled,,,
China,22.04260625,5.372575727,0.278531315,5,Modelled,,,
China,20.42911379,8.418433931,0.300304941,5,Modelled,,,
China,24.29465054,21.09021564,0.818100161,5,Modelled,,,
China,22.48950054,5.642062068,0.302538435,5,Modelled,,,
China,11.02580864,6.822734785,0.037100786,5,Modelled,,,
China,22.55341536,26.78286081,0.651233421,5,Modelled,,,
China,21.93476657,20.6694458,0.533802917,5,Modelled,,,
China,12.97361961,4.206355521,0.05651693,5,Modelled,,,
China,23.6794308,55.48633588,0.958555911,5,Modelled,,,
China,23.73757924,5.086588519,0.299028033,5,Modelled,,,
China,21.74838083,3.389475766,0.181936398,5,Modelled,,,
China,22.04599061,4.857598384,0.258304761,5,Modelled,,,
China,19.91480398,2.960518927,0.142796072,5,Modelled,,,
China,19.64372442,12.20454605,0.297151886,5,Modelled,,,
China,16.38619678,3.064584445,0.097153746,5,Modelled,,,
China,22.20368919,18.1578643,0.549434161,5,Modelled,,,
China,22.32246007,3.970998518,0.218895818,5,Modelled,,,
