Country ,Growth,Storage ,Rate,Global,Type,,,
US,6.439734412,18.95110853,0.177001101,3,Modelled,,,
US,10.46127426,321.8672159,0.872649852,3,Modelled,,,
US,13.09413373,146.7868812,1.605850089,3,Modelled,,,
US,7.604182525,14.36674298,0.207700312,3,Modelled,,,
US,13.43853859,38.80297603,1.073327006,3,Modelled,,,
US,10.07037145,61.79862496,0.6443909,3,Modelled,,,
US,8.870730545,176.7196169,0.533691328,3,Modelled,,,
US,16.51800872,37.17625241,1.477421789,3,Modelled,,,
US,9.141769561,62.86639876,0.509173269,3,Modelled,,,
US,16.2094747,40.96607069,1.569791352,3,Modelled,,,
US,12.05264915,15.47381249,0.433065579,3,Modelled,,,
US,12.58815907,17.74661375,0.521137473,3,Modelled,,,
US,16.40759789,56.40271813,2.05035832,3,Modelled,,,
US,10.12447378,17.39545386,0.375394717,3,Modelled,,,
US,11.41384166,31.1449742,0.671677307,3,Modelled,,,
US,11.09553593,20.41143913,0.490400287,3,Modelled,,,
US,9.853073057,10.02589457,0.220577927,3,Modelled,,,
US,10.18572808,23.67836118,0.463549118,3,Modelled,,,
US,15.76836878,30.26832282,1.149524159,3,Modelled,,,
US,10.97300201,14.04231231,0.352295841,3,Modelled,,,
US,12.16599487,45.27130083,0.934914545,3,Modelled,,,
US,12.48588666,26.31662718,0.720048416,3,Modelled,,,
US,12.80149005,297.1377377,1.628346901,3,Modelled,,,
US,13.25103054,44.62961749,1.126830721,3,Modelled,,,
US,14.41287814,43.62178873,1.331837736,3,Modelled,,,
US,16.58445357,52.0692237,1.973880082,3,Modelled,,,
US,12.07272681,30.18202645,0.741640481,3,Modelled,,,
US,12.9043645,37.81859402,0.968826531,3,Modelled,,,
US,15.92061142,31.86454122,1.220955051,3,Modelled,,,
US,8.548391774,25.3577505,0.340047383,3,Modelled,,,
US,13.62882122,25.14147996,0.797054698,3,Modelled,,,
US,16.15070089,42.5151596,1.613450112,3,Modelled,,,
US,16.29229736,32.78742334,1.287943967,3,Modelled,,,
US,14.56084901,36.64930971,1.203183669,3,Modelled,,,
US,10.27224852,18.52315344,0.401863122,3,Modelled,,,
US,13.75842634,23.07767136,0.747605467,3,Modelled,,,
US,13.72330861,37.92672485,1.104456341,3,Modelled,,,
US,13.26018939,49.31985922,1.189492723,3,Modelled,,,
US,6.496421871,8.024280678,0.108562397,3,Modelled,,,
US,14.43245561,47.38734346,1.405753253,3,Modelled,,,
US,13.19591939,21.18327625,0.6554805,3,Modelled,,,
US,10.76458267,141.8429325,0.895059848,3,Modelled,,,
US,15.28018369,32.41510561,1.17334752,3,Modelled,,,
US,7.775814075,28.75206519,0.291627101,4,Modelled,,,
US,13.77039929,33.06946536,1.007982897,4,Modelled,,,
US,17.04925309,43.37340789,1.778232441,4,Modelled,,,
US,6.443909386,21.61090044,0.185390034,4,Modelled,,,
US,13.45481946,21.30458375,0.673761506,4,Modelled,,,
US,12.08196726,27.62546386,0.699943183,4,Modelled,,,
US,15.47816467,60.92268044,1.897881568,4,Modelled,,,
US,16.8317699,38.25297586,1.555941864,4,Modelled,,,
US,11.96859586,128.7208798,1.193252462,4,Modelled,,,
US,12.03220534,16.38311826,0.456969951,4,Modelled,,,
US,15.42020064,35.82169275,1.298233336,4,Modelled,,,
US,12.41331024,104.2057839,1.275869916,4,Modelled,,,
US,11.62191615,13.88285477,0.371667801,4,Modelled,,,
US,8.695533598,10.92249835,0.207556679,4,Modelled,,,
US,14.77321621,28.26371685,0.991453848,4,Modelled,,,
US,9.520541587,17.19791971,0.337125031,4,Modelled,,,
US,15.53551145,59.54692074,1.895608592,4,Modelled,,,
US,11.49411142,46.98318749,0.829721386,4,Modelled,,,
US,14.06390321,27.70445051,0.90984017,4,Modelled,,,
US,14.17033363,99.26873188,1.871647082,4,Modelled,,,
US,10.54469629,22.42809393,0.477083064,4,Modelled,,,
US,15.68831745,44.37549811,1.59075832,4,Modelled,,,
US,15.98705966,30.96763587,1.191621675,4,Modelled,,,
US,11.80936471,44.37549811,0.863492969,4,Modelled,,,
US,12.65720864,91.11998077,1.308530675,4,Modelled,,,
US,9.197437584,39.24866441,0.459300546,4,Modelled,,,
US,12.86828079,496.7649432,1.725829843,4,Modelled,,,
US,13.1577913,116.4797248,1.552704673,4,Modelled,,,
US,14.243625,53.73047536,1.471807663,4,Modelled,,,
US,10.96761174,38.14391488,0.684223285,4,Modelled,,,
US,15.5135035,41.55507966,1.478944004,4,Modelled,,,
US,8.063953112,29.66939049,0.317636258,4,Modelled,,,
US,10.08266929,126.8963675,0.733252508,4,Modelled,,,
US,11.62911216,14.32578274,0.384739093,4,Modelled,,,
US,12.395474,226.5486297,1.449817875,4,Modelled,,,
US,14.51438106,66.37092303,1.706596687,4,Modelled,,,
US,17.05577031,38.69234697,1.597185036,4,Modelled,,,
US,16.54169682,40.50088029,1.603387467,4,Modelled,,,
US,7.722981087,11.46572018,0.18353569,4,Modelled,,,
US,16.07965559,44.75722237,1.666665646,4,Modelled,,,
US,12.59914356,67.71074469,1.182612457,4,Modelled,,,
US,12.29192265,37.71077149,0.872230135,4,Modelled,,,
US,15.79281629,46.98318749,1.673536053,4,Modelled,,,
US,14.03326276,34.41807995,1.074170189,4,Modelled,,,
US,14.43456333,23.47641377,0.806248958,4,Modelled,,,
US,12.28242466,52.0692237,1.014727658,4,Modelled,,,
US,13.63987832,439.3722071,2.098575103,4,Modelled,,,
US,8.305403271,49.03903378,0.385145705,4,Modelled,,,
US,15.04758094,145.9510822,2.514211004,4,Modelled,,,
US,12.5324695,103.0224746,1.311233417,4,Modelled,,,
US,11.24157232,38.25297586,0.724063918,4,Modelled,,,
US,12.71264609,70.87563768,1.237805903,4,Modelled,,,
US,14.55829345,37.81859402,1.227085343,4,Modelled,,,
US,11.91316114,37.81859402,0.817195975,4,Modelled,,,
US,6.286150207,47.93163131,0.209744606,4,Modelled,,,
US,12.29177814,51.62513703,1.007341983,4,Modelled,,,
US,14.21453828,149.75005,2.103632904,4,Modelled,,,
US,17.14299088,36.12983598,1.500199858,4,Modelled,,,
US,12.83261487,251.7908982,1.634598337,4,Modelled,,,
US,15.46079216,40.84927455,1.450765794,4,Modelled,,,
US,13.20557908,86.80290674,1.453450886,4,Modelled,,,
US,13.61655433,1221.065366,2.169107437,4,Modelled,,,
US,14.24851241,44.12282567,1.306474018,4,Modelled,,,
US,14.82906951,91.64178569,2.071066652,4,Modelled,,,
US,13.97219623,110.0147964,1.847880956,4,Modelled,,,
US,15.6573389,66.94185503,2.060688375,4,Modelled,,,
US,13.97984299,49.17924605,1.344517101,4,Modelled,,,
US,12.77891149,97.86167951,1.380333903,4,Modelled,,,
US,13.57825803,19.66772479,0.629580943,4,Modelled,,,
US,9.593792755,49.03903378,0.542918518,4,Modelled,,,
US,10.33149078,13.53066446,0.31575682,4,Modelled,,,
US,13.80712869,32.78742334,1.00744256,4,Modelled,,,
US,13.76433248,37.17625241,1.093828151,4,Modelled,,,
US,14.33873551,69.87103399,1.687120306,4,Modelled,,,
US,12.9493323,37.49604776,0.972210533,4,Modelled,,,
US,10.07241487,57.21367477,0.63089706,4,Modelled,,,
US,16.81931512,51.62513703,2.017953685,4,Modelled,,,
US,11.47346325,24.29468638,0.58523392,4,Modelled,,,
US,12.20072505,40.27026979,0.888315466,4,Modelled,,,
US,4.717987082,8.209671994,0.072619711,4,Modelled,,,
US,6.039324683,8.070232281,0.099490562,4,Modelled,,,
US,13.95304328,21.67269027,0.716372362,4,Modelled,,,
US,9.243723007,160.3710821,0.588052335,4,Modelled,,,
US,10.90454787,42.15255738,0.700755052,4,Modelled,,,
US,14.47905237,61.79862496,1.639527534,4,Modelled,,,
US,3.936878485,14.16310625,0.071057785,4,Modelled,,,
US,15.79890869,30.61598275,1.162667989,4,Modelled,,,
US,13.15422099,28.02266197,0.825522922,4,Modelled,,,
US,16.35631015,68.29320202,2.320693729,4,Modelled,,,
US,14.47522383,35.21326813,1.155965323,4,Modelled,,,
US,13.23150049,46.84923628,1.151177169,4,Modelled,,,
US,13.53748678,162.2130936,1.812699924,4,Modelled,,,
US,13.98629027,150.6076041,2.001338452,4,Modelled,,,
US,13.2841954,59.54692074,1.295914536,4,Modelled,,,
US,13.00678638,142.2484894,1.565873628,4,Modelled,,,
US,15.8439409,44.24898154,1.607705579,4,Modelled,,,
US,9.895395705,197.5346433,0.726361337,4,Modelled,,,
US,12.84788807,57.70583483,1.176707663,4,Modelled,,,
US,14.71953588,81.05413676,1.927420784,4,Modelled,,,
US,12.89964046,27.4681655,0.786349135,4,Modelled,,,
US,16.72514989,38.14391488,1.542300965,4,Modelled,,,
US,15.36125153,136.6747215,2.622280008,4,Modelled,,,
US,13.70904932,32.9751828,1.002177452,4,Modelled,,,
US,11.23551644,20.46979946,0.502324172,4,Modelled,,,
US,12.46457355,323.710411,1.515062916,4,Modelled,,,
US,18.47656038,49.60229283,2.237356388,4,Modelled,,,
US,16.45463884,46.31723957,1.782714214,4,Modelled,,,
US,16.64588448,65.43016996,2.3343321,4,Modelled,,,
US,17.44810225,45.27130083,1.91320385,4,Modelled,,,
US,11.49397105,48.75980735,0.834591834,4,Modelled,,,
US,18.18208015,44.24898154,1.959579363,4,Modelled,,,
US,16.66010261,82.69036664,2.703161056,4,Modelled,,,
US,10.94681723,13.49208791,0.337414217,4,Modelled,,,
US,15.58665943,155.4126907,2.873712695,4,Modelled,,,
US,16.96991872,62.33022541,2.369483437,4,Modelled,,,
US,17.03131848,51.18483786,2.047270595,4,Modelled,,,
US,14.72596606,45.01352772,1.418344614,4,Modelled,,,
US,14.10590987,70.47207443,1.6350583,4,Modelled,,,
US,9.377994912,11.27097711,0.235370181,4,Modelled,,,
US,10.31101565,46.18518701,0.632725855,5,Modelled,,,
US,15.33687747,28.02266197,1.028889046,5,Modelled,,,
US,9.475944619,108.1462161,0.60495954,5,Modelled,,,
US,15.99453674,244.7036283,3.475517011,5,Modelled,,,
US,14.328902,51.92077197,1.452850562,5,Modelled,,,
US,13.50796428,54.97185312,1.310430075,5,Modelled,,,
US,14.28488634,105.4026845,1.9564451,5,Modelled,,,
US,15.73036272,35.5161776,1.329137549,5,Modelled,,,
US,15.79734598,117.8176031,2.721112221,5,Modelled,,,
US,15.30041937,61.79862496,1.875055286,5,Modelled,,,
US,8.524405254,215.8152297,0.482048835,5,Modelled,,,
US,17.76405525,46.71566697,2.014570208,5,Modelled,,,
US,17.32714225,53.88410139,2.201763281,5,Modelled,,,
US,14.72247774,36.75409732,1.231428441,5,Modelled,,,
US,14.90395371,37.92672485,1.286169429,5,Modelled,,,
US,15.00123032,30.79130731,1.094946789,5,Modelled,,,
US,13.13647489,371.2571568,1.840499267,5,Modelled,,,
US,4.965748802,6.722463897,0.066686424,5,Modelled,,,
US,13.98902305,77.21396135,1.640775286,5,Modelled,,,
US,19.13715594,59.71717713,2.79006735,5,Modelled,,,
US,16.30133552,53.88410139,1.961796617,5,Modelled,,,
US,16.58405638,65.24362556,2.322934319,5,Modelled,,,
US,16.27327659,39.69947194,1.538107585,5,Modelled,,,
US,14.52516769,235.1153281,2.457578379,5,Modelled,,,
US,16.25559343,158.5499876,3.26896155,5,Modelled,,,
US,7.282952218,10.95372793,0.162734219,5,Modelled,,,
US,14.09498301,72.51313371,1.64258251,5,Modelled,,,
US,17.24494391,65.80486038,2.539684059,5,Modelled,,,
US,13.84173581,107.8378863,1.788928717,5,Modelled,,,
US,16.5961085,37.60325636,1.501862174,5,Modelled,,,
US,8.92787431,48.34394594,0.453286806,5,Modelled,,,
US,17.24236615,72.10024662,2.691953199,5,Modelled,,,
US,12.92771185,28.34452839,0.805903441,5,Modelled,,,
US,17.08397466,47.93163131,1.944980912,5,Modelled,,,
US,18.86442583,51.33118542,2.36748523,5,Modelled,,,
US,12.66095489,184.979734,1.49434211,5,Modelled,,,
US,13.89295959,86.55542769,1.677286325,5,Modelled,,,
US,16.81799112,35.21326813,1.432561872,5,Modelled,,,
US,11.40263133,46.98318749,0.811940249,5,Modelled,,,
US,13.38119305,23.88204576,0.743563755,5,Modelled,,,
US,13.30382596,58.70289226,1.292753464,5,Modelled,,,
US,17.99084583,58.36864018,2.501959073,5,Modelled,,,
US,13.64381899,25.14147996,0.799277858,5,Modelled,,,
US,13.5852739,68.29320202,1.461260818,5,Modelled,,,
US,17.63324389,56.88790223,2.36522816,5,Modelled,,,
US,17.37896389,54.50301057,2.232577603,5,Modelled,,,
US,11.02654613,43.12644132,0.725065072,5,Modelled,,,
US,12.81654297,43.74651203,1.035909199,5,Modelled,,,
US,14.8230181,100.9839246,2.131495644,5,Modelled,,,
US,15.29135087,75.90249694,2.065609459,5,Modelled,,,
US,17.79934915,46.71566697,2.016808216,5,Modelled,,,
US,14.98147605,187.6393672,2.640209897,5,Modelled,,,
US,16.44597108,63.77029,2.255805705,5,Modelled,,,
US,12.70855284,331.1893491,1.628938194,5,Modelled,,,
US,16.93711201,67.32520222,2.474511074,5,Modelled,,,
US,16.66514769,109.3883763,3.123066596,5,Modelled,,,
US,11.49192133,84.60082772,0.980980806,5,Modelled,,,
US,14.39629729,43.99702948,1.332453217,5,Modelled,,,
US,18.14524194,63.95262185,2.733240207,5,Modelled,,,
US,13.51568118,40.15545741,1.10568409,5,Modelled,,,
US,14.1879796,100.1226555,1.88597493,5,Modelled,,,
US,18.07067485,52.36740174,2.289568345,5,Modelled,,,
US,13.85224822,186.5709556,2.009493454,5,Modelled,,,
US,14.1532689,243.310295,2.264580602,5,Modelled,,,
US,16.15638756,113.5247828,2.870547988,5,Modelled,,,
US,19.38904716,64.13547501,3.037062572,5,Modelled,,,
US,18.17844219,44.12282567,1.952753943,5,Modelled,,,
US,12.19317217,107.5304356,1.222553062,5,Modelled,,,
US,16.93836729,70.47207443,2.548562881,5,Modelled,,,
US,12.74593077,49.74411558,1.089248436,5,Modelled,,,
US,15.88966485,166.9112175,3.126422963,5,Modelled,,,
US,10.75293755,57.70583483,0.746567335,5,Modelled,,,
US,13.40476953,541.1900391,2.02054178,5,Modelled,,,
US,11.8289809,253.9568388,1.246565481,5,Modelled,,,
US,18.03300996,52.81787348,2.296429612,5,Modelled,,,
US,16.78873896,63.95262185,2.354885698,5,Modelled,,,
US,18.99526173,57.54131286,2.666534751,5,Modelled,,,
US,15.35747959,100.6960148,2.384040257,5,Modelled,,,
US,17.45173116,40.38541043,1.713087701,5,Modelled,,,
US,18.49693742,53.12033871,2.39473622,5,Modelled,,,
US,16.41918263,47.65871039,1.820798908,5,Modelled,,,
US,13.84647407,531.9980295,2.236849131,5,Modelled,,,
US,15.51688565,131.6948203,2.691330003,5,Modelled,,,
US,18.75919079,65.80486038,2.96194807,5,Modelled,,,
US,17.92942331,43.49742102,1.898626039,5,Modelled,,,
US,15.3498176,40.04097237,1.412646429,5,Modelled,,,
US,14.23183338,246.8086033,2.323843345,5,Modelled,,,
US,17.55092214,46.98318749,1.989165034,5,Modelled,,,
US,14.72484492,275.879103,2.636382819,5,Modelled,,,
US,10.67203681,54.19267245,0.72507721,5,Modelled,,,
US,17.81821753,69.87103399,2.836284126,5,Modelled,,,
US,14.92730628,40.6166803,1.358653067,5,Modelled,,,
US,14.73062265,29.50045408,1.024351579,5,Modelled,,,
US,11.43600927,60.7489871,0.892246807,5,Modelled,,,
US,10.42850903,49.60229283,0.665414631,5,Modelled,,,
US,16.44594966,56.08156315,2.060129101,5,Modelled,,,
US,15.7852315,114.5013389,2.683090527,5,Modelled,,,
US,16.18633316,74.1884621,2.37999611,5,Modelled,,,
US,18.90071619,62.15251909,2.846314011,5,Modelled,,,
US,14.49470659,83.40168078,1.878449128,5,Modelled,,,
US,12.73001003,141.4385318,1.465428054,5,Modelled,,,
US,16.4922894,57.70583483,2.109844199,5,Modelled,,,
US,18.05266228,65.99300946,2.776265405,5,Modelled,,,
US,16.05997325,45.66073091,1.69068375,5,Modelled,,,
US,16.95508038,151.470069,3.738209405,5,Modelled,,,
US,14.96334274,3771.584407,3.187048994,5,Modelled,,,
US,15.59865128,34.81340371,1.288212116,5,Modelled,,,
US,16.08118315,125.4553953,2.94409113,5,Modelled,,,
US,15.72156462,225.9027293,3.187758208,5,Modelled,,,
US,17.77585895,45.14223028,1.949573031,5,Modelled,,,
US,13.95067269,626.0194798,2.345951404,5,Modelled,,,
US,19.58063678,68.29320202,3.257351629,5,Modelled,,,
US,18.32003044,75.0405858,3.141303747,5,Modelled,,,
US,15.90024383,84.11911375,2.417989797,5,Modelled,,,
US,18.31070524,52.81787348,2.344905329,5,Modelled,,,
US,14.6887791,134.7374701,2.264170466,5,Modelled,,,
US,17.78910012,55.28665327,2.338020387,5,Modelled,,,
US,18.05646645,75.25514165,3.063815516,5,Modelled,,,
US,14.62603177,117.1467541,2.164302795,5,Modelled,,,
US,17.63640698,55.28665327,2.309356568,5,Modelled,,,
US,17.06297376,153.6479012,3.793115857,5,Modelled,,,
US,18.04096446,62.68716379,2.664069434,5,Modelled,,,
US,17.07038526,114.1748903,3.379650045,5,Modelled,,,
US,17.16503744,90.08526743,3.063674193,5,Modelled,,,
US,17.43025577,50.02897872,2.079438882,5,Modelled,,,
US,19.03042141,57.21367477,2.665329643,5,Modelled,,,
US,18.59755486,90.86019354,3.703337756,5,Modelled,,,
US,15.55402857,120.5396366,2.617337659,5,Modelled,,,
US,15.98444969,38.25297586,1.449574405,5,Modelled,,,
US,15.30387452,86.55542769,2.219334832,5,Modelled,,,
US,16.18300644,107.5304356,2.836999873,5,Modelled,,,
US,19.08238794,58.20222852,2.713788976,5,Modelled,,,
US,15.77382679,129.8281549,2.820967384,5,Modelled,,,
US,18.40213616,71.6897105,3.076616006,5,Modelled,,,
US,16.85223917,98.42209124,3.055202675,5,Modelled,,,
US,18.07989515,90.86019354,3.489468644,5,Modelled,,,
US,15.23459909,749.3857698,3.249315785,5,Modelled,,,
US,14.62256615,449.5233714,2.720473151,5,Modelled,,,
US,19.65915638,64.87213078,3.124187846,5,Modelled,,,
US,13.91372317,1166.539701,2.366975227,5,Modelled,,,
US,18.29955157,48.75980735,2.174546475,5,Modelled,,,
US,14.84961354,86.55542769,2.035855462,5,Modelled,,,
US,13.68572109,1652.627084,2.225534012,5,Modelled,,,
US,15.68242365,76.77430793,2.215685883,5,Modelled,,,
US,16.9587797,110.3293504,3.260684501,5,Modelled,,,
US,15.27319333,1440.975837,3.439568211,5,Modelled,,,
US,14.10798589,478.6647391,2.397825504,5,Modelled,,,
US,17.31989745,90.86019354,3.142384813,5,Modelled,,,
US,14.66714147,48.34394594,1.473643101,6,Modelled,,,
US,18.32865657,77.65613248,3.236009756,6,Modelled,,,
US,10.11569475,17.05124253,0.369947586,6,Modelled,,,
US,17.42265995,90.08526743,3.166990767,6,Modelled,,,
US,19.71930907,60.7489871,2.942500242,6,Modelled,,,
US,18.41205087,48.89922126,2.198533981,6,Modelled,,,
US,15.86227594,76.55542088,2.300161189,6,Modelled,,,
US,15.37651114,61.44674589,1.88997963,6,Modelled,,,
US,17.22198865,72.10024662,2.691845457,6,Modelled,,,
US,16.32234217,81.98511914,2.562542578,6,Modelled,,,
US,17.27239576,75.68609546,2.805925603,6,Modelled,,,
US,15.93428639,99.55256078,2.618057802,6,Modelled,,,
US,19.77710844,82.45461263,3.895546052,6,Modelled,,,
US,15.64088694,261.3121064,3.243420872,6,Modelled,,,
US,19.32451177,84.84271818,3.83810714,6,Modelled,,,
US,13.87078365,428.2258947,2.217565395,6,Modelled,,,
US,15.61254944,75.47031095,2.173190569,6,Modelled,,,
US,17.59440547,52.81787348,2.218381887,6,Modelled,,,
US,18.33212913,56.88790223,2.518096788,6,Modelled,,,
US,18.74354109,51.33118542,2.355498573,6,Modelled,,,
US,14.6945623,48.48217082,1.47954448,6,Modelled,,,
US,18.29882025,85.08530025,3.420150172,6,Modelled,,,
US,18.66666553,51.62513703,2.357179998,6,Modelled,,,
US,14.18519625,586.2309261,2.478313598,6,Modelled,,,
US,16.61643302,56.24191141,2.098255355,6,Modelled,,,
US,16.2592408,495.3486437,4.047472241,6,Modelled,,,
US,16.11521052,54.34762,1.930992952,6,Modelled,,,
US,18.9695634,67.51769826,3.072292936,6,Modelled,,,
US,13.98596823,106.6133327,1.845229033,6,Modelled,,,
US,17.60043343,84.11911375,3.136351331,6,Modelled,,,
US,19.50196438,83.16389879,3.839824595,6,Modelled,,,
US,14.50337326,254.6829515,2.478116912,6,Modelled,,,
US,19.42686696,84.11911375,3.847462962,6,Modelled,,,
US,12.98953847,2124.670099,1.851110607,6,Modelled,,,
US,16.79080715,55.44472872,2.129348194,6,Modelled,,,
US,14.42061959,95.92524833,1.938906316,6,Modelled,,,
US,17.36371702,41.91254229,1.763756369,6,Modelled,,,
US,15.7029474,88.80838309,2.384328599,6,Modelled,,,
US,15.26961987,103.61244,2.351288307,6,Modelled,,,
US,18.04904575,67.32520222,2.820205475,6,Modelled,,,
US,16.41358805,94.56558707,2.792091101,6,Modelled,,,
US,15.84584067,161.7506167,3.033412244,6,Modelled,,,
US,12.27047813,1928.114426,1.530230335,6,Modelled,,,
US,15.41201405,353.6677696,3.189182144,6,Modelled,,,
US,13.82589371,43.87159194,1.220778905,6,Modelled,,,
US,19.32978806,86.55542769,3.886003566,6,Modelled,,,
US,17.21871284,161.7506167,3.99430143,6,Modelled,,,
US,15.24975396,292.0909099,3.005510159,6,Modelled,,,
US,17.65682618,44.24898154,1.899344598,6,Modelled,,,
US,14.3294858,41.79304771,1.277951772,6,Modelled,,,
US,18.8238078,63.0461462,2.868079205,6,Modelled,,,
US,17.50916308,52.51713048,2.186317862,6,Modelled,,,
US,19.50111907,58.70289226,2.809523732,6,Modelled,,,
US,15.86894339,134.7374701,2.879024638,6,Modelled,,,
US,15.55337152,75.90249694,2.156910836,6,Modelled,,,
US,12.94400022,71.48531986,1.296691831,6,Modelled,,,
US,19.07404309,60.92268044,2.833343614,6,Modelled,,,
US,15.812621,429.450277,3.583475623,6,Modelled,,,
US,14.59663427,26.39187162,0.914294111,6,Modelled,,,
US,16.45526126,71.28151195,2.408401157,6,Modelled,,,
US,15.71058615,223.9760558,3.222348947,6,Modelled,,,
US,15.6701814,610.1381642,3.597356779,6,Modelled,,,
US,14.38322264,425.7875924,2.550527845,6,Modelled,,,
US,16.60718946,132.8276776,3.325197658,6,Modelled,,,
US,17.11245574,141.4385318,3.721346904,6,Modelled,,,
US,15.09180469,740.8761164,3.145151197,6,Modelled,,,
US,14.92072198,142.2484894,2.41798098,6,Modelled,,,
US,15.20713069,73.97694741,2.036129717,6,Modelled,,,
US,11.34490298,46.98318749,0.803118815,6,Modelled,,,
US,17.23588135,53.12033871,2.150757324,6,Modelled,,,
US,16.78312927,88.55518633,2.841015741,6,Modelled,,,
US,13.6961007,53.42453603,1.337262235,6,Modelled,,,
US,11.63357197,31.86454122,0.711496794,6,Modelled,,,
US,16.64062245,261.3121064,4.054138381,6,Modelled,,,
US,13.04983765,151.470069,1.610523954,6,Modelled,,,
US,17.4083235,64.87213078,2.555536016,6,Modelled,,,
US,17.1866312,121.5765354,3.559181321,6,Modelled,,,
US,17.44291399,60.05915171,2.416819729,6,Modelled,,,
US,18.91445387,82.45461263,3.605691495,6,Modelled,,,
US,16.2307915,51.92077197,1.898427993,6,Modelled,,,
US,17.46392934,76.11951716,2.873433508,6,Modelled,,,
US,15.74002767,121.5765354,2.723274676,6,Modelled,,,
US,17.78892735,82.21953077,3.144306084,6,Modelled,,,
US,16.55470476,73.76603576,2.504909779,6,Modelled,,,
US,13.00829706,28.99939449,0.829219097,6,Modelled,,,
US,18.53942767,53.73047536,2.42314731,6,Modelled,,,
US,18.25361212,62.86639876,2.718314773,6,Modelled,,,
US,16.31128822,205.5903557,3.548925689,6,Modelled,,,
US,13.55556058,112.2356516,1.689345797,6,Modelled,,,
US,15.4973702,56.24191141,1.817032176,6,Modelled,,,
US,15.06558993,115.1570388,2.358670014,6,Modelled,,,
US,14.6643653,93.49174714,2.025461298,6,Modelled,,,
US,17.35750634,86.80290674,3.074903149,6,Modelled,,,
US,16.68843082,140.2322344,3.457904293,6,Modelled,,,
US,16.21763251,66.37092303,2.241915816,6,Modelled,,,
US,15.34957177,2024.007675,3.477764996,6,Modelled,,,
US,18.60915738,50.17202144,2.283394386,6,Modelled,,,
US,12.55472308,133.2074582,1.396623237,6,Modelled,,,
US,16.54398263,241.9248952,3.915428353,6,Modelled,,,
US,18.74842009,92.69437709,3.839809594,6,Modelled,,,
