Region_no,Region_name,Q [Mt/y] for t= 10 y,Q [Mt/y] for t= 20 y,Q [Mt/y] for t= 30 y,Q [Mt/y] for t= 40 y,Q [Mt/y] for t= 50 y,Q [Mt/y] for t= 60 y,Q [Mt/y] for t= 70 y,Q [Mt/y] for t= 80 y,Q [Mt/y] for t= 90 y,Q [Mt/y] for t= 100 y,Q [Mt/y] for t= 110 y,Q [Mt/y] for t= 120 y,Q [Mt/y] for t= 130 y,Q [Mt/y] for t= 140 y,Q [Mt/y] for t= 150 y
34,Central North Sea,2601,870,870,600,420,420,324,324,256,256,169,144,144,169,169
51,East Midlands,169,81,56,42,30,25,20,20,16,16,12,12,12,12,9
55,Faroe-Shetland,8464,3080,1560,1560,1560,961,961,961,961,462,462,462,462,462,462
101,Moray Firth,784,400,400,306,240,196,196,100,100,100,100,100,100,100,100
176,Southern North Sea,576,324,169,144,121,90,90,56,56,56,56,49,42,42,42
197,Wessex,729,380,132,156,156,132,49,49,49,49,49,49,49,49,49
