year,total_rate
2030,18.424808994629597
2031,23.1726941875982
2032,28.917923383532802
2033,35.8159249655249
2034,44.0354210579853
2035,53.7576794450159
2036,65.1754222265831
2037,78.49138605796361
2038,93.91653880242811
2039,111.6679677265776
2040,131.9664645832764
2041,155.03384266135382
2042,181.0900297580304
2043,210.3499887122681
2044,243.0205233420454
2045,279.2970321386414
2046,319.3602747424112
2047,363.3732169898787
2048,411.47801919008845
2049,463.7932293396415
2050,520.4112383657764
2051,581.3960483949055
2052,646.7813977227484
2053,716.5692778844685
2054,790.7288692793107
2055,869.1959124891779
2056,951.8725230327695
2057,1038.6274480876718
2058,1129.2967549380896
2059,1223.6849327795435
2060,1321.5663822109977
2061,1422.6872604072034
2062,1526.7676446869227
2063,1633.5039730340122
2064,1742.571717108317
2065,1853.6282413882452
2066,1966.3158012726592
2067,2080.26463316691
2068,2195.096090696524
2069,2310.425783126769
2070,2425.8666747011
2071,2541.0321068244966
2072,2655.5387086852525
2073,2769.0091659094337
2074,2881.0748210593806
2075,2991.378084112742
2076,3099.5746353923596
2077,3205.335407672147
2078,3308.348338283595
2079,3408.319885928372
2080,3504.9763105131988
2081,3598.064717624464
2082,3687.353872224251
2083,3772.634788758805
2084,3853.7211071175775
2085,3930.4492657659357
2086,4002.6784849054648
2087,4070.2905737063
2088,4133.189576524693
2089,4191.301273588715
2090,4244.572551930973
2091,4292.97066239637
2092,4336.482378383853
2093,4375.1130716218
2094,4408.885719755662
2095,4437.839859870661
2096,4462.030501308038
2097,4481.527010284573
2098,4496.411977914746
2099,4506.780082283299
2100,4512.736954241592
2101,4514.398055620451
2102,4511.887577579229
2103,4505.337365857928
2104,4494.885878776389
2105,4480.67718294044
2106,4462.859990775725
2107,4441.5867432211735
2108,4417.012740179017
2109,4389.295320639431
2110,4358.593093776476
2111,4325.065221748228
2112,4288.870754427315
2113,4250.168015837207
2114,4209.114041672648
2115,4165.864066937315
2116,4120.57106243547
2117,4073.385318604054
2118,4024.4540749642697
2119,3973.9211933040033
2120,3921.9268725712363
2121,3868.6074033604173
2122,3814.094959805716
2123,3758.5174266537642
2124,3701.9982592710357
2125,3644.656374344584
2126,3586.6060690565846
2127,3527.956966550701
2128,3468.813985559138
2129,3409.2773321212994
2130,3349.442511396189
2131,3289.4003576492755
2132,3229.2370805787755
2133,3169.0343262347974
2134,3108.8692508761633
2135,3048.8146062027663
2136,2988.938834495128
2137,2929.3061722863636
2138,2869.976761284379
2139,2811.0067653530946
2140,2752.448492450314
2141,2694.3505205060205
2142,2636.757826308117
2143,2579.711916542524
2144,2523.2509602110176
2145,2467.409921722922
2146,2412.220694025842
2147,2357.712231205824
2148,2303.910680048704
2149,2250.8395101120304
2150,2198.519641910732
2151,2146.9695728698903
2152,2096.205500744521
2153,2046.241444249398
2154,1997.0893606816549
2155,1948.759260355495
2156,1901.2593177017995
2157,1854.5959789159815
2158,1808.7740660652576
2159,1763.7968775916759
2160,1719.666285170004
2161,1676.3828268999807
2162,1633.9457968307427
2163,1592.353330831469
2164,1551.6024888367037
2165,1511.689333507471
2166,1472.609005360336
2167,1434.3557944261909
2168,1396.9232085086935
2169,1360.3040381193427
2170,1324.4904181719585
2171,1289.4738865241404
2172,1255.2454394571803
2173,1221.7955841888524
2174,1189.1143885158024
2175,1157.1915276837701
2176,1126.0163285848064
2177,1095.5778113810807
2178,1065.8647286546743
2179,1036.8656021823151
